Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000067606,PRKCZ,215,0.52093,71,-1.2252,255,0.80825,220,0.64742,106,-0.7518,133,-0.2877
ENSG00000162585,FAAP20,190,1.67532,116,0.78758,6,-3.7247,57,-0.4011,70,-0.0670,43,-0.8842
ENSG00000157933,SKI,25,-0.4287,100,1.99373,47,0.61109,9,-2.0828,34,0.12212,16,-1.2007
ENSG00000157916,RER1,514,2.68617,139,0.19170,26,-2.3251,95,-0.4557,83,-0.7413,55,-1.3287
ENSG00000157911,PEX10,25,-0.6794,82,1.28790,70,0.99327,24,-0.8178,25,-0.8150,42,0.17830
ENSG00000157870,PRXL2B,26,-1.4197,55,-0.2743,94,0.58214,74,0.22376,74,0.23435,57,-0.2650
ENSG00000158109,TPRG1L,413,1.14457,123,-0.8236,260,0.35452,296,0.65503,132,-0.8788,155,-0.5268
ENSG00000130764,LRRC47,25,-1.7901,88,0.14682,95,0.26765,96,0.32850,96,0.37664,58,-0.5606
ENSG00000069424,KCNAB2,59,-0.6795,37,-1.3816,131,0.59638,181,1.39781,51,-1.0882,84,-0.1344
ENSG00000116254,CHD5,25,-1.4434,8,-3.0146,67,0.09409,120,1.26490,54,-0.3244,67,0.09614
ENSG00000116251,RPL22,41,-3.6832,568,0.24209,415,-0.2629,205,-1.4454,903,1.53382,373,-0.4723
ENSG00000116237,ICMT,25,-1.2555,96,0.88928,200,2.31278,60,0.12716,27,-1.3171,19,-1.7783
ENSG00000097021,ACOT7,316,-0.3773,122,-1.8263,507,0.37919,827,1.48352,244,-0.9428,343,-0.2792
ENSG00000162413,KLHL21,251,2.17781,162,1.31401,58,-0.3946,54,-0.5554,39,-1.2180,26,-1.7293
ENSG00000007923,DNAJC11,322,3.40522,24,-1.3918,27,-1.1964,37,-0.7843,24,-1.5746,35,-0.8756
ENSG00000171735,CAMTA1,25,-2.8138,95,-0.8525,46,-1.9464,262,0.89798,201,0.43402,176,0.12273
ENSG00000049245,VAMP3,25,-0.8070,67,0.77648,4,-3.4590,26,-0.7816,68,1.13682,33,-0.4111
ENSG00000049246,PER3,25,-0.7179,59,0.66649,62,0.75037,26,-0.6706,45,0.31398,28,-0.5482
ENSG00000116288,PARK7,252,-0.7098,522,0.44729,671,0.87161,371,-0.1195,410,0.06692,275,-0.6313
ENSG00000162426,SLC45A1,28,-0.0778,0,-5.9040,11,-1.5644,59,1.35772,25,-0.3693,34,0.23280
ENSG00000142599,RERE,25,-1.8683,136,0.78953,18,-2.2877,83,-0.0314,107,0.50186,90,0.11358
ENSG00000074800,ENO1,1424,0.89739,1030,0.35064,958,0.23189,866,0.07602,652,-0.4757,601,-0.5615
ENSG00000171612,SLC25A33,187,1.75116,56,-0.3184,35,-1.0506,33,-1.2201,76,0.23295,56,-0.3583
ENSG00000171603,CLSTN1,128,-1.5996,752,1.22664,318,-0.2128,449,0.38730,315,-0.2919,300,-0.3384
ENSG00000178585,CTNNBIP1,55,0.34298,38,-0.2738,44,-0.0158,55,0.39096,44,-0.0457,34,-0.4684
ENSG00000162441,LZIC,25,-0.7476,70,0.93233,74,1.02015,19,-1.2216,42,0.09749,33,-0.3093
ENSG00000130939,UBE4B,25,-0.8789,22,-1.0778,38,-0.2000,64,0.71919,52,0.37504,34,-0.4355
ENSG00000054523,KIF1B,186,-0.5995,388,0.57521,199,-0.4937,334,0.37638,272,-0.0047,235,-0.2652
ENSG00000142657,PGD,25,-1.4575,66,0.04589,34,-0.9639,101,0.87140,61,-0.0867,65,0.02660
ENSG00000160049,DFFA,26,-0.5775,79,1.20791,0,-5.6866,20,-1.0799,43,0.26445,54,0.62817
ENSG00000120948,TARDBP,26,-1.3202,140,1.40785,27,-1.2483,44,-0.5635,83,0.67966,41,-0.7009
ENSG00000116649,SRM,25,-1.6399,68,-0.1114,89,0.33449,96,0.51576,60,-0.3764,86,0.32045
ENSG00000198793,MTOR,460,3.53653,45,-0.9287,34,-1.3508,50,-0.8288,37,-1.4248,32,-1.5455
ENSG00000116661,FBXO2,764,1.00753,488,0.25001,603,0.59967,398,-0.0869,300,-0.6437,315,-0.4936
ENSG00000132879,FBXO44,198,0.91568,43,-1.4870,133,0.24604,146,0.46522,81,-0.6566,115,0.01644
ENSG00000011021,CLCN6,523,2.33288,31,-2.3408,147,0.01991,161,0.18983,90,-0.9071,80,-1.0090
ENSG00000116685,KIAA2013,279,2.40997,145,1.10160,52,-0.5712,42,-0.9870,28,-1.7345,52,-0.6126
ENSG00000083444,PLOD1,25,-0.9100,92,1.21875,8,-2.5763,71,0.89011,40,-0.1873,29,-0.7383
ENSG00000116688,MFN2,43,-1.3238,67,-0.6527,153,0.67217,150,0.75219,79,-0.4914,107,0.09833
ENSG00000048707,VPS13D,399,3.12055,70,-0.2349,44,-0.9389,53,-0.7292,48,-0.9802,23,-2.0218
ENSG00000162496,DHRS3,25,-0.8264,108,1.61962,27,-0.6699,9,-2.4813,47,0.25218,51,0.34049
ENSG00000162493,PDPN,25,-0.0861,120,2.90885,1,-4.7718,1,-4.3610,26,0.01599,17,-0.7176
ENSG00000116731,PRDM2,25,-0.4801,36,0.11539,0,-5.4558,30,-0.1891,47,0.75534,36,0.14569
ENSG00000189337,KAZN,25,-1.1150,64,0.37272,82,0.77979,66,0.48989,36,-0.6840,50,-0.0474
ENSG00000142634,EFHD2,25,-0.7720,57,0.54650,3,-3.7543,81,1.39873,35,-0.3000,27,-0.6722
ENSG00000116786,PLEKHM2,121,1.39671,68,0.41040,5,-3.4640,52,-0.0315,37,-0.6902,61,0.24562
ENSG00000065526,SPEN,25,-0.6772,71,1.01562,1,-4.5631,29,-0.5023,58,0.94180,28,-0.5555
ENSG00000185519,FAM131C,25,-0.4274,15,-1.2107,16,-1.0793,27,-0.3251,54,1.21068,26,-0.3540
ENSG00000055070,SZRD1,25,-0.6686,89,1.45936,82,1.30851,18,-1.2161,26,-0.7311,35,-0.1636
ENSG00000159363,ATP13A2,271,0.48393,60,-1.8463,143,-0.5389,332,0.97232,154,-0.5230,207,0.05066
ENSG00000117118,SDHB,267,1.77035,98,0.02426,140,0.60161,81,-0.3219,63,-0.8173,57,-0.9151
ENSG00000117115,PADI2,534,2.55008,95,-0.5466,84,-0.7473,18,-3.1475,135,-0.0005,98,-0.5522
ENSG00000074964,ARHGEF10L,25,-0.2704,31,0.09990,87,1.90626,27,-0.1499,16,-1.1017,24,-0.3406
ENSG00000159423,ALDH4A1,25,-0.4229,18,-0.9305,32,0.00155,37,0.26594,37,0.30485,31,-0.0825
ENSG00000127463,EMC1,25,-0.7470,33,-0.2780,73,1.00495,49,0.37209,40,-0.0215,26,-0.7387
ENSG00000053372,MRTO4,95,1.39646,29,-0.5452,104,1.54948,40,-0.0909,13,-2.0233,36,-0.2667
ENSG00000053371,AKR7A2,25,-1.8304,215,1.65719,137,0.84299,58,-0.6116,88,0.13764,34,-1.4658
ENSG00000077549,CAPZB,313,0.47555,189,-0.3410,313,0.47430,230,-0.0279,231,-0.0244,185,-0.4090
ENSG00000173436,MICOS10,651,1.37413,143,-1.1019,413,0.57239,216,-0.5174,261,-0.2155,243,-0.3174
ENSG00000158747,NBL1,180,0.12817,91,-0.9430,235,0.56356,168,0.02229,170,0.04823,155,-0.1251
ENSG00000162545,CAMK2N1,473,0.36837,54,-2.9301,308,-0.3217,404,0.12271,527,0.74804,275,-0.5475
ENSG00000090432,MUL1,25,-0.3222,34,0.16626,0,-5.3355,49,0.91506,28,-0.1889,32,0.09859
ENSG00000183114,FAM43B,25,-0.5962,35,-0.0342,21,-0.8586,52,0.67426,40,0.21218,29,-0.4033
ENSG00000158828,PINK1,391,0.00855,232,-0.8097,558,0.59212,495,0.44788,327,-0.3467,370,-0.0915
ENSG00000244038,DDOST,25,-0.4538,83,1.57332,90,1.73009,28,-0.3009,16,-1.3187,15,-1.3058
ENSG00000127483,HP1BP3,26,-2.6748,131,-0.2689,192,0.34176,95,-0.8412,267,1.31348,106,-0.6574
ENSG00000075151,EIF4G3,25,-2.1926,127,0.29776,98,-0.1193,140,0.52668,130,0.46207,67,-0.7772
ENSG00000076864,RAP1GAP,30,-1.2685,24,-1.5921,48,-0.5518,115,1.00961,69,0.02837,72,0.09681
ENSG00000090686,USP48,331,2.89464,56,-0.4104,11,-2.8166,58,-0.3881,47,-0.8246,36,-1.1755
ENSG00000070831,CDC42,485,0.81525,250,-0.2687,229,-0.4072,336,0.23314,302,0.03826,210,-0.5950
ENSG00000173372,C1QA,25,-1.0252,129,1.71612,11,-2.2117,8,-2.7585,84,1.34856,24,-1.1714
ENSG00000159189,C1QC,25,-0.5228,87,1.58129,6,-2.4694,3,-3.4381,62,1.45580,16,-1.2331
ENSG00000173369,C1QB,25,-1.3368,158,1.70132,115,1.11824,12,-2.5110,67,0.25028,35,-0.8957
ENSG00000004487,KDM1A,60,0.16809,66,0.31985,40,-0.4543,66,0.37064,70,0.57566,15,-2.0173
ENSG00000169641,LUZP1,257,2.99608,33,-0.7870,23,-1.3311,54,-0.0180,13,-2.4145,42,-0.4479
ENSG00000125944,HNRNPR,25,-1.9250,127,0.59994,68,-0.3968,97,0.18119,116,0.61916,58,-0.7197
ENSG00000117318,ID3,25,-1.6472,289,2.55812,17,-2.1674,1,-5.9794,108,0.89173,36,-1.1833
ENSG00000142676,RPL11,494,-0.2405,674,0.25667,555,-0.0573,224,-1.5629,909,1.07206,426,-0.5209
ENSG00000057757,PITHD1,477,0.80390,114,-1.4500,330,0.19004,469,0.90888,217,-0.5848,211,-0.5683
ENSG00000011009,LYPLA2,25,-0.6642,122,2.08658,42,0.15032,28,-0.4930,25,-0.7542,28,-0.4951
ENSG00000117305,HMGCL,25,-0.1100,25,-0.0976,34,0.38266,35,0.51384,20,-0.4936,25,-0.0952
ENSG00000189266,PNRC2,40,-0.4755,69,0.35914,91,0.83019,34,-0.7893,77,0.76995,24,-1.3789
ENSG00000188529,SRSF10,257,2.08562,108,0.48326,16,-2.4369,34,-1.3923,95,0.37479,32,-1.5076
ENSG00000001461,NIPAL3,38,-1.1811,34,-1.3425,173,1.24127,91,0.17842,92,0.23338,61,-0.5282
ENSG00000117602,RCAN3,25,-0.1740,57,1.22774,0,-5.2176,60,1.60715,15,-1.1329,14,-1.0905
ENSG00000133226,SRRM1,25,-1.0092,72,0.68722,7,-2.7841,41,-0.2432,57,0.37049,59,0.40852
ENSG00000169504,CLIC4,25,-1.2775,99,0.92794,37,-0.6632,19,-1.8147,78,0.71568,67,0.31061
ENSG00000117614,SYF2,25,-1.6363,94,0.43282,27,-1.4951,38,-1.0579,115,1.08400,77,0.12226
ENSG00000117616,RSRP1,25,-1.2257,181,2.12922,51,-0.1155,32,-0.9250,49,-0.2120,40,-0.5238
ENSG00000183726,TMEM50A,25,-1.5235,83,0.34344,102,0.68120,39,-0.9072,92,0.70546,53,-0.4028
ENSG00000204178,MACO1,25,-0.0836,19,-0.4807,5,-2.4544,33,0.44663,26,-0.0139,34,0.48623
ENSG00000117643,MAN1C1,25,-0.3714,135,2.74940,25,-0.3523,16,-1.1542,20,-0.8552,19,-0.8651
ENSG00000162430,SELENON,25,-0.9821,162,2.24384,7,-2.8257,22,-1.2290,53,0.27525,35,-0.5183
ENSG00000117640,MTFR1L,51,-0.6904,98,0.35313,123,0.72797,89,0.21302,73,-0.1493,60,-0.4747
ENSG00000117632,STMN1,406,-0.8056,283,-1.3522,1009,0.64878,886,0.49401,798,0.34125,469,-0.6445
ENSG00000142684,ZNF593,25,-0.8986,34,-0.3897,55,0.35433,57,0.46907,40,-0.2203,48,0.13313
ENSG00000142669,SH3BGRL3,103,-1.2280,361,0.75515,244,0.10717,278,0.36335,215,-0.1242,188,-0.3463
ENSG00000117682,DHDDS,25,-0.2974,23,-0.4154,44,0.64983,38,0.44658,31,0.05223,19,-0.7431
ENSG00000198830,HMGN2,25,-3.1403,564,1.80685,241,0.29360,104,-1.1109,246,0.42959,119,-0.9013
ENSG00000117713,ARID1A,25,-1.1282,110,1.28457,22,-1.3110,53,0.05715,48,-0.1339,54,0.07516
ENSG00000204160,ZDHHC18,25,-0.2046,15,-0.9108,0,-5.2448,60,1.54642,13,-1.4126,41,0.72668
ENSG00000090273,NUDC,32,-2.6168,450,1.53765,231,0.36724,182,-0.0247,155,-0.3371,149,-0.3670
ENSG00000253368,TRNP1,25,-1.0692,4,-3.6082,37,-0.4454,90,1.16087,65,0.59461,28,-0.9613
ENSG00000142784,WDTC1,25,-0.3188,55,0.98562,38,0.37162,28,-0.1501,23,-0.5436,30,0.00990
ENSG00000186501,TMEM222,25,-1.8569,80,-0.0758,196,1.45307,99,0.31324,81,-0.0655,48,-0.9572
ENSG00000158195,WASF2,25,-1.0035,143,1.94299,46,-0.0330,11,-2.3442,55,0.33333,36,-0.4728
ENSG00000126705,AHDC1,25,-0.6413,87,1.43445,73,1.12594,26,-0.6450,33,-0.2354,19,-1.1277
ENSG00000126709,IFI6,25,-2.7439,418,1.74943,250,0.80528,152,-0.0105,101,-0.8003,117,-0.4712
ENSG00000117758,STX12,466,1.99871,108,-0.5257,99,-0.6566,150,-0.0139,120,-0.4578,90,-0.8919
ENSG00000117748,RPA2,37,-0.9040,113,0.87715,37,-0.8877,86,0.49073,69,0.08286,48,-0.5523
ENSG00000126698,DNAJC8,276,1.21096,136,0.02035,122,-0.1571,117,-0.2392,131,-0.0597,92,-0.6508
ENSG00000130770,ATP5IF1,441,-0.0593,314,-0.5942,654,0.58421,557,0.36229,523,0.27897,245,-1.0613
ENSG00000198492,YTHDF2,25,-1.5135,76,0.21743,40,-0.7881,106,0.89235,70,0.09976,52,-0.4357
ENSG00000116350,SRSF4,25,-0.9700,76,0.80564,54,0.24126,33,-0.5871,69,0.90445,18,-1.5274
ENSG00000116353,MECR,30,0.23232,14,-0.9511,27,0.08402,37,0.69009,22,-0.3091,23,-0.1836
ENSG00000060656,PTPRU,25,-0.6806,22,-0.8461,130,2.18729,46,0.35572,17,-1.4308,31,-0.3771
ENSG00000162511,LAPTM5,25,-1.1142,109,1.27596,36,-0.5473,5,-3.4820,81,1.09002,43,-0.2923
ENSG00000162512,SDC3,25,-2.9829,230,0.38705,210,0.23611,113,-0.8011,226,0.48174,221,0.36593
ENSG00000134644,PUM1,25,-2.1524,148,0.55141,42,-1.4004,193,1.20066,79,-0.5716,109,0.05747
ENSG00000121766,ZCCHC17,138,0.28038,58,-1.0815,171,0.63518,135,0.28707,101,-0.2645,108,-0.1168
ENSG00000121769,FABP3,25,-0.9207,7,-2.6998,51,0.20870,91,1.43261,33,-0.6025,43,-0.0834
ENSG00000162517,PEF1,327,1.93912,67,-0.7521,75,-0.5865,131,0.33506,69,-0.8732,77,-0.6059
ENSG00000084636,COL16A1,25,-1.2413,332,3.72098,57,0.05498,15,-2.0508,18,-1.9211,27,-1.1905
ENSG00000121753,ADGRB2,25,-1.3841,82,0.48056,7,-3.1933,95,0.85427,65,0.11826,56,-0.1471
ENSG00000184007,PTP4A2,181,0.30386,113,-0.4472,96,-0.6956,111,-0.5221,181,0.40563,172,0.25213
ENSG00000121774,KHDRBS1,34,-1.8301,228,1.18350,96,-0.2642,113,-0.0082,137,0.40669,69,-0.8456
ENSG00000025800,KPNA6,25,-1.1276,57,0.15278,33,-0.6934,88,1.06177,39,-0.5170,52,0.03575
ENSG00000084652,TXLNA,25,-0.4145,82,1.60978,8,-2.1430,36,0.19231,29,-0.1905,24,-0.5015
ENSG00000084623,EIF3I,380,1.75770,136,-0.0322,153,0.15243,126,-0.1686,117,-0.3373,58,-1.4521
ENSG00000175130,MARCKSL1,27,-3.4792,242,-0.2049,246,-0.1768,98,-1.7006,514,1.56901,250,-0.1727
ENSG00000160058,BSDC1,25,-1.2445,67,0.30086,122,1.33541,63,0.21508,45,-0.4055,41,-0.5430
ENSG00000176261,ZBTB8OS,355,3.58003,22,-1.5408,30,-1.1017,34,-1.0188,25,-1.6183,34,-1.0003
ENSG00000162521,RBBP4,30,-1.7471,199,1.25841,87,-0.1277,67,-0.6073,112,0.36175,80,-0.2920
ENSG00000134684,YARS,35,-1.5715,61,-0.7484,177,0.97888,152,0.84366,91,-0.1470,65,-0.6979
ENSG00000116497,S100PBP,25,-0.3038,39,0.43446,0,-5.1956,28,-0.1153,33,0.17648,41,0.56532
ENSG00000121900,TMEM54,25,-1.1512,129,1.55657,43,-0.2994,26,-1.1464,65,0.47839,38,-0.5265
ENSG00000004455,AK2,49,0.32029,94,1.44273,30,-0.4655,41,0.01975,20,-1.2819,44,0.17135
ENSG00000134686,PHC2,25,-1.1580,59,0.19677,99,1.05666,56,0.12176,55,0.10290,32,-0.8360
ENSG00000163866,SMIM12,25,-1.5737,49,-0.5553,113,0.81172,100,0.68514,74,0.13940,42,-0.8322
ENSG00000116560,SFPQ,25,-2.3019,157,0.50593,165,0.59242,105,-0.1667,118,0.04738,120,0.08074
ENSG00000146463,ZMYM4,25,-0.9782,53,0.22297,13,-1.9365,33,-0.5907,86,1.52632,25,-1.0345
ENSG00000142687,KIAA0319L,25,-1.2441,73,0.43779,22,-1.4246,89,0.90116,51,-0.1607,53,-0.0992
ENSG00000020129,NCDN,1065,1.87399,32,-3.6265,518,0.56107,520,0.65757,187,-1.2483,230,-0.8049
ENSG00000126067,PSMB2,41,-1.7308,121,-0.0788,118,-0.1244,226,1.13504,109,-0.3037,107,-0.3107
ENSG00000142686,C1orf216,164,1.74566,13,-2.2707,18,-1.8031,65,0.13186,49,-0.4078,65,0.14010
ENSG00000092847,AGO1,25,-0.3627,61,1.11169,31,-0.0062,38,0.34835,26,-0.3801,21,-0.6420
ENSG00000126070,AGO3,25,-0.1707,28,-0.0318,16,-0.8453,20,-0.5886,33,0.31853,37,0.51374
ENSG00000054116,TRAPPC3,178,1.60345,74,0.07277,54,-0.4099,72,0.05185,64,-0.2019,31,-1.3639
ENSG00000116871,MAP7D1,25,-2.7761,114,-0.5021,162,0.04972,228,0.71428,144,-0.1650,189,0.34290
ENSG00000054118,THRAP3,25,-1.6397,181,1.57809,62,-0.2357,44,-0.8557,81,0.22683,63,-0.2385
ENSG00000181817,LSM10,103,0.76020,39,-0.7939,151,1.44039,63,-0.0383,57,-0.2645,29,-1.3209
ENSG00000116885,OSCP1,25,-0.4910,191,3.51047,12,-1.5307,24,-0.5673,10,-2.0151,15,-1.3248
ENSG00000116898,MRPS15,27,-0.8942,54,0.17308,67,0.54544,43,-0.2007,47,-0.0475,53,0.18195
ENSG00000163875,MEAF6,25,-2.2355,140,0.41397,79,-0.4924,189,1.09607,106,-0.0528,73,-0.6903
ENSG00000163879,DNALI1,25,-1.1228,376,4.59445,60,0.24509,1,-5.1382,10,-2.7898,10,-2.5437
ENSG00000185090,MANEAL,25,-0.5928,11,-1.7654,40,0.16699,76,1.51144,20,-1.1261,38,0.07608
ENSG00000197982,C1orf122,59,-2.2092,167,-0.6518,345,0.50336,202,-0.3947,373,0.88403,219,-0.2570
ENSG00000183431,SF3A3,25,-0.6688,63,0.84470,80,1.25068,42,0.16544,23,-0.9451,30,-0.4119
ENSG00000183520,UTP11,25,-0.6844,44,0.19662,64,0.82755,42,0.14906,38,-0.0179,28,-0.5804
ENSG00000116954,RRAGC,25,-1.1283,25,-1.1132,47,-0.1303,77,0.77555,56,0.18444,47,-0.1545
ENSG00000174574,AKIRIN1,231,0.90207,215,0.77579,172,0.39977,181,0.55940,68,-1.2512,79,-0.8938
ENSG00000168653,NDUFS5,593,0.32181,201,-1.3609,522,0.11610,428,-0.2265,628,0.56040,403,-0.3309
ENSG00000127603,MACF1,25,-2.7983,270,0.87388,152,-0.0741,107,-0.6788,194,0.42632,174,0.16662
ENSG00000090621,PABPC4,265,2.16402,72,-0.1470,98,0.33247,34,-1.4181,75,-0.1084,33,-1.4535
ENSG00000116983,HPCAL4,25,-2.1835,84,-0.3392,54,-1.0298,195,1.24472,85,-0.4054,119,0.23453
ENSG00000084072,PPIE,25,-0.5427,51,0.60411,31,-0.1688,25,-0.5957,51,0.86128,20,-0.9441
ENSG00000131236,CAP1,25,-2.5034,95,-0.4881,128,-0.0213,173,0.53630,148,0.27319,131,0.01268
ENSG00000131238,PPT1,25,-2.5675,207,0.68715,119,-0.2095,152,0.20602,161,0.36121,111,-0.3571
ENSG00000084073,ZMPSTE24,25,-1.1364,79,0.68552,32,-0.7197,54,0.08017,56,0.18121,52,0.00914
ENSG00000049089,COL9A2,274,3.22414,48,-0.1810,14,-1.9599,6,-3.3889,43,-0.4335,29,-1.0253
ENSG00000084070,SMAP2,25,-1.4775,62,-0.0636,2,-4.8492,129,1.38362,67,0.05534,51,-0.4053
ENSG00000117016,RIMS3,41,-0.6909,16,-2.0571,23,-1.5245,126,1.39278,57,-0.2230,66,0.06710
ENSG00000198815,FOXJ3,25,-0.8830,22,-1.0441,42,-0.0770,54,0.40336,59,0.66853,31,-0.5823
ENSG00000177181,RIMKLA,25,-0.5081,12,-1.5186,66,1.08298,65,1.29891,17,-1.2948,29,-0.2863
ENSG00000127125,PPCS,25,-1.4373,101,0.76397,52,-0.2965,57,-0.1882,87,0.71091,40,-0.7854
ENSG00000186409,CCDC30,25,-0.1259,94,2.25475,26,-0.0318,3,-3.2023,29,0.14473,15,-0.9425
ENSG00000065978,YBX1,113,-0.1364,162,0.44236,58,-1.1600,58,-1.2677,209,1.26069,79,-0.7558
ENSG00000177868,SVBP,25,-0.5988,41,0.20468,42,0.22454,33,-0.1887,53,0.87650,15,-1.4657
ENSG00000117394,SLC2A1,25,-1.6844,69,-0.1306,55,-0.4765,12,-2.8586,156,1.96896,52,-0.6114
ENSG00000117395,EBNA1BP2,229,1.67619,92,0.09715,94,0.12094,75,-0.2728,72,-0.3848,46,-1.0859
ENSG00000066322,ELOVL1,25,-0.7943,51,0.33892,61,0.63052,10,-2.2045,65,1.05982,30,-0.5425
ENSG00000142949,PTPRF,55,-1.1958,352,1.91005,140,0.26013,101,-0.2967,106,-0.2399,63,-1.0709
ENSG00000126091,ST3GAL3,502,4.10051,18,-2.1468,2,-5.3372,53,-0.6249,31,-1.6238,21,-2.0941
ENSG00000117408,IPO13,25,-0.4265,48,0.62265,17,-0.9984,28,-0.2806,30,-0.1611,45,0.61671
ENSG00000117410,ATP6V0B,265,-0.8266,308,-0.5936,513,0.21457,845,1.26787,325,-0.6290,372,-0.3341
ENSG00000117411,B4GALT2,25,-1.1240,65,0.39333,36,-0.5464,44,-0.2806,58,0.25013,63,0.37744
ENSG00000196517,SLC6A9,25,-0.7829,121,1.89515,2,-4.4322,15,-1.6224,58,0.78104,29,-0.5882
ENSG00000178028,DMAP1,25,-0.4990,52,0.69727,14,-1.3163,27,-0.4164,36,0.11843,44,0.46431
ENSG00000117419,ERI3,27,-2.6911,166,0.01045,134,-0.3273,284,1.07153,136,-0.3835,173,0.08295
ENSG00000187147,RNF220,25,-1.9213,74,-0.2608,36,-1.3798,178,1.44218,68,-0.4821,90,0.05688
ENSG00000142937,RPS8,404,-1.1909,923,0.09236,773,-0.1911,412,-1.2592,1502,1.31914,644,-0.5290
ENSG00000070785,EIF2B3,25,-0.2896,31,0.06761,44,0.64296,44,0.76652,24,-0.3952,18,-0.8696
ENSG00000126088,UROD,47,-0.9124,71,-0.2869,124,0.61617,77,-0.1710,96,0.25497,83,-0.0437
ENSG00000117450,PRDX1,1124,0.61995,986,0.40041,675,-0.2107,605,-0.4239,872,0.26153,548,-0.5928
ENSG00000117448,AKR1A1,25,-0.7576,32,-0.3370,31,-0.3980,43,0.12457,55,0.67178,32,-0.3942
ENSG00000132780,NASP,25,-0.4850,81,1.48830,5,-2.8204,17,-1.1305,48,0.80740,24,-0.5920
ENSG00000159592,GPBP1L1,25,-0.6289,50,0.48300,15,-1.3847,42,0.24166,45,0.40172,31,-0.3073
ENSG00000086015,MAST2,26,-0.6746,34,-0.2376,74,1.03049,51,0.46047,33,-0.3503,31,-0.4326
ENSG00000117461,PIK3R3,25,-0.1841,7,-1.9969,2,-3.4378,34,0.34912,49,1.37397,14,-1.0776
ENSG00000085998,POMGNT1,25,-1.3322,70,0.26730,50,-0.2504,63,0.13359,77,0.57601,44,-0.5103
ENSG00000132128,LRRC41,25,-0.7970,77,1.03659,5,-2.9361,51,0.40072,37,-0.1932,45,0.16712
ENSG00000173660,UQCRH,209,-1.2080,270,-0.8162,558,0.32982,578,0.44394,558,0.44188,342,-0.4969
ENSG00000117480,FAAH,25,-0.3242,38,0.37421,47,0.71188,26,-0.2692,32,0.08929,23,-0.4613
ENSG00000123472,ATPAF1,145,0.45677,126,0.22101,64,-0.8335,177,0.92252,79,-0.6269,85,-0.4401
ENSG00000159658,EFCAB14,28,-1.4917,162,1.32451,25,-1.6755,47,-0.7638,89,0.40108,82,0.18193
ENSG00000162368,CMPK1,25,-2.6269,126,-0.1884,116,-0.3194,232,0.96271,137,-0.0743,138,-0.0471
ENSG00000162374,ELAVL4,229,0.55732,28,-2.6442,154,-0.0944,358,1.64685,65,-1.6381,153,-0.1143
ENSG00000185104,FAF1,273,2.89012,24,-1.4045,12,-2.3620,42,-0.5930,45,-0.5428,35,-0.9099
