gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000237949	ENSG00000237949	HAVANA	gene	2	LINC00844	lncRNA	LINC00844; ENSG00000237949	chr10	-1.03313328390918	5.54933804321	-13.0343772805768	7.5083025396145e-28	2.66228601102015e-25	52.4894314690284
ENSG00000266964	ENSG00000266964	HAVANA	gene	5	FXYD1	protein_coding	FXYD1; ENSG00000266964	chr19	-0.94922334154908	5.86282351489946	-13.0211337979318	8.21339805273172e-28	2.76668313406268e-25	52.4365134900955
ENSG00000168314	ENSG00000168314	HAVANA	gene	17	MOBP	protein_coding	MOBP; ENSG00000168314	chr3	-0.973247849255915	7.5097733243883	-13.4675972810169	2.55709029777663e-27	8.20338920767673e-25	51.5101510928017
ENSG00000160781	ENSG00000160781	HAVANA	gene	17	PAQR6	protein_coding	PAQR6; ENSG00000160781	chr1	-0.879509327686926	6.6699924651112	-12.8039427331557	3.5780239229524e-27	1.09568850767865e-24	51.1001873836825
ENSG00000162599	ENSG00000162599	HAVANA	gene	17	NFIA	protein_coding	NFIA; ENSG00000162599	chr1	-1.05493821627636	5.68636006997755	-12.7522486986824	5.07813580409353e-27	1.48745221357296e-24	50.6121599365685
ENSG00000175899	ENSG00000175899	HAVANA	gene	14	A2M	protein_coding	A2M; ENSG00000175899	chr12	-0.923994935401094	6.36761591610783	-12.605255241183	1.37384400510134e-26	3.85233097055061e-24	49.7455689382161
ENSG00000156508	ENSG00000156508	HAVANA	gene	18	EEF1A1	protein_coding	EEF1A1; ENSG00000156508	chr6	-0.398283693682439	10.132415617929	-12.5993837679721	1.4295424412018e-26	3.85233097055061e-24	49.41978413765
ENSG00000129538	ENSG00000129538	HAVANA	gene	14	RNASE1	protein_coding	RNASE1; ENSG00000129538	chr14	-0.996247118343279	5.70233239918284	-12.5201880684199	2.4431677966537e-26	6.33062363309844e-24	49.1002411920819
ENSG00000152932	ENSG00000152932	HAVANA	gene	8	RAB3C	protein_coding	RAB3C; ENSG00000152932	chr5	0.408495550491367	9.13288647677732	12.4658696823819	3.52811717612239e-26	8.80330570945798e-24	48.6782906439975
ENSG00000177954	ENSG00000177954	HAVANA	gene	14	RPS27	protein_coding	RPS27; ENSG00000177954	chr1	-0.61919318519322	9.01365749816284	-12.6686969215262	1.84973178908502e-25	4.45058680823779e-23	47.1168938560547
ENSG00000165424	ENSG00000165424	HAVANA	gene	7	ZCCHC24	protein_coding	ZCCHC24; ENSG00000165424	chr10	-0.980458102763012	5.26702348411049	-12.2015833981849	2.10529603051069e-25	4.89082046812088e-23	46.8542467597756
ENSG00000185432	ENSG00000185432	HAVANA	gene	12	METTL7A	protein_coding	METTL7A; ENSG00000185432	chr12	-0.931524066322724	6.45979612727687	-12.2437445333924	3.10084021577598e-25	6.9634535112276e-23	46.7068236638345
ENSG00000142534	ENSG00000142534	HAVANA	gene	7	RPS11	protein_coding	RPS11; ENSG00000142534	chr19	-0.443850609987592	8.46200910451948	-12.0897701410606	4.47822481388635e-25	9.73219373262979e-23	46.236580115274
ENSG00000148180	ENSG00000148180	HAVANA	gene	19	GSN	protein_coding	GSN; ENSG00000148180	chr9	-0.834832837774975	6.16666911780713	-12.0559081259049	5.62756080964512e-25	1.1847774117056e-22	46.092231322263
ENSG00000143772	ENSG00000143772	HAVANA	gene	9	ITPKB	protein_coding	ITPKB; ENSG00000143772	chr1	-0.955486059893027	5.74255772109036	-12.03617734519	6.42862330400321e-25	1.31241318785059e-22	45.8765409504447
ENSG00000113140	ENSG00000113140	HAVANA	gene	11	SPARC	protein_coding	SPARC; ENSG00000113140	chr5	-0.895657441506701	9.38077331244437	-12.7008874264098	7.05783001810928e-25	1.39848825976477e-22	45.8075022654729
ENSG00000166710	ENSG00000166710	HAVANA	gene	20	B2M	protein_coding	B2M; ENSG00000166710	chr15	-0.670157930519186	8.22166383558873	-12.238304944146	7.73718670814811e-25	1.48929791007982e-22	45.7625152847123
ENSG00000131095	ENSG00000131095	HAVANA	gene	13	GFAP	protein_coding	GFAP; ENSG00000131095	chr17	-0.887315605289496	11.302955220013	-12.5913066362838	1.35396008609169e-24	2.53378586111104e-22	44.7866502423723
ENSG00000152583	ENSG00000152583	HAVANA	gene	12	SPARCL1	protein_coding	SPARCL1; ENSG00000152583	chr4	-0.868217756425351	8.51037897922247	-12.524899749696	1.7058099471323e-24	3.10595719292712e-22	45.0148347984164
ENSG00000106278	ENSG00000106278	HAVANA	gene	12	PTPRZ1	protein_coding	PTPRZ1; ENSG00000106278	chr7	-0.924001492440561	5.90961860582532	-11.8828742665644	1.80657701533753e-24	3.20287088219183e-22	44.9015059609703
ENSG00000170075	ENSG00000170075	HAVANA	gene	9	GPR37L1	protein_coding	GPR37L1; ENSG00000170075	chr1	-0.927751925489529	6.24933041851894	-11.8590085715997	2.121573555024e-24	3.58856836437672e-22	44.7769835495965
ENSG00000163346	ENSG00000163346	HAVANA	gene	17	PBXIP1	protein_coding	PBXIP1; ENSG00000163346	chr1	-0.855187068640298	6.17201507870567	-11.858373720306	2.13066252894566e-24	3.58856836437672e-22	44.7775285635273
ENSG00000155366	ENSG00000155366	HAVANA	gene	16	RHOC	protein_coding	RHOC; ENSG00000155366	chr1	-1.06352988370429	5.19888805223483	-11.845102521602	2.32982167467023e-24	3.82829478591546e-22	44.5148259501234
ENSG00000087250	ENSG00000087250	HAVANA	gene	8	MT3	protein_coding	MT3; ENSG00000087250	chr16	-0.457873138338227	10.2806443107702	-12.2578923854785	2.65817423377814e-24	4.26383805070555e-22	44.2698719947309
ENSG00000228253	ENSG00000228253	ENSEMBL	gene	1	MT-ATP8	protein_coding	MT-ATP8; ENSG00000228253	chrMT	-0.74408974795395	10.2825995739681	-12.4600251755615	2.91235271124806e-24	4.56291167806469e-22	44.2330085122804
ENSG00000079215	ENSG00000079215	HAVANA	gene	14	SLC1A3	protein_coding	SLC1A3; ENSG00000079215	chr5	-0.908075098139659	6.78310005229041	-11.9618756115792	3.07058619434774e-24	4.70148617984562e-22	44.4611852366832
ENSG00000173786	ENSG00000173786	HAVANA	gene	17	CNP	protein_coding	CNP; ENSG00000173786	chr17	-0.631579821957669	7.63801476091259	-11.7718604457215	3.81423651741636e-24	5.71033587062978e-22	44.190208127526
ENSG00000064787	ENSG00000064787	HAVANA	gene	13	BCAS1	protein_coding	BCAS1; ENSG00000064787	chr20	-1.02935910337964	6.53536152838577	-12.0944380907458	5.45123905879605e-24	7.98369511719761e-22	43.9206919823224
ENSG00000120885	ENSG00000120885	HAVANA	gene	22	CLU	protein_coding	CLU; ENSG00000120885	chr8	-0.501250614117224	10.8219406787624	-12.3199518691929	5.62774940853498e-24	8.06683995006386e-22	43.4692551505234
ENSG00000021300	ENSG00000021300	HAVANA	gene	14	PLEKHB1	protein_coding	PLEKHB1; ENSG00000021300	chr11	-0.561443669673295	8.00218134747138	-11.7091191734868	5.81662247260675e-24	8.16387199957326e-22	43.7400203263594
ENSG00000087086	ENSG00000087086	HAVANA	gene	15	FTL	protein_coding	FTL; ENSG00000087086	chr19	-0.42457125111792	9.57022632627703	-11.69315883245	6.47545733377737e-24	8.90309307299145e-22	43.4426240258934
ENSG00000251562	ENSG00000251562	HAVANA	gene	8	MALAT1	lncRNA	MALAT1; ENSG00000251562	chr11	-0.800516321627011	9.83380382953404	-12.2885944954246	7.95108238170874e-24	1.06909855633171e-21	43.3080170404538
ENSG00000068078	ENSG00000068078	HAVANA	gene	18	FGFR3	protein_coding	FGFR3; ENSG00000068078	chr4	-0.867930733206589	6.37951917313959	-11.6599784779201	8.09322047987492e-24	1.06909855633171e-21	43.4758742374609
ENSG00000187514	ENSG00000187514	HAVANA	gene	16	PTMA	protein_coding	PTMA; ENSG00000187514	chr2	-0.404076901416317	8.6616899044156	-11.6538642817191	8.43265532687058e-24	1.09251536417552e-21	43.2987664663048
ENSG00000205364	ENSG00000205364	HAVANA	gene	4	MT1M	protein_coding	MT1M; ENSG00000205364	chr16	-0.932983652939061	6.15879564198706	-11.7446728607174	9.99072927228206e-24	1.26995364353517e-21	43.2877894801601
ENSG00000135821	ENSG00000135821	HAVANA	gene	18	GLUL	protein_coding	GLUL; ENSG00000135821	chr1	-0.793062378747072	8.48878903989304	-12.1762384644341	1.07650881431136e-23	1.34304442259548e-21	43.1862847223893
ENSG00000010278	ENSG00000010278	HAVANA	gene	14	CD9	protein_coding	CD9; ENSG00000010278	chr12	-0.92435720292097	5.29881073496139	-11.5776341016785	1.40708825313425e-23	1.72355519297554e-21	42.8069888123713
ENSG00000132692	ENSG00000132692	HAVANA	gene	19	BCAN	protein_coding	BCAN; ENSG00000132692	chr1	-0.837364667780705	6.00964386340671	-11.5379631737673	1.83636644535683e-23	2.20921441828018e-21	42.6499129429653
ENSG00000091513	ENSG00000091513	HAVANA	gene	16	TF	protein_coding	TF; ENSG00000091513	chr3	-1.0374350525892	7.35261527084644	-12.1056835115703	2.01151940037365e-23	2.36985975228038e-21	42.6472141090973
ENSG00000167996	ENSG00000167996	HAVANA	gene	16	FTH1	protein_coding	FTH1; ENSG00000167996	chr11	-0.479886038427084	10.4382214465104	-12.0391615612532	2.04025331204189e-23	2.36985975228038e-21	42.2381908512112
ENSG00000109099	ENSG00000109099	HAVANA	gene	15	PMP22	protein_coding	PMP22; ENSG00000109099	chr17	-0.941151098816709	5.41140409116576	-11.5005409765194	2.36043121768451e-23	2.69529239212552e-21	42.3170974336135
ENSG00000018625	ENSG00000018625	HAVANA	gene	15	ATP1A2	protein_coding	ATP1A2; ENSG00000018625	chr1	-0.893917042338175	7.92025526804041	-11.9989444549296	3.2653164678385e-23	3.66640617397133e-21	42.1365164028723
ENSG00000112306	ENSG00000112306	HAVANA	gene	8	RPS12	protein_coding	RPS12; ENSG00000112306	chr6	-0.526926331250659	8.69069496449994	-11.5026481569345	4.07458094957246e-23	4.50007407496224e-21	41.7390971965251
ENSG00000108828	ENSG00000108828	HAVANA	gene	16	VAT1	protein_coding	VAT1; ENSG00000108828	chr17	0.430415519411701	9.68073465666763	11.4438741858783	5.93868796420114e-23	6.45305497013275e-21	41.2316584031189
ENSG00000109846	ENSG00000109846	HAVANA	gene	9	CRYAB	protein_coding	CRYAB; ENSG00000109846	chr11	-0.867062009489951	7.44562109566238	-11.7819531133268	7.26318150344061e-23	7.76699266486974e-21	41.3598534455005
ENSG00000165478	ENSG00000165478	HAVANA	gene	7	HEPACAM	protein_coding	HEPACAM; ENSG00000165478	chr11	-0.893292673921274	5.46679011131117	-11.3184198128652	7.99583688652267e-23	8.41686767257863e-21	41.1369334405709
ENSG00000160307	ENSG00000160307	HAVANA	gene	10	S100B	protein_coding	S100B; ENSG00000160307	chr21	-0.532474827889955	9.08293918305633	-11.5354886509628	9.70905758632355e-23	1.00630647629326e-20	40.8654554900197
ENSG00000163041	ENSG00000163041	HAVANA	gene	11	H3F3A	protein_coding	H3F3A; ENSG00000163041	chr1	-0.630304904815077	6.74019942074504	-11.1035664157921	3.35909122955203e-22	3.42881782022607e-20	39.8127805360184
ENSG00000142541	ENSG00000142541	HAVANA	gene	17	RPL13A	protein_coding	RPL13A; ENSG00000142541	chr19	-0.427735531211775	8.74902354296114	-11.0777504176078	3.99010288280534e-22	4.01213777932233e-20	39.4614291189528
ENSG00000105894	ENSG00000105894	HAVANA	gene	12	PTN	protein_coding	PTN; ENSG00000105894	chr7	-0.806518217879103	6.26848017434259	-11.0512954873139	4.75953392792608e-22	4.71543824594677e-20	39.4698299409704
ENSG00000126878	ENSG00000126878	HAVANA	gene	13	AIF1L	protein_coding	AIF1L; ENSG00000126878	chr9	-0.997857323103896	4.90437330108086	-11.0472540633666	4.88945462317454e-22	4.77395011540969e-20	39.2445519758994
ENSG00000196091	ENSG00000196091	HAVANA	gene	14	MYBPC1	protein_coding	MYBPC1; ENSG00000196091	chr12	-1.05768907823905	4.6656471099934	-11.0058877207081	6.44066748757813e-22	6.19868240911626e-20	38.8914170551864
ENSG00000008441	ENSG00000008441	HAVANA	gene	16	NFIX	protein_coding	NFIX; ENSG00000008441	chr19	-0.982671009360725	5.05085203983516	-10.9898416022866	7.16686333380066e-22	6.80044482814297e-20	38.9033334108539
ENSG00000101198	ENSG00000101198	HAVANA	gene	15	NKAIN4	protein_coding	NKAIN4; ENSG00000101198	chr20	-0.913251758658681	5.26009018671356	-10.979196335052	7.69313862192324e-22	7.19842706887456e-20	38.8705775383781
ENSG00000142676	ENSG00000142676	HAVANA	gene	14	RPL11	protein_coding	RPL11; ENSG00000142676	chr1	-0.481630427876837	7.92103842813935	-10.9703782239167	8.15814911573632e-22	7.52896583461858e-20	38.8463980416178
ENSG00000166441	ENSG00000166441	HAVANA	gene	13	RPL27A	protein_coding	RPL27A; ENSG00000166441	chr11	-0.419022778117262	8.01722955831096	-10.9199251953945	1.14116332684593e-21	1.03892126121095e-19	38.5091154545472
ENSG00000127561	ENSG00000127561	HAVANA	gene	15	SYNGR3	protein_coding	SYNGR3; ENSG00000127561	chr16	0.356435965234139	8.93800916300928	10.9170691854273	1.1630404966747e-21	1.04472051014633e-19	38.3669765027238
ENSG00000189171	ENSG00000189171	HAVANA	gene	14	S100A13	protein_coding	S100A13; ENSG00000189171	chr1	-0.705870832252502	6.58415256303357	-10.9086339764368	1.23012705567141e-21	1.09044289132346e-19	38.5366940324409
ENSG00000150656	ENSG00000150656	HAVANA	gene	15	CNDP1	protein_coding	CNDP1; ENSG00000150656	chr18	-1.02119110386676	5.2020233637208	-10.9029244213751	1.27771270293477e-21	1.11791564671059e-19	38.4183593736782
ENSG00000163453	ENSG00000163453	HAVANA	gene	11	IGFBP7	protein_coding	IGFBP7; ENSG00000163453	chr4	-0.916076433186125	6.45167206885957	-10.9969158964428	1.9656344544846e-21	1.69775375895676e-19	38.1016317376323
ENSG00000135744	ENSG00000135744	HAVANA	gene	8	AGT	protein_coding	AGT; ENSG00000135744	chr1	-0.847423821579798	7.22221647072419	-11.1351822662158	2.78355719188684e-21	2.3737752913597e-19	37.7654175403559
ENSG00000167641	ENSG00000167641	HAVANA	gene	11	PPP1R14A	protein_coding	PPP1R14A; ENSG00000167641	chr19	-0.895623679584619	5.59690469451036	-10.7654779403167	3.18214576597722e-21	2.67976450317357e-19	37.5669853284566
ENSG00000189058	ENSG00000189058	HAVANA	gene	9	APOD	protein_coding	APOD; ENSG00000189058	chr3	-0.84228101387822	6.86852433571069	-11.0567149449275	3.46358565426668e-21	2.88076253738205e-19	37.5510077732783
ENSG00000177600	ENSG00000177600	HAVANA	gene	9	RPLP2	protein_coding	RPLP2; ENSG00000177600	chr11	-0.416514403796722	8.56787540137992	-10.7359105699957	3.87111311772388e-21	3.16312374534754e-19	37.2240622106786
ENSG00000184221	ENSG00000184221	HAVANA	gene	13	OLIG1	protein_coding	OLIG1; ENSG00000184221	chr21	-0.86469999469309	5.82172345988875	-10.7349057033611	3.89697596651099e-21	3.16312374534754e-19	37.3908961612395
ENSG00000242808	ENSG00000242808	HAVANA	gene	9	SOX2-OT	lncRNA	SOX2-OT; ENSG00000242808	chr3	-0.944103949057857	5.90197065912312	-10.7666379264705	5.10255456266166e-21	4.092370248649e-19	37.1408024343361
ENSG00000078804	ENSG00000078804	HAVANA	gene	13	TP53INP2	protein_coding	TP53INP2; ENSG00000078804	chr20	-0.744038500186125	6.00531428336119	-10.6502589172621	6.82534626124172e-21	5.40968914846888e-19	36.8501638088123
ENSG00000123560	ENSG00000123560	HAVANA	gene	14	PLP1	protein_coding	PLP1; ENSG00000123560	chrX	-0.953247953809067	9.62081728966396	-11.1325022310042	7.11472423102226e-21	5.57347641213918e-19	36.5641781832318
ENSG00000099194	ENSG00000099194	HAVANA	gene	6	SCD	protein_coding	SCD; ENSG00000099194	chr10	-0.605503861933837	9.22715149466979	-10.9553679418241	1.59952699012635e-20	1.23862222212428e-18	35.8135324052781
ENSG00000160678	ENSG00000160678	HAVANA	gene	11	S100A1	protein_coding	S100A1; ENSG00000160678	chr1	-0.961014395333554	5.61060601069273	-10.4957940767641	1.89319993968164e-20	1.44937363564037e-18	35.8236637073529
ENSG00000282885	ENSG00000282885	HAVANA	gene	2	AL627171.2	lncRNA	AL627171.2; ENSG00000282885	chr14	-1.00132791773738	7.27033127464413	-10.9119579658433	2.48374847655253e-20	1.8801138748915e-18	35.6020530964037
ENSG00000117115	ENSG00000117115	HAVANA	gene	13	PADI2	protein_coding	PADI2; ENSG00000117115	chr1	-0.908687127069141	5.49306592872283	-10.4144996779805	3.23439812384007e-20	2.42112668447895e-18	35.2722552986412
ENSG00000168913	ENSG00000168913	HAVANA	gene	7	ENHO	protein_coding	ENHO; ENSG00000168913	chr9	-0.584875715769611	7.11429692303692	-10.4034691950168	3.47793129126413e-20	2.57481572629082e-18	35.213200541466
ENSG00000145555	ENSG00000145555	HAVANA	gene	15	MYO10	protein_coding	MYO10; ENSG00000145555	chr5	-0.865081153024759	5.15999323849287	-10.3941710507928	3.69735358862442e-20	2.70750773114812e-18	35.1087485637914
ENSG00000131771	ENSG00000131771	HAVANA	gene	14	PPP1R1B	protein_coding	PPP1R1B; ENSG00000131771	chr17	-1.1262074736871	4.32590477553482	-10.3804463726504	4.04668823727289e-20	2.93145576930188e-18	34.7305734106443
ENSG00000157103	ENSG00000157103	HAVANA	gene	12	SLC6A1	protein_coding	SLC6A1; ENSG00000157103	chr3	-0.791003742997142	5.84034430150885	-10.3676728881463	4.40129052206006e-20	3.15441428160836e-18	35.0116915151142
ENSG00000070214	ENSG00000070214	HAVANA	gene	16	SLC44A1	protein_coding	SLC44A1; ENSG00000070214	chr9	-0.723188780768923	5.77178469811907	-10.3360609780013	5.41770473646309e-20	3.84200808521598e-18	34.8115268608429
ENSG00000148671	ENSG00000148671	HAVANA	gene	14	ADIRF	protein_coding	ADIRF; ENSG00000148671	chr10	-1.00254556122265	5.45113588409023	-10.3899566230466	5.967870441757e-20	4.18807741313718e-18	34.7086027830524
ENSG00000169851	ENSG00000169851	HAVANA	gene	15	PCDH7	protein_coding	PCDH7; ENSG00000169851	chr4	-0.904441207356286	5.24195589391457	-10.3170014358706	6.14027795176237e-20	4.2646445939199e-18	34.6248720211713
ENSG00000250722	ENSG00000250722	HAVANA	gene	6	SELENOP	protein_coding	SELENOP; ENSG00000250722	chr5	-0.76426048060773	6.49283723568562	-10.3111563402347	6.38054699698475e-20	4.38630052231492e-18	34.6555731129695
ENSG00000185650	ENSG00000185650	HAVANA	gene	9	ZFP36L1	protein_coding	ZFP36L1; ENSG00000185650	chr14	-0.991344953422103	5.50311628066171	-10.2793355640273	7.86263866318136e-20	5.35056532059119e-18	34.399138281011
ENSG00000132475	ENSG00000132475	HAVANA	gene	10	H3F3B	protein_coding	H3F3B; ENSG00000132475	chr17	-0.544555814169611	7.0142339591165	-10.2735081900746	8.16907209530726e-20	5.5035038706085e-18	34.3749792494158
ENSG00000167191	ENSG00000167191	HAVANA	gene	12	GPRC5B	protein_coding	GPRC5B; ENSG00000167191	chr16	-0.514918557553264	7.54711247058865	-10.2665197038091	8.55229192495135e-20	5.70463274241557e-18	34.2922384899805
ENSG00000070756	ENSG00000070756	HAVANA	gene	16	PABPC1	protein_coding	PABPC1; ENSG00000070756	chr8	-0.608886569671938	6.8839728174647	-10.2602742483805	8.90989543998985e-20	5.88489858619722e-18	34.3065212396159
ENSG00000008394	ENSG00000008394	HAVANA	gene	13	MGST1	protein_coding	MGST1; ENSG00000008394	chr12	-0.885558238684921	6.03619714592762	-10.3018967869769	1.03433947663774e-19	6.76538354767808e-18	34.1945103183946
ENSG00000105193	ENSG00000105193	HAVANA	gene	9	RPS16	protein_coding	RPS16; ENSG00000105193	chr19	-0.467320595304735	7.75255630312229	-10.1780051918957	1.52742791323759e-19	9.83393236066024e-18	33.683301450107
ENSG00000100427	ENSG00000100427	HAVANA	gene	15	MLC1	protein_coding	MLC1; ENSG00000100427	chr22	-0.801378822393999	5.96385974220491	-10.1774812655784	1.53267462946315e-19	9.83393236066024e-18	33.7976032730302
ENSG00000092621	ENSG00000092621	HAVANA	gene	12	PHGDH	protein_coding	PHGDH; ENSG00000092621	chr1	-0.990681128444874	5.1143443207806	-10.1713978741485	1.59492548378568e-19	1.01368047021359e-17	33.6629989404649
ENSG00000182667	ENSG00000182667	HAVANA	gene	14	NTM	protein_coding	NTM; ENSG00000182667	chr11	-0.689421022499285	6.22493523044479	-10.1688412212761	1.62183330529461e-19	1.0211486895112e-17	33.7432122367
ENSG00000125148	ENSG00000125148	HAVANA	gene	7	MT2A	protein_coding	MT2A; ENSG00000125148	chr16	-0.865238417986246	9.32695441184453	-10.5952006131034	1.66531666200285e-19	1.03881836591789e-17	33.4763787929031
ENSG00000167526	ENSG00000167526	HAVANA	gene	13	RPL13	protein_coding	RPL13; ENSG00000167526	chr16	-0.279517659863897	9.41325872777847	-10.1341015980212	2.03557428717289e-19	1.25813430942053e-17	33.1679681941506
ENSG00000198695	ENSG00000198695	ENSEMBL	gene	2	MT-ND6	protein_coding	MT-ND6; ENSG00000198695	chrMT	-0.875902748969689	7.53720751498368	-10.4858235519254	2.63869816986161e-19	1.61608268821434e-17	33.266945330197
ENSG00000164929	ENSG00000164929	HAVANA	gene	17	BAALC	protein_coding	BAALC; ENSG00000164929	chr8	-0.528633753683217	7.4572959264867	-10.0855889456944	2.79475580205443e-19	1.69624052598565e-17	33.1200732845336
ENSG00000101856	ENSG00000101856	HAVANA	gene	10	PGRMC1	protein_coding	PGRMC1; ENSG00000101856	chrX	0.293778825897075	9.57539500863299	10.070013351392	3.09387992968711e-19	1.841520596006e-17	32.720030921768
ENSG00000116251	ENSG00000116251	HAVANA	gene	11	RPL22	protein_coding	RPL22; ENSG00000116251	chr1	-0.44091534703519	7.77571985681986	-10.0692367994076	3.1096008421584e-19	1.841520596006e-17	32.9789066798113
ENSG00000175130	ENSG00000175130	HAVANA	gene	7	MARCKSL1	protein_coding	MARCKSL1; ENSG00000175130	chr1	-0.646735714550875	6.66899696395408	-10.0678551357039	3.1377689039876e-19	1.841520596006e-17	33.0754610655843
ENSG00000135916	ENSG00000135916	HAVANA	gene	16	ITM2C	protein_coding	ITM2C; ENSG00000135916	chr2	-0.492993036346003	8.49459338454945	-10.1278158579613	3.14345953006813e-19	1.841520596006e-17	32.8952656196636
ENSG00000147862	ENSG00000147862	HAVANA	gene	17	NFIB	protein_coding	NFIB; ENSG00000147862	chr9	-1.01949235268857	5.02100138650724	-10.0500148936409	3.52513750910369e-19	2.03046899985282e-17	32.8678185390297
ENSG00000144713	ENSG00000144713	HAVANA	gene	13	RPL32	protein_coding	RPL32; ENSG00000144713	chr3	-0.399659639719266	9.02318307209665	-10.0487321091966	3.55475975473884e-19	2.03046899985282e-17	32.6724664369648
ENSG00000092820	ENSG00000092820	HAVANA	gene	18	EZR	protein_coding	EZR; ENSG00000092820	chr6	-0.956607338981678	5.19058260925153	-10.0486609589344	3.55641000419524e-19	2.03046899985282e-17	32.9066838988377
ENSG00000256045	ENSG00000256045	HAVANA	gene	3	MTRNR2L10	protein_coding	MTRNR2L10; ENSG00000256045	chrX	-0.779761412759489	6.7620907188715	-10.17191811049	3.6969136053256e-19	2.09295016462845e-17	32.9420325659855
ENSG00000129682	ENSG00000129682	HAVANA	gene	16	FGF13	protein_coding	FGF13; ENSG00000129682	chrX	0.457669044145995	8.88770695216417	10.1469649687165	3.89180767131963e-19	2.18492569014003e-17	32.6206872918525
