Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000184007,PTP4A2,467,0.87333,228,-0.3664,136,-1.1857,380,0.49475,67,-2.2473,459,0.83797,259,-0.1611
ENSG00000121774,KHDRBS1,467,1.58795,269,0.51252,61,-1.8519,394,1.23588,53,-2.0584,89,-1.2949,64,-1.7887
ENSG00000084623,EIF3I,467,1.53149,139,-0.6395,220,0.11775,241,0.27586,155,-0.4609,96,-1.2137,118,-0.8977
ENSG00000175130,MARCKSL1,467,0.01534,184,-1.4672,48,-3.4432,1128,1.67864,404,-0.2270,917,1.24284,92,-2.5082
ENSG00000134684,YARS,467,1.97720,247,0.66756,149,-0.2028,160,-0.0791,41,-2.2058,48,-1.9696,66,-1.4896
ENSG00000116560,SFPQ,467,1.55044,183,-0.1734,57,-1.9767,291,0.62693,214,0.08639,132,-0.7021,77,-1.5286
ENSG00000020129,NCDN,467,0.83526,488,0.91583,305,0.08189,477,0.87594,91,-1.8201,52,-2.6496,156,-1.0095
ENSG00000126067,PSMB2,467,1.38778,229,0.07117,437,1.24946,130,-0.8497,114,-1.0475,76,-1.6710,83,-1.5314
ENSG00000116871,MAP7D1,467,0.79034,253,-0.2726,431,0.64409,251,-0.2860,319,0.11605,224,-0.4732,142,-1.1932
ENSG00000163875,MEAF6,467,1.84207,311,0.99329,171,-0.0720,74,-1.4019,74,-1.3944,67,-1.5389,83,-1.2195
ENSG00000197982,C1orf122,467,0.51334,158,-1.2557,398,0.23276,558,0.83587,399,0.23658,270,-0.4169,181,-1.0518
ENSG00000174574,AKIRIN1,467,1.56871,254,0.39705,187,-0.1262,224,0.18079,142,-0.5713,121,-0.8195,15,-3.9473
ENSG00000168653,NDUFS5,467,-0.3080,579,0.04759,722,0.43038,698,0.37074,765,0.53154,220,-1.4928,487,-0.2402
ENSG00000127603,MACF1,467,1.25550,239,0.03692,70,-1.8962,102,-1.3286,375,0.82858,276,0.27691,111,-1.1951
ENSG00000116983,HPCAL4,467,1.66658,177,-0.1433,180,-0.1139,72,-1.5527,279,0.64576,67,-1.6655,106,-0.9601
ENSG00000131236,CAP1,467,1.18571,31,-3.1301,436,1.04836,301,0.37166,263,0.13801,118,-1.1529,81,-1.7251
ENSG00000131238,PPT1,467,1.77887,118,-0.7136,103,-0.9303,149,-0.3358,259,0.60150,69,-1.5469,117,-0.7348
ENSG00000084070,SMAP2,467,1.72505,95,-1.0894,205,0.15347,306,0.86469,43,-2.2757,95,-1.0872,101,-1.0006
ENSG00000117394,SLC2A1,467,2.08616,97,-0.8183,23,-2.9788,24,-2.9255,341,1.37903,139,-0.2384,34,-2.3873
ENSG00000066322,ELOVL1,467,1.55841,22,-3.3916,9,-4.6521,551,1.92861,72,-1.6348,293,0.64457,3,-5.9364
ENSG00000142949,PTPRF,467,1.93155,226,0.47923,142,-0.3137,109,-0.7306,71,-1.3992,66,-1.5052,118,-0.6107
ENSG00000117410,ATP6V0B,467,-0.6050,785,0.25365,1300,1.18366,1242,1.09333,419,-0.7791,199,-1.9213,321,-1.1947
ENSG00000117419,ERI3,467,0.89371,163,-0.8878,584,1.33016,357,0.40350,99,-1.6519,63,-2.3370,242,-0.2529
ENSG00000187147,RNF220,467,1.61422,243,0.35982,162,-0.3242,172,-0.2236,47,-2.2419,183,-0.1269,106,-0.9960
ENSG00000142937,RPS8,467,-0.9360,634,-0.4502,609,-0.5148,809,-0.0502,1655,1.24768,859,0.05171,800,-0.0679
ENSG00000117450,PRDX1,467,-0.5940,385,-0.9000,982,0.66389,1397,1.34219,843,0.39150,313,-1.2249,313,-1.2221
ENSG00000173660,UQCRH,467,-0.0026,717,0.74823,616,0.47298,480,0.04194,544,0.25772,134,-1.9587,318,-0.6329
ENSG00000123472,ATPAF1,467,1.73368,206,0.16884,152,-0.3453,233,0.37481,134,-0.5435,54,-1.9290,62,-1.7453
ENSG00000162368,CMPK1,467,1.19468,194,-0.3579,325,0.51067,442,1.08741,124,-1.0682,32,-3.0701,105,-1.3275
ENSG00000162374,ELAVL4,467,0.82359,549,1.13286,603,1.31955,209,-0.5561,68,-2.2755,54,-2.5992,100,-1.6960
ENSG00000123091,RNF11,467,0.39043,758,1.29779,377,0.02376,254,-0.6228,365,-0.0344,138,-1.5740,246,-0.6747
ENSG00000085832,EPS15,467,1.55309,40,-2.4958,198,-0.0390,360,1.02300,153,-0.4671,105,-1.0617,97,-1.1748
ENSG00000169213,RAB3B,467,1.54149,274,0.50849,277,0.52955,95,-1.2135,89,-1.3249,43,-2.4021,182,-0.1863
ENSG00000162378,ZYG11B,467,1.70007,247,0.45279,143,-0.4609,110,-0.8774,113,-0.8396,77,-1.4282,170,-0.1797
ENSG00000116209,TMEM59,467,0.53433,412,0.31253,389,0.21112,651,1.15559,148,-1.3419,223,-0.7011,112,-1.7599
ENSG00000157216,SSBP3,467,1.90668,243,0.58709,24,-3.0231,135,-0.4084,180,0.06607,106,-0.7959,57,-1.7446
ENSG00000116133,DHCR24,467,-0.4528,293,-1.1888,470,-0.4444,1884,2.22201,150,-2.2006,961,0.78539,80,-3.1340
ENSG00000162599,NFIA,467,1.99336,76,-1.2475,8,-4.5018,58,-1.6565,271,0.85486,179,0.11740,109,-0.6962
ENSG00000116675,DNAJC6,467,-0.1345,673,0.49070,674,0.49253,937,1.10817,212,-1.3850,220,-1.3283,361,-0.5540
ENSG00000142864,SERBP1,467,1.94610,175,0.04611,49,-1.9564,114,-0.6556,215,0.39663,81,-1.1936,92,-0.9899
ENSG00000162595,DIRAS3,467,1.11082,681,1.91479,29,-3.2818,280,0.17902,213,-0.2787,15,-4.2559,78,-1.8433
ENSG00000116754,SRSF11,467,1.63029,271,0.56553,117,-0.8336,114,-0.8698,156,-0.3724,220,0.20086,24,-3.1955
ENSG00000172260,NEGR1,467,1.39982,225,0.05203,233,0.10912,340,0.78050,81,-1.5691,124,-0.9112,57,-2.0893
ENSG00000077254,USP33,467,1.65649,292,0.72001,184,-0.0796,165,-0.2621,54,-2.0077,61,-1.8079,131,-0.6389
ENSG00000180488,MIGA1,467,1.34694,255,0.22146,154,-0.6164,326,0.65253,85,-1.5404,201,-0.1825,81,-1.6130
ENSG00000137941,TTLL7,467,1.25161,273,0.25890,117,-1.1164,326,0.57212,60,-2.1277,349,0.69281,50,-2.3956
ENSG00000142875,PRKACB,467,-0.1227,757,0.71753,554,0.16315,954,1.15714,320,-0.7361,266,-1.0260,201,-1.4554
ENSG00000153904,DDAH1,467,1.42065,127,-0.8614,274,0.40877,159,-0.5082,217,0.00589,52,-2.2098,217,0.00470
ENSG00000183291,SELENOF,467,1.54552,255,0.38347,184,-0.1709,294,0.63837,41,-2.4904,62,-1.8680,123,-0.8117
ENSG00000143013,LMO4,467,2.18254,268,0.97574,28,-2.6544,52,-1.7173,30,-2.5415,138,-0.1936,101,-0.6945
ENSG00000122406,RPL5,467,-0.0906,533,0.13155,390,-0.3866,316,-0.7253,946,1.17834,348,-0.5734,452,-0.1445
ENSG00000197780,TAF13,467,1.56587,199,-0.0252,214,0.10277,194,-0.0617,164,-0.3459,116,-0.8930,58,-1.9596
ENSG00000031698,SARS,467,0.63929,335,0.05529,467,0.63850,330,0.03227,318,-0.0279,158,-1.1461,190,-0.8594
ENSG00000134243,SORT1,467,0.88904,111,-1.4775,74,-2.0910,540,1.16887,189,-0.6600,516,1.07983,82,-1.9442
ENSG00000134202,GSTM3,467,1.68909,170,-0.1888,202,0.09467,105,-0.9682,259,0.52690,16,-3.7000,116,-0.8067
ENSG00000168710,AHCYL1,467,0.50725,299,-0.2526,154,-1.3066,144,-1.4063,801,1.55106,282,-0.3510,292,-0.2926
ENSG00000197106,SLC6A17,467,1.75407,302,0.86095,125,-0.6358,151,-0.3337,113,-0.8046,16,-3.7055,122,-0.6775
ENSG00000116396,KCNC4,467,2.08057,190,0.27990,167,0.06330,93,-0.8834,5,-5.0888,55,-1.7050,151,-0.1128
ENSG00000134248,LAMTOR5,467,1.04778,147,-0.9196,378,0.64917,372,0.61963,266,0.03617,63,-2.2171,129,-1.1222
ENSG00000116459,ATP5PB,467,0.99638,314,0.27275,304,0.22093,467,0.99595,180,-0.6494,25,-3.6226,114,-1.3507
ENSG00000116489,CAPZA1,467,1.82236,147,-0.3362,199,0.17473,158,-0.2180,87,-1.1544,79,-1.3056,121,-0.6494
ENSG00000116752,BCAS2,467,1.54843,208,0.03722,259,0.41241,227,0.18549,190,-0.1148,30,-2.9204,43,-2.4095
ENSG00000009307,CSDE1,467,0.12038,545,0.38594,506,0.25787,678,0.78004,232,-1.0160,292,-0.6530,326,-0.4742
ENSG00000163399,ATP1A1,467,-0.6917,236,-1.7463,2606,2.70698,872,0.34295,369,-1.0646,183,-2.1307,265,-1.5728
ENSG00000198162,MAN1A2,467,1.24315,273,0.25289,75,-1.7992,43,-2.6150,318,0.51838,238,0.01400,235,-0.0048
ENSG00000265241,RBM8A,467,2.08715,85,-1.0182,161,0.00184,104,-0.7088,161,-0.0010,104,-0.7113,43,-2.0501
ENSG00000178104,PDE4DIP,467,1.53802,186,-0.1594,155,-0.4569,221,0.13194,160,-0.3996,88,-1.3477,154,-0.4658
ENSG00000159164,SV2A,467,0.11157,1265,2.07750,446,0.03277,378,-0.2430,142,-1.7709,115,-2.0887,248,-0.9175
ENSG00000266472,MRPS21,467,1.14213,334,0.51340,254,0.03716,191,-0.4294,251,0.01922,86,-1.6790,154,-0.7748
ENSG00000213190,MLLT11,467,0.00944,669,0.63485,777,0.91358,579,0.37782,343,-0.5003,109,-2.2593,308,-0.6711
ENSG00000159352,PSMD4,467,1.06118,167,-0.7064,323,0.38112,326,0.39711,259,0.00072,104,-1.4480,164,-0.7444
ENSG00000159377,PSMB4,467,0.52121,282,-0.3373,466,0.51736,484,0.58454,383,0.17384,153,-1.3037,185,-1.0112
ENSG00000197956,S100A6,467,0.12254,218,-1.1100,720,0.89495,482,0.17677,564,0.45061,192,-1.3018,398,-0.1475
ENSG00000189171,S100A13,467,1.31601,25,-3.3571,62,-2.0281,245,0.12327,496,1.43808,140,-0.7826,156,-0.6108
ENSG00000143621,ILF2,467,1.79694,196,0.12913,173,-0.0854,267,0.67451,35,-2.5597,72,-1.4619,62,-1.7037
ENSG00000143543,JTB,467,1.35025,500,1.49332,155,-0.5995,116,-1.0504,191,-0.2632,57,-2.1218,78,-1.6621
ENSG00000177954,RPS27,467,-1.4230,909,-0.3771,614,-1.0000,867,-0.4529,2723,1.63298,1138,-0.0051,1271,0.18291
ENSG00000143549,TPM3,467,0.86138,194,-0.6370,357,0.37528,394,0.54733,292,0.02906,206,-0.5416,98,-1.6909
ENSG00000143612,C1orf43,467,1.62344,237,0.32416,148,-0.4630,145,-0.5002,153,-0.4143,137,-0.5911,88,-1.2846
ENSG00000160714,UBE2Q1,467,1.84047,100,-0.9249,122,-0.6153,176,-0.0212,192,0.12875,58,-1.7569,131,-0.5032
ENSG00000160710,ADAR,467,0.96888,399,0.67425,237,-0.2234,237,-0.2207,242,-0.1912,59,-2.3676,257,-0.0920
ENSG00000163344,PMVK,467,2.07760,73,-1.2647,140,-0.2302,151,-0.1108,142,-0.2147,105,-0.7004,51,-1.8073
ENSG00000163346,PBXIP1,467,1.98738,74,-1.3020,53,-1.8141,70,-1.3946,280,0.91322,91,-0.9864,138,-0.3248
ENSG00000163463,KRTCAP2,467,1.55514,177,-0.2261,113,-0.9449,343,0.93255,266,0.47002,48,-2.2422,5,-5.4027
ENSG00000177628,GBA,467,1.92604,148,-0.2439,272,0.81107,44,-2.1100,180,0.08006,34,-2.5164,57,-1.7457
ENSG00000160752,FDPS,467,0.69009,117,-1.5685,548,0.98739,586,1.12018,216,-0.6138,95,-1.8750,174,-0.9603
ENSG00000132718,SYT11,467,-0.6097,899,0.48627,809,0.30062,1276,1.14137,424,-0.7635,517,-0.4470,355,-1.0439
ENSG00000160781,PAQR6,467,0.33609,310,-0.3521,20,-4.4542,184,-1.1784,465,0.32806,979,1.77913,262,-0.6229
ENSG00000163468,CCT3,467,1.21599,157,-0.6845,326,0.54035,338,0.60212,214,-0.1794,73,-1.8517,96,-1.4499
ENSG00000125462,C1orf61,467,-0.3164,292,-1.0647,329,-0.8764,165,-1.9352,1519,1.90007,379,-0.6521,807,0.61891
ENSG00000163382,NAXE,467,1.90589,56,-1.7641,188,0.14014,227,0.46714,143,-0.3154,84,-1.1522,46,-2.0583
ENSG00000132702,HAPLN2,467,1.74568,21,-3.2903,6,-5.0981,448,1.65434,13,-3.9750,335,1.05722,10,-4.4109
ENSG00000132692,BCAN,467,1.84813,72,-1.4411,122,-0.6157,55,-1.8289,202,0.22046,97,-0.9679,228,0.42758
ENSG00000162706,CADM3,467,1.15281,345,0.58253,289,0.26722,357,0.64536,104,-1.3701,52,-2.4226,112,-1.2540
ENSG00000177807,KCNJ10,467,2.39777,12,-3.7681,25,-2.6825,78,-0.9611,61,-1.3593,302,1.37802,52,-1.5774
ENSG00000018625,ATP1A2,467,0.74861,63,-2.4398,125,-1.4223,122,-1.4497,783,1.79415,172,-0.9243,402,0.47758
ENSG00000162734,PEA15,467,-0.8515,436,-0.9614,811,0.04561,1423,1.05605,1007,0.41762,766,-0.0506,618,-0.4052
ENSG00000122218,COPA,467,1.62192,252,0.42464,170,-0.2424,126,-0.7284,161,-0.3345,90,-1.2546,112,-0.9148
ENSG00000143256,PFDN2,467,1.17708,215,-0.2047,281,0.24416,145,-0.8440,291,0.30046,146,-0.8306,160,-0.6813
ENSG00000143222,UFC1,467,1.92969,93,-0.9894,172,0.00150,92,-0.9996,140,-0.3363,86,-1.1118,151,-0.2084
ENSG00000158864,NDUFS2,467,1.32125,210,-0.1257,283,0.37886,219,-0.0616,116,-1.0798,105,-1.2361,188,-0.3102
ENSG00000143252,SDHC,467,1.68925,85,-1.2835,142,-0.4824,255,0.50478,148,-0.4193,76,-1.4563,161,-0.2836
ENSG00000152332,UHMK1,467,1.23414,246,0.06270,313,0.47980,226,-0.0794,187,-0.3921,129,-0.9785,90,-1.5294
ENSG00000143198,MGST3,467,0.17646,408,-0.0515,591,0.58841,763,1.06671,286,-0.6313,174,-1.4106,258,-0.7943
ENSG00000143158,MPC2,467,1.86943,148,-0.2848,158,-0.1850,174,-0.0202,147,-0.2971,80,-1.2614,58,-1.7339
ENSG00000143153,ATP1B1,467,-2.2464,2888,0.66944,4573,1.57521,3068,0.78064,1135,-0.8929,686,-1.6697,964,-1.1473
ENSG00000075945,KIFAP3,467,0.54051,480,0.59044,534,0.78260,617,1.05917,109,-1.8036,53,-2.8702,133,-1.4948
ENSG00000117523,PRRC2C,467,1.43097,278,0.44059,92,-1.3508,105,-1.1442,200,-0.1185,289,0.51362,73,-1.7017
ENSG00000197959,DNM3,467,0.47903,482,0.53624,432,0.34272,451,0.41836,228,-0.7152,187,-1.0284,229,-0.7094
ENSG00000117592,PRDX6,467,0.72454,217,-0.5776,333,0.12870,348,0.20301,448,0.64589,126,-1.4213,223,-0.5361
ENSG00000234741,GAS5,467,1.29894,110,-1.1823,128,-0.9371,74,-1.7723,427,1.11873,263,0.23503,135,-0.8537
ENSG00000116161,CACYBP,467,0.49830,478,0.53757,512,0.66179,347,-0.0169,352,0.00676,81,-2.2763,215,-0.7909
ENSG00000135821,GLUL,467,-0.4485,326,-1.0186,260,-1.3681,717,0.26504,1133,1.10327,1041,0.94025,350,-0.9061
ENSG00000157064,NMNAT2,467,1.83320,170,-0.0847,228,0.41476,214,0.30539,57,-1.7984,39,-2.3600,77,-1.3382
ENSG00000162704,ARPC5,467,1.59318,42,-2.3992,301,0.72053,150,-0.4635,188,-0.0952,116,-0.8793,130,-0.6932
ENSG00000118200,CAMSAP2,467,1.56789,311,0.75859,179,-0.1928,140,-0.5899,78,-1.5053,173,-0.2556,62,-1.8413
ENSG00000116857,TMEM9,467,1.12827,242,-0.0523,259,0.06361,351,0.59079,143,-0.8974,45,-2.6543,240,-0.0631
ENSG00000174307,PHLDA3,467,1.56967,151,-0.4746,84,-1.3811,340,0.93210,155,-0.4301,119,-0.8538,93,-1.2381
ENSG00000159176,CSRP1,467,0.28126,170,-1.3450,88,-2.3372,400,0.01776,647,0.86855,525,0.48446,475,0.31070
ENSG00000198892,SHISA4,467,1.86599,72,-1.4296,162,-0.1453,107,-0.8098,197,0.19043,183,0.06400,46,-2.0826
ENSG00000134375,TIMM17A,467,1.42021,281,0.45318,261,0.32478,232,0.12209,75,-1.6651,78,-1.6100,118,-0.9817
ENSG00000170075,GPR37L1,467,2.13640,30,-2.5721,52,-1.7524,43,-2.0255,250,0.81283,158,0.00945,103,-0.6965
ENSG00000143862,ARL8A,467,1.01299,255,-0.0647,307,0.25249,347,0.46542,127,-1.1787,213,-0.3591,138,-1.0487
ENSG00000159348,CYB5R1,467,1.66926,33,-2.7049,389,1.28426,245,0.41176,127,-0.6790,29,-2.9137,57,-1.9086
ENSG00000163444,TMEM183A,467,2.26122,59,-1.4896,139,-0.1254,62,-1.4097,125,-0.2956,47,-1.8074,150,0.00490
ENSG00000058668,ATP2B4,467,1.30410,505,1.46342,222,-0.0461,158,-0.6088,106,-1.2220,93,-1.4258,49,-2.3827
ENSG00000182004,SNRPE,467,1.93178,134,-0.4087,155,-0.1659,101,-0.8557,236,0.55040,43,-2.1391,64,-1.5621
ENSG00000163531,NFASC,467,1.25044,256,0.14740,177,-0.4657,349,0.68981,98,-1.3918,162,-0.6078,135,-0.8929
ENSG00000184144,CNTN2,467,0.93003,195,-0.5716,63,-2.2901,510,1.10053,156,-0.9273,519,1.13415,26,-3.6073
ENSG00000117266,CDK18,467,1.88885,46,-2.0661,2,-6.3297,408,1.58712,14,-3.8469,284,0.86173,0,-8.6499
ENSG00000069275,NUCKS1,467,-0.2484,840,0.76778,193,-1.6352,488,-0.1757,629,0.25125,814,0.70976,367,-0.6389
ENSG00000117691,NENF,467,0.51349,379,0.15021,362,0.07032,418,0.31843,262,-0.4654,456,0.47202,85,-2.1897
ENSG00000136628,EPRS,467,2.04699,50,-1.8446,119,-0.5187,255,0.78082,80,-1.1419,97,-0.8399,75,-1.2474
ENSG00000154380,ENAH,467,1.81055,170,-0.0972,110,-0.8009,121,-0.6473,92,-1.0814,212,0.27334,91,-1.1007
ENSG00000143742,SRP9,467,1.04928,214,-0.3227,301,0.25065,274,0.08922,305,0.27101,114,-1.3113,144,-0.9483
ENSG00000163041,H3F3A,467,0.63083,148,-1.2559,64,-2.5220,473,0.65347,539,0.89580,303,-0.1185,282,-0.2365
ENSG00000143799,PARP1,467,1.67566,104,-0.9820,64,-1.7371,348,1.06544,169,-0.2122,155,-0.3534,36,-2.5667
ENSG00000143772,ITPKB,467,1.94339,53,-1.8435,13,-3.8324,209,0.34817,220,0.43865,154,-0.1694,77,-1.2597
ENSG00000143776,CDC42BPA,467,1.67542,232,0.32211,132,-0.6142,88,-1.2509,167,-0.2334,129,-0.6490,129,-0.6454
ENSG00000143761,ARF1,467,0.60907,479,0.65267,484,0.67366,174,-1.0305,345,0.07834,121,-1.5830,235,-0.5545
ENSG00000162910,MRPL55,467,2.08598,45,-1.9864,152,-0.0961,123,-0.4447,191,0.29563,67,-1.3887,80,-1.1116
ENSG00000143774,GUK1,467,0.17830,587,0.57895,613,0.65572,450,0.11553,443,0.08599,254,-0.8175,130,-1.8435
ENSG00000168159,RNF187,467,0.01062,591,0.41516,716,0.76137,482,0.06341,319,-0.6153,256,-0.9625,419,-0.1717
ENSG00000116574,RHOU,467,2.29993,34,-2.2717,0,-8.5088,87,-0.8528,189,0.42139,183,0.36688,74,-1.1128
ENSG00000168118,RAB4A,467,1.74580,274,0.67870,126,-0.6338,112,-0.8184,213,0.23312,52,-2.0000,57,-1.8666
ENSG00000135744,AGT,467,1.19098,53,-2.3469,71,-1.9244,32,-3.0890,823,2.50094,48,-2.5030,199,-0.3257
ENSG00000173726,TOMM20,467,0.00650,677,0.65383,437,-0.1070,694,0.69998,363,-0.4104,228,-1.1486,392,-0.2836
ENSG00000054267,ARID4B,467,2.06848,263,0.85434,31,-2.5321,35,-2.3774,55,-1.7060,213,0.47350,69,-1.3494
ENSG00000168243,GNG4,467,1.87961,59,-1.7199,170,-0.0525,238,0.53135,123,-0.5852,25,-2.9506,145,-0.3165
ENSG00000117020,AKT3,467,2.06102,277,0.94669,50,-1.8615,46,-1.9856,142,-0.2221,69,-1.3638,87,-1.0066
ENSG00000203667,COX20,467,1.85524,183,0.05904,143,-0.3503,73,-1.3994,235,0.48793,46,-2.1061,92,-1.0579
ENSG00000153187,HNRNPU,467,1.03329,311,0.28897,125,-1.1920,269,0.04540,327,0.37655,167,-0.7339,170,-0.7048
ENSG00000143653,SCCPDH,467,1.52623,58,-1.9841,184,-0.1867,459,1.48752,75,-1.5993,150,-0.5111,46,-2.3263
ENSG00000171863,RPS7,467,0.10774,419,-0.0769,310,-0.5702,260,-0.8444,912,1.34187,304,-0.6000,397,-0.1654
ENSG00000134313,KIDINS220,467,1.13008,270,0.13651,185,-0.4900,242,-0.0526,258,0.05923,137,-0.9630,186,-0.4817
ENSG00000119185,ITGB1BP1,467,1.70953,222,0.27585,240,0.41108,141,-0.4759,44,-2.2673,57,-1.8692,150,-0.3761
ENSG00000134308,YWHAQ,467,-0.2932,497,-0.1913,847,0.73390,881,0.80662,556,-0.0050,220,-1.4774,434,-0.4130
ENSG00000115756,HPCAL1,467,0.53887,577,0.92609,457,0.49904,342,-0.0028,273,-0.3758,77,-2.3144,204,-0.8423
ENSG00000134324,LPIN1,467,1.84363,150,-0.2783,154,-0.2382,163,-0.1424,125,-0.5721,91,-1.0736,94,-1.0244
ENSG00000079785,DDX1,467,1.52165,253,0.35290,210,0.03355,173,-0.2918,114,-0.9503,85,-1.4043,139,-0.6394
