Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160049,DFFA,172,1.75067,129,1.21637,31,-1.1945,42,-0.7077,42,-0.7054,99,0.74764,0,-6.4532
ENSG00000142655,PEX14,172,2.19266,49,-0.0662,33,-0.7223,45,-0.2175,38,-0.4850,15,-1.8130,39,-0.4245
ENSG00000120948,TARDBP,172,1.90256,69,0.27267,49,-0.3195,43,-0.5210,33,-0.9710,82,0.55686,11,-2.4977
ENSG00000116649,SRM,172,1.04776,96,0.07258,64,-0.6296,146,0.89634,69,-0.5022,49,-0.9653,44,-1.1383
ENSG00000198793,MTOR,172,2.27992,42,-0.2402,23,-1.2418,35,-0.5445,55,0.22474,27,-0.9306,19,-1.3986
ENSG00000116661,FBXO2,172,-1.0477,523,0.72236,260,-0.4582,603,1.15331,313,-0.1328,153,-1.2256,174,-1.0259
ENSG00000132879,FBXO44,172,0.62473,21,-2.5664,55,-1.2630,168,0.67946,201,1.05986,38,-1.7211,94,-0.3565
ENSG00000011021,CLCN6,172,0.62102,78,-0.6371,61,-1.1097,211,1.15602,116,-0.0186,27,-2.2405,123,0.07636
ENSG00000116685,KIAA2013,172,1.81882,140,1.42265,40,-0.6996,47,-0.4327,25,-1.4394,64,0.08033,5,-3.5037
ENSG00000083444,PLOD1,172,2.07734,84,0.73181,35,-0.7363,56,0.08520,34,-0.7897,21,-1.4127,9,-2.5604
ENSG00000116688,MFN2,172,1.33321,79,0.01803,58,-0.5316,126,0.92333,59,-0.5009,47,-0.8018,0,-6.7679
ENSG00000048707,VPS13D,172,1.81373,100,0.82281,34,-0.9801,32,-1.0536,42,-0.6284,41,-0.6319,79,0.41171
ENSG00000162496,DHRS3,172,1.98046,250,2.83428,49,-0.2387,3,-4.3246,14,-2.1932,4,-3.7232,3,-4.2606
ENSG00000116731,PRDM2,172,1.82786,72,0.28556,25,-1.4352,37,-0.8509,46,-0.4759,72,0.28095,73,0.29805
ENSG00000189337,KAZN,172,1.72596,47,-0.4839,39,-0.8112,86,0.56251,54,-0.3020,51,-0.3428,9,-2.9544
ENSG00000142634,EFHD2,172,1.68342,89,0.51126,31,-1.2291,51,-0.4162,71,0.15953,77,0.26305,6,-3.4319
ENSG00000116786,PLEKHM2,172,1.42111,69,-0.1233,53,-0.5779,46,-0.8380,81,0.15812,110,0.63941,34,-1.1940
ENSG00000065526,SPEN,172,1.74875,134,1.27851,55,-0.2489,10,-2.8089,48,-0.4828,55,-0.2161,43,-0.5954
ENSG00000055070,SZRD1,172,2.15129,119,1.42579,41,-0.4190,13,-2.1661,39,-0.5037,0,-6.4228,40,-0.3898
ENSG00000219481,NBPF1,172,2.39160,72,0.72047,18,-1.5415,50,0.13060,18,-1.5462,36,-0.4080,12,-2.0089
ENSG00000159363,ATP13A2,172,0.05733,68,-1.3749,143,-0.2578,354,1.57270,194,0.29244,16,-3.4389,18,-3.2793
ENSG00000117118,SDHB,172,1.02923,51,-0.9129,59,-0.7730,123,0.52604,75,-0.3763,77,-0.3008,114,0.33434
ENSG00000117115,PADI2,172,0.76687,88,-0.3157,112,0.06665,7,-4.0882,41,-1.6103,390,2.33925,110,0.02352
ENSG00000127463,EMC1,172,2.25291,62,0.37207,39,-0.4207,47,-0.0874,27,-0.9854,3,-4.0022,30,-0.7694
ENSG00000053372,MRTO4,172,2.18168,82,0.77759,24,-1.2617,44,-0.2608,44,-0.2701,1,-5.3382,32,-0.7160
ENSG00000053371,AKR7A2,172,1.27138,184,1.39209,45,-0.9844,55,-0.6740,50,-0.8124,107,0.44692,48,-0.8271
ENSG00000077549,CAPZB,172,-0.3783,240,0.15219,179,-0.3495,321,0.73736,206,-0.1063,229,0.07708,130,-0.8056
ENSG00000173436,MICOS10,172,-0.2732,199,-0.0381,250,0.37277,257,0.42581,144,-0.6030,189,-0.1234,180,-0.1978
ENSG00000158747,NBL1,172,-0.0136,141,-0.3272,166,-0.0760,204,0.30344,132,-0.4816,91,-1.0027,326,1.05557
ENSG00000162545,CAMK2N1,172,-0.9472,56,-2.6084,332,0.08910,310,-0.0314,430,0.58229,484,0.70362,301,-0.0747
ENSG00000090432,MUL1,172,2.20489,43,-0.2632,24,-1.2155,46,-0.1721,36,-0.5800,52,0.03852,26,-1.0170
ENSG00000183114,FAM43B,172,1.97868,34,-0.7892,21,-1.6155,80,0.67070,52,-0.1297,0,-6.4239,49,-0.2099
ENSG00000158828,PINK1,172,-0.6000,207,-0.3104,224,-0.2050,410,0.94618,197,-0.4335,229,-0.1507,249,-0.0164
ENSG00000127483,HP1BP3,172,0.22723,229,0.70209,144,-0.0672,125,-0.3158,111,-0.5076,204,0.50894,128,-0.2427
ENSG00000075151,EIF4G3,172,0.58197,148,0.33791,48,-1.5329,128,0.10914,138,0.24613,68,-0.8975,190,0.74915
ENSG00000076864,RAP1GAP,172,0.95531,5,-4.4101,62,-0.7619,191,1.38195,99,0.04416,27,-1.9381,59,-0.7634
ENSG00000090686,USP48,172,2.20444,41,-0.3108,39,-0.4557,46,-0.1786,36,-0.5968,0,-6.4512,51,0.01434
ENSG00000070831,CDC42,172,-0.6763,223,-0.2723,178,-0.6882,329,0.40298,274,0.05962,372,0.55560,320,0.30796
ENSG00000004487,KDM1A,172,1.67600,37,-0.8828,39,-0.8927,90,0.59352,65,-0.0037,57,-0.2074,0,-6.5080
ENSG00000169641,LUZP1,172,2.23270,9,-2.4596,33,-0.7188,37,-0.5245,60,0.35445,1,-5.3031,56,0.18556
ENSG00000125944,HNRNPR,172,1.44382,71,-0.0501,69,-0.1312,67,-0.1603,84,0.23795,25,-1.6685,30,-1.3829
ENSG00000117318,ID3,172,0.97019,198,1.22642,125,0.49277,2,-5.4140,9,-3.6913,14,-2.8540,303,2.04721
ENSG00000142676,RPL11,172,-1.6833,611,0.27767,680,0.51988,204,-1.5366,209,-1.4962,1012,1.13669,1169,1.40136
ENSG00000057757,PITHD1,172,-0.3775,68,-1.7840,123,-0.9751,529,1.90917,258,0.30841,60,-1.9738,63,-1.8978
ENSG00000011009,LYPLA2,172,1.95524,172,1.96241,25,-1.3518,34,-0.8765,30,-1.0675,4,-3.8340,41,-0.4894
ENSG00000117305,HMGCL,172,2.35187,28,-0.7827,13,-2.0227,39,-0.3341,26,-1.0129,96,1.19300,19,-1.3720
ENSG00000189266,PNRC2,172,1.65400,90,0.50677,54,-0.3388,42,-0.7531,36,-1.0415,32,-1.1285,102,0.70887
ENSG00000188529,SRSF10,172,2.16262,82,0.77199,31,-0.8568,45,-0.2173,26,-1.1162,54,0.07975,0,-6.1628
ENSG00000001461,NIPAL3,172,0.86812,71,-0.5532,52,-1.1336,82,-0.3820,74,-0.5483,232,1.40872,126,0.34882
ENSG00000117602,RCAN3,172,2.44579,20,-1.2503,12,-2.1208,55,0.35150,54,0.30726,20,-1.2786,0,-5.7529
ENSG00000133226,SRRM1,172,1.15096,176,1.18956,60,-0.6279,50,-0.9303,64,-0.5167,147,0.87796,22,-2.0365
ENSG00000169504,CLIC4,172,1.30667,104,0.44295,120,0.78487,2,-5.3369,23,-2.0216,67,-0.2675,162,1.20104
ENSG00000117614,SYF2,172,1.00613,83,-0.2009,75,-0.3888,51,-1.0377,80,-0.2824,61,-0.6641,212,1.38149
ENSG00000183726,TMEM50A,172,1.31217,84,0.09843,56,-0.5968,57,-0.5807,45,-0.9579,64,-0.3251,156,1.14177
ENSG00000162430,SELENON,172,1.66246,236,2.32305,53,-0.3656,7,-3.4780,28,-1.3883,11,-2.7042,62,-0.0973
ENSG00000117640,MTFR1L,172,1.39890,141,1.04581,50,-0.7215,78,0.05830,51,-0.6623,34,-1.2322,50,-0.6289
ENSG00000117632,STMN1,172,-1.5862,142,-1.8736,270,-0.9898,802,0.99242,379,-0.4246,1387,1.85792,226,-1.1787
ENSG00000142684,ZNF593,172,2.56026,17,-1.4505,30,-0.6431,47,0.14327,26,-0.8318,21,-1.1053,16,-1.4754
ENSG00000142669,SH3BGRL3,172,-0.5386,304,0.37101,157,-0.7441,422,1.09508,189,-0.4301,227,-0.0997,181,-0.4577
ENSG00000117682,DHDDS,172,2.75672,0,-7.0633,11,-2.0491,29,-0.5398,52,0.48589,15,-1.4663,27,-0.5929
ENSG00000198830,HMGN2,172,0.75335,382,2.27553,97,-0.1998,52,-1.2251,38,-1.7280,86,-0.3717,74,-0.6102
ENSG00000117713,ARID1A,172,1.44061,169,1.40933,41,-0.9775,60,-0.3579,65,-0.2139,56,-0.4234,7,-3.3604
ENSG00000204160,ZDHHC18,172,2.03995,23,-1.3419,12,-2.3735,70,0.47491,71,0.49683,43,-0.3880,0,-6.2481
ENSG00000090273,NUDC,172,-0.2963,534,1.64166,159,-0.4580,184,-0.2150,168,-0.3728,186,-0.1691,159,-0.4206
ENSG00000253368,TRNP1,172,2.15117,8,-2.7550,24,-1.2517,64,0.38572,49,-0.0921,23,-1.2682,40,-0.3919
ENSG00000142784,WDTC1,172,1.88704,68,0.23532,25,-1.4016,53,-0.1950,65,0.19567,26,-1.2419,35,-0.8016
ENSG00000186501,TMEM222,172,0.77587,96,-0.1792,73,-0.6747,91,-0.2921,132,0.38194,102,-0.0846,113,0.08280
ENSG00000158195,WASF2,172,1.07761,181,1.16842,62,-0.6335,12,-3.1053,31,-1.7338,169,1.05107,168,1.04157
ENSG00000126705,AHDC1,172,1.86850,129,1.31040,19,-1.8078,32,-1.0494,37,-0.7943,50,-0.2617,65,0.15535
ENSG00000126709,IFI6,172,-0.2385,449,1.38041,153,-0.4629,197,-0.0259,152,-0.4796,87,-1.2902,287,0.59143
ENSG00000117758,STX12,172,0.71139,80,-0.5123,58,-1.1118,181,0.94009,92,-0.3371,86,-0.4170,116,0.06191
ENSG00000117748,RPA2,172,1.87885,85,0.59182,22,-1.6043,58,-0.0217,42,-0.5874,43,-0.4887,45,-0.4161
ENSG00000126698,DNAJC8,172,0.56966,138,0.20234,120,-0.0116,119,-0.0394,118,-0.0482,47,-1.4531,142,0.25414
ENSG00000130770,ATP5IF1,172,-0.4649,195,-0.2647,197,-0.2821,453,1.36705,169,-0.5424,247,0.10940,57,-2.1316
ENSG00000198492,YTHDF2,172,1.38359,46,-0.7986,62,-0.3588,82,0.13030,78,0.04264,48,-0.7293,53,-0.5697
ENSG00000116350,SRSF4,172,2.10548,126,1.48345,32,-0.8356,42,-0.3880,29,-1.0158,21,-1.3919,2,-4.3108
ENSG00000060656,PTPRU,172,2.13969,33,-0.7001,24,-1.2669,53,0.03679,63,0.34693,34,-0.6474,0,-6.1300
ENSG00000162512,SDC3,172,-0.0659,347,1.10911,248,0.61627,106,-0.9014,201,0.20905,112,-0.7326,51,-1.9092
ENSG00000134644,PUM1,172,0.33235,199,0.57312,118,-0.3040,137,-0.0400,210,0.77460,56,-1.3955,44,-1.7797
ENSG00000121766,ZCCHC17,172,0.22892,65,-1.2861,99,-0.7044,168,0.21832,186,0.41373,204,0.51213,144,-0.0608
ENSG00000121769,FABP3,172,1.02908,6,-3.8813,39,-1.4509,145,0.85841,137,0.74387,45,-1.1086,63,-0.6092
ENSG00000162517,PEF1,172,0.94690,51,-0.9899,50,-1.1123,157,0.92643,116,0.33071,26,-1.9709,76,-0.3913
ENSG00000084636,COL16A1,172,1.71877,291,2.89750,19,-1.9333,23,-1.6760,30,-1.2566,10,-2.7914,22,-1.6250
ENSG00000121753,ADGRB2,172,1.18111,156,1.01297,62,-0.5526,87,0.02845,95,0.19123,32,-1.5074,6,-3.9498
ENSG00000184007,PTP4A2,172,0.01243,117,-0.5906,169,-0.0185,138,-0.3773,161,-0.1074,275,0.78891,208,0.31934
ENSG00000121774,KHDRBS1,172,0.59623,221,1.02895,91,-0.4760,109,-0.1633,122,0.03204,57,-1.1337,101,-0.2630
ENSG00000025800,KPNA6,172,1.42192,72,-0.0654,53,-0.6010,83,0.18597,84,0.21552,53,-0.5307,11,-2.8396
ENSG00000084652,TXLNA,172,2.21222,79,0.75197,12,-2.2638,27,-1.0402,35,-0.6207,38,-0.4286,65,0.40857
ENSG00000084623,EIF3I,172,0.35468,198,0.59039,84,-0.8474,189,0.59301,91,-0.7203,54,-1.4519,229,0.83766
ENSG00000175130,MARCKSL1,172,-0.8633,154,-1.0261,185,-0.8182,61,-2.5482,83,-2.0760,1815,3.79126,190,-0.7117
ENSG00000160058,BSDC1,172,1.82527,44,-0.5116,51,-0.2905,54,-0.2145,58,-0.0608,41,-0.5942,22,-1.5596
ENSG00000176261,ZBTB8OS,172,2.18495,57,0.17232,43,-0.2801,33,-0.7172,25,-1.2071,29,-0.8590,48,-0.0831
ENSG00000162521,RBBP4,172,0.73055,304,1.77027,66,-0.8827,77,-0.6216,73,-0.7030,100,-0.1590,95,-0.2272
ENSG00000134684,YARS,172,0.50611,63,-1.0630,72,-0.9416,229,1.18829,125,-0.0162,95,-0.4444,77,-0.7639
ENSG00000116497,S100PBP,172,2.27406,70,0.59591,18,-1.6115,38,-0.4492,28,-0.9622,26,-0.9577,53,0.13022
ENSG00000121900,TMEM54,172,2.09103,136,1.62282,52,-0.0352,23,-1.3716,11,-2.4642,47,-0.2072,4,-3.7138
ENSG00000004455,AK2,172,2.18386,59,0.23404,23,-1.3117,32,-0.7908,17,-1.7797,67,0.44236,67,0.45461
ENSG00000134686,PHC2,172,1.13867,100,0.22725,73,-0.3069,62,-0.5884,54,-0.8042,147,0.86783,73,-0.2798
ENSG00000163866,SMIM12,172,1.67848,14,-2.3384,47,-0.5802,98,0.78653,53,-0.3514,28,-1.2874,42,-0.6953
ENSG00000116560,SFPQ,172,0.36857,229,0.84852,154,0.21555,78,-0.9460,126,-0.1426,126,-0.1292,125,-0.1482
ENSG00000146463,ZMYM4,172,2.40451,35,-0.4262,41,-0.2038,40,-0.2577,26,-0.9354,6,-2.8659,33,-0.5326
ENSG00000142687,KIAA0319L,172,1.32890,111,0.56565,47,-0.8736,80,0.02529,77,-0.0436,38,-1.1276,58,-0.4737
ENSG00000020129,NCDN,172,-0.6006,26,-3.4049,159,-0.7914,540,1.58027,369,0.72639,114,-1.2284,74,-1.8706
ENSG00000126067,PSMB2,172,0.17916,113,-0.4808,66,-1.4056,263,1.05725,158,0.05124,113,-0.4857,164,0.10607
ENSG00000142686,C1orf216,172,1.53295,0,-7.8798,29,-1.4814,116,0.96816,82,0.28930,53,-0.4576,26,-1.5428
ENSG00000054116,TRAPPC3,172,1.34106,117,0.66918,62,-0.4105,80,0.05697,69,-0.2065,43,-0.9095,24,-1.7691
ENSG00000116871,MAP7D1,172,-0.2450,61,-1.8269,126,-0.7918,286,0.66913,158,-0.4184,459,1.41233,175,-0.2132
ENSG00000054118,THRAP3,172,1.13323,166,1.07471,60,-0.6371,82,-0.1127,65,-0.5061,65,-0.4706,56,-0.6954
ENSG00000181817,LSM10,172,2.29847,19,-1.4494,32,-0.6760,63,0.49569,29,-0.8411,42,-0.2137,0,-6.0624
ENSG00000116898,MRPS15,172,1.96248,43,-0.4151,43,-0.4762,82,0.69959,41,-0.5620,3,-3.9917,15,-1.9452
ENSG00000163875,MEAF6,172,0.63291,117,0.00395,74,-0.7855,203,1.09132,126,0.13485,62,-0.9930,12,-3.4132
ENSG00000185090,MANEAL,172,2.26197,0,-7.3667,21,-1.3861,80,0.93828,42,-0.2880,1,-4.8997,33,-0.6339
ENSG00000197982,C1orf122,172,-0.3669,186,-0.2417,213,-0.0301,210,-0.0583,134,-0.8241,615,1.83148,81,-1.5165
ENSG00000183431,SF3A3,172,1.97535,27,-1.1338,35,-0.8137,33,-0.9214,67,0.32027,34,-0.7676,60,0.11587
ENSG00000183520,UTP11,172,2.41341,0,-7.2697,18,-1.5500,41,-0.2167,40,-0.2407,34,-0.4549,56,0.32457
ENSG00000116954,RRAGC,172,1.57631,9,-3.0663,35,-1.1496,94,0.59452,88,0.45484,50,-0.4868,23,-1.6566
ENSG00000174574,AKIRIN1,172,0.85068,79,-0.4123,79,-0.4629,98,-0.0779,99,-0.0635,131,0.39268,93,-0.1566
ENSG00000168653,NDUFS5,172,-1.3185,235,-0.8441,395,-0.0402,662,0.96361,319,-0.4101,475,0.26418,402,-0.0054
ENSG00000127603,MACF1,172,0.11195,341,1.28006,161,0.00447,98,-0.8388,112,-0.6148,107,-0.6352,241,0.66819
ENSG00000090621,PABPC4,172,1.06565,97,0.10474,68,-0.5074,62,-0.6496,59,-0.7473,104,0.22262,158,0.91458
ENSG00000116983,HPCAL4,172,0.56812,118,-0.0508,92,-0.4768,156,0.47157,170,0.63028,47,-1.4399,41,-1.6740
ENSG00000084072,PPIE,172,1.71329,95,0.64119,19,-1.9274,60,-0.1062,22,-1.7696,64,-0.0128,108,0.85762
ENSG00000168389,MFSD2A,172,1.37426,39,-1.0294,122,0.89483,11,-2.9761,11,-3.0803,38,-1.0760,229,1.93272
ENSG00000131236,CAP1,172,0.43225,160,0.31246,101,-0.4573,186,0.64879,126,-0.0762,83,-0.7205,76,-0.8544
ENSG00000131238,PPT1,172,0.40558,295,1.34607,102,-0.4723,99,-0.5201,140,0.08295,132,-0.0198,56,-1.3346
ENSG00000084073,ZMPSTE24,172,1.91524,59,0.04129,40,-0.6364,45,-0.4199,38,-0.7289,67,0.23548,34,-0.8166
ENSG00000084070,SMAP2,172,1.35431,10,-3.0606,57,-0.5339,96,0.39436,96,0.39929,9,-3.1782,86,0.16788
ENSG00000117016,RIMS3,172,1.40359,5,-3.9372,41,-1.0065,86,0.23742,96,0.45050,47,-0.7209,83,0.14681
ENSG00000066136,NFYC,172,2.37638,60,0.40538,19,-1.5039,31,-0.6829,39,-0.3029,15,-1.6975,41,-0.1947
ENSG00000198815,FOXJ3,172,1.76802,48,-0.4098,43,-0.6503,67,0.12430,67,0.13487,2,-4.9594,48,-0.3972
ENSG00000127125,PPCS,172,2.19565,60,0.28430,38,-0.4757,54,0.11066,25,-1.1630,22,-1.2718,17,-1.6519
ENSG00000065978,YBX1,172,0.42350,97,-0.4853,101,-0.4636,31,-2.3291,30,-2.3750,50,-1.4973,680,3.23959
ENSG00000117394,SLC2A1,172,-0.5101,171,-0.5223,447,1.26928,15,-4.2213,47,-2.6042,58,-2.1509,959,2.60110
ENSG00000117395,EBNA1BP2,172,2.03124,84,0.69841,41,-0.5085,50,-0.1750,24,-1.3883,50,-0.1268,13,-2.1378
ENSG00000066322,ELOVL1,172,0.63146,28,-2.1345,59,-1.1522,7,-4.2702,22,-2.6677,788,4.20336,5,-4.4890
ENSG00000178922,HYI,172,2.40284,86,1.03469,41,-0.2253,26,-0.9585,22,-1.2228,25,-0.9580,1,-5.0013
ENSG00000142949,PTPRF,172,0.53419,296,1.49226,68,-1.0124,109,-0.2251,114,-0.1548,124,-0.0033,66,-0.9716
ENSG00000126091,ST3GAL3,172,2.20562,25,-1.0475,38,-0.4737,49,-0.0319,46,-0.1544,21,-1.3354,18,-1.5934
ENSG00000117408,IPO13,172,1.45350,116,0.74706,44,-0.8519,40,-1.0339,72,-0.0427,132,0.98029,2,-4.8060
ENSG00000117410,ATP6V0B,172,-1.0150,239,-0.5093,194,-0.9060,687,1.51025,443,0.55043,198,-0.7968,45,-2.9990
ENSG00000117411,B4GALT2,172,1.59542,99,0.60910,58,-0.2863,64,-0.1029,58,-0.2758,6,-3.5000,43,-0.7028
ENSG00000117419,ERI3,172,-0.4363,340,0.66516,139,-0.8400,382,1.02205,245,0.13876,42,-2.5369,182,-0.3454
ENSG00000187147,RNF220,172,0.77818,88,-0.3162,64,-0.8693,176,0.96552,110,0.05367,68,-0.6996,42,-1.4321
ENSG00000142937,RPS8,172,-2.4751,897,0.03092,1228,0.63194,441,-1.1626,520,-0.8963,1619,1.02176,1727,1.13624
ENSG00000070785,EIF2B3,172,2.46767,31,-0.5654,27,-0.8768,55,0.38429,21,-1.2662,31,-0.5613,8,-2.4837
ENSG00000126088,UROD,172,1.41887,85,0.21289,46,-0.8176,107,0.66976,39,-1.1066,38,-1.0531,70,-0.1112
ENSG00000117450,PRDX1,172,-2.1655,1096,0.70934,702,-0.0284,838,0.29836,757,0.10817,969,0.50177,298,-1.3462
ENSG00000117448,AKR1A1,172,1.65549,54,-0.3285,43,-0.7207,28,-1.3935,54,-0.3403,89,0.48092,94,0.57099
ENSG00000132780,NASP,172,2.09376,101,1.06870,39,-0.5455,17,-1.8203,26,-1.1766,54,0.01843,40,-0.4297
ENSG00000159592,GPBP1L1,172,2.13280,71,0.50901,39,-0.5178,28,-1.0437,27,-1.0887,12,-2.1554,78,0.66198
