Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000198830,HMGN2,392,1.96905,138,0.02836,71,-1.4963
ENSG00000117713,ARID1A,126,1.12230,66,-0.0142,52,-0.6448
ENSG00000090273,NUDC,556,1.96034,114,-1.0784,164,-0.4571
ENSG00000253368,TRNP1,29,-1.0277,36,-0.9022,77,1.16447
ENSG00000142784,WDTC1,86,0.86623,30,-1.1366,60,0.45975
ENSG00000186501,TMEM222,114,0.34584,52,-1.1538,118,0.79234
ENSG00000158195,WASF2,157,1.88329,61,0.17413,28,-1.5758
ENSG00000126709,IFI6,659,1.38951,164,-1.2267,316,0.13628
ENSG00000117758,STX12,184,0.53889,102,-0.5668,144,0.23039
ENSG00000126698,DNAJC8,251,0.61111,175,0.00105,156,-0.3145
ENSG00000130770,ATP5IF1,249,-0.4202,300,-0.1676,359,0.32072
ENSG00000198492,YTHDF2,80,0.14511,65,-0.2734,78,0.18404
ENSG00000116350,SRSF4,133,1.74049,39,-0.5814,40,-0.6412
ENSG00000162512,SDC3,204,0.55203,237,1.35118,65,-1.8094
ENSG00000134644,PUM1,172,0.05112,114,-0.7859,204,0.66308
ENSG00000121766,ZCCHC17,36,-2.1694,100,-0.8345,215,1.34448
ENSG00000121769,FABP3,9,-3.7145,59,-1.2740,177,1.91544
ENSG00000162517,PEF1,79,-0.0337,47,-1.1000,106,0.94952
ENSG00000121753,ADGRB2,102,0.57633,65,-0.2394,71,-0.0726
ENSG00000184007,PTP4A2,145,-0.3882,219,0.42227,168,-0.2551
ENSG00000121774,KHDRBS1,217,0.73638,114,-0.4554,142,0.01946
ENSG00000025800,KPNA6,35,-1.0821,62,-0.2239,82,0.56936
ENSG00000084623,EIF3I,124,0.00107,94,-0.5905,146,0.52501
ENSG00000175130,MARCKSL1,256,0.18836,378,1.43606,110,-1.6536
ENSG00000160058,BSDC1,70,0.46019,42,-0.5252,58,0.24010
ENSG00000162521,RBBP4,301,1.96524,63,-1.0376,87,-0.4908
ENSG00000134684,YARS,76,-0.7351,80,-0.8501,162,1.02980
ENSG00000134686,PHC2,100,1.11851,37,-0.7167,52,-0.0241
ENSG00000163866,SMIM12,26,-1.1589,32,-1.1259,80,1.39301
ENSG00000116560,SFPQ,241,0.76619,158,0.05700,129,-0.4643
ENSG00000146463,ZMYM4,58,0.26371,38,-0.5562,56,0.37020
ENSG00000142687,KIAA0319L,43,-0.6489,38,-1.0574,89,1.17272
ENSG00000020129,NCDN,77,-2.1000,154,-1.3201,462,1.77611
ENSG00000126067,PSMB2,140,-0.2743,105,-0.9526,219,0.94227
ENSG00000142686,C1orf216,30,-1.3835,21,-2.2679,121,2.36365
ENSG00000054116,TRAPPC3,101,0.69378,62,-0.1656,62,-0.2093
ENSG00000116871,MAP7D1,130,-0.7496,182,-0.2878,246,0.53803
ENSG00000054118,THRAP3,211,1.51702,76,-0.3822,71,-0.6177
ENSG00000116898,MRPS15,7,-3.3165,71,0.27824,71,0.37541
ENSG00000163875,MEAF6,122,-0.2144,74,-1.2695,192,1.16169
ENSG00000197982,C1orf122,196,-0.1376,265,0.54070,179,-0.4714
ENSG00000116954,RRAGC,48,-0.9084,43,-1.3225,125,1.47760
ENSG00000174574,AKIRIN1,116,0.02083,96,-0.3862,128,0.34074
ENSG00000168653,NDUFS5,369,-0.1947,367,-0.2812,465,0.33911
ENSG00000127603,MACF1,415,1.27448,197,-0.0588,152,-0.7205
ENSG00000090621,PABPC4,78,0.40880,59,-0.0834,58,-0.1210
ENSG00000116983,HPCAL4,168,-0.0577,121,-0.7663,216,0.69746
ENSG00000131236,CAP1,132,-0.2525,131,-0.3591,177,0.43152
ENSG00000131238,PPT1,220,1.00008,107,-0.3103,111,-0.2797
ENSG00000084073,ZMPSTE24,97,1.09304,56,0.20223,37,-0.8423
ENSG00000084070,SMAP2,29,-1.4954,43,-1.1283,111,1.48232
ENSG00000117016,RIMS3,15,-2.4661,62,-0.4970,106,1.06420
ENSG00000198815,FOXJ3,90,0.68498,38,-0.9257,69,0.42548
ENSG00000177181,RIMKLA,29,-0.7955,35,-0.6538,62,0.87973
ENSG00000127125,PPCS,73,0.37894,45,-0.5687,65,0.32053
ENSG00000065978,YBX1,158,1.22694,97,0.51421,45,-1.3062
ENSG00000117394,SLC2A1,149,0.31441,161,0.66875,89,-0.8240
ENSG00000117395,EBNA1BP2,103,1.22474,32,-0.9394,52,0.06576
ENSG00000066322,ELOVL1,33,-0.6656,107,2.68758,12,-2.8350
ENSG00000142949,PTPRF,327,1.63698,87,-0.8790,118,-0.3105
ENSG00000117408,IPO13,68,0.81415,62,1.03530,21,-1.6024
ENSG00000117410,ATP6V0B,204,-0.9499,167,-1.5634,566,1.68195
ENSG00000117411,B4GALT2,65,-0.0176,42,-0.9128,83,0.79677
ENSG00000117419,ERI3,165,-0.4412,125,-1.1256,300,1.14847
ENSG00000187147,RNF220,62,-0.8607,79,-0.6420,140,0.88903
ENSG00000142937,RPS8,861,0.73729,718,0.62867,365,-1.0451
ENSG00000126088,UROD,104,0.57489,59,-0.4810,77,0.13804
ENSG00000117450,PRDX1,1154,0.58634,713,-0.3009,810,-0.0238
ENSG00000117448,AKR1A1,59,0.64326,46,0.28111,32,-0.6095
ENSG00000085998,POMGNT1,90,0.75919,52,-0.2369,54,-0.1853
ENSG00000132128,LRRC41,101,1.33004,22,-1.4844,53,0.34314
ENSG00000173660,UQCRH,303,-0.6570,381,-0.3967,551,0.60824
ENSG00000123472,ATPAF1,138,0.02034,113,-0.4139,154,0.36517
ENSG00000159658,EFCAB14,202,1.48106,125,0.90602,32,-2.1331
ENSG00000162368,CMPK1,134,-0.3064,129,-0.4897,193,0.56736
ENSG00000162374,ELAVL4,21,-3.8242,129,-1.4730,443,2.11355
ENSG00000123091,RNF11,168,-1.1059,240,-0.7260,455,1.03202
ENSG00000085832,EPS15,113,-0.5374,137,-0.3151,186,0.49556
ENSG00000078618,NRDC,110,0.30718,73,-0.4719,100,0.27681
ENSG00000169213,RAB3B,8,-5.0059,199,-0.3830,323,1.09056
ENSG00000134717,BTF3L4,112,0.68770,53,-0.7050,81,0.25402
ENSG00000157077,ZFYVE9,19,-1.5507,35,-0.7862,71,1.19089
ENSG00000134744,TUT4,92,1.21201,41,-0.2561,38,-0.4837
ENSG00000162378,ZYG11B,81,-1.1630,100,-1.0673,243,1.34432
ENSG00000116171,SCP2,345,1.81157,108,-0.3828,90,-0.8875
ENSG00000162384,CZIB,103,0.96685,48,-0.4449,56,-0.1397
ENSG00000116209,TMEM59,393,0.67273,224,-0.3666,263,-0.0176
ENSG00000116221,MRPL37,47,-0.1028,32,-0.9112,64,0.83462
ENSG00000157216,SSBP3,323,1.78756,78,-0.9205,105,-0.4124
ENSG00000116133,DHCR24,91,-1.6300,203,-0.5250,342,0.96735
ENSG00000162407,PLPP3,340,1.22717,262,1.19930,57,-2.2881
ENSG00000177606,JUN,453,3.37306,75,-0.5019,20,-3.0821
ENSG00000162599,NFIA,866,2.47801,298,0.49582,48,-3.1939
ENSG00000162604,TM2D1,72,0.27307,51,-0.4161,67,0.24644
ENSG00000116641,DOCK7,109,1.88233,38,-0.0886,23,-1.2617
ENSG00000162434,JAK1,137,0.45923,69,-0.8405,122,0.49456
ENSG00000162433,AK4,94,-0.1714,79,-0.5968,126,0.60541
ENSG00000116675,DNAJC6,142,-1.7027,268,-0.9410,609,1.36149
ENSG00000213625,LEPROT,37,-0.3485,66,0.91062,34,-0.7736
ENSG00000184588,PDE4B,72,0.11231,70,0.10879,64,-0.1536
ENSG00000118473,SGIP1,23,-1.8098,71,-0.1153,90,0.61145
ENSG00000142864,SERBP1,336,1.58861,123,-0.2726,103,-0.7826
ENSG00000162595,DIRAS3,19,-3.9580,94,-1.9940,465,2.61874
ENSG00000116729,WLS,345,2.52045,101,0.14095,28,-2.4868
ENSG00000116754,SRSF11,254,1.15505,106,-0.4618,120,-0.2591
ENSG00000132485,ZRANB2,136,0.22227,96,-0.4691,132,0.31734
ENSG00000172260,NEGR1,92,-1.2192,107,-1.2459,294,1.51116
ENSG00000117054,ACADM,66,0.43824,55,0.15682,45,-0.3653
ENSG00000137955,RABGGTB,36,-0.5387,59,0.34921,49,-0.1313
ENSG00000154027,AK5,1,-5.4786,52,-0.0995,69,0.81648
ENSG00000077254,USP33,101,-0.0364,79,-0.5769,122,0.53038
ENSG00000180488,MIGA1,37,-1.8306,89,-0.6211,163,1.09251
ENSG00000162613,FUBP1,126,1.44720,48,-0.3369,45,-0.5993
ENSG00000162616,DNAJB4,130,0.62284,48,-1.2619,112,0.70360
ENSG00000137941,TTLL7,97,-0.6399,146,0.02084,156,0.21755
ENSG00000142875,PRKACB,94,-2.1254,298,-0.4704,493,0.99641
ENSG00000162642,C1orf52,31,-1.1563,33,-1.3620,98,1.58898
ENSG00000153904,DDAH1,545,1.60355,194,-0.3261,168,-0.7456
ENSG00000097033,SH3GLB1,129,1.39003,54,-0.1735,45,-0.7042
ENSG00000183291,SELENOF,287,0.95741,152,-0.1800,144,-0.3678
ENSG00000143013,LMO4,259,1.33803,115,-0.1298,92,-0.7030
ENSG00000189195,BTBD8,33,-0.8348,32,-1.0776,78,1.25335
ENSG00000067208,EVI5,178,2.54625,47,-0.0858,18,-2.1492
ENSG00000122406,RPL5,576,0.71563,425,0.28020,294,-0.6545
ENSG00000117500,TMED5,45,-0.3018,67,0.52943,46,-0.3945
ENSG00000117505,DR1,71,0.33109,30,-1.3321,76,0.92634
ENSG00000067334,DNTTIP2,105,1.25529,30,-1.0963,54,0.15346
ENSG00000023909,GCLM,124,1.09707,41,-0.9562,70,0.17176
ENSG00000117528,ABCD3,84,0.26598,68,-0.1166,71,-0.0164
ENSG00000117519,CNN3,441,1.75512,210,0.52867,71,-1.9054
ENSG00000117569,PTBP2,56,-0.3046,39,-1.0733,91,1.05092
ENSG00000156875,MFSD14A,59,0.23607,46,-0.2410,53,0.11111
ENSG00000137992,DBT,75,0.59930,50,-0.1430,50,-0.1732
ENSG00000162694,EXTL2,55,-0.3610,35,-1.3497,97,1.28721
ENSG00000170989,S1PR1,153,1.29321,123,1.46815,17,-2.9211
ENSG00000116266,STXBP3,97,1.00834,67,0.52030,34,-1.1257
ENSG00000121957,GPSM2,21,-1.1540,59,0.74480,39,-0.3577
ENSG00000085433,WDR47,54,-1.2876,60,-1.4306,188,1.68408
ENSG00000197780,TAF13,69,-0.8722,110,-0.1716,138,0.46602
ENSG00000215717,TMEM167B,63,0.55404,40,-0.2570,45,-0.0440
ENSG00000031698,SARS,142,-0.8326,186,-0.5433,304,0.79325
ENSG00000143126,CELSR2,100,1.02759,55,-0.0344,45,-0.5547
ENSG00000134243,SORT1,204,0.62760,164,0.37171,107,-0.6931
ENSG00000143106,PSMA5,56,0.07083,39,-0.6611,64,0.55177
ENSG00000116337,AMPD2,61,-0.4663,67,-0.4339,98,0.57740
ENSG00000134202,GSTM3,303,0.65937,183,-0.2662,199,-0.0977
ENSG00000168710,AHCYL1,912,1.04554,830,1.45268,151,-2.4942
ENSG00000197106,SLC6A17,13,-3.4314,78,-0.9494,187,1.58411
ENSG00000116396,KCNC4,72,-0.7566,81,-0.7389,152,0.94151
ENSG00000134248,LAMTOR5,146,-0.1262,135,-0.3500,178,0.37248
ENSG00000177301,KCNA2,27,-1.6500,41,-1.2989,122,1.66629
ENSG00000116459,ATP5PB,176,-0.0943,146,-0.5266,220,0.51280
ENSG00000116473,RAP1A,96,0.29252,71,-0.2701,84,0.10882
ENSG00000171385,KCND3,18,-1.7833,63,0.20859,63,0.29359
ENSG00000116489,CAPZA1,101,-0.2839,81,-0.8272,155,0.84441
ENSG00000155366,RHOC,287,2.14926,122,0.71992,21,-2.9432
ENSG00000163349,HIPK1,576,3.92654,44,-1.6640,32,-2.4352
ENSG00000197323,TRIM33,55,0.06536,35,-0.8226,65,0.68580
ENSG00000116752,BCAS2,90,-0.3347,71,-0.9186,146,0.93970
ENSG00000009307,CSDE1,362,-0.0584,338,-0.2316,406,0.23815
ENSG00000163399,ATP1A1,245,-1.0983,201,-1.7163,767,1.85171
ENSG00000198162,MAN1A2,153,-0.3442,290,1.16834,123,-1.0567
ENSG00000092621,PHGDH,412,2.23618,148,0.34717,42,-2.3409
ENSG00000134250,NOTCH2,150,2.23705,55,0.41031,14,-2.4586
ENSG00000265808,SEC22B,110,0.36168,49,-1.1968,113,0.81423
ENSG00000198483,ANKRD35,79,0.91596,59,0.62026,28,-1.1685
ENSG00000265241,RBM8A,213,1.09326,100,-0.2848,99,-0.3688
ENSG00000265972,TXNIP,550,3.89818,73,-0.6791,9,-4.3445
ENSG00000178104,PDE4DIP,479,1.74049,161,-0.3099,130,-0.8883
ENSG00000159164,SV2A,56,-2.6758,153,-1.4633,516,1.99483
ENSG00000143401,ANP32E,188,1.00048,119,0.28937,75,-0.8635
ENSG00000117362,APH1A,87,1.06799,56,0.40917,30,-1.0473
ENSG00000266472,MRPS21,250,0.40840,128,-0.8829,233,0.55575
ENSG00000163125,RPRD2,86,0.95934,52,0.10779,38,-0.6456
ENSG00000143384,MCL1,252,1.79828,117,0.52345,38,-1.9553
ENSG00000143420,ENSA,120,-0.1183,86,-0.8378,163,0.78261
ENSG00000143418,CERS2,86,0.66304,64,0.20641,47,-0.5463
ENSG00000213190,MLLT11,78,-2.8089,297,-1.0333,741,1.61067
ENSG00000159352,PSMD4,231,0.57316,137,-0.4121,170,0.08050
ENSG00000143393,PI4KB,89,-0.0106,57,-0.9276,114,0.80515
ENSG00000159377,PSMB4,266,0.04821,162,-0.9608,329,0.80303
ENSG00000143376,SNX27,45,-0.8533,80,0.08832,83,0.21547
ENSG00000143436,MRPL9,45,0.00808,38,-0.3995,51,0.35810
ENSG00000197747,S100A10,406,1.77802,112,-0.6685,122,-0.6022
ENSG00000197956,S100A6,408,0.05821,395,0.00693,389,-0.0323
ENSG00000188643,S100A16,259,3.02985,69,0.33667,3,-4.9931
ENSG00000189171,S100A13,184,0.36091,222,1.07831,85,-1.3192
ENSG00000160678,S100A1,108,-0.3041,266,2.44043,34,-2.7270
ENSG00000160679,CHTOP,70,0.01779,50,-0.7100,84,0.61682
ENSG00000143621,ILF2,99,0.58714,50,-0.7130,78,0.32078
ENSG00000143543,JTB,198,0.76859,84,-0.8545,140,0.31934
ENSG00000143545,RAB13,136,2.06223,62,0.81172,10,-2.9672
ENSG00000177954,RPS27,1390,0.62546,1410,1.02469,519,-1.4370
ENSG00000143549,TPM3,188,-0.4070,236,-0.0533,259,0.21021
ENSG00000143612,C1orf43,134,0.10419,105,-0.3897,139,0.30566
ENSG00000143569,UBAP2L,54,-0.3345,74,0.24546,65,-0.1004
ENSG00000143575,HAX1,98,0.40800,70,-0.2154,77,-0.0002
ENSG00000160714,UBE2Q1,108,-0.3573,78,-1.1216,185,1.11094
ENSG00000160710,ADAR,259,0.16117,182,-0.5545,269,0.41972
ENSG00000143603,KCNN3,196,1.09687,119,0.31632,71,-0.9676
ENSG00000163344,PMVK,93,0.16207,78,-0.1759,87,0.08836
ENSG00000163346,PBXIP1,527,2.39531,199,0.66316,25,-3.4524
ENSG00000179085,DPM3,147,1.46744,29,-1.5591,71,0.27583
ENSG00000163463,KRTCAP2,166,0.82979,124,0.48259,69,-0.9475
ENSG00000177628,GBA,145,0.47990,53,-1.4342,142,0.90693
ENSG00000116521,SCAMP3,63,0.06083,54,-0.2487,65,0.20101
ENSG00000160752,FDPS,82,-1.3778,157,-0.5059,258,0.89858
ENSG00000160753,RUSC1,61,-0.8822,47,-1.5715,162,1.66385
ENSG00000116539,ASH1L,167,0.63401,122,0.15153,96,-0.4738
ENSG00000163374,YY1AP1,66,0.43256,43,-0.3700,53,0.12300
ENSG00000132676,DAP3,36,-1.0602,39,-1.2000,103,1.42626
ENSG00000132718,SYT11,467,0.39332,312,-0.3703,388,0.14442
ENSG00000163479,SSR2,73,0.54008,49,-0.1612,51,-0.1223
ENSG00000160803,UBQLN4,75,0.63933,42,-0.4435,53,0.06844
ENSG00000116586,LAMTOR2,203,2.10910,45,-0.8043,48,-0.8114
ENSG00000160789,LMNA,248,3.00616,39,-0.7861,24,-1.9334
ENSG00000160785,SLC25A44,23,-1.4007,54,-0.1572,69,0.57801
ENSG00000160781,PAQR6,305,0.65789,317,1.16784,100,-1.6476
ENSG00000163468,CCT3,181,0.52411,66,-1.3892,171,0.85020
ENSG00000125462,C1orf61,500,-0.7782,1451,1.74948,414,-1.5504
ENSG00000116604,MEF2D,60,0.14418,52,-0.1237,56,0.04921
ENSG00000163382,NAXE,227,1.61980,61,-0.8615,83,-0.3089
ENSG00000132702,HAPLN2,7,-2.3612,85,3.52717,7,-3.1819
ENSG00000132692,BCAN,188,0.65869,177,0.84809,76,-1.2449
ENSG00000143314,MRPL24,102,1.25832,45,-0.2091,40,-0.5632
ENSG00000143321,HDGF,332,3.57087,34,-1.2988,23,-2.2406
ENSG00000162706,CADM3,231,-0.2065,101,-1.8174,390,1.54198
ENSG00000158710,TAGLN2,266,1.43848,105,-0.2743,93,-0.6496
ENSG00000177807,KCNJ10,184,0.88323,168,1.14463,49,-1.8152
ENSG00000162729,IGSF8,112,-0.4209,84,-1.1217,201,1.13720
ENSG00000018625,ATP1A2,1503,1.56987,862,0.80857,239,-2.0939
ENSG00000162734,PEA15,1005,0.32416,892,0.17754,735,-0.3243
ENSG00000132716,DCAF8,184,1.48993,55,-0.7686,72,-0.2708
ENSG00000162735,PEX19,55,-0.1965,36,-1.0811,83,1.01007
ENSG00000122218,COPA,168,0.34112,98,-0.7103,158,0.45650
ENSG00000162736,NCSTN,100,1.11817,18,-1.9650,66,0.76840
ENSG00000143256,PFDN2,55,-1.2782,123,-0.0276,143,0.42938
ENSG00000143222,UFC1,321,1.58367,73,-1.2208,132,-0.0261
ENSG00000158864,NDUFS2,124,-0.6667,141,-0.6149,239,0.80476
ENSG00000143252,SDHC,244,0.73713,118,-0.6286,167,0.16232
ENSG00000152332,UHMK1,54,-1.9501,175,-0.1853,235,0.69982
ENSG00000117152,RGS4,8,-3.3218,63,-0.4306,105,1.07344
ENSG00000143248,RGS5,69,-0.3699,145,1.47105,48,-1.3918
ENSG00000185630,PBX1,231,1.06443,115,-0.1960,107,-0.4287
ENSG00000143198,MGST3,259,-0.4023,232,-0.7626,427,0.83756
ENSG00000143149,ALDH9A1,242,2.17322,79,0.05803,34,-1.7952
ENSG00000143183,TMCO1,203,0.98595,97,-0.3616,106,-0.2247
ENSG00000197965,MPZL1,94,0.53486,38,-1.1581,84,0.68570
ENSG00000143158,MPC2,117,0.01419,103,-0.2730,126,0.24365
ENSG00000143155,TIPRL,22,-1.6465,41,-0.9337,92,1.34362
ENSG00000143153,ATP1B1,671,-1.5238,836,-1.4817,2751,1.79115
ENSG00000075945,KIFAP3,199,-0.7477,191,-1.0391,442,1.19229
ENSG00000117523,PRRC2C,219,0.51260,160,-0.0175,148,-0.2398
ENSG00000117533,VAMP4,59,-0.0136,51,-0.3466,66,0.32128
ENSG00000197959,DNM3,47,-2.1416,150,-0.5079,255,1.03418
ENSG00000117592,PRDX6,427,0.75044,375,0.79732,163,-1.2515
ENSG00000234741,GAS5,93,0.30479,82,0.11730,71,-0.2559
ENSG00000152061,RABGAP1L,45,-0.9674,55,-0.8610,115,1.11148
ENSG00000116161,CACYBP,154,-0.8776,189,-0.7267,353,0.96831
ENSG00000116147,TNR,105,0.11237,156,1.28822,53,-1.4214
ENSG00000152092,ASTN1,55,-0.4100,56,-0.4941,85,0.61021
ENSG00000116199,FAM20B,57,-0.3349,48,-0.7733,90,0.82025
ENSG00000169905,TOR1AIP2,46,-0.6024,61,-0.1911,76,0.40367
ENSG00000143337,TOR1AIP1,104,0.91213,47,-0.5852,62,0.01411
ENSG00000135837,CEP350,56,0.36576,62,0.82106,29,-1.0219
ENSG00000116260,QSOX1,45,-0.7549,32,-1.5543,109,1.60284
ENSG00000143324,XPR1,64,-0.5143,57,-0.9128,118,1.00478
ENSG00000135821,GLUL,556,-0.5334,1264,1.39719,460,-1.2381
ENSG00000135829,DHX9,149,1.35730,57,-0.4351,59,-0.4379
ENSG00000157064,NMNAT2,68,-1.3062,99,-0.9393,221,1.27127
ENSG00000162704,ARPC5,43,-1.6341,90,-0.6591,168,1.09186
ENSG00000198756,COLGALT2,24,-1.0720,42,-0.3016,59,0.63906
ENSG00000198860,TSEN15,39,-0.1291,52,0.49457,36,-0.4280
ENSG00000116667,C1orf21,42,-0.6201,51,-0.4123,74,0.61033
ENSG00000116679,IVNS1ABP,50,0.17299,47,0.09648,42,-0.1705
ENSG00000047410,TPR,169,1.47121,37,-1.3597,78,0.15482
ENSG00000116741,RGS2,70,-0.4816,68,-0.6784,119,0.79586
ENSG00000116750,UCHL5,34,-1.2089,44,-1.0615,106,1.35193
ENSG00000116747,RO60,159,2.17041,53,0.09076,22,-1.8364
ENSG00000151414,NEK7,142,1.15313,73,-0.0019,56,-0.6805
ENSG00000118200,CAMSAP2,63,-1.8497,126,-1.0315,308,1.47150
ENSG00000116857,TMEM9,199,0.19903,102,-1.1163,226,0.84482
ENSG00000174307,PHLDA3,39,-0.7900,63,-0.0379,71,0.31773
ENSG00000159176,CSRP1,370,0.01146,609,1.44576,186,-1.5565
ENSG00000198700,IPO9,34,-0.9367,47,-0.5828,81,0.85857
ENSG00000198892,SHISA4,44,-1.2007,85,-0.2458,114,0.61807
ENSG00000134375,TIMM17A,98,-0.5416,79,-1.1111,190,1.17628
ENSG00000170075,GPR37L1,759,2.24600,296,0.57871,58,-2.8277
ENSG00000143862,ARL8A,179,0.27741,112,-0.6353,174,0.42881
ENSG00000117153,KLHL12,66,0.15480,30,-1.3268,80,1.02017
ENSG00000159346,ADIPOR1,115,0.80377,54,-0.6143,75,0.10866
