Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000057757,PITHD1,125,-1.1888,294,0.17163,375,1.27718,93,-1.6332,107,-1.4257
ENSG00000001461,NIPAL3,125,-0.3308,294,1.14220,140,-0.2461,89,-0.8565,156,0.03532
ENSG00000133226,SRRM1,125,0.17360,294,1.76048,73,-1.0463,66,-0.8438,121,0.12908
ENSG00000169504,CLIC4,125,-0.0644,294,1.45956,55,-1.8978,84,-0.6936,317,1.61923
ENSG00000117632,STMN1,3421,2.41095,294,-1.8906,644,-1.0518,290,-1.9085,1340,0.51075
ENSG00000142669,SH3BGRL3,125,-2.2618,2585,3.37468,285,-1.4828,105,-2.5139,372,-0.6004
ENSG00000198830,HMGN2,125,-0.2155,294,1.27894,103,-0.8210,118,-0.3084,192,0.50082
ENSG00000117713,ARID1A,125,0.07117,294,1.62992,95,-0.6039,37,-1.8028,121,0.02286
ENSG00000090273,NUDC,125,-0.4343,294,1.02080,164,0.00938,94,-0.8713,138,-0.2749
ENSG00000186501,TMEM222,125,-0.0315,294,1.50304,122,-0.1160,43,-1.6691,67,-1.0090
ENSG00000126709,IFI6,125,-1.1025,294,0.26620,272,0.24788,127,-1.0769,370,0.66548
ENSG00000117758,STX12,125,-0.5257,294,0.90971,180,0.11063,76,-1.3013,172,-0.0107
ENSG00000126698,DNAJC8,125,-0.4430,294,1.01057,159,-0.0897,112,-0.6123,146,-0.1867
ENSG00000130770,ATP5IF1,125,-1.2219,294,0.13516,332,0.66973,146,-0.9842,271,0.00414
ENSG00000162512,SDC3,125,-0.6220,294,0.80409,194,0.16873,187,0.03306,86,-1.1962
ENSG00000134644,PUM1,125,-0.7282,294,0.68328,246,0.74220,121,-0.7743,48,-2.1548
ENSG00000121766,ZCCHC17,125,-0.4266,294,1.02239,176,0.24054,65,-1.4320,113,-0.5816
ENSG00000162517,PEF1,1978,4.17493,294,-0.2518,97,-2.5916,57,-2.7425,24,-3.9780
ENSG00000121753,ADGRB2,125,0.11240,294,1.68271,114,-0.0691,43,-1.5425,15,-3.0427
ENSG00000184007,PTP4A2,125,-1.0019,294,0.37495,165,-0.8812,363,0.74406,436,1.08185
ENSG00000121774,KHDRBS1,125,-0.3812,294,1.07802,153,-0.0968,57,-1.5765,178,0.19464
ENSG00000084623,EIF3I,125,-0.4494,294,1.00316,158,-0.1090,72,-1.2959,193,0.26587
ENSG00000175130,MARCKSL1,2696,3.15590,294,-1.1350,86,-3.6909,269,-1.2677,1208,1.22969
ENSG00000162521,RBBP4,125,0.08188,294,1.63114,94,-0.6161,82,-0.5954,77,-0.7029
ENSG00000134684,YARS,125,-0.1237,294,1.39024,137,0.04732,57,-1.3517,54,-1.4273
ENSG00000116560,SFPQ,125,-0.5035,294,0.93442,179,0.13460,87,-1.0683,146,-0.2551
ENSG00000020129,NCDN,125,-1.6438,294,-0.3190,539,1.61283,134,-1.5365,151,-1.3519
ENSG00000126067,PSMB2,125,-0.5561,294,0.86944,216,0.63758,62,-1.6373,73,-1.3856
ENSG00000116871,MAP7D1,125,-0.9868,294,0.39373,244,0.14602,111,-1.1604,352,0.70966
ENSG00000054118,THRAP3,125,-0.0441,294,1.48763,112,-0.3629,55,-1.3210,103,-0.3504
ENSG00000163875,MEAF6,125,-0.3379,294,1.13387,177,0.43590,43,-1.9578,60,-1.4605
ENSG00000197982,C1orf122,125,-1.1422,294,0.22256,244,-0.1401,189,-0.4969,470,1.05338
ENSG00000174574,AKIRIN1,125,-0.3564,294,1.11124,158,0.04381,64,-1.3914,130,-0.2910
ENSG00000168653,NDUFS5,125,-2.4922,2503,2.78052,429,-0.9576,245,-1.4858,462,-0.5047
ENSG00000127603,MACF1,125,-1.4046,294,-0.0644,350,0.42866,224,-0.4968,398,0.44634
ENSG00000116983,HPCAL4,125,-0.6270,294,0.79839,245,0.97953,62,-1.6998,15,-3.7243
ENSG00000131236,CAP1,125,-0.6445,294,0.77436,170,-0.2520,86,-1.2230,308,0.85907
ENSG00000131238,PPT1,125,-0.3762,294,1.08883,156,-0.0145,96,-0.7847,118,-0.4656
ENSG00000084070,SMAP2,125,-0.0852,294,1.43720,131,0.00452,32,-2.1655,74,-0.9082
ENSG00000117016,RIMS3,125,-1.9273,2633,4.48637,165,-2.0785,26,-4.1838,8,-5.8075
ENSG00000065978,YBX1,125,-0.0991,294,1.41725,66,-1.5860,59,-1.2679,319,1.58702
ENSG00000117394,SLC2A1,125,-2.2701,2555,3.31770,93,-3.4107,151,-1.9838,1143,1.32005
ENSG00000066322,ELOVL1,4129,4.93941,294,-1.2150,18,-6.0406,62,-3.5108,509,-0.3554
ENSG00000142949,PTPRF,125,-0.3096,294,1.16617,161,0.19865,60,-1.4534,84,-0.9258
ENSG00000117410,ATP6V0B,125,-1.6846,294,-0.3679,533,1.38620,140,-1.5171,256,-0.5849
ENSG00000117419,ERI3,125,-0.7643,294,0.64248,271,1.04063,75,-1.5486,33,-2.7619
ENSG00000187147,RNF220,125,-0.3074,294,1.16999,153,0.03736,57,-1.5212,120,-0.3727
ENSG00000142937,RPS8,125,-2.2298,294,-0.9370,492,-0.2030,638,0.31361,1208,1.48294
ENSG00000117450,PRDX1,125,-2.4721,294,-1.1884,844,1.07295,433,-0.5858,753,0.31835
ENSG00000173660,UQCRH,125,-1.6837,294,-0.3662,496,1.05089,230,-0.7504,309,-0.2852
ENSG00000123472,ATPAF1,125,-0.5508,294,0.87785,192,0.25989,119,-0.6335,104,-0.8384
ENSG00000159658,EFCAB14,125,-0.1728,294,1.33087,91,-1.0307,84,-0.7935,242,0.96800
ENSG00000162368,CMPK1,2088,3.39466,294,-0.6298,225,-1.5146,111,-2.1143,83,-2.5439
ENSG00000162374,ELAVL4,125,-1.2996,294,0.05093,439,1.74347,70,-2.1650,34,-3.1970
ENSG00000123091,RNF11,125,-1.6927,294,-0.3710,547,1.51251,200,-0.9753,147,-1.4405
ENSG00000085832,EPS15,1962,3.26333,294,-0.5908,217,-1.5329,89,-2.4036,176,-1.3840
ENSG00000078618,NRDC,125,-0.2112,294,1.28458,154,0.25152,38,-2.0349,62,-1.3002
ENSG00000169213,RAB3B,125,-1.3966,294,-0.0539,451,1.53223,88,-1.9192,116,-1.4998
ENSG00000134717,BTF3L4,127,0.12856,294,1.66355,85,-0.8249,50,-1.3509,131,0.18244
ENSG00000162378,ZYG11B,125,-0.8025,294,0.59939,263,0.82332,55,-2.0345,121,-0.8432
ENSG00000116171,SCP2,2413,3.87661,294,-0.6676,147,-2.3369,109,-2.1739,157,-1.6228
ENSG00000116209,TMEM59,3736,3.59238,294,-1.4468,250,-2.2898,154,-2.4091,717,-0.0471
ENSG00000157216,SSBP3,125,-0.3048,294,1.17301,143,-0.1345,43,-1.9212,168,0.18438
ENSG00000116133,DHCR24,1302,0.84102,2541,2.20759,292,-2.1573,180,-2.2957,1197,0.69010
ENSG00000162407,PLPP3,1036,2.16940,294,-0.1940,253,-0.6922,189,-0.8927,116,-1.6330
ENSG00000177606,JUN,125,-0.0989,294,1.42041,133,0.02258,59,-1.2649,48,-1.5773
ENSG00000162599,NFIA,125,-0.5996,294,0.82965,154,-0.4254,220,0.32539,192,0.09945
ENSG00000162434,JAK1,125,-0.1906,294,1.30935,141,0.02935,34,-2.1754,102,-0.5035
ENSG00000162433,AK4,125,-0.2694,294,1.21508,163,0.30325,75,-1.0635,33,-2.2760
ENSG00000116675,DNAJC6,125,-1.9536,294,-0.6484,607,1.15955,179,-1.4130,490,0.17908
ENSG00000184588,PDE4B,2960,4.54389,294,-0.7882,75,-3.5489,74,-2.8494,216,-1.2605
ENSG00000118473,SGIP1,126,0.05794,294,1.59852,115,-0.1450,29,-2.1873,61,-1.0809
ENSG00000142864,SERBP1,125,-0.3834,294,1.08031,130,-0.5152,96,-0.7925,229,0.63399
ENSG00000162595,DIRAS3,125,-0.7734,294,0.63226,277,1.11786,59,-1.9197,33,-2.7614
ENSG00000116754,SRSF11,125,-0.6591,294,0.76119,196,0.12016,113,-0.8183,190,0.01783
ENSG00000132485,ZRANB2,125,-0.3546,294,1.11413,164,0.16639,69,-1.2720,97,-0.7426
ENSG00000172260,NEGR1,125,-0.8350,294,0.56292,277,0.93758,93,-1.2880,66,-1.8024
ENSG00000077254,USP33,125,-0.1360,294,1.37536,137,0.04036,42,-1.8055,74,-0.9626
ENSG00000180488,MIGA1,125,-0.2578,294,1.22301,136,-0.2094,56,-1.4911,154,0.07838
ENSG00000162616,DNAJB4,125,0.16951,294,1.75526,92,-0.5352,62,-0.9388,52,-1.1992
ENSG00000137941,TTLL7,125,-0.6701,294,0.74920,186,-0.0489,128,-0.6268,224,0.27983
ENSG00000142875,PRKACB,125,-1.7319,294,-0.4146,518,1.10661,167,-1.2954,376,-0.0120
ENSG00000153904,DDAH1,126,-0.8761,294,0.50299,278,0.81278,164,-0.4590,48,-2.3076
ENSG00000183291,SELENOF,1733,3.30520,294,-0.3738,164,-1.8099,80,-2.3459,195,-1.0147
ENSG00000122406,RPL5,2639,1.97914,2448,1.81348,342,-2.1199,335,-1.5748,532,-0.8669
ENSG00000117528,ABCD3,125,0.04251,294,1.58756,93,-0.6820,50,-1.3912,132,0.13685
ENSG00000117519,CNN3,125,-0.5669,294,0.86718,159,-0.3000,162,-0.1490,203,0.22411
ENSG00000117569,PTBP2,125,-0.0173,294,1.52061,111,-0.3430,25,-2.4758,121,-0.0708
ENSG00000170989,S1PR1,125,0.12887,294,1.70356,73,-1.0959,110,-0.0734,101,-0.2222
ENSG00000085433,WDR47,125,-0.2089,294,1.28732,163,0.43864,23,-2.7869,40,-1.9456
ENSG00000197780,TAF13,125,-0.2794,294,1.20311,135,-0.2500,100,-0.6256,125,-0.2737
ENSG00000031698,SARS,125,-0.9151,294,0.47343,265,0.56883,105,-1.1796,190,-0.2472
ENSG00000134243,SORT1,125,-1.0310,294,0.34280,133,-1.3712,181,-0.4483,781,2.26855
ENSG00000116337,AMPD2,125,-0.0984,294,1.42112,139,0.14434,36,-1.9931,48,-1.5691
ENSG00000134202,GSTM3,125,-0.7659,294,0.64067,241,0.57579,57,-1.9471,171,-0.2665
ENSG00000168710,AHCYL1,903,1.16633,294,-0.7364,488,0.14512,429,-0.1304,140,-1.8675
ENSG00000197106,SLC6A17,125,-0.4678,294,0.98173,202,0.61959,45,-2.0244,62,-1.5450
ENSG00000116396,KCNC4,125,-0.4196,294,1.03591,194,0.57602,51,-1.7886,50,-1.8259
ENSG00000134248,LAMTOR5,125,-0.4604,294,0.99043,165,-0.0060,126,-0.4394,120,-0.5199
ENSG00000177301,KCNA2,125,-0.1533,294,1.35436,150,0.26932,61,-1.2569,17,-3.1634
ENSG00000116459,ATP5PB,125,-0.6281,294,0.79154,206,0.32588,92,-1.1090,146,-0.3820
ENSG00000116489,CAPZA1,1096,2.75616,294,0.08614,153,-1.4018,68,-2.1810,161,-0.8783
ENSG00000155366,RHOC,125,0.13639,294,1.71309,59,-1.5318,87,-0.4380,177,0.74290
ENSG00000116752,BCAS2,125,-0.2409,294,1.24911,157,0.24165,49,-1.6681,62,-1.3271
ENSG00000009307,CSDE1,125,-1.8430,294,-0.5319,529,0.88001,236,-0.8731,495,0.32174
ENSG00000163399,ATP1A1,125,-2.7366,2568,2.40581,730,-0.0559,133,-2.6367,211,-1.9609
ENSG00000198162,MAN1A2,125,-0.8620,294,0.53272,266,0.71507,156,-0.5059,73,-1.6680
ENSG00000092621,PHGDH,125,0.08009,294,1.64054,98,-0.5045,65,-0.9456,74,-0.7528
ENSG00000265241,RBM8A,125,0.05374,294,1.60899,98,-0.5359,48,-1.4272,105,-0.2277
ENSG00000178104,PDE4DIP,125,-0.5408,294,0.89725,193,0.30700,118,-0.6274,87,-1.0926
ENSG00000159164,SV2A,125,-1.7026,294,-0.3816,566,1.67441,123,-1.7233,167,-1.2617
ENSG00000143401,ANP32E,125,-0.1089,294,1.40827,127,-0.1311,83,-0.7633,56,-1.3468
ENSG00000266472,MRPS21,125,-0.6401,294,0.78336,215,0.46184,136,-0.5059,71,-1.5049
ENSG00000143384,MCL1,125,-0.6165,294,0.81017,122,-0.9990,116,-0.7349,443,1.59809
ENSG00000143420,ENSA,125,-1.9045,2618,4.54519,116,-2.6581,52,-3.1826,141,-1.7164
ENSG00000213190,MLLT11,125,-2.0008,294,-0.7000,724,1.96870,110,-2.1899,210,-1.2184
ENSG00000159352,PSMD4,125,-0.4703,294,0.97268,174,0.10844,88,-1.0110,137,-0.3216
ENSG00000143393,PI4KB,125,-0.1891,294,1.31115,138,-0.0361,43,-1.8350,106,-0.4496
ENSG00000159377,PSMB4,125,-1.1886,294,0.17122,314,0.53769,151,-0.8985,295,0.17842
ENSG00000143376,SNX27,125,-0.1456,294,1.36373,143,0.13860,45,-1.7137,55,-1.4081
ENSG00000197747,S100A10,125,-0.8594,294,0.53563,258,0.61154,79,-1.5451,178,-0.2937
ENSG00000197956,S100A6,125,-1.5259,294,-0.1929,355,0.21629,165,-1.0995,639,1.15811
ENSG00000189171,S100A13,125,-0.7880,294,0.61213,171,-0.4818,277,0.50918,259,0.39478
ENSG00000160678,S100A1,125,-0.4282,294,1.02287,74,-1.7559,216,0.47520,372,1.47983
ENSG00000143621,ILF2,125,0.06315,294,1.62076,99,-0.5143,58,-1.1444,89,-0.4887
ENSG00000143543,JTB,125,-0.3572,294,1.10325,159,0.05778,80,-1.0602,113,-0.5182
ENSG00000177954,RPS27,125,-2.9804,294,-1.7118,768,-0.3666,1252,0.60093,2290,1.75646
ENSG00000143549,TPM3,125,-0.8595,294,0.53222,233,0.25940,118,-0.9506,244,0.21391
ENSG00000143612,C1orf43,125,-0.3298,294,1.14342,122,-0.5780,77,-1.0802,237,0.74922
ENSG00000160714,UBE2Q1,125,-0.4829,294,0.96420,190,0.37025,68,-1.4072,100,-0.8300
ENSG00000160710,ADAR,125,-1.1583,294,0.19971,353,1.07401,111,-1.3450,141,-0.9763
ENSG00000143603,KCNN3,125,-0.3715,294,1.09425,172,0.27905,101,-0.7080,48,-1.8459
ENSG00000163344,PMVK,125,0.11535,294,1.67512,92,-0.6131,59,-1.0749,88,-0.4634
ENSG00000163346,PBXIP1,126,-1.9334,2557,4.24695,152,-2.2403,151,-1.6567,53,-3.2014
ENSG00000163463,KRTCAP2,1097,3.06612,294,0.25803,84,-2.3177,65,-2.0851,221,-0.2129
ENSG00000177628,GBA,130,-0.0412,294,1.40625,130,-0.0628,44,-1.7030,77,-0.8742
ENSG00000160752,FDPS,125,-0.6087,294,0.81922,218,0.57038,80,-1.2977,88,-1.1485
ENSG00000160753,RUSC1,125,0.01612,294,1.56210,125,0.02876,29,-2.2100,41,-1.6986
ENSG00000116539,ASH1L,125,-0.3779,294,1.08682,169,0.21490,72,-1.2392,93,-0.8396
ENSG00000132718,SYT11,125,-1.8045,294,-0.4938,498,0.73393,237,-0.8278,541,0.51585
ENSG00000160781,PAQR6,689,1.25434,294,-0.2324,95,-2.6014,733,1.37497,611,1.02805
ENSG00000163468,CCT3,125,-0.1765,294,1.32639,137,-0.0429,25,-2.6284,121,-0.2254
ENSG00000125462,C1orf61,125,-2.7495,294,-1.4759,979,0.89947,1091,0.63342,589,-0.3959
ENSG00000132702,HAPLN2,2478,3.96364,294,-0.6798,8,-6.7401,71,-2.8205,713,0.79602
ENSG00000132692,BCAN,125,-0.4721,294,0.97682,156,-0.1823,177,0.09253,115,-0.5924
ENSG00000162706,CADM3,125,-1.1824,294,0.17858,389,1.48462,76,-1.9306,60,-2.2708
ENSG00000158710,TAGLN2,125,-0.1995,294,1.29863,112,-0.5906,65,-1.2056,194,0.53959
ENSG00000177807,KCNJ10,1406,2.99076,294,-0.1916,64,-3.2037,169,-1.0620,516,0.76305
ENSG00000162729,IGSF8,125,-0.2750,294,1.20841,131,-0.3205,62,-1.3524,175,0.28838
ENSG00000018625,ATP1A2,125,-2.4249,294,-1.1392,779,0.86809,833,0.54603,456,-0.4521
ENSG00000162734,PEA15,125,-2.8562,294,-1.5855,822,0.04696,841,0.06596,1921,1.56423
ENSG00000122218,COPA,125,-0.5147,294,0.92735,180,0.15036,82,-1.1544,150,-0.2219
ENSG00000143256,PFDN2,125,-0.5044,294,0.93927,172,0.03100,106,-0.7563,150,-0.2070
ENSG00000143222,UFC1,125,0.08658,294,1.65017,104,-0.3458,62,-1.0095,49,-1.3781
ENSG00000158864,NDUFS2,125,-0.7792,294,0.62070,237,0.48133,82,-1.4295,179,-0.2082
ENSG00000143252,SDHC,125,-0.5731,294,0.86015,202,0.39149,113,-0.7275,85,-1.1721
ENSG00000152332,UHMK1,125,-0.9550,294,0.42908,299,0.94019,88,-1.4934,117,-1.0539
ENSG00000143248,RGS5,125,-2.0724,2555,3.83555,69,-3.6744,154,-1.7566,696,0.64849
ENSG00000185630,PBX1,125,-0.1583,294,1.34836,138,0.01763,96,-0.5806,32,-2.2305
ENSG00000143198,MGST3,125,-1.4679,294,-0.1325,381,0.57876,178,-0.9274,425,0.48648
ENSG00000143183,TMCO1,125,-0.2349,294,1.25129,127,-0.3452,45,-1.8097,183,0.39744
ENSG00000143158,MPC2,125,-0.1789,294,1.32344,142,0.05217,67,-1.1413,61,-1.3031
ENSG00000143153,ATP1B1,1957,0.24792,294,-2.6810,2427,1.36070,474,-1.9718,1056,-0.7499
ENSG00000075945,KIFAP3,1074,1.57055,294,-0.6863,503,0.33840,115,-2.1055,108,-2.2049
ENSG00000117523,PRRC2C,125,-0.9803,294,0.40101,256,0.31632,180,-0.4033,225,-0.0440
ENSG00000197959,DNM3,125,-0.9830,294,0.39796,302,0.91086,87,-1.5329,137,-0.8309
ENSG00000117592,PRDX6,125,-1.1187,294,0.24840,311,0.67795,252,-0.0059,107,-1.3439
ENSG00000234741,GAS5,125,-0.0008,294,1.54106,73,-1.2546,92,-0.4841,193,0.74734
ENSG00000152061,RABGAP1L,125,-0.1992,294,1.29899,134,-0.1380,78,-0.9421,94,-0.6403
ENSG00000116161,CACYBP,125,-1.0688,294,0.30320,319,0.90734,87,-1.6150,175,-0.5378
ENSG00000116147,TNR,125,-0.4358,294,1.01904,138,-0.4502,193,0.27872,143,-0.2140
ENSG00000135837,CEP350,125,0.17527,294,1.76261,87,-0.6656,74,-0.6731,59,-1.0216
ENSG00000116260,QSOX1,125,-0.1644,294,1.33418,125,-0.2760,49,-1.6008,138,-0.0020
ENSG00000135821,GLUL,125,-2.7689,294,-1.4969,960,0.76689,863,0.20592,976,0.41482
ENSG00000157064,NMNAT2,125,-0.5431,294,0.89465,224,0.83283,40,-2.2753,44,-2.1231
ENSG00000162704,ARPC5,1538,3.01460,294,-0.3243,152,-1.8946,49,-3.0358,380,0.09880
ENSG00000047410,TPR,125,0.21593,294,1.81481,90,-0.5255,64,-0.8503,35,-1.7828
ENSG00000116741,RGS2,125,-0.3486,294,1.12124,182,0.52639,39,-2.1274,49,-1.7714
ENSG00000116750,UCHL5,125,0.08833,294,1.65237,112,-0.1382,31,-2.0355,46,-1.4863
ENSG00000151414,NEK7,125,0.09684,294,1.66309,88,-0.7316,84,-0.5413,85,-0.5178
ENSG00000118200,CAMSAP2,125,-1.0707,294,0.30114,333,1.07479,114,-1.2074,98,-1.4313
ENSG00000116857,TMEM9,125,-0.7288,294,0.68166,246,0.73535,69,-1.6263,102,-1.0330
ENSG00000174307,PHLDA3,125,-1.9056,2607,4.51234,109,-2.7640,73,-2.6861,163,-1.5035
ENSG00000159176,CSRP1,2977,3.24517,294,-1.2462,274,-1.8937,425,-0.6754,381,-0.8432
ENSG00000198700,IPO9,125,0.07550,294,1.63625,107,-0.2969,39,-1.7227,68,-0.8928
ENSG00000198892,SHISA4,125,-0.0406,294,1.49193,100,-0.6228,89,-0.5746,113,-0.2064
ENSG00000134375,TIMM17A,125,-0.2403,294,1.24977,156,0.23317,71,-1.1248,42,-1.9051
ENSG00000170075,GPR37L1,125,-0.7940,294,0.60057,206,0.00161,202,-0.0308,202,-0.0282
ENSG00000143862,ARL8A,3962,4.19150,294,-1.3336,169,-2.8293,70,-3.4613,478,-0.5803
ENSG00000159348,CYB5R1,838,2.87386,294,0.61345,108,-1.4814,38,-2.5703,35,-2.6715
ENSG00000163444,TMEM183A,125,0.14282,294,1.72126,101,-0.3399,42,-1.5602,51,-1.2680
ENSG00000159388,BTG2,125,-0.2638,294,1.22179,119,-0.5511,88,-0.8128,191,0.44594
ENSG00000058668,ATP2B4,125,-0.5574,294,0.87819,216,0.65550,75,-1.3477,54,-1.8264
ENSG00000163531,NFASC,125,-0.6265,294,0.79891,190,0.09436,91,-1.1070,203,0.16066
ENSG00000184144,CNTN2,125,-1.1375,294,0.22685,113,-1.8225,181,-0.5608,999,2.73282
ENSG00000133059,DSTYK,125,0.10554,294,1.67406,105,-0.2987,55,-1.1822,43,-1.5663
ENSG00000133069,TMCC2,1434,3.60728,294,0.06670,62,-3.0170,81,-1.9274,200,-0.5564
ENSG00000117266,CDK18,1889,3.61050,294,-0.3801,23,-4.9191,82,-2.3224,611,0.85768
ENSG00000069275,NUCKS1,125,-1.9929,294,-0.6883,549,0.64009,468,0.06104,523,0.24848
ENSG00000117335,CD46,125,-0.1188,294,1.39629,92,-0.9314,43,-1.7506,242,1.02936
ENSG00000117691,NENF,125,-0.8617,294,0.53164,122,-1.3177,221,0.05174,585,1.85472
ENSG00000136628,EPRS,125,-0.1589,294,1.34765,139,0.02946,46,-1.6988,80,-0.8662
ENSG00000118873,RAB3GAP2,125,-0.2890,294,1.19175,154,0.10615,61,-1.3973,94,-0.7269
ENSG00000154305,MIA3,125,-0.0580,294,1.47053,124,-0.1031,41,-1.7724,76,-0.8496
ENSG00000186063,AIDA,125,0.00130,294,1.54372,110,-0.3447,60,-1.1415,79,-0.7258
ENSG00000162909,CAPN2,125,0.07162,294,1.63137,73,-1.1651,60,-1.0802,183,0.72469
ENSG00000143753,DEGS1,125,0.07166,294,1.63143,90,-0.7136,45,-1.5287,130,0.14842
ENSG00000154380,ENAH,125,-0.5881,294,0.84284,203,0.38212,105,-0.8561,101,-0.9183
ENSG00000143742,SRP9,125,-1.0102,294,0.36198,293,0.70275,172,-0.5120,129,-0.9654
ENSG00000143819,EPHX1,125,-0.2528,294,1.23482,146,0.00499,99,-0.6169,64,-1.2884
ENSG00000143811,PYCR2,125,0.06827,294,1.62564,101,-0.4582,64,-0.9799,72,-0.8172
ENSG00000163041,H3F3A,125,-1.1615,294,0.20013,209,-0.5735,225,-0.2397,603,1.50973
ENSG00000143799,PARP1,125,-0.3866,294,1.07659,137,-0.3792,119,-0.4536,178,0.19847
ENSG00000143772,ITPKB,125,-0.5166,294,0.92518,125,-0.8083,213,0.36225,244,0.59228
ENSG00000143776,CDC42BPA,125,-0.3601,294,1.10306,141,-0.2719,75,-1.1588,190,0.32610
ENSG00000143761,ARF1,125,-1.5254,294,-0.1924,438,0.98000,123,-1.5481,347,0.08320
ENSG00000162910,MRPL55,125,-0.0345,294,1.49943,112,-0.3531,51,-1.4244,102,-0.3585
ENSG00000143774,GUK1,125,-1.1711,294,0.19099,222,-0.4424,249,-0.0818,539,1.27786
ENSG00000168159,RNF187,125,-1.6697,294,-0.3466,535,1.48172,173,-1.1766,175,-1.1559
ENSG00000168118,RAB4A,1088,3.00823,294,0.24099,122,-1.6566,88,-1.6527,74,-1.9129
ENSG00000135744,AGT,125,-1.3342,294,0.01342,365,0.74959,303,0.06538,147,-1.0806
