Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000116675,DNAJC6,49,-3.3712,5,-6.5816,977,1.45056,37,-3.7621,1362,2.21563,385,-0.2413,304,-0.6271
ENSG00000142864,SERBP1,154,-1.6298,720,0.91283,977,1.52528,315,-0.5114,200,-1.2291,215,-1.1156,432,0.00604
ENSG00000116754,SRSF11,211,-1.4950,1054,1.20927,977,1.05934,300,-0.9548,300,-0.9551,367,-0.6370,580,0.11703
ENSG00000142875,PRKACB,72,-2.9302,5,-6.7665,977,1.29203,195,-1.4343,1110,1.55790,388,-0.3555,623,0.44305
ENSG00000153904,DDAH1,188,-1.8070,1116,1.14961,977,0.89235,338,-0.9031,532,-0.1737,650,0.16383,332,-0.9302
ENSG00000122406,RPL5,423,-1.3583,1122,0.21033,977,-0.0239,1375,0.56882,681,-0.6146,896,-0.1678,1463,0.68127
ENSG00000117519,CNN3,113,-1.8293,5,-6.3471,977,1.91800,383,0.10276,21,-4.2649,469,0.45126,558,0.76518
ENSG00000134243,SORT1,103,-2.2633,598,0.53867,977,1.48692,684,0.78476,141,-1.7863,333,-0.4512,231,-1.0332
ENSG00000168710,AHCYL1,829,-0.2022,5,-7.7223,977,0.07341,786,-0.2896,639,-0.6237,2004,1.40334,1309,0.58408
ENSG00000155366,RHOC,156,-1.5709,185,-1.3116,977,1.57706,1032,1.69668,71,-2.7452,454,0.13207,65,-2.8629
ENSG00000009307,CSDE1,313,-1.3609,700,-0.0802,977,0.49392,972,0.48406,890,0.32920,562,-0.4408,726,-0.0189
ENSG00000198162,MAN1A2,181,-1.5285,119,-2.1621,977,1.31926,504,0.10158,246,-1.0568,581,0.34496,716,0.71809
ENSG00000178104,PDE4DIP,100,-2.5429,1043,1.28848,977,1.15850,307,-0.8378,339,-0.6805,371,-0.5367,465,-0.1681
ENSG00000159164,SV2A,3,-7.5272,5,-7.0608,977,0.89599,127,-2.3916,2199,2.77312,145,-2.1923,671,0.22034
ENSG00000143401,ANP32E,146,-1.3999,5,-6.2522,977,1.97979,288,-0.3279,207,-0.8559,363,0.05330,475,0.51907
ENSG00000197956,S100A6,209,-2.0844,463,-0.8683,977,0.36197,2176,1.95645,682,-0.2475,701,-0.2009,330,-1.3949
ENSG00000189171,S100A13,199,-1.2275,256,-0.8355,977,1.53005,405,-0.0990,14,-5.1445,842,1.22178,312,-0.5227
ENSG00000160678,S100A1,160,-1.4790,5,-6.5226,977,1.64981,233,-0.9021,439,0.13282,895,1.46198,134,-1.7462
ENSG00000177954,RPS27,1939,-0.4040,951,-1.5214,977,-1.4801,4217,0.94737,2642,0.10928,3990,0.84297,2620,0.09516
ENSG00000143549,TPM3,97,-2.3192,359,-0.2982,977,1.52737,445,0.05750,141,-1.7577,289,-0.6456,701,0.86403
ENSG00000160710,ADAR,121,-2.1330,427,-0.1779,977,1.31748,358,-0.4644,694,0.66158,349,-0.5091,400,-0.2857
ENSG00000163346,PBXIP1,403,-0.5890,1117,1.19284,977,0.93308,703,0.33644,199,-1.6819,497,-0.2516,149,-2.1196
ENSG00000116539,ASH1L,75,-2.5216,249,-0.6873,977,1.80112,341,-0.1797,64,-2.7359,240,-0.7469,711,1.13219
ENSG00000132718,SYT11,314,-0.9439,556,-0.0211,977,0.98289,86,-2.8859,1028,1.08155,536,-0.0824,444,-0.3931
ENSG00000160781,PAQR6,1048,0.72116,675,-0.0476,977,0.59349,578,-0.3037,134,-2.5511,1013,0.65837,436,-0.7567
ENSG00000125462,C1orf61,1072,-0.1693,235,-2.5146,977,-0.3216,586,-1.1343,909,-0.4383,2550,1.41004,1976,0.90512
ENSG00000132692,BCAN,153,-1.5492,393,-0.0610,977,1.64240,69,-2.7449,269,-0.6780,639,0.79240,352,-0.2418
ENSG00000162706,CADM3,47,-3.6460,916,1.00959,977,1.13581,21,-4.8124,724,0.57315,219,-1.3798,739,0.60981
ENSG00000018625,ATP1A2,1261,-0.0027,804,-0.7358,977,-0.4237,1922,0.73661,1089,-0.2461,2109,0.91042,679,-1.0029
ENSG00000162734,PEA15,1070,-0.1216,542,-1.2058,977,-0.2715,581,-1.0998,2118,1.09761,1981,0.96825,785,-0.6253
ENSG00000143248,RGS5,222,-1.0176,5,-6.5601,977,1.59406,1422,2.51051,70,-2.7532,13,-5.2143,209,-1.1085
ENSG00000143198,MGST3,109,-2.0819,278,-0.6472,977,1.61267,422,0.03623,521,0.39999,254,-0.7904,330,-0.3703
ENSG00000143153,ATP1B1,100,-3.7916,1066,-0.1985,977,-0.3423,347,-1.9520,3693,2.23087,688,-0.9040,1540,0.42721
ENSG00000117523,PRRC2C,623,-0.1265,293,-1.3267,977,0.65370,716,0.10892,114,-2.7380,677,0.01264,1302,1.19976
ENSG00000117592,PRDX6,302,-0.9307,340,-0.7432,977,1.07459,391,-0.5230,366,-0.6282,995,1.11036,388,-0.5319
ENSG00000116147,TNR,128,-1.5809,6,-5.9654,977,2.01511,73,-2.4095,382,0.16763,307,-0.2031,552,0.82121
ENSG00000135821,GLUL,2052,0.62142,5,-8.3154,977,-0.6304,882,-0.7922,1717,0.30568,3012,1.35973,1408,-0.0337
ENSG00000159176,CSRP1,658,0.02847,5,-7.1916,977,0.72174,651,0.01002,426,-0.6822,1295,1.26270,519,-0.3661
ENSG00000170075,GPR37L1,250,-1.5315,2025,2.23968,977,0.69613,98,-2.9326,246,-1.5589,865,0.47591,134,-2.4628
ENSG00000069275,NUCKS1,411,-1.6266,1923,0.91627,977,-0.2679,899,-0.4031,1249,0.14225,1689,0.67453,888,-0.4237
ENSG00000117691,NENF,121,-1.8861,137,-1.7055,977,1.66903,315,-0.4073,361,-0.1822,656,0.86187,252,-0.7591
ENSG00000154380,ENAH,132,-2.0282,916,1.16657,977,1.29612,244,-1.0879,266,-0.9544,382,-0.3763,445,-0.1274
ENSG00000143742,SRP9,82,-2.9250,1037,1.13818,977,1.02254,138,-2.1599,730,0.48278,478,-0.2370,419,-0.4543
ENSG00000163041,H3F3A,68,-3.2599,170,-1.9108,977,0.94962,1018,1.02769,513,-0.1848,771,0.51434,494,-0.2466
ENSG00000143772,ITPKB,458,-0.4782,1464,1.63714,977,0.82416,180,-1.9270,37,-4.2279,590,-0.0618,580,-0.0900
ENSG00000143761,ARF1,62,-2.9953,152,-1.6765,977,1.48475,184,-1.3818,804,1.08909,337,-0.4351,554,0.40008
ENSG00000143774,GUK1,214,-1.4206,74,-2.9994,977,1.13013,868,0.90100,613,0.27355,452,-0.2375,456,-0.2251
ENSG00000168159,RNF187,123,-2.1729,845,0.95390,977,1.23871,131,-2.0832,679,0.55046,393,-0.3798,313,-0.7453
ENSG00000135744,AGT,141,-3.9327,10444,4.57929,977,-1.0434,615,-1.7535,257,-3.0489,615,-1.7544,14,-7.2347
ENSG00000168264,IRF2BP2,27,-4.4658,940,1.07918,977,1.15554,481,-0.1133,517,0.00472,192,-1.5691,474,-0.1399
ENSG00000173726,TOMM20,132,-1.9299,172,-1.5358,977,1.41859,279,-0.7843,784,0.98048,300,-0.6715,523,0.24657
ENSG00000054267,ARID4B,106,-1.9854,431,0.22447,977,1.81360,445,0.27964,147,-1.4982,302,-0.3700,235,-0.7708
ENSG00000153187,HNRNPU,133,-2.0703,89,-2.6677,977,1.22071,802,0.83984,394,-0.3875,553,0.17530,542,0.14198
ENSG00000171863,RPS7,430,-1.1106,722,-0.2864,977,0.22210,1469,0.95932,455,-1.0207,828,-0.0594,1121,0.46302
ENSG00000134308,YWHAQ,53,-3.6681,498,-0.2853,977,0.88865,321,-0.9857,1220,1.32429,439,-0.4913,633,0.11465
ENSG00000169006,NTSR2,165,-1.0349,5,-6.1510,977,2.26468,2,-7.1037,129,-1.4093,574,1.08518,343,0.15179
ENSG00000143878,RHOB,271,-1.4016,499,-0.4459,977,0.70293,1419,1.42976,749,0.23131,570,-0.2294,92,-3.0098
ENSG00000138029,HADHB,379,-0.1552,462,0.17660,977,1.59557,182,-1.3233,364,-0.2249,393,-0.0960,158,-1.5401
ENSG00000084764,MAPRE3,22,-4.5964,537,0.20617,977,1.31629,21,-4.6651,992,1.34833,96,-2.4826,683,0.63114
ENSG00000213639,PPP1CB,163,-1.9468,991,1.01324,977,0.98580,386,-0.6148,777,0.56122,281,-1.1172,361,-0.7214
ENSG00000119820,YIPF4,227,-0.5838,5,-6.1881,977,2.18109,183,-0.9240,185,-0.9079,488,0.71702,203,-0.7562
ENSG00000138078,PREPL,26,-5.1647,65,-3.8649,977,0.29794,43,-4.4619,2865,2.57602,196,-2.2326,1573,1.17777
ENSG00000116016,EPAS1,209,-1.6195,5,-7.0342,977,0.92686,2517,3.28956,35,-4.2219,164,-1.9798,152,-2.0950
ENSG00000143933,CALM2,371,-2.3836,2446,0.62067,977,-0.9090,1026,-0.8327,4155,1.67016,898,-1.0414,2116,0.36262
ENSG00000115306,SPTBN1,952,-0.3090,1014,-0.2041,977,-0.2658,1289,0.19966,1240,0.13284,1626,0.60828,927,-0.3515
ENSG00000115310,RTN4,265,-2.4847,943,-0.5428,977,-0.4856,1054,-0.3626,2715,1.33112,1029,-0.4020,2204,0.92089
ENSG00000143947,RPS27A,1482,-0.2838,1138,-0.7103,977,-0.9502,2801,0.82221,1179,-0.6528,2521,0.62802,2209,0.39201
ENSG00000115355,CCDC88A,306,-1.1432,476,-0.4464,977,0.78868,397,-0.7374,332,-1.0181,791,0.40793,1090,0.99467
ENSG00000169564,PCBP1,52,-3.4014,528,0.15876,977,1.29373,576,0.30857,468,-0.0448,289,-0.8251,476,-0.0177
ENSG00000144040,SFXN5,156,-1.5603,1145,1.94581,977,1.58793,38,-3.6521,108,-2.1210,388,-0.1245,114,-2.0339
ENSG00000034510,TMSB10,477,-1.7060,141,-3.5163,977,-0.5930,6231,3.37949,881,-0.7578,501,-1.6327,614,-1.3213
ENSG00000084090,STARD7,262,-0.8116,161,-1.5683,977,1.51609,325,-0.4686,402,-0.1196,409,-0.0918,489,0.20898
ENSG00000135940,COX5B,196,-1.9031,314,-1.1891,977,0.68807,719,0.14720,878,0.49486,872,0.48223,658,-0.0020
ENSG00000158417,EIF5B,526,-0.9042,1463,0.81935,977,0.10262,1101,0.30857,311,-1.7132,855,-0.1224,1203,0.46413
ENSG00000071082,RPL31,651,-1.2638,1179,-0.3226,977,-0.6267,2219,0.76890,915,-0.7316,1884,0.47251,2206,0.75786
ENSG00000071054,MAP4K4,575,0.13632,513,-0.0534,977,1.09985,405,-0.4437,450,-0.2708,727,0.54756,63,-3.2534
ENSG00000188177,ZC3H6,165,-1.2343,5,-6.3283,977,1.94759,628,1.01170,50,-3.0046,381,0.11367,289,-0.3475
ENSG00000155368,DBI,187,-2.0486,943,0.54282,977,0.60568,594,-0.2480,631,-0.1497,967,0.58750,529,-0.4366
ENSG00000152082,MZT2B,213,-1.6122,991,0.92425,977,0.89816,528,-0.1808,689,0.26745,335,-0.9109,389,-0.6783
ENSG00000115762,PLEKHB2,24,-4.3112,5,-6.5801,977,1.56415,138,-1.7641,889,1.36535,261,-0.7834,664,0.79524
ENSG00000144224,UBXN4,151,-1.5244,186,-1.2071,977,1.71453,405,0.04623,260,-0.6815,196,-1.1219,586,0.69289
ENSG00000115866,DARS,148,-1.8506,1091,1.52825,977,1.29938,185,-1.5096,315,-0.6849,343,-0.5483,298,-0.7750
ENSG00000169554,ZEB2,378,-0.1846,5,-6.5765,977,1.56426,530,0.38762,109,-2.1134,483,0.22723,476,0.20197
ENSG00000168280,KIF5C,230,-1.0761,5,-6.6618,977,1.43817,142,-1.8088,371,-0.3117,496,0.17233,917,1.30770
ENSG00000157827,FMNL2,227,-0.5520,5,-6.1660,977,2.22808,217,-0.6247,67,-2.4174,415,0.46060,318,-0.0009
ENSG00000136541,ERMN,162,-0.9467,5,-6.0465,977,2.45710,39,-3.0912,110,-1.5460,509,0.99291,240,-0.3200
ENSG00000144283,PKP4,686,0.84090,7,-5.9635,977,1.54687,476,0.18918,222,-1.0469,340,-0.3732,273,-0.7245
ENSG00000123636,BAZ2B,121,-1.4932,42,-3.0676,977,2.28342,287,-0.1348,28,-3.6728,366,0.27420,358,0.23771
ENSG00000136531,SCN2A,118,-1.8516,5,-6.4297,977,1.79025,119,-1.8297,194,-1.0864,131,-1.6911,1127,2.12888
ENSG00000138398,PPIG,223,-1.5894,711,0.26747,977,0.83728,522,-0.2538,550,-0.1662,636,0.07450,637,0.07936
ENSG00000077380,DYNC1I2,263,-1.1720,530,-0.0522,977,1.04054,436,-0.3721,358,-0.6880,657,0.31564,603,0.16798
ENSG00000154518,ATP5MC3,68,-2.6468,204,-0.9999,977,1.80415,271,-0.5491,592,0.78523,321,-0.2750,219,-0.8847
ENSG00000170144,HNRNPA3,111,-2.4858,804,0.66254,977,1.02697,734,0.49790,445,-0.3518,304,-0.9593,477,-0.2374
ENSG00000061676,NCKAP1,84,-2.5876,256,-0.9033,977,1.43895,260,-0.8827,891,1.25045,182,-1.4327,486,0.13814
ENSG00000144381,HSPD1,114,-2.4414,926,0.92690,977,1.02892,322,-0.8665,671,0.34130,383,-0.5903,454,-0.3160
ENSG00000115541,HSPE1,57,-3.3836,1322,1.77526,977,1.13879,295,-0.9150,574,0.16924,257,-1.1320,155,-1.8966
ENSG00000138443,ABI2,63,-2.8797,522,0.42188,977,1.63692,200,-1.1456,314,-0.4328,498,0.33911,285,-0.5869
ENSG00000114942,EEF1B2,273,-1.4744,852,0.35779,977,0.60196,986,0.61818,437,-0.7451,599,-0.2388,714,0.05543
ENSG00000078018,MAP2,129,-3.0282,191,-2.4443,977,0.09831,136,-2.9498,1685,1.08385,1021,0.17365,2314,1.74520
ENSG00000115414,FN1,166,-1.9931,5,-7.0672,977,0.88682,2679,3.45185,154,-2.1035,150,-2.1422,14,-5.6010
ENSG00000197756,RPL37A,2710,-0.0492,470,-2.7552,977,-1.6619,4421,0.81163,2357,-0.2801,4980,1.03756,3618,0.44777
ENSG00000144567,RETREG2,72,-2.9101,773,0.85979,977,1.31857,86,-2.6479,875,1.09812,194,-1.4292,350,-0.5019
ENSG00000135924,DNAJB2,187,-1.6277,1110,1.38856,977,1.13163,78,-2.9272,567,0.14043,416,-0.3741,317,-0.8073
ENSG00000054356,PTPRN,68,-3.0268,5,-6.7794,977,1.27725,59,-3.2248,1164,1.64606,218,-1.2746,903,1.12018
ENSG00000171951,SCG2,39,-4.7898,5,-7.7308,977,0.06937,148,-2.8493,4056,3.27712,320,-1.7007,1019,0.14170
ENSG00000135919,SERPINE2,183,-1.2912,657,0.82987,977,1.62631,121,-1.9179,258,-0.7560,276,-0.6468,401,-0.0376
ENSG00000187957,DNER,73,-3.6602,1187,0.67095,977,0.32363,47,-4.3002,2383,2.12428,215,-2.0731,778,-0.0656
ENSG00000135916,ITM2C,967,-0.0193,110,-3.3497,977,-0.0021,615,-0.7560,1408,0.63540,2053,1.36081,717,-0.5097
ENSG00000173692,PSMD1,177,-1.3125,5,-6.5041,977,1.67250,190,-1.2008,768,1.16977,479,0.29852,219,-0.9799
ENSG00000115053,NCL,229,-1.6778,345,-1.0476,977,0.68238,795,0.31596,362,-0.9739,810,0.34831,1110,0.92019
ENSG00000187514,PTMA,807,-1.3590,3601,1.16575,977,-1.0634,3160,0.91241,942,-1.1204,1936,0.04063,1808,-0.0745
ENSG00000182600,SNORC,150,-2.2670,1609,1.74802,977,0.74221,211,-1.7479,341,-1.0150,692,0.13241,500,-0.4065
ENSG00000132321,IQCA1,76,-2.9426,1520,2.13939,977,1.16547,13,-5.4992,154,-1.8921,497,-0.0513,352,-0.6161
ENSG00000172428,COPS9,140,-1.6238,5,-6.4616,977,1.74104,315,-0.3511,300,-0.4332,544,0.57799,449,0.23891
ENSG00000130294,KIF1A,296,-1.7541,679,-0.4646,977,0.13917,188,-2.4318,1708,1.15779,885,-0.0285,1567,0.98924
ENSG00000168385,SEPTIN2,130,-1.8688,475,0.17697,977,1.53630,334,-0.4102,193,-1.2702,608,0.61145,278,-0.7024
ENSG00000132164,SLC6A11,277,-0.4326,30,-3.7466,977,1.92217,89,-2.1846,275,-0.4431,479,0.49173,394,0.15218
ENSG00000157103,SLC6A1,117,-2.1497,378,-0.3344,977,1.37489,219,-1.1994,929,1.27191,283,-0.7994,334,-0.5340
ENSG00000144713,RPL32,1158,-0.8837,2342,0.27215,977,-1.1484,2808,0.59336,1475,-0.4981,2209,0.17180,3007,0.71776
ENSG00000225733,FGD5-AS1,94,-2.1003,20,-4.3354,977,1.93160,142,-1.4752,284,-0.3861,382,0.10510,613,0.95389
ENSG00000174748,RPL15,434,-1.4819,762,-0.6062,977,-0.2017,1606,0.65637,1725,0.78758,1471,0.49817,744,-0.6430
ENSG00000178567,EPM2AIP1,40,-3.6318,255,-0.8601,977,1.51109,143,-1.7489,919,1.38353,173,-1.4580,525,0.32870
ENSG00000144674,GOLGA4,132,-1.6905,5,-6.4405,977,1.77007,698,1.06755,90,-2.2625,335,-0.2279,457,0.29258
ENSG00000168028,RPSA,358,-1.2540,310,-1.4779,977,0.37618,1122,0.62298,1030,0.46940,1167,0.69386,529,-0.6453
ENSG00000168314,MOBP,3459,2.26175,5,-7.9762,977,-0.2154,790,-0.5618,228,-2.4600,1846,0.89884,480,-1.3429
ENSG00000188846,RPL14,288,-1.6575,66,-3.8260,977,0.29598,1787,1.43533,498,-0.8118,969,0.28125,1165,0.60745
ENSG00000168036,CTNNB1,214,-1.7989,1464,1.44144,977,0.65545,691,0.04998,227,-1.7142,543,-0.3517,581,-0.2390
ENSG00000181061,HIGD1A,125,-1.8410,5,-6.5142,977,1.66278,139,-1.6829,557,0.55868,518,0.42878,505,0.38373
ENSG00000047849,MAP4,881,0.19762,5,-7.4690,977,0.37654,838,0.11086,1200,0.74589,1102,0.59018,489,-0.7677
ENSG00000164050,PLXNB1,196,-1.6139,1380,1.76877,977,1.04985,266,-1.1508,98,-2.6470,562,0.05526,328,-0.8201
ENSG00000232112,TMA7,216,-1.7362,609,-0.1022,977,0.72151,388,-0.8300,971,0.71100,701,0.13406,669,0.05635
ENSG00000010256,UQCRC1,81,-2.6119,253,-0.8873,977,1.49307,354,-0.3471,603,0.55805,267,-0.8011,524,0.31062
ENSG00000067560,RHOA,242,-1.8555,1580,1.27300,977,0.37329,1123,0.62120,675,-0.2539,602,-0.4402,304,-1.5117
ENSG00000114353,GNAI2,199,-1.5101,242,-1.2129,977,1.15497,859,0.90516,613,0.29604,511,-0.0142,207,-1.4480
ENSG00000162244,RPL29,431,-1.4336,1135,0.11589,977,-0.1360,1822,0.96490,358,-1.7135,1328,0.38675,1369,0.44059
ENSG00000164091,WDR82,57,-3.1398,513,0.26046,977,1.47473,382,-0.2387,636,0.64000,169,-1.5180,350,-0.3803
ENSG00000114902,SPCS1,95,-2.1250,117,-1.8084,977,1.85587,308,-0.3047,696,1.13592,330,-0.1933,70,-2.5692
ENSG00000168309,FAM107A,275,-1.7843,1290,0.72510,977,0.23133,1496,1.00422,364,-1.3597,932,0.14956,637,-0.4812
ENSG00000144746,ARL6IP5,24,-4.4059,611,0.52718,977,1.42682,283,-0.7587,721,0.82880,431,-0.0766,109,-2.2202
ENSG00000175161,CADM2,134,-1.6021,5,-6.3686,977,1.87377,35,-3.5866,723,1.22679,264,-0.5435,437,0.29568
ENSG00000269028,MTRNR2L12,223419,2.54142,12450,-2.5623,977,-6.2702,51577,-0.3777,15823,-2.2053,55273,-0.2646,94162,0.65211
ENSG00000080822,CLDND1,98,-2.1589,5,-6.4639,977,1.74082,138,-1.6377,265,-0.6308,982,1.75116,264,-0.6343
ENSG00000081154,PCNP,91,-2.4746,510,0.22702,977,1.44695,281,-0.7544,407,-0.1525,210,-1.2057,649,0.65206
ENSG00000114391,RPL24,350,-1.8055,1162,0.09455,977,-0.1956,1861,0.93704,1142,0.06508,1178,0.11765,1022,-0.1213
ENSG00000181722,ZBTB20,147,-1.8168,1099,1.61340,977,1.36458,273,-0.8588,6,-6.3304,355,-0.4422,394,-0.2716
ENSG00000172020,GAP43,25,-4.8400,5,-7.1627,977,0.76386,82,-3.1290,2446,2.88610,522,-0.3170,371,-0.8659
ENSG00000185565,LSAMP,197,-1.1012,5,-6.4654,977,1.73462,229,-0.8692,572,0.66562,281,-0.5414,476,0.33596
ENSG00000173230,GOLGB1,172,-1.8072,1100,1.28888,977,1.05331,341,-0.7584,255,-1.2137,428,-0.3918,527,-0.0492
ENSG00000114631,PODXL2,97,-2.6386,150,-1.9847,977,1.09206,2,-7.8887,1530,2.06189,266,-1.1159,704,0.48291
ENSG00000169714,CNBP,64,-3.1791,514,0.00160,977,1.16380,846,0.88648,448,-0.2254,411,-0.3681,332,-0.7114
ENSG00000184897,H1FX,131,-1.9250,644,0.63527,977,1.44224,473,0.09391,237,-1.0223,229,-1.0794,441,-0.0261
