Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000160049,DFFA,56,0.17246,84,0.83274,24,-1.0877,34,-0.7470,57,0.23184,75,0.64399,53,0.12605
ENSG00000142655,PEX14,214,3.01101,73,0.94435,24,-0.8213,34,-0.3697,12,-1.8703,9,-2.1492,16,-1.5456
ENSG00000120948,TARDBP,8,-2.8057,10,-2.4638,82,0.67324,54,0.02732,91,0.94870,44,-0.2931,51,-0.0818
ENSG00000116649,SRM,11,-2.4237,2,-4.4126,62,0.11207,91,1.07749,57,-0.0037,63,0.14616,44,-0.4875
ENSG00000171824,EXOSC10,14,-0.7962,2,-3.1572,50,1.21388,21,-0.1782,32,0.54938,43,0.96889,15,-0.7592
ENSG00000198793,MTOR,8,-2.3220,2,-3.8157,30,-0.3206,50,0.68101,65,1.00767,23,-0.7471,29,-0.4110
ENSG00000116661,FBXO2,300,0.31886,259,0.08693,395,0.76325,289,0.35346,277,0.20878,123,-1.0531,134,-1.0548
ENSG00000132879,FBXO44,299,2.00534,2,-5.1073,65,-0.5198,112,0.45043,89,-0.0514,41,-1.2038,51,-1.0062
ENSG00000116670,MAD2L2,93,1.91418,64,1.25139,33,0.16648,22,-0.5917,6,-2.5144,42,0.54537,18,-0.8475
ENSG00000177674,AGTRAP,8,-0.9313,2,-2.4499,71,2.83486,4,-1.9821,8,-0.8321,18,0.32068,17,0.39007
ENSG00000177000,MTHFR,17,0.34649,2,-2.3557,15,0.19633,17,0.52263,6,-1.3058,24,0.93925,12,-0.2178
ENSG00000011021,CLCN6,10,-3.0104,128,0.78603,70,-0.1655,99,0.50095,105,0.51705,72,-0.1421,45,-0.9780
ENSG00000116685,KIAA2013,10,-1.9487,2,-3.8372,80,1.21953,40,0.14581,17,-1.2815,97,1.55950,35,-0.1387
ENSG00000083444,PLOD1,118,1.69849,32,-0.4311,36,-0.2372,40,-0.0939,47,0.16987,37,-0.1804,24,-0.9983
ENSG00000116688,MFN2,82,-0.5608,119,0.01403,65,-0.9012,138,0.34801,172,0.66730,74,-0.7061,98,-0.3339
ENSG00000048707,VPS13D,8,-2.4521,2,-3.9722,82,1.11017,51,0.43278,44,0.10279,41,-0.0238,38,-0.1470
ENSG00000162496,DHRS3,8,-1.5897,5,-2.2575,86,2.30956,15,-0.7902,34,0.73960,2,-3.2498,21,-0.1095
ENSG00000116731,PRDM2,14,-1.6093,140,2.02946,33,-0.3592,29,-0.7041,30,-0.5514,57,0.46395,42,3.93708
ENSG00000189337,KAZN,8,-2.8197,2,-4.3033,55,0.08930,69,0.60883,34,-0.6955,133,1.53291,46,-0.2317
ENSG00000142634,EFHD2,8,-2.0350,23,-0.4239,46,0.65357,43,0.75244,47,0.75005,10,-1.6461,15,-1.1730
ENSG00000116138,DNAJC16,8,-1.4607,2,-2.9671,51,1.48934,26,0.51708,19,-0.1138,24,0.27043,13,-0.8053
ENSG00000197312,DDI2,12,-0.3720,17,0.20126,16,0.14769,15,0.06416,9,-0.7694,6,-1.2420,21,0.64883
ENSG00000116786,PLEKHM2,28,-0.5025,8,-2.3776,36,-0.1242,53,0.67465,41,0.09597,35,-0.1445,35,-0.1760
ENSG00000065526,SPEN,124,1.60884,2,-4.1525,58,0.32643,38,-0.4331,30,-0.7174,53,0.18820,54,0.25879
ENSG00000116809,ZBTB17,217,4.04890,2,-3.4317,29,0.05074,14,-1.3055,5,-2.6426,11,-1.4188,15,-1.1070
ENSG00000185519,FAM131C,8,-1.8261,2,-3.3205,7,-2.0359,29,0.19201,29,0.15162,67,1.51768,29,0.16299
ENSG00000037637,FBXO42,8,-1.1456,7,-1.1497,14,-0.2640,25,0.94485,21,0.37535,8,-1.1472,12,-0.5057
ENSG00000055070,SZRD1,121,1.46571,139,1.72327,45,-0.1391,23,-1.4161,39,-0.4042,64,0.41366,35,-0.6202
ENSG00000157191,NECAP2,8,-1.3278,19,-0.0017,66,2.12667,8,-1.4693,22,0.25631,31,0.80904,14,-0.4499
ENSG00000219481,NBPF1,8,-2.1535,38,0.07626,21,-0.8184,36,-0.0178,23,-0.7315,115,1.91827,34,-0.1533
ENSG00000058453,CROCC,8,-1.4304,2,-2.9374,188,4.85887,11,-1.1681,0,-4.8698,0,-6.6409,7,-1.7930
ENSG00000159363,ATP13A2,473,1.67262,18,-3.3576,87,-1.0470,244,0.78481,160,-0.1341,54,-1.7371,107,-0.8451
ENSG00000117118,SDHB,175,1.10776,60,-0.5850,81,-0.1350,96,0.17403,102,0.24551,91,0.04332,51,-0.9525
ENSG00000117115,PADI2,720,2.03317,137,-0.7039,126,-0.8321,62,-2.1887,169,-0.4175,534,1.48136,240,0.18932
ENSG00000179051,RCC2,45,0.69946,99,2.08403,13,-1.1632,20,-0.6454,24,-0.2703,38,0.41990,16,-0.9892
ENSG00000074964,ARHGEF10L,8,-1.5022,2,-3.0078,49,1.37246,23,0.20377,36,0.94815,13,-0.7695,12,-0.8960
ENSG00000117154,IGSF21,53,1.22718,16,-0.6619,6,-2.1349,28,0.23297,42,0.91633,2,-3.5384,17,-0.6298
ENSG00000159423,ALDH4A1,11,-1.2952,7,-2.0563,35,0.37978,21,-0.5010,56,1.31430,21,-0.4318,29,0.08319
ENSG00000127481,UBR4,8,-1.4258,57,1.73478,24,0.29061,19,-0.0557,13,-0.6641,5,-1.9765,21,0.05096
ENSG00000127463,EMC1,8,-1.8543,2,-3.3541,42,0.68578,45,1.24346,17,-0.7141,17,-0.7146,22,-0.3517
ENSG00000053372,MRTO4,13,-1.1345,2,-3.3733,23,-0.2691,40,0.89000,41,0.72992,9,-1.6992,21,-0.4271
ENSG00000053371,AKR7A2,200,1.52454,21,-1.9546,195,1.47684,62,-0.4853,89,0.19719,42,-0.9571,49,-0.8501
ENSG00000077549,CAPZB,323,1.01896,244,0.55757,182,0.08896,185,0.16064,171,-0.0109,149,-0.2215,84,-1.2300
ENSG00000173436,MICOS10,25,-3.3099,480,1.15412,174,-0.4718,224,-0.1067,305,0.45030,228,-0.0533,218,-0.1480
ENSG00000158747,NBL1,151,0.11935,157,0.18303,131,-0.1031,194,0.74494,164,0.27764,49,-1.5838,75,-1.0831
ENSG00000162545,CAMK2N1,237,-1.2135,786,0.64059,110,-2.3394,603,0.29375,524,-0.0057,741,0.54396,501,-0.0906
ENSG00000090432,MUL1,34,0.32608,2,-3.3780,30,0.14151,35,0.50452,27,0.00671,35,0.39078,20,-0.5137
ENSG00000183114,FAM43B,11,-1.4028,2,-3.4599,46,0.73852,51,1.39186,41,0.61336,0,-8.2295,10,-1.7177
ENSG00000158828,PINK1,540,0.89553,92,-1.8301,223,-0.5041,397,0.55320,301,-0.0483,146,-1.1410,277,-0.2031
ENSG00000244038,DDOST,8,-2.3158,120,1.97958,68,0.97670,35,-0.0962,39,0.10665,15,-1.3871,17,-1.3235
ENSG00000189410,SH2D5,112,3.36865,2,-2.7955,0,-4.7284,18,-0.0145,13,-0.5104,0,-7.5715,8,-1.3818
ENSG00000127483,HP1BP3,348,1.04429,245,0.47152,159,-0.2073,186,0.04718,152,-0.2979,147,-0.3329,139,-0.4816
ENSG00000075151,EIF4G3,8,-3.6591,4,-4.3455,104,0.16269,166,1.42069,44,-1.2031,77,-0.3062,91,-0.0525
ENSG00000117298,ECE1,8,-1.4817,97,2.69753,24,0.22378,8,-1.7424,26,0.35309,15,-0.4874,15,-0.5545
ENSG00000076864,RAP1GAP,20,-1.7220,3,-4.1435,21,-1.6507,135,2.02070,52,-0.3548,18,-1.9209,43,-0.7041
ENSG00000090686,USP48,201,1.70164,133,0.97459,52,-0.5128,60,-0.3557,33,-1.2691,64,-0.1852,61,-0.3119
ENSG00000070831,CDC42,8,-4.9724,245,0.08136,222,-0.0708,292,0.50629,226,-0.0454,336,0.58728,196,-0.3106
ENSG00000173372,C1QA,8,-1.5941,23,0.01426,51,1.34078,6,-2.1400,51,1.54118,22,-0.0453,20,-0.1843
ENSG00000173369,C1QB,108,1.60079,14,-1.5805,105,1.56012,21,-1.2506,43,0.07631,11,-1.9774,41,0.03341
ENSG00000004487,KDM1A,10,-1.9580,55,0.58835,64,0.83768,47,0.47294,49,0.43465,11,-1.7857,22,-0.9347
ENSG00000169641,LUZP1,43,0.19765,2,-3.8228,21,-0.8756,55,0.85889,36,-0.0689,16,-1.2698,38,0.04240
ENSG00000125944,HNRNPR,8,-3.7358,265,1.56998,118,0.21424,96,-0.1311,95,-0.1337,128,0.35249,80,-0.4478
ENSG00000117318,ID3,124,1.87222,23,-0.8357,146,2.19164,8,-2.6438,40,-0.0075,25,-0.7504,31,-0.4589
ENSG00000142676,RPL11,353,-0.7918,1361,1.36869,674,0.20730,312,-1.1921,745,0.40461,824,0.52679,577,-0.0456
ENSG00000011007,ELOA,8,-1.6669,104,2.59582,32,0.46375,19,-0.4176,18,-0.3985,11,-1.0899,13,-1.0338
ENSG00000057757,PITHD1,196,-0.2698,130,-0.8880,125,-0.9521,367,1.08122,279,0.31436,158,-0.5988,131,-1.0082
ENSG00000011009,LYPLA2,53,0.99256,2,-3.4246,86,1.85966,36,0.54338,23,-0.3574,1,-4.2217,11,-1.4977
ENSG00000117305,HMGCL,122,2.58561,2,-3.4046,35,0.37432,17,-0.8707,21,-0.4779,29,0.08266,20,-0.5589
ENSG00000179163,FUCA1,8,-1.2918,3,-2.6339,39,1.21373,23,0.50001,25,0.54290,19,0.10108,9,-1.2149
ENSG00000189266,PNRC2,8,-2.5240,4,-3.4716,60,0.54700,53,0.49199,55,0.42619,37,-0.2291,41,-0.0691
ENSG00000188529,SRSF10,8,-2.7880,58,0.19818,86,0.83028,62,0.41652,47,-0.1500,46,-0.1607,42,-0.3617
ENSG00000001461,NIPAL3,147,0.48558,7,-4.0134,35,-1.6905,97,-0.2199,92,-0.2686,177,0.79041,155,0.72766
ENSG00000117602,RCAN3,8,-1.4520,2,-2.9586,24,0.25621,32,1.06384,12,-0.8149,26,0.37354,17,-0.2940
ENSG00000133226,SRRM1,9,-3.0643,93,0.45116,51,-0.4910,59,-0.3501,80,0.23233,92,0.43706,90,0.48688
ENSG00000169504,CLIC4,87,-0.1620,320,2.01813,114,0.24755,25,-2.3183,111,0.22832,165,0.84979,84,-0.2602
ENSG00000117614,SYF2,204,1.43522,40,-1.1493,141,0.80821,79,-0.1420,69,-0.3354,65,-0.4067,66,-0.4474
ENSG00000117616,RSRP1,8,-2.6680,9,-2.4456,132,1.70489,45,-0.0769,17,-1.5782,115,1.46514,44,-0.1103
ENSG00000183726,TMEM50A,18,-2.0402,64,-0.1156,89,0.39514,58,-0.3481,58,-0.2998,169,1.46149,71,0.04075
ENSG00000204178,MACO1,180,2.79059,2,-3.8317,11,-1.8663,33,-0.2782,22,-0.8335,29,-0.4167,30,-0.3872
ENSG00000157978,LDLRAP1,8,-1.5405,2,-3.0187,6,-1.8416,4,-2.8866,3,-3.0597,141,3.53638,35,0.96689
ENSG00000117643,MAN1C1,8,-1.6941,2,-3.1963,104,2.54592,18,-0.5727,19,-0.4135,28,0.26225,21,-0.2857
ENSG00000162430,SELENON,8,-1.8922,2,-3.3915,118,2.52908,21,-0.5333,32,0.22998,9,-1.6945,25,-0.1781
ENSG00000117640,MTFR1L,9,-2.5626,16,-1.7536,61,0.25597,60,0.29696,67,0.43384,54,0.04428,55,0.08962
ENSG00000117632,STMN1,98,-3.1803,1179,0.55071,402,-1.1108,784,-0.1240,696,-0.3021,2403,1.77378,740,-0.2183
ENSG00000142684,ZNF593,166,2.40925,45,0.13862,24,-0.8262,38,-0.1583,33,-0.3682,40,-0.0340,14,-1.7731
ENSG00000142669,SH3BGRL3,37,-2.8622,424,0.82302,287,0.19084,264,0.08399,305,0.31586,336,0.44394,183,-0.5843
ENSG00000158062,UBXN11,9,-1.4431,2,-3.1197,128,3.14265,17,-0.5164,26,0.24129,9,-1.3098,9,-1.5947
ENSG00000117682,DHDDS,8,-0.9739,2,-2.4898,29,1.05662,20,0.70095,13,-0.1665,8,-0.8070,12,-0.3303
ENSG00000198830,HMGN2,101,-1.2638,885,2.30941,465,1.12285,106,-1.4394,220,-0.0946,323,0.52132,128,-1.0388
ENSG00000117713,ARID1A,15,-1.8837,5,-3.4513,103,1.09064,66,0.49321,30,-0.8937,60,0.19440,59,0.21747
ENSG00000204160,ZDHHC18,8,-0.9328,2,-2.4514,12,-0.2851,25,1.39951,3,-2.1176,5,-1.4890,17,0.30506
ENSG00000142751,GPN2,8,-1.1828,2,-2.6950,11,-0.6278,18,0.09910,30,1.01421,21,0.34745,16,-0.1421
ENSG00000090273,NUDC,121,-0.3853,105,-0.6057,379,1.46234,163,0.09981,137,-0.2171,127,-0.3152,122,-0.4437
ENSG00000253368,TRNP1,74,0.57243,41,-0.3398,16,-1.7109,85,1.21241,38,-0.4840,16,-1.7108,35,-0.6996
ENSG00000090020,SLC9A1,8,-0.7458,2,-2.2695,2,-2.4098,20,1.12781,9,-0.5950,26,1.14982,9,-0.6124
ENSG00000142784,WDTC1,66,1.33740,2,-3.4562,41,0.54323,19,-0.7927,40,0.56177,30,0.07180,27,-0.1405
ENSG00000186501,TMEM222,111,0.67614,40,-0.8882,57,-0.3587,89,0.45129,88,0.32511,72,-0.0107,43,-0.9001
ENSG00000158195,WASF2,8,-3.0424,3,-4.4810,97,0.70429,30,-1.3149,58,-0.1167,163,1.60226,100,0.96684
ENSG00000126705,AHDC1,17,-1.0443,139,2.41729,59,0.87236,39,0.28705,10,-1.8441,2,-3.7898,17,-1.2074
ENSG00000126709,IFI6,161,-0.0956,91,-0.9657,312,0.95936,179,0.08265,181,0.08973,114,-0.6351,159,-0.1380
ENSG00000009780,FAM76A,63,1.81955,2,-3.0075,25,0.26406,21,-0.0214,8,-1.4939,26,0.29683,19,-0.1447
ENSG00000117758,STX12,124,0.05698,275,1.35890,79,-0.6378,130,0.17604,99,-0.3165,137,0.21312,74,-0.8401
ENSG00000117751,PPP1R8,8,-1.6880,2,-3.1897,38,0.71190,24,-0.0319,29,0.33400,50,1.17689,20,-0.2842
ENSG00000117748,RPA2,8,-2.0853,12,-1.4309,70,1.29641,48,0.96260,21,-0.6473,33,0.07950,18,-0.9829
ENSG00000126698,DNAJC8,8,-4.4549,489,1.84683,235,0.58306,150,-0.1664,146,-0.1858,172,0.08943,107,-0.7466
ENSG00000130770,ATP5IF1,280,-0.7263,577,0.39202,265,-0.8110,635,0.78486,560,0.38030,289,-0.6804,261,-0.9593
ENSG00000204138,PHACTR4,8,-1.2485,43,1.45394,20,0.21092,9,-1.2541,8,-1.2056,35,1.08732,24,0.59419
ENSG00000180098,TRNAU1AP,52,1.62357,2,-2.8722,31,0.75097,22,0.30332,5,-1.9197,10,-1.0243,18,-0.0719
ENSG00000120656,TAF12,8,-1.0460,2,-2.5607,18,0.28039,14,-0.2295,36,1.55949,14,-0.1139,11,-0.6545
ENSG00000198492,YTHDF2,288,2.07787,65,-0.4127,47,-0.8850,89,0.09716,50,-0.8730,96,0.18914,51,-0.9016
ENSG00000159023,EPB41,8,-0.7738,2,-2.2968,18,0.48779,21,1.16360,6,-1.1561,1,-3.2687,14,0.14670
ENSG00000116350,SRSF4,8,-2.5838,73,0.79874,78,0.90049,45,0.00627,34,-0.4483,58,0.42328,38,-0.2780
ENSG00000116353,MECR,8,-1.5498,26,0.30271,14,-0.6391,29,0.65189,15,-0.5788,21,-0.0194,22,0.01526
ENSG00000060656,PTPRU,8,-1.6055,3,-3.0048,26,0.20450,38,1.23386,15,-0.6844,28,0.30868,17,-0.5589
ENSG00000162511,LAPTM5,8,-1.9927,69,1.36476,81,1.65804,15,-1.2554,32,0.12942,5,-2.4407,33,0.20248
ENSG00000162512,SDC3,288,0.96355,12,-3.8010,210,0.45062,133,-0.3465,271,0.98008,103,-0.6587,122,-0.4614
ENSG00000134644,PUM1,8,-3.8775,53,-1.1790,110,-0.0809,189,1.16141,113,-0.0420,77,-0.6254,94,-0.3930
ENSG00000060688,SNRNP40,8,-1.2104,2,-2.7220,23,0.43205,18,0.07041,9,-1.0045,43,1.49310,20,0.23107
ENSG00000121766,ZCCHC17,32,-1.5496,25,-1.9395,59,-0.6563,128,0.79016,63,-0.5865,158,0.89428,88,-0.0543
ENSG00000121769,FABP3,319,2.33273,76,-0.1253,14,-2.5801,83,0.00851,55,-0.6590,46,-0.8934,59,-0.6079
ENSG00000162517,PEF1,9,-2.7920,6,-3.3346,31,-1.0322,93,0.97351,76,0.36841,88,0.55719,47,-0.4957
ENSG00000084636,COL16A1,29,-0.5196,2,-3.9412,179,2.60499,19,-1.3472,20,-1.1306,75,0.98297,41,0.04574
ENSG00000121753,ADGRB2,412,2.59179,2,-5.1136,64,-0.6019,97,0.05286,91,-0.0616,22,-2.1625,53,-1.0186
ENSG00000184007,PTP4A2,251,0.17935,242,0.12635,137,-0.7483,144,-0.8416,134,-0.8387,291,0.41425,380,1.10480
ENSG00000121774,KHDRBS1,16,-2.9732,179,0.61121,181,0.62738,140,0.28796,138,0.20796,122,-0.0074,85,-0.6483
ENSG00000025800,KPNA6,8,-2.6034,2,-4.1554,34,-0.5225,74,1.04147,24,-1.0710,61,0.39024,56,0.31021
ENSG00000084652,TXLNA,8,-1.6826,2,-3.1840,36,0.63956,23,-0.0759,36,0.73988,21,-0.1632,26,0.16685
ENSG00000160050,CCDC28B,8,-0.8800,2,-2.4000,20,0.55481,13,-0.1694,24,0.98506,14,0.00061,12,-0.1987
ENSG00000084623,EIF3I,186,0.85847,83,-0.4084,95,-0.2137,122,0.25386,102,-0.1011,110,0.01690,82,-0.5147
ENSG00000116478,HDAC1,8,-1.0398,2,-2.5555,54,2.12591,10,-0.7245,17,0.13025,27,0.88436,11,-0.5598
ENSG00000175130,MARCKSL1,135,-1.6605,275,-0.6007,222,-0.9279,159,-1.6928,200,-1.1528,1985,2.84922,544,0.57328
ENSG00000160058,BSDC1,8,-2.6117,5,-3.0587,42,-0.1154,60,0.61614,47,0.06885,102,1.32283,33,-0.5778
ENSG00000176261,ZBTB8OS,12,-1.4826,5,-2.5994,20,-0.6751,44,0.77413,34,0.13694,45,0.54868,27,-0.2560
ENSG00000162521,RBBP4,141,0.63685,107,0.19284,196,1.18476,85,-0.2129,70,-0.4882,115,0.31001,63,-0.7263
ENSG00000134684,YARS,146,0.80130,9,-3.3193,61,-0.5691,138,1.03988,65,-0.5132,91,0.03878,54,-0.8533
ENSG00000116497,S100PBP,8,-1.8853,112,2.34074,27,-0.0626,33,0.29682,8,-1.8928,22,-0.4266,18,-0.7768
ENSG00000160097,FNDC5,8,-2.0355,2,-3.5427,16,-0.9809,50,1.14923,44,0.64087,10,-1.6796,25,-0.3566
ENSG00000121905,HPCA,26,-0.1644,25,-0.2436,8,-1.8482,49,1.30332,20,-0.5613,1,-4.6442,26,-0.2069
ENSG00000121900,TMEM54,8,-2.1705,3,-3.4855,93,1.69086,39,0.30707,49,0.66507,11,-1.5940,23,-0.6877
