Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000097021,ACOT7,707,0.50194,838,1.44338,321,-0.8285,142,-1.9761,178,-1.7617
ENSG00000162408,NOL9,38,0.52270,29,0.13933,23,-0.3411,25,-0.1349,25,-0.1658
ENSG00000162413,KLHL21,38,0.05555,49,0.72963,37,-0.0003,32,-0.2190,15,-1.4408
ENSG00000041988,THAP3,38,0.80706,27,0.35135,15,-0.6961,20,-0.2594,18,-0.4029
ENSG00000007923,DNAJC11,38,0.30712,31,-0.0745,36,0.24488,33,0.05359,25,-0.3972
ENSG00000171735,CAMTA1,38,-2.5502,296,0.99152,180,-0.2509,103,-1.0772,195,-0.1130
ENSG00000049245,VAMP3,38,-0.9496,31,-1.6140,155,1.63829,118,0.84256,57,-0.3606
ENSG00000049246,PER3,38,0.20693,25,-0.6799,56,1.00495,41,0.32231,23,-0.6623
ENSG00000116288,PARK7,38,-2.9657,387,0.94473,277,0.00697,297,0.12137,159,-0.9391
ENSG00000116285,ERRFI1,38,0.51368,25,-0.2266,42,0.80368,8,-1.8585,23,-0.3226
ENSG00000162426,SLC45A1,38,0.19010,50,1.10171,21,-0.8262,18,-0.9500,20,-0.8616
ENSG00000142599,RERE,38,-0.7949,84,0.73547,50,-0.4382,52,-0.3131,56,-0.2281
ENSG00000074800,ENO1,1483,1.44233,789,0.54849,304,-1.2504,475,-0.4679,335,-1.0922
ENSG00000171612,SLC25A33,38,0.02223,48,0.62096,29,-0.4761,51,0.48614,20,-1.0861
ENSG00000171603,CLSTN1,1143,1.68727,492,0.32081,312,-0.5739,173,-1.4161,213,-1.1966
ENSG00000178585,CTNNBIP1,38,-0.3077,50,0.15386,62,0.52658,28,-0.8038,39,-0.3167
ENSG00000162441,LZIC,38,-0.3320,25,-1.3297,104,1.64108,53,0.19484,37,-0.4104
ENSG00000130939,UBE4B,38,-0.6673,66,0.30593,83,0.65343,16,-1.9854,51,-0.2542
ENSG00000054523,KIF1B,314,-0.0322,308,-0.0947,393,0.37826,258,-0.3426,307,-0.0747
ENSG00000142657,PGD,38,-1.0531,105,0.89782,62,-0.3464,43,-0.8910,66,-0.2437
ENSG00000160049,DFFA,38,-0.4969,50,-0.1030,77,0.72283,26,-1.0793,53,0.01774
ENSG00000120948,TARDBP,38,-0.5339,65,0.49203,34,-0.7769,71,0.44278,50,-0.1269
ENSG00000116649,SRM,38,-0.6992,80,0.78376,66,0.16101,40,-0.6149,34,-0.9375
ENSG00000171824,EXOSC10,38,0.81010,23,-0.0016,25,0.12572,22,-0.1176,15,-0.7421
ENSG00000198793,MTOR,38,0.01217,60,1.36324,19,-1.1390,33,-0.2081,14,-1.5659
ENSG00000116661,FBXO2,38,-2.8075,392,1.37551,125,-1.1545,348,0.56113,134,-1.0325
ENSG00000132879,FBXO44,38,-1.3562,154,1.55701,58,-0.7859,37,-1.4077,60,-0.7523
ENSG00000011021,CLCN6,38,-1.3157,115,0.64879,107,0.31961,73,-0.3412,57,-0.7710
ENSG00000116685,KIAA2013,411,2.90402,38,-1.7116,99,0.16626,79,-0.2153,31,-1.7227
ENSG00000083444,PLOD1,38,-0.0585,45,0.33043,42,0.09292,60,0.66639,17,-1.3884
ENSG00000116688,MFN2,38,-1.4768,138,0.87735,94,-0.1071,72,-0.5226,76,-0.4918
ENSG00000048707,VPS13D,38,-0.3217,51,0.18979,46,-0.0502,56,0.27347,41,-0.2518
ENSG00000162496,DHRS3,38,0.76337,20,-0.4102,8,-1.7161,76,2.03097,15,-0.8172
ENSG00000116731,PRDM2,403,3.24082,29,-1.9076,74,-0.0908,30,-1.4744,42,-1.0417
ENSG00000189337,KAZN,38,-0.9201,63,-0.2044,127,1.20737,53,-0.4124,47,-0.6801
ENSG00000142634,EFHD2,419,2.95174,88,-0.0743,14,-2.9081,47,-1.0001,29,-1.8423
ENSG00000116138,DNAJC16,38,0.61133,29,0.21274,24,-0.1163,14,-0.9573,23,-0.2121
ENSG00000116786,PLEKHM2,38,-0.0990,56,0.88734,15,-1.5892,17,-1.3060,48,0.28986
ENSG00000065526,SPEN,38,-0.1026,32,-0.5042,54,0.52413,50,0.31823,41,0.00331
ENSG00000185519,FAM131C,38,-0.3022,26,-1.2095,96,1.48363,47,0.02403,42,-0.1817
ENSG00000037637,FBXO42,38,0.38975,39,0.72185,30,0.02593,6,-2.2617,18,-0.8247
ENSG00000055070,SZRD1,38,0.09534,33,-0.2066,33,-0.1440,61,0.87140,31,-0.2440
ENSG00000219481,NBPF1,38,-0.2802,33,-0.7279,93,1.44071,56,0.31756,23,-1.1180
ENSG00000159363,ATP13A2,38,-2.3034,316,1.94980,92,-1.0944,100,-0.8764,84,-1.2386
ENSG00000117118,SDHB,38,-1.0353,111,1.12153,40,-1.0688,79,0.07944,54,-0.5586
ENSG00000117115,PADI2,38,-2.1930,20,-3.6243,422,2.10595,267,0.82080,197,0.35731
ENSG00000179051,RCC2,38,0.37702,33,0.24426,41,0.55119,26,-0.2616,12,-1.5287
ENSG00000074964,ARHGEF10L,38,0.67129,29,0.34457,7,-1.9640,53,1.24913,15,-0.8463
ENSG00000127463,EMC1,38,-0.2598,67,1.11121,18,-1.4640,12,-1.9485,48,0.12149
ENSG00000053372,MRTO4,38,0.16980,46,0.79179,8,-2.3076,33,-0.0619,36,0.07849
ENSG00000053371,AKR7A2,38,-0.7295,68,0.26139,66,0.13220,71,0.24083,49,-0.3719
ENSG00000077549,CAPZB,38,-2.4768,240,0.50135,229,0.27473,181,-0.1411,169,-0.2756
ENSG00000173436,MICOS10,38,-2.5570,260,0.57605,241,0.26883,278,0.46698,123,-0.8965
ENSG00000158747,NBL1,38,-1.7128,206,1.79704,50,-1.4030,57,-1.1105,78,-0.6994
ENSG00000162545,CAMK2N1,726,0.62798,435,-0.2982,633,0.45703,385,-0.3997,418,-0.3007
ENSG00000090432,MUL1,38,0.28985,42,0.71186,17,-1.0545,25,-0.3745,27,-0.2666
ENSG00000183114,FAM43B,38,0.32682,57,1.98893,6,-2.5130,6,-2.3707,14,-1.3565
ENSG00000158828,PINK1,735,1.09436,501,0.71652,185,-1.2196,215,-0.8979,253,-0.7139
ENSG00000244038,DDOST,38,0.75541,27,0.32172,19,-0.4044,33,0.50613,11,-1.2964
ENSG00000127483,HP1BP3,377,1.36988,158,-0.1519,139,-0.3404,139,-0.2993,130,-0.4556
ENSG00000075151,EIF4G3,378,1.57326,161,0.14088,134,-0.2250,57,-1.5099,86,-0.9566
ENSG00000076864,RAP1GAP,38,-1.1482,112,0.89645,103,0.44884,23,-1.8755,46,-0.9485
ENSG00000090686,USP48,38,-0.8640,59,-0.2719,103,0.82845,74,0.16674,56,-0.3039
ENSG00000070831,CDC42,772,1.25034,372,0.02051,445,0.34341,277,-0.4535,132,-1.6954
ENSG00000173372,C1QA,38,0.06593,23,-0.9429,5,-2.9258,193,3.29803,15,-1.4416
ENSG00000159189,C1QC,38,0.36976,22,-0.7013,6,-2.5000,122,2.56465,22,-0.5630
ENSG00000173369,C1QB,38,-0.5296,27,-1.4175,13,-2.2466,264,3.10221,51,-0.0872
ENSG00000004487,KDM1A,38,0.27359,46,0.96650,13,-1.4527,15,-1.1849,30,-0.1337
ENSG00000169641,LUZP1,412,3.09907,63,-0.6272,34,-1.4989,25,-1.8366,42,-1.1802
ENSG00000125944,HNRNPR,38,-1.0312,92,0.54818,45,-0.8662,96,0.41266,77,0.04782
ENSG00000142676,RPL11,38,-3.5030,337,-0.3952,406,0.02353,1060,1.69075,376,-0.1175
ENSG00000057757,PITHD1,38,-2.9459,431,1.37343,251,-0.1391,149,-0.9325,153,-0.9808
ENSG00000011009,LYPLA2,417,4.20363,31,-1.3756,7,-3.3754,23,-1.5080,19,-1.9033
ENSG00000117305,HMGCL,38,0.51401,23,-0.4035,47,1.03872,21,-0.4198,15,-0.9877
ENSG00000189266,PNRC2,38,-0.1374,43,0.07654,44,0.08497,42,-0.0012,39,-0.1302
ENSG00000188529,SRSF10,38,-0.1006,47,0.36959,27,-0.7293,60,0.63289,34,-0.3356
ENSG00000001461,NIPAL3,38,-1.7389,88,-0.6687,196,0.95556,66,-0.9261,174,0.71219
ENSG00000117602,RCAN3,38,0.14253,49,0.91367,40,0.25534,13,-1.4424,11,-1.8480
ENSG00000133226,SRRM1,413,2.45116,55,-1.4022,69,-0.7791,65,-0.8089,127,0.28780
ENSG00000169504,CLIC4,38,-0.8696,28,-1.7246,143,1.55632,138,1.21954,49,-0.5535
ENSG00000117614,SYF2,38,-0.6564,56,-0.0961,57,-0.0243,97,0.84128,54,-0.1230
ENSG00000117616,RSRP1,38,-0.0699,26,-0.9382,76,1.29199,48,0.29931,29,-0.5463
ENSG00000183726,TMEM50A,38,-1.0678,58,-0.6186,167,1.62600,82,0.12147,39,-1.1141
ENSG00000204178,MACO1,38,0.27756,40,0.58835,27,-0.2966,28,-0.2152,20,-0.8172
ENSG00000162430,SELENON,38,0.42477,19,-0.9200,23,-0.4220,73,1.56538,30,0.04431
ENSG00000117640,MTFR1L,38,-0.9472,96,0.84913,65,-0.1463,35,-1.0708,58,-0.3354
ENSG00000117632,STMN1,676,-0.5790,826,-0.3819,1842,1.27696,938,-0.0640,580,-0.8883
ENSG00000142684,ZNF593,38,-0.2537,52,0.36672,44,-0.0316,56,0.35882,29,-0.7263
ENSG00000142669,SH3BGRL3,38,-2.5802,295,0.91629,211,-0.0097,219,0.05405,129,-0.8440
ENSG00000117682,DHDDS,38,0.81171,37,1.33863,7,-1.8614,16,-0.5323,8,-1.6586
ENSG00000198830,HMGN2,38,-1.5551,94,-0.2753,141,0.53561,201,1.07181,81,-0.4683
ENSG00000117713,ARID1A,38,-0.6484,59,0.03303,89,0.82641,42,-0.4913,43,-0.5264
ENSG00000204160,ZDHHC18,38,0.30919,39,0.58258,36,0.23491,10,-1.6598,18,-0.9005
ENSG00000090273,NUDC,379,1.45377,168,0.08039,106,-0.7322,149,-0.1346,106,-0.7361
ENSG00000253368,TRNP1,38,-0.6811,106,1.88024,27,-1.3047,27,-1.1874,25,-1.4046
ENSG00000090020,SLC9A1,38,0.51167,39,0.95145,25,-0.2137,5,-2.3980,14,-1.1367
ENSG00000142784,WDTC1,38,-0.0440,40,0.07064,53,0.56631,23,-0.8544,32,-0.3620
ENSG00000186501,TMEM222,38,-0.9330,87,0.55862,76,0.15006,76,0.13414,43,-0.8243
ENSG00000158195,WASF2,38,-0.2627,14,-2.2384,50,0.19482,120,1.68708,69,0.81495
ENSG00000126705,AHDC1,38,0.43769,44,1.19536,16,-0.9933,25,-0.2343,9,-1.7973
ENSG00000126709,IFI6,268,0.32982,305,0.91815,95,-1.3967,282,0.41005,114,-1.0972
ENSG00000117758,STX12,38,-1.7723,151,0.54771,140,0.24298,116,-0.0827,93,-0.4834
ENSG00000117751,PPP1R8,38,0.60523,23,-0.3065,25,-0.0951,21,-0.3697,31,0.30780
ENSG00000117748,RPA2,38,0.24678,50,1.19571,14,-1.3997,29,-0.1789,17,-1.1176
ENSG00000126698,DNAJC8,349,1.42844,160,0.14037,93,-0.8288,136,-0.1708,100,-0.7044
ENSG00000130770,ATP5IF1,730,0.74672,639,0.87700,303,-0.7356,348,-0.4537,201,-1.3943
ENSG00000198492,YTHDF2,38,-0.9031,111,1.45460,30,-1.3919,27,-1.3963,58,-0.2860
ENSG00000116350,SRSF4,38,0.09607,43,0.48374,23,-0.7400,44,0.32345,29,-0.4017
ENSG00000116353,MECR,38,0.35225,41,0.75827,20,-0.6852,30,-0.0512,17,-0.9528
ENSG00000060656,PTPRU,38,0.02797,55,1.09132,33,-0.2112,12,-1.7512,19,-1.1406
ENSG00000162511,LAPTM5,38,-0.5314,28,-1.3215,37,-0.6277,207,2.48324,53,-0.0401
ENSG00000162512,SDC3,38,-0.8242,71,0.21914,48,-0.5360,134,1.21923,49,-0.4864
ENSG00000134644,PUM1,38,-1.6607,155,0.85461,98,-0.2549,55,-1.1131,112,-0.0236
ENSG00000060688,SNRNP40,38,0.32776,28,-0.2636,43,0.59731,24,-0.4028,26,-0.3018
ENSG00000121766,ZCCHC17,38,-1.6266,128,0.36604,141,0.44228,81,-0.4950,98,-0.2221
ENSG00000121769,FABP3,38,-1.2721,110,0.60843,88,0.01877,74,-0.2746,72,-0.3315
ENSG00000162517,PEF1,38,-0.8176,100,1.26818,48,-0.5183,21,-1.7089,46,-0.5833
ENSG00000084636,COL16A1,38,-0.5709,15,-2.4605,106,1.30545,57,0.04490,93,1.02772
ENSG00000121753,ADGRB2,38,-0.9821,106,1.09939,64,-0.2086,41,-0.8718,44,-0.8280
ENSG00000184007,PTP4A2,38,-2.9161,130,-1.4514,458,1.06897,294,0.15675,447,1.01238
ENSG00000121774,KHDRBS1,38,-1.6981,124,0.15336,190,0.95473,79,-0.6143,85,-0.5360
ENSG00000025800,KPNA6,38,-0.5646,61,0.25474,73,0.52758,29,-0.9985,46,-0.2926
ENSG00000084652,TXLNA,38,0.07030,34,-0.1670,38,0.04998,49,0.48508,33,-0.1605
ENSG00000084623,EIF3I,38,-1.5626,162,1.21265,66,-0.8140,113,0.09315,67,-0.7915
ENSG00000175130,MARCKSL1,38,-3.8889,86,-3.2188,1692,2.89932,597,0.22612,415,-0.3951
ENSG00000160058,BSDC1,38,-0.4331,64,0.62431,54,0.12029,32,-0.6952,35,-0.6278
ENSG00000176261,ZBTB8OS,38,0.23978,36,0.19413,32,-0.0352,35,0.09104,24,-0.5094
ENSG00000162521,RBBP4,38,-1.2641,96,0.24742,98,0.20812,102,0.25909,75,-0.2615
ENSG00000134684,YARS,38,-1.4427,139,0.97212,112,0.24408,50,-1.0294,56,-0.9586
ENSG00000116497,S100PBP,38,0.23012,37,0.30548,39,0.32022,27,-0.3208,19,-0.9667
ENSG00000160097,FNDC5,38,0.26468,49,1.19046,19,-0.8539,6,-2.4649,22,-0.6480
ENSG00000121900,TMEM54,38,0.17950,34,-0.0146,21,-0.8443,73,1.28518,26,-0.4428
ENSG00000116514,RNF19B,38,0.55004,42,1.26869,5,-2.4646,22,-0.3559,16,-0.8668
ENSG00000004455,AK2,38,-0.1050,33,-0.4509,48,0.27964,56,0.52371,42,0.07089
ENSG00000134686,PHC2,38,-0.7578,61,-0.0443,78,0.41057,77,0.34122,54,-0.2581
ENSG00000163866,SMIM12,38,-0.7184,87,1.01162,36,-0.8990,75,0.34051,37,-0.8501
ENSG00000116560,SFPQ,773,2.57168,126,-0.9252,131,-0.6731,166,-0.2479,117,-0.8571
ENSG00000146463,ZMYM4,38,-0.0601,46,0.39080,23,-0.9049,53,0.47929,37,-0.1356
ENSG00000142687,KIAA0319L,38,-0.7171,79,0.69856,44,-0.5648,51,-0.2755,57,-0.1072
ENSG00000020129,NCDN,384,0.38634,500,1.53948,150,-1.1872,75,-2.1251,136,-1.3414
ENSG00000126067,PSMB2,399,1.38911,203,0.34691,152,-0.2632,130,-0.4875,61,-1.7337
ENSG00000142686,C1orf216,38,-0.5573,91,1.58617,38,-0.6035,10,-2.5794,28,-1.1161
ENSG00000092847,AGO1,38,0.24846,24,-0.6598,53,0.91945,35,0.08596,26,-0.3910
ENSG00000126070,AGO3,38,0.09648,15,-1.7072,64,1.12093,54,0.66817,40,0.19070
ENSG00000116863,ADPRHL2,38,0.68023,27,0.20741,24,-0.0904,19,-0.3938,18,-0.5507
ENSG00000054116,TRAPPC3,38,-0.7123,76,0.59842,74,0.37708,36,-0.7832,39,-0.7628
ENSG00000116871,MAP7D1,38,-2.5985,220,0.05988,311,0.71080,245,0.21612,179,-0.3153
ENSG00000054118,THRAP3,38,-0.8807,68,0.02341,58,-0.2692,93,0.51424,78,0.26026
ENSG00000181817,LSM10,38,-0.0583,64,1.41678,20,-1.1330,31,-0.3750,16,-1.4836
ENSG00000116898,MRPS15,38,-0.4930,77,1.10515,33,-0.7955,41,-0.4014,35,-0.6901
ENSG00000163875,MEAF6,38,-1.5428,145,0.89167,120,0.23871,73,-0.5588,59,-0.9813
ENSG00000185090,MANEAL,423,3.54608,60,-0.4825,10,-3.1292,25,-1.6815,19,-2.2204
ENSG00000197982,C1orf122,738,1.49761,217,-0.7690,368,0.32631,358,0.23841,193,-0.8014
ENSG00000183431,SF3A3,38,0.26088,40,0.56662,22,-0.6742,42,0.39639,20,-0.8385
ENSG00000183520,UTP11,38,0.05462,41,0.25583,52,0.63720,39,0.10465,12,-1.8080
ENSG00000116954,RRAGC,38,-1.1054,98,0.59259,105,0.55282,44,-0.8952,49,-0.8090
ENSG00000174574,AKIRIN1,38,-1.6707,144,0.59799,133,0.28058,137,0.29257,63,-0.9973
ENSG00000168653,NDUFS5,303,-0.3314,481,0.67246,327,-0.2359,414,0.16469,220,-0.9042
ENSG00000127603,MACF1,38,-2.1872,139,-0.3522,213,0.51350,235,0.60550,183,0.21978
ENSG00000090621,PABPC4,38,-0.9409,45,-0.9510,81,0.25094,157,1.36652,83,0.31232
ENSG00000116983,HPCAL4,394,1.79347,153,0.18843,88,-0.8085,79,-0.9050,77,-1.0267
ENSG00000084072,PPIE,38,-0.0183,33,-0.3280,64,0.98104,44,0.21213,21,-1.0189
ENSG00000168389,MFSD2A,38,0.53162,16,-1.0831,13,-1.2011,81,1.89945,32,0.26611
ENSG00000131236,CAP1,38,-1.8580,155,0.46100,172,0.52426,140,0.12111,77,-0.8819
ENSG00000131238,PPT1,361,1.62337,137,-0.0659,133,-0.1104,119,-0.2728,59,-1.4536
ENSG00000084073,ZMPSTE24,38,-0.6973,74,0.53956,79,0.51195,36,-0.7678,36,-0.8789
ENSG00000049089,COL9A2,38,-0.8000,12,-3.0007,162,2.01386,69,0.12378,81,0.43598
ENSG00000084070,SMAP2,38,-1.3675,131,0.93042,69,-0.5121,79,-0.2538,77,-0.3419
ENSG00000117016,RIMS3,411,2.35407,129,0.33979,51,-1.3305,11,-3.4204,45,-1.5349
ENSG00000198815,FOXJ3,38,-0.2667,52,0.36789,54,0.32349,28,-0.7379,34,-0.4772
ENSG00000177181,RIMKLA,38,-0.2408,69,1.25815,15,-1.7524,6,-2.8415,48,0.13273
ENSG00000127125,PPCS,38,-0.3894,58,0.43331,51,0.08341,60,0.32040,28,-0.9185
ENSG00000065978,YBX1,38,-1.1492,49,-1.0635,126,0.85186,198,1.53917,63,-0.4418
ENSG00000164008,C1orf50,38,0.65942,33,0.72270,25,-0.0357,13,-1.0435,10,-1.5304
ENSG00000177868,SVBP,38,0.34563,33,0.16905,34,0.17561,27,-0.2081,21,-0.6198
ENSG00000117394,SLC2A1,38,-1.3892,70,-0.6719,79,-0.3225,258,1.74497,107,0.22672
ENSG00000117395,EBNA1BP2,38,-0.6228,81,0.97510,44,-0.4315,65,0.20237,27,-1.2390
ENSG00000179178,TMEM125,38,-1.1312,8,-3.9208,241,2.60206,46,-0.8397,99,0.40167
ENSG00000066322,ELOVL1,38,-2.2619,23,-3.5166,533,2.73303,135,-0.3651,186,0.16171
ENSG00000159479,MED8,420,4.23419,31,-1.4169,18,-1.9738,11,-2.6140,14,-2.3723
ENSG00000142949,PTPRF,38,-1.5374,129,0.54127,110,0.09349,108,0.04843,82,-0.4239
ENSG00000126091,ST3GAL3,38,0.13731,45,0.67835,29,-0.3146,12,-1.6401,30,-0.2557
ENSG00000117408,IPO13,38,-1.0676,29,-1.8881,162,1.54274,82,0.12139,102,0.54882
ENSG00000117410,ATP6V0B,384,-0.3233,673,0.99560,479,0.02751,244,-1.0220,218,-1.2889
ENSG00000117411,B4GALT2,38,-0.6377,55,-0.0979,79,0.59238,57,-0.0102,51,-0.2228
ENSG00000196517,SLC6A9,38,-0.4513,22,-1.6401,117,1.75287,70,0.52163,39,-0.4599
ENSG00000178028,DMAP1,406,3.44836,39,-1.2838,42,-0.9665,26,-1.5835,32,-1.3774
ENSG00000117419,ERI3,38,-2.1826,292,1.96680,66,-1.4785,70,-1.2961,103,-0.7705
ENSG00000187147,RNF220,38,-1.9255,133,-0.0501,202,0.75569,69,-1.0432,157,0.27236
ENSG00000142937,RPS8,38,-4.0239,432,-0.6170,699,0.37739,1329,1.45181,604,0.10588
ENSG00000070785,EIF2B3,38,0.07655,56,1.25547,16,-1.3767,26,-0.5485,22,-0.8398
ENSG00000126088,UROD,38,-1.3111,119,0.74924,88,-0.0329,95,0.08422,57,-0.7816
ENSG00000117450,PRDX1,209,-1.4103,612,0.41427,618,0.31677,696,0.47345,308,-0.8975
ENSG00000117448,AKR1A1,38,-0.3535,46,-0.0880,36,-0.5144,104,1.30861,41,-0.2898
ENSG00000132780,NASP,38,-0.3014,23,-1.4354,44,-0.0771,79,0.88419,83,1.15601
ENSG00000159592,GPBP1L1,423,3.38227,36,-1.5642,38,-1.1888,76,-0.0518,32,-1.4531
ENSG00000086015,MAST2,38,0.18313,50,1.10569,25,-0.5559,7,-2.3216,22,-0.7218
ENSG00000117461,PIK3R3,410,3.57274,51,-0.7551,15,-2.4580,19,-1.9778,27,-1.5927
ENSG00000085998,POMGNT1,38,-1.1670,55,-0.8363,177,1.61485,63,-0.3954,69,-0.2933
ENSG00000132128,LRRC41,38,-0.1243,50,0.46230,50,0.34866,52,0.36226,13,-1.9121
ENSG00000173660,UQCRH,399,0.14626,543,1.13880,206,-0.9727,310,-0.2565,178,-1.2088
ENSG00000117480,FAAH,38,0.01199,29,-0.5920,55,0.69273,42,0.17691,37,-0.0619
ENSG00000123472,ATPAF1,38,-1.6982,163,0.92033,120,0.05014,107,-0.1286,64,-0.9992
ENSG00000159658,EFCAB14,38,-1.1922,55,-0.8925,147,1.13568,116,0.54021,81,-0.0386
ENSG00000162368,CMPK1,38,-2.1197,246,1.38235,76,-1.1839,112,-0.5134,131,-0.2981
ENSG00000162374,ELAVL4,1176,2.82091,297,0.26206,53,-2.5823,37,-2.9574,82,-1.9257
ENSG00000185104,FAF1,38,-0.0282,53,0.81730,33,-0.2945,29,-0.4802,23,-0.8953
ENSG00000123091,RNF11,399,0.53917,400,0.91796,212,-0.5232,137,-1.1418,154,-1.0547
ENSG00000085831,TTC39A,38,0.36453,56,2.06341,11,-1.5806,3,-3.4186,7,-2.2021
ENSG00000085832,EPS15,38,-1.9977,152,0.16560,211,0.74521,165,0.23676,95,-0.6919
ENSG00000117859,OSBPL9,38,-0.0177,36,-0.1630,55,0.65670,19,-1.0746,38,-0.0447
ENSG00000078618,NRDC,38,-1.1027,119,1.21141,40,-1.1122,62,-0.3546,63,-0.3888
ENSG00000169213,RAB3B,38,-1.7412,202,1.63316,77,-0.7491,27,-2.2634,85,-0.5987
ENSG00000117862,TXNDC12,38,0.32848,35,0.26148,37,0.29141,28,-0.1470,17,-1.0473
ENSG00000134717,BTF3L4,38,-1.0851,110,0.98173,92,0.32116,33,-1.2950,39,-1.1604
ENSG00000157077,ZFYVE9,422,3.55570,47,-0.9724,14,-2.6446,21,-1.8718,41,-0.9864
ENSG00000134748,PRPF38A,38,0.76042,13,-1.2938,22,-0.1754,24,0.03077,42,1.07269
ENSG00000134744,TUT4,38,0.43916,33,0.29136,8,-2.0373,27,-0.0908,39,0.54963
ENSG00000162378,ZYG11B,38,-1.7576,178,1.09600,132,0.15617,20,-2.6647,88,-0.5547
ENSG00000116171,SCP2,38,-1.4960,105,0.08724,109,0.12700,164,0.79024,87,-0.2685
ENSG00000162384,CZIB,38,-0.0813,48,0.43201,17,-1.4562,54,0.46286,43,0.13277
ENSG00000162385,MAGOH,38,0.16662,44,0.61699,34,-0.0429,21,-0.7298,21,-0.8009
ENSG00000157193,LRP8,38,0.29931,51,1.41485,10,-1.8956,32,0.03400,12,-1.6318
ENSG00000058799,YIPF1,38,0.65567,29,0.29644,25,-0.0112,26,0.03032,13,-1.1666
ENSG00000081870,HSPB11,38,0.31407,34,0.16865,39,0.37850,32,0.01150,16,-1.1026
ENSG00000116209,TMEM59,38,-3.1267,287,-0.1665,600,1.35522,290,-0.0947,201,-0.7364
ENSG00000116221,MRPL37,38,-0.3671,73,1.18214,18,-1.6175,27,-0.8717,45,-0.1289
