Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000130770,ATP5IF1,215,-0.5774,538,1.00584,337,0.16384,98,-1.9884,543,1.02260,315,0.04719
ENSG00000134644,PUM1,133,-1.0223,292,0.25370,208,-0.3145,134,-1.1487,543,1.41928,315,0.38820
ENSG00000121766,ZCCHC17,150,-0.7217,174,-0.4898,258,0.16700,99,-1.5401,543,1.57121,315,0.51512
ENSG00000184007,PTP4A2,103,-1.8832,492,0.62747,44,-3.1310,451,0.59110,543,0.80943,315,-0.1411
ENSG00000175130,MARCKSL1,74,-3.2151,2513,3.15962,54,-3.6634,350,-1.0002,543,-0.1660,315,-1.0370
ENSG00000116560,SFPQ,308,0.27863,363,0.56834,96,-1.5891,104,-1.6448,543,1.33434,315,0.31631
ENSG00000020129,NCDN,42,-2.6622,249,0.08048,422,1.03114,45,-2.7983,543,1.54016,315,0.48936
ENSG00000126067,PSMB2,87,-1.5372,189,-0.3251,374,0.85991,51,-2.5617,543,1.60814,315,0.54563
ENSG00000116871,MAP7D1,263,-0.4645,529,0.72922,518,0.69170,137,-1.6621,543,0.77844,315,-0.1687
ENSG00000197982,C1orf122,299,-1.3377,805,0.26231,268,-1.5010,225,-1.9627,543,-0.3972,2469,2.64575
ENSG00000168653,NDUFS5,575,0.80732,467,0.43030,303,-0.3025,172,-1.3578,543,0.69973,315,-0.2392
ENSG00000127603,MACF1,686,1.18155,468,0.46704,72,-2.4889,208,-1.0028,543,0.73459,315,-0.2080
ENSG00000131236,CAP1,53,-2.4294,335,0.46990,253,-0.0163,143,-1.0605,543,1.38775,315,0.36159
ENSG00000117394,SLC2A1,380,0.74798,119,-1.1763,55,-2.3405,162,-0.7986,543,1.44664,315,0.41122
ENSG00000066322,ELOVL1,138,-1.1009,690,1.74659,1,-7.9743,117,-1.5214,543,1.23886,315,0.23473
ENSG00000142949,PTPRF,185,-0.4892,371,0.69787,126,-1.0870,101,-1.6071,543,1.44004,315,0.40567
ENSG00000117410,ATP6V0B,160,-2.3983,687,-0.1383,921,0.36012,117,-3.0868,543,-0.5226,2680,2.65829
ENSG00000117419,ERI3,94,-1.4543,18,-3.9118,494,1.35715,93,-1.6536,543,1.55521,315,0.50186
ENSG00000187147,RNF220,107,-1.3738,359,0.60112,292,0.23399,82,-1.9785,543,1.39506,315,0.36777
ENSG00000142937,RPS8,1698,1.01069,1572,0.86369,493,-1.0796,1066,0.20562,543,-0.9302,315,-1.7660
ENSG00000117450,PRDX1,1042,-0.1076,870,-0.4033,770,-0.6007,294,-2.2885,4191,2.80970,315,-1.9786
ENSG00000173660,UQCRH,388,-0.0223,562,0.62529,556,0.60314,193,-1.2916,543,0.56141,315,-0.3640
ENSG00000162368,CMPK1,216,-0.1399,131,-0.9450,288,0.34771,75,-1.9762,543,1.56337,315,0.50862
ENSG00000162374,ELAVL4,5,-6.2197,143,-1.3034,1129,2.57795,63,-2.7454,543,0.92223,315,-0.0410
ENSG00000123091,RNF11,268,-1.3373,417,-0.6439,720,0.25859,130,-2.6411,543,-0.2172,2122,2.52641
ENSG00000085832,EPS15,302,0.32042,243,-0.0505,231,-0.1373,59,-2.4483,543,1.42720,315,0.39487
ENSG00000169213,RAB3B,78,-1.9525,154,-0.9167,606,1.47948,105,-1.6838,543,1.25379,315,0.24754
ENSG00000162378,ZYG11B,115,-1.2309,244,-0.0332,377,0.72556,75,-2.0854,543,1.43668,315,0.40284
ENSG00000116209,TMEM59,342,-0.0894,933,1.81547,208,-0.8896,91,-2.3611,543,0.71771,315,-0.2231
ENSG00000116133,DHCR24,55,-3.2203,1431,2.29233,327,-0.5380,255,-1.0675,543,0.30351,315,-0.5987
ENSG00000162407,PLPP3,449,0.83296,226,-0.3570,14,-4.4903,207,-0.5813,543,1.19972,315,0.20107
ENSG00000162599,NFIA,1089,1.99449,44,-3.3182,77,-2.5169,329,-0.3286,543,0.57616,315,-0.3507
ENSG00000116675,DNAJC6,70,-2.6587,682,0.99052,886,1.52078,121,-2.0405,543,0.56869,315,-0.3565
ENSG00000142864,SERBP1,254,0.05150,263,0.11192,113,-1.2443,117,-1.3421,543,1.46482,315,0.42647
ENSG00000116754,SRSF11,311,0.25074,183,-0.6265,148,-0.9587,189,-0.6650,543,1.28528,315,0.27449
ENSG00000172260,NEGR1,163,-0.8338,341,0.37893,425,0.77421,63,-2.4914,543,1.24729,315,0.24196
ENSG00000137941,TTLL7,104,-1.4919,370,0.56507,202,-0.4570,168,-0.8677,543,1.29219,315,0.28039
ENSG00000142875,PRKACB,275,-0.7852,908,1.29606,780,0.99726,151,-1.8939,543,0.33498,315,-0.5707
ENSG00000153904,DDAH1,436,0.79770,22,-3.8166,280,0.01839,171,-0.8973,543,1.22167,315,0.21997
ENSG00000183291,SELENOF,199,-0.3519,365,0.69111,184,-0.4768,58,-2.4617,543,1.46365,315,0.42549
ENSG00000122406,RPL5,1620,1.56306,892,0.41443,403,-0.8954,567,-0.4120,543,-0.4218,315,-1.2791
ENSG00000134243,SORT1,200,-0.9864,1033,1.99930,155,-1.3813,167,-1.4215,543,0.67626,315,-0.2603
ENSG00000134202,GSTM3,454,-0.2767,126,-2.2564,255,-1.1922,74,-3.2679,543,0.02175,2225,3.12676
ENSG00000168710,AHCYL1,2036,2.68568,22,-4.8554,95,-2.7495,461,-0.3861,543,-0.0568,315,-0.9345
ENSG00000116459,ATP5PB,287,0.33408,146,-0.7852,221,-0.1137,71,-2.0851,543,1.55054,315,0.49799
ENSG00000009307,CSDE1,643,0.56625,655,0.60038,519,0.18918,286,-0.9004,543,0.26789,315,-0.6325
ENSG00000163399,ATP1A1,71,-2.6681,213,-1.0132,1461,2.71327,96,-2.4312,543,0.53162,315,-0.3911
ENSG00000198162,MAN1A2,417,0.36808,587,0.99209,50,-2.9287,222,-0.7853,543,0.84497,315,-0.1095
ENSG00000092621,PHGDH,790,1.90029,227,-0.4279,5,-5.9693,89,-2.0742,543,1.10350,315,0.11778
ENSG00000178104,PDE4DIP,451,1.03825,80,-1.8147,150,-0.8470,115,-1.4168,543,1.40765,315,0.37840
ENSG00000159164,SV2A,69,-2.4466,481,0.62418,762,1.52114,91,-2.2416,543,0.84591,315,-0.1086
ENSG00000266472,MRPS21,238,-0.3318,429,0.67550,357,0.34955,78,-2.2667,543,1.12267,315,0.13443
ENSG00000213190,MLLT11,307,0.00619,227,-0.4908,626,1.30611,62,-2.6879,543,1.02470,315,0.04903
ENSG00000159377,PSMB4,399,0.40533,408,0.44582,380,0.32152,80,-2.3457,543,0.96890,315,5.61664
ENSG00000197747,S100A10,624,1.54022,42,-2.8655,336,0.36046,24,-3.9308,543,1.25271,315,0.24661
ENSG00000197956,S100A6,1076,1.69509,467,0.10830,426,-0.0462,120,-2.2317,543,0.36745,315,-0.5409
ENSG00000189171,S100A13,469,0.69315,295,-0.1120,66,-2.4312,260,-0.3778,543,0.96857,315,-0.0002
ENSG00000177954,RPS27,3644,1.79542,1334,-0.1042,590,-1.3995,1757,0.45077,543,-1.5277,315,-2.3462
ENSG00000143549,TPM3,248,-0.1990,357,0.41926,237,-0.2761,129,-1.3978,543,1.20228,315,0.20328
ENSG00000160710,ADAR,473,0.65522,224,-0.6051,385,0.29054,167,-1.2179,543,0.91078,315,-0.0495
ENSG00000143603,KCNN3,437,1.16502,33,-2.9512,7,-5.1803,134,-0.9904,543,1.61670,315,0.55269
ENSG00000163346,PBXIP1,570,1.47552,64,-2.1624,45,-2.6849,130,-1.2334,543,1.37351,315,0.34954
ENSG00000163463,KRTCAP2,268,0.21351,220,-0.1138,108,-1.2553,99,-1.5479,543,1.55223,315,0.49939
ENSG00000116539,ASH1L,88,-1.5708,433,1.07390,94,-1.4683,96,-1.6075,543,1.53280,315,0.48324
ENSG00000132718,SYT11,509,0.18669,780,0.95623,561,0.35636,242,-1.1634,543,0.29800,315,-0.6048
ENSG00000160781,PAQR6,592,0.06367,414,-0.5274,62,-3.3999,1033,1.42281,543,-0.0824,315,-0.9585
ENSG00000125462,C1orf61,1984,2.11541,355,-1.0349,173,-2.1307,679,0.01057,543,-0.3611,315,-1.2215
ENSG00000132702,HAPLN2,1,-8.0027,998,2.41887,0,-8.8506,129,-1.5205,543,1.04915,315,0.07041
ENSG00000132692,BCAN,541,1.36784,11,-4.7485,47,-2.6250,170,-0.7741,543,1.37543,315,0.35117
ENSG00000162706,CADM3,183,-0.5332,109,-1.3462,459,1.06492,82,-1.9640,543,1.40342,315,0.37483
ENSG00000177807,KCNJ10,488,0.69079,660,1.26995,0,-8.9684,147,-1.4468,543,0.88995,315,-0.0696
ENSG00000018625,ATP1A2,2385,2.53713,122,-2.6889,161,-2.2779,651,-0.1244,543,-0.4019,336,-1.1599
ENSG00000162734,PEA15,1961,1.17513,2145,1.35653,658,-0.7210,774,-0.5391,543,-1.0238,315,-1.8564
ENSG00000143256,PFDN2,30,-3.2931,442,0.93806,281,0.12922,107,-1.5915,543,1.34364,315,0.32421
ENSG00000143252,SDHC,318,0.46848,164,-0.6374,215,-0.1999,71,-2.1295,543,1.49546,315,0.45211
ENSG00000143248,RGS5,154,-0.5328,48,-2.3292,22,-3.4612,207,-0.0629,543,1.76956,315,0.67737
ENSG00000143198,MGST3,296,-0.4903,931,1.58461,381,-0.0774,163,-1.5969,543,0.53486,315,-0.3881
ENSG00000143153,ATP1B1,444,-1.8159,1986,0.60207,4527,2.35413,283,-2.7105,543,-1.5116,1771,0.39735
ENSG00000075945,KIFAP3,124,-1.2965,240,-0.2582,651,1.57545,43,-3.0994,543,1.20000,315,0.20132
ENSG00000117523,PRRC2C,380,0.03644,245,-0.6786,303,-0.3360,408,0.19097,543,0.66046,315,-0.2745
ENSG00000197959,DNM3,178,-0.5613,396,0.80061,215,-0.2610,56,-2.5414,543,1.41820,315,0.38729
ENSG00000117592,PRDX6,1187,2.20027,64,-2.7937,206,-1.0309,210,-1.1398,543,0.57122,315,-0.3551
ENSG00000234741,GAS5,177,-0.5732,292,0.25270,60,-2.2188,186,-0.5740,543,1.41866,315,0.38767
ENSG00000116161,CACYBP,399,0.46826,467,0.75340,306,0.01352,49,-3.0472,543,1.03836,315,0.06097
ENSG00000116147,TNR,420,0.98061,89,-1.5829,43,-2.6578,142,-0.9857,543,1.49825,315,0.45445
ENSG00000135821,GLUL,1188,0.83014,999,0.51322,335,-1.2754,909,0.42681,543,-0.5147,315,-1.3669
ENSG00000162704,ARPC5,18,-5.1723,366,-0.7206,353,-0.7805,93,-3.0211,543,-0.0810,2523,3.36538
ENSG00000118200,CAMSAP2,163,-2.5637,145,-2.7284,439,-1.0640,92,-3.6327,543,-0.7290,4470,4.18244
ENSG00000116857,TMEM9,171,-0.7259,286,0.11329,394,0.67596,81,-2.0631,543,1.29162,315,0.27991
ENSG00000159176,CSRP1,1061,1.62588,428,-0.0689,119,-2.0618,328,-0.5895,543,0.33655,315,-0.5693
ENSG00000198892,SHISA4,126,-0.9442,292,0.44092,116,-1.0730,95,-1.5524,543,1.64793,315,0.57836
ENSG00000170075,GPR37L1,705,1.50116,121,-1.5139,73,-2.2743,220,-0.6715,543,0.97595,315,0.00625
ENSG00000143862,ARL8A,1,-7.9068,556,1.22558,334,0.28437,116,-1.5885,543,1.17733,315,0.18176
ENSG00000058668,ATP2B4,304,0.32628,294,0.26454,197,-0.4009,54,-2.6157,543,1.41765,315,0.38683
ENSG00000163531,NFASC,134,-2.0912,344,-0.6417,149,-1.9281,151,-2.1040,543,0.10982,2090,3.08821
ENSG00000184144,CNTN2,1,-8.3930,1270,2.34251,42,-3.4320,300,-0.5327,543,0.54732,315,-0.3768
ENSG00000117266,CDK18,1,-7.9400,864,2.15138,4,-6.3380,151,-1.1894,543,1.13057,315,0.14129
ENSG00000069275,NUCKS1,1015,0.67295,1234,1.04135,464,-0.6487,630,-0.1802,543,-0.3965,315,-1.2550
ENSG00000117691,NENF,327,-0.2163,643,0.97722,265,-0.5559,255,-0.7136,543,0.66031,315,-0.2747
ENSG00000154380,ENAH,336,-0.7328,214,-1.4342,203,-1.5122,124,-2.4632,543,0.05228,2141,3.05405
ENSG00000143742,SRP9,437,0.61481,577,1.13702,123,-1.4580,77,-2.3606,543,1.01841,315,0.04352
ENSG00000163041,H3F3A,759,0.00489,589,-0.4135,57,-3.9282,231,-2.0606,543,-0.5447,2886,2.84333
ENSG00000143799,PARP1,214,-0.2149,246,0.01499,127,-1.0437,129,-1.1555,543,1.48668,315,0.44477
ENSG00000143772,ITPKB,486,1.03350,118,-1.3318,90,-1.7507,178,-0.7968,543,1.25198,315,0.24599
ENSG00000143776,CDC42BPA,163,-0.5465,200,-0.2179,141,-0.7748,116,-1.2318,543,1.63004,315,0.56366
ENSG00000143761,ARF1,374,0.09038,350,-0.0196,705,1.25194,96,-2.2431,543,0.74979,315,-0.1943
ENSG00000143774,GUK1,472,0.10336,864,1.20898,419,-0.0947,246,-1.0842,543,0.34575,315,-0.5608
ENSG00000168159,RNF187,384,0.30395,374,0.25642,426,0.48767,104,-1.9691,543,0.93107,315,-0.0332
ENSG00000135744,AGT,1349,2.38801,29,-4.0164,113,-2.0318,272,-0.7871,543,0.47035,315,-0.4468
ENSG00000119280,C1orf198,315,0.25275,545,1.26938,0,-8.6928,91,-1.9163,543,1.26229,315,0.25482
ENSG00000173726,TOMM20,222,-0.8200,532,0.64078,642,0.99006,162,-1.4699,543,0.67693,315,-0.2597
ENSG00000054267,ARID4B,189,-0.6320,476,0.95780,63,-2.3120,179,-0.8205,543,1.21597,315,0.21506
ENSG00000143702,CEP170,171,-0.7565,620,1.53302,125,-1.2366,64,-2.4531,543,1.25877,315,0.25180
ENSG00000153187,HNRNPU,574,0.74201,488,0.45224,327,-0.2315,191,-1.2285,543,0.64164,315,-0.2915
ENSG00000171863,RPS7,739,0.18455,703,0.10007,158,-2.2400,365,-1.0987,543,-0.3297,1766,1.88267
ENSG00000134313,KIDINS220,254,-1.3149,423,-0.5176,215,-1.5719,85,-3.1887,543,-0.1084,2450,3.19361
ENSG00000134308,YWHAQ,472,0.00383,853,1.06459,783,0.89920,167,-1.8300,543,0.24062,315,-0.6577
ENSG00000115756,HPCAL1,137,-1.1057,449,0.87749,409,0.70511,30,-3.5883,543,1.24602,315,0.24088
ENSG00000169006,NTSR2,386,0.92173,28,-3.1877,117,-1.0881,109,-1.3404,543,1.60967,315,0.54690
ENSG00000134324,LPIN1,311,0.39524,216,-0.2244,168,-0.6315,89,-1.8013,543,1.45296,315,0.41653
ENSG00000163032,VSNL1,111,-1.4714,572,1.30375,314,0.19607,53,-2.8021,543,1.19793,315,0.19953
ENSG00000143878,RHOB,1093,1.76230,479,0.17537,95,-2.3620,250,-1.0130,543,0.39153,315,-0.5188
ENSG00000084731,KIF3C,27,-3.3728,62,-2.1595,677,1.95684,49,-2.7179,543,1.46463,315,0.42632
ENSG00000084754,HADHA,317,0.31532,243,-0.1372,171,-0.7032,129,-1.3000,543,1.31796,315,0.30236
ENSG00000138029,HADHB,521,1.07043,186,-0.7059,100,-1.6573,171,-0.9587,543,1.15167,315,0.15957
ENSG00000157851,DPYSL5,1,-7.8400,589,1.44049,198,-0.5096,122,-1.4282,543,1.27177,315,0.26293
ENSG00000084764,MAPRE3,167,-0.9226,264,-0.1924,662,1.49257,61,-2.6762,543,1.08891,315,0.10509
ENSG00000213639,PPP1CB,365,-1.3669,423,-1.1428,392,-1.2570,135,-3.0874,4259,3.85328,315,-1.5930
ENSG00000119801,YPEL5,189,-0.4998,230,-0.1822,457,1.03556,30,-3.4976,543,1.37731,315,0.35276
ENSG00000119820,YIPF4,215,-0.2627,268,0.10749,165,-0.6838,127,-1.2414,543,1.41806,315,0.38717
ENSG00000115944,COX7A2L,75,-1.8367,245,0.02276,352,0.65432,82,-1.8954,543,1.49702,315,0.45341
ENSG00000138078,PREPL,341,-0.6035,794,0.84235,1147,1.57615,156,-2.0071,543,0.16307,315,-0.7295
ENSG00000116016,EPAS1,572,-0.5142,9,-6.5155,33,-4.7738,157,-2.7130,4232,4.34887,315,-1.4470
ENSG00000119729,RHOQ,112,-1.1227,93,-1.4064,342,0.73032,87,-1.6850,543,1.64849,315,0.57881
ENSG00000143933,CALM2,1722,-0.5120,3515,0.70367,2533,0.12588,503,-2.6176,4071,0.97901,3614,0.75496
ENSG00000115306,SPTBN1,1081,0.31697,420,-1.2179,824,-0.1436,577,-0.8301,543,-0.8177,2265,1.75534
ENSG00000115310,RTN4,994,-0.6663,3432,1.55077,2000,0.50456,567,-1.7173,543,-1.6052,2356,0.80282
ENSG00000143947,RPS27A,2176,0.89272,1301,-0.0185,355,-2.0532,1284,-0.0477,543,-1.4102,2263,0.96731
ENSG00000115355,CCDC88A,372,-0.3671,1045,1.50647,135,-1.9390,420,-0.1980,543,0.26669,315,-0.6336
ENSG00000014641,MDH1,221,-0.3525,347,0.40913,379,0.56185,56,-2.6877,543,1.24407,315,0.23920
ENSG00000115902,SLC1A4,194,-0.1864,9,-4.6962,262,0.32528,97,-1.4499,543,1.74031,315,0.65370
ENSG00000138071,ACTR2,234,-1.4176,356,-0.7681,203,-1.6366,92,-3.0376,543,-0.0826,2472,3.28409
ENSG00000115977,AAK1,91,-1.4713,218,-0.0774,272,0.29574,81,-1.8183,543,1.61874,315,0.55437
ENSG00000169564,PCBP1,303,0.03698,465,0.79218,259,-0.2265,95,-1.9773,543,1.08585,315,0.10242
ENSG00000204843,DCTN1,271,-0.1032,397,0.55104,332,0.24070,81,-2.1924,543,1.13893,315,0.14853
ENSG00000034510,TMSB10,1317,1.34097,395,-0.7664,1231,1.20438,316,-1.2633,543,-0.2562,315,-1.1221
ENSG00000168906,MAT2A,470,1.01454,132,-1.1264,242,-0.1615,81,-2.0588,543,1.29970,315,0.28681
ENSG00000068615,REEP1,53,-4.0682,17,-5.7205,645,-0.3213,65,-4.0405,4322,4.47952,315,-1.4487
ENSG00000115561,CHMP3,188,-0.2526,95,-1.3290,112,-1.0748,139,-0.8466,543,1.71792,315,0.63552
ENSG00000084090,STARD7,478,1.05820,169,-0.7273,164,-0.7749,92,-1.8485,543,1.30977,315,0.29539
ENSG00000144021,CIAO1,229,0.02275,180,-0.3814,145,-0.7277,86,-1.7027,543,1.64196,315,0.57346
ENSG00000135940,COX5B,671,0.15383,1443,1.60333,544,-0.1990,387,-0.8595,543,-0.2024,315,-1.0714
ENSG00000158417,EIF5B,633,0.50131,490,0.05845,352,-0.4887,491,0.07299,543,0.23287,315,-0.6648
ENSG00000170500,LONRF2,43,-3.7927,255,-1.1660,372,-0.5720,44,-4.0231,543,0.04787,2392,3.46027
ENSG00000071082,RPL31,1583,-0.3515,1764,-0.1734,220,-3.3479,898,-1.4060,3968,1.28988,4371,1.49040
ENSG00000071054,MAP4K4,250,-0.5648,249,-0.5685,7,-5.7173,552,1.01498,543,0.75776,315,-0.1872
ENSG00000135968,GCC2,237,0.00303,187,-0.3891,185,-0.4039,95,-1.6203,543,1.54395,315,0.49251
ENSG00000188177,ZC3H6,176,-0.3995,158,-0.5770,31,-3.0210,175,-0.4862,543,1.65891,315,0.58736
ENSG00000155368,DBI,1068,1.81112,305,-0.4970,244,-0.8517,208,-1.2484,543,0.47136,315,-0.4459
ENSG00000136717,BIN1,130,-1.2554,364,0.41375,307,0.11997,171,-0.9520,543,1.15724,315,0.16439
ENSG00000152082,MZT2B,503,0.92929,253,-0.2703,128,-1.3493,172,-1.0200,543,1.07721,316,0.09769
ENSG00000115762,PLEKHB2,160,-1.1594,501,0.72966,589,1.03398,103,-2.0322,543,0.87724,315,-0.0808
ENSG00000144224,UBXN4,372,0.29099,455,0.65003,150,-1.1821,180,-1.0265,543,0.97830,315,0.00832
ENSG00000115866,DARS,407,0.79805,202,-0.4077,164,-0.7429,89,-1.8594,543,1.36091,315,0.33887
ENSG00000169554,ZEB2,171,-0.9314,316,0.06058,0,-8.8594,393,0.54607,543,1.03530,315,0.05830
ENSG00000168280,KIF5C,275,-0.9865,1150,1.52393,345,-0.6265,459,-0.1941,543,0.11650,315,-0.7727
ENSG00000157827,FMNL2,192,-1.2068,1336,2.39564,0,-9.1275,235,-1.0184,543,0.49230,315,-0.4268
ENSG00000136541,ERMN,86,-2.4868,1130,1.87508,0,-9.3415,451,0.12183,543,0.41986,315,-0.4929
ENSG00000144283,PKP4,222,-0.7556,319,-0.1694,97,-2.0173,487,0.70243,543,0.75633,315,-0.1885
ENSG00000123636,BAZ2B,155,-0.5660,105,-1.1700,31,-2.9769,192,-0.2620,543,1.71479,315,0.63298
ENSG00000153253,SCN3A,35,-2.8498,151,-0.6432,405,1.06908,57,-2.3296,543,1.67141,315,0.59759
ENSG00000136531,SCN2A,165,-0.8492,391,0.58358,354,0.40661,94,-1.9114,543,1.20326,315,0.20412
ENSG00000138398,PPIG,428,0.42524,321,-0.0697,223,-0.6597,256,-0.5178,543,0.85572,315,-0.0999
ENSG00000077380,DYNC1I2,279,-0.8549,973,1.31817,189,-1.4582,507,0.13933,543,0.23375,315,-0.6640
ENSG00000128656,CHN1,1,-7.6677,263,0.15597,427,1.02960,65,-2.2404,543,1.51761,315,0.47060
ENSG00000154518,ATP5MC3,164,-0.8676,433,0.76008,360,0.42879,75,-2.2633,543,1.19241,315,0.19477
ENSG00000170144,HNRNPA3,414,-1.0887,242,-1.9072,180,-2.3502,140,-2.9425,4265,4.15700,315,-1.5077
ENSG00000061676,NCKAP1,419,0.54865,396,0.45030,305,0.00252,78,-2.3284,543,1.03137,315,0.05486
ENSG00000065548,ZC3H15,114,-1.4252,287,0.04568,455,0.86465,120,-1.5147,543,1.20675,315,0.20712
ENSG00000151690,MFSD6,75,-1.9680,551,1.36387,316,0.31724,18,-4.3141,543,1.33224,315,0.31452
ENSG00000115419,GLS,94,-1.4024,188,-0.3068,366,0.85074,38,-2.9519,543,1.64518,315,0.57610
ENSG00000144381,HSPD1,410,0.40016,350,0.12657,441,0.52765,107,-1.9330,543,0.91119,315,-0.0508
ENSG00000115541,HSPE1,432,0.59787,475,0.76751,209,-0.6239,86,-2.1954,543,1.02153,315,0.04625
ENSG00000082153,BZW1,274,0.14702,319,0.41231,219,-0.2288,44,-2.9053,543,1.41964,315,0.38851
ENSG00000115993,TRAK2,190,-1.8971,24,-4.9031,40,-4.1761,260,-1.5896,543,-0.2597,3126,3.82800
ENSG00000138443,ABI2,168,-0.6403,241,-0.0503,250,0.01104,110,-1.4546,543,1.44584,315,0.41055
ENSG00000023228,NDUFS1,347,-0.7969,269,-1.1980,225,-1.4694,60,-3.6745,543,-0.0739,2468,3.29678
ENSG00000114942,EEF1B2,446,0.12217,523,0.39966,308,-0.4903,384,-0.1536,543,0.46471,315,-0.4508
ENSG00000078018,MAP2,874,0.44991,700,0.06744,1312,1.21078,479,-0.6475,543,-0.3554,324,-1.1728
ENSG00000115414,FN1,345,0.80028,40,-2.6175,11,-4.5031,140,-0.8419,543,1.71426,315,0.63254
ENSG00000197756,RPL37A,3112,0.76793,2508,0.37889,494,-2.1959,2724,0.65795,2200,0.15247,316,-2.8567
ENSG00000144567,RETREG2,361,0.31873,347,0.25133,414,0.56008,58,-2.7526,543,1.06679,315,0.08581
ENSG00000127824,TUBA4A,28,-4.5855,352,-0.8318,591,0.01012,58,-3.7723,543,-0.1309,2481,3.18937
ENSG00000135924,DNAJB2,355,-0.0824,574,0.75707,500,0.50550,162,-1.4912,543,0.65344,315,-0.2809
