Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000189337,KAZN,62,-0.4847,62,-0.6127,38,-1.2220,117,0.53141,60,-0.5369,90,0.10058,206,1.56651
ENSG00000142634,EFHD2,51,-0.4097,44,-0.7992,29,-1.2877,27,-1.3931,60,-0.1600,90,0.50819,206,2.07573
ENSG00000116786,PLEKHM2,67,-0.2384,63,-0.4251,54,-0.5747,50,-0.6750,40,-1.0111,90,0.24669,206,1.74502
ENSG00000219481,NBPF1,50,-0.6850,41,-1.2081,28,-1.5348,173,1.41536,20,-2.0144,90,0.26266,206,1.76477
ENSG00000159363,ATP13A2,289,0.11058,499,1.67891,137,-1.0605,89,-1.7170,122,-1.2389,90,-1.6956,206,-0.4292
ENSG00000117118,SDHB,105,0.12542,96,-0.0221,28,-1.9011,53,-0.9341,102,0.08778,90,-0.1198,206,1.30411
ENSG00000117115,PADI2,9,-3.9892,25,-2.9688,175,0.35509,590,2.79437,122,-0.2354,90,-0.7059,206,0.63671
ENSG00000127463,EMC1,56,-0.3494,53,-0.5613,18,-2.0501,31,-1.2311,65,-0.0946,90,0.42741,206,1.97185
ENSG00000053371,AKR7A2,36,-1.3651,64,-0.6311,41,-1.1828,40,-1.2351,186,1.28743,90,0.03584,206,1.48865
ENSG00000077549,CAPZB,267,0.41595,265,0.56345,120,-0.8579,172,-0.3056,219,0.08439,90,-1.3000,206,-0.0097
ENSG00000173436,MICOS10,253,0.10717,296,0.51164,156,-0.6581,168,-0.5488,371,0.75174,90,-1.4991,206,-0.2217
ENSG00000158747,NBL1,155,-1.2246,237,-0.7158,76,-2.2762,74,-2.3210,158,-1.1877,1669,3.26932,206,-0.7826
ENSG00000162545,CAMK2N1,700,1.30500,262,-0.4661,356,0.12874,597,1.01027,227,-0.5893,90,-1.9910,206,-0.7385
ENSG00000158828,PINK1,542,0.65401,612,1.33107,194,-0.9957,114,-1.7969,312,-0.2572,90,-2.1483,206,-0.9020
ENSG00000127483,HP1BP3,221,0.83054,78,-1.0574,106,-0.3851,121,-0.1663,233,0.92864,90,-0.6359,206,0.71454
ENSG00000075151,EIF4G3,201,0.88507,107,-0.2194,78,-0.6655,68,-0.8853,106,-0.1805,90,-0.4457,206,0.92846
ENSG00000076864,RAP1GAP,207,0.13789,109,-1.0731,18,-3.5307,10,-4.3730,55,-1.8985,889,3.10119,206,0.13121
ENSG00000090686,USP48,94,0.33342,45,-1.0501,39,-1.0653,72,-0.1132,57,-0.4756,90,0.25667,206,1.75736
ENSG00000070831,CDC42,348,-0.1025,442,0.40204,101,-1.9964,368,-0.0084,262,-0.5511,722,1.14327,206,-0.9193
ENSG00000173372,C1QA,9,-2.9140,6,-3.8367,15,-2.1987,32,-1.0810,214,2.18912,90,0.53697,206,2.11316
ENSG00000173369,C1QB,0,-6.3746,2,-5.3116,24,-1.6930,26,-1.5551,290,2.70425,90,0.37759,206,1.90858
ENSG00000004487,KDM1A,67,-0.0385,62,-0.2123,20,-1.8779,10,-2.9060,36,-0.9884,90,0.45766,206,2.01055
ENSG00000125944,HNRNPR,121,-0.6430,75,-1.6515,39,-2.3413,81,-1.2570,112,-0.7631,855,3.11786,206,0.20324
ENSG00000117318,ID3,3,-4.5857,11,-2.9222,16,-2.0861,29,-1.2470,198,2.05709,90,0.56257,206,2.14663
ENSG00000142676,RPL11,358,-0.4664,237,-1.3384,548,0.22002,847,0.96550,1553,2.16847,90,-2.5437,206,-1.3128
ENSG00000057757,PITHD1,466,0.10431,643,0.94770,151,-1.6404,160,-1.5585,136,-1.7980,881,1.20797,206,-1.1713
ENSG00000189266,PNRC2,99,0.60264,34,-1.3202,22,-1.7713,38,-0.9133,62,-0.1784,90,0.44050,206,1.98857
ENSG00000188529,SRSF10,55,-0.4802,52,-0.7048,57,-0.4084,53,-0.5264,49,-0.6498,90,0.31903,206,1.83495
ENSG00000001461,NIPAL3,163,-0.3412,113,-1.1247,121,-0.8041,132,-0.6740,23,-3.2732,836,2.75773,206,0.03208
ENSG00000117602,RCAN3,49,-0.6510,88,0.38529,21,-1.9049,24,-1.7132,11,-2.7843,90,0.32298,206,1.83988
ENSG00000133226,SRRM1,87,0.12641,32,-1.6755,67,-0.3030,74,-0.1308,104,0.41959,90,0.17701,206,1.65938
ENSG00000169504,CLIC4,22,-1.9606,7,-4.0566,70,-0.2278,212,1.71168,107,0.45764,90,0.17446,206,1.65627
ENSG00000117614,SYF2,77,-0.3579,48,-1.3417,60,-0.7545,118,0.31459,178,1.03402,90,-0.1197,206,1.30421
ENSG00000117616,RSRP1,61,-0.1586,21,-2.0871,29,-1.2922,105,0.74986,50,-0.4544,90,0.48099,206,2.04057
ENSG00000183726,TMEM50A,56,-0.6849,61,-0.6909,28,-1.7174,117,0.50756,96,0.16562,90,0.06878,206,1.52818
ENSG00000117640,MTFR1L,106,0.27058,79,-0.2754,37,-1.3867,56,-0.7395,77,-0.2473,90,0.00424,206,1.45089
ENSG00000117632,STMN1,867,0.11938,1235,1.06205,425,-1.0056,1518,1.08253,441,-0.9495,90,-3.3069,206,-2.0903
ENSG00000142669,SH3BGRL3,200,-1.0413,495,0.55511,107,-1.9814,234,-0.8054,431,0.16538,841,1.33594,206,-0.9957
ENSG00000198830,HMGN2,70,-1.3603,98,-1.0485,151,-0.1726,234,0.54532,470,1.84090,90,-0.9826,206,0.33272
ENSG00000117713,ARID1A,31,-1.3353,31,-1.5541,59,-0.3227,82,0.19385,92,0.38053,90,0.34921,206,1.87280
ENSG00000090273,NUDC,230,0.47983,165,-0.0897,86,-1.0847,104,-0.7863,336,1.14759,90,-1.0120,206,0.30077
ENSG00000253368,TRNP1,113,0.59891,82,0.09394,35,-1.2565,9,-3.2718,8,-3.3574,90,0.22266,206,1.71538
ENSG00000186501,TMEM222,86,-0.1569,84,-0.2535,67,-0.5581,63,-0.6425,90,-0.0830,90,-0.0881,206,1.34136
ENSG00000158195,WASF2,12,-2.7414,15,-2.7364,81,0.16270,136,1.04971,88,0.31007,90,0.34166,206,1.86331
ENSG00000126709,IFI6,138,-0.0272,171,0.46252,63,-1.2424,74,-0.9943,174,0.35866,90,-0.6956,206,0.64817
ENSG00000117758,STX12,205,0.50549,186,0.47257,74,-1.1214,121,-0.3512,107,-0.5545,90,-0.8173,206,0.51366
ENSG00000117748,RPA2,82,0.14396,66,-0.2729,12,-2.6813,21,-1.9088,65,-0.2315,90,0.30047,206,1.81177
ENSG00000126698,DNAJC8,151,0.00083,148,-0.0394,81,-0.9742,165,0.13772,222,0.63959,90,-0.8161,206,0.51491
ENSG00000130770,ATP5IF1,933,0.79804,815,0.81620,197,-1.6692,285,-1.1108,609,0.07750,546,-0.0973,206,-1.6005
ENSG00000198492,YTHDF2,117,0.22428,103,0.01946,61,-0.8085,52,-1.0431,82,-0.3475,90,-0.1976,206,1.21326
ENSG00000116350,SRSF4,68,0.06198,26,-1.7144,20,-1.7998,62,-0.0749,65,-0.0050,90,0.52460,206,2.09705
ENSG00000162511,LAPTM5,8,-3.1440,7,-3.8717,32,-1.2149,37,-1.0003,244,2.29803,90,0.38963,206,1.92382
ENSG00000162512,SDC3,88,-0.5876,89,-0.7292,108,-0.2742,159,0.36127,233,1.02005,90,-0.5577,206,0.80207
ENSG00000134644,PUM1,188,-0.2318,157,-0.6564,131,-0.7992,81,-1.5242,88,-1.3962,789,2.43496,206,-0.0814
ENSG00000121766,ZCCHC17,176,0.19245,189,0.42202,126,-0.3421,166,0.09752,78,-1.0830,90,-0.8696,206,0.45615
ENSG00000121769,FABP3,136,0.02494,198,0.95120,39,-1.8841,107,-0.3543,34,-2.1058,90,-0.6300,206,0.72111
ENSG00000162517,PEF1,126,0.03968,167,0.71849,45,-1.5657,89,-0.5194,52,-1.3330,90,-0.5005,206,0.86640
ENSG00000084636,COL16A1,0,-8.4839,4,-4.5791,32,-1.2748,138,1.08902,177,1.55853,90,0.34728,206,1.87037
ENSG00000121753,ADGRB2,165,0.95210,84,-0.2203,70,-0.4636,11,-3.1898,48,-1.0308,90,-0.0653,206,1.36824
ENSG00000184007,PTP4A2,168,-0.1426,113,-0.9502,261,0.58389,439,1.52804,150,-0.3270,90,-1.1147,206,0.18945
ENSG00000121774,KHDRBS1,221,0.97587,76,-0.9683,56,-1.2337,108,-0.2229,210,0.88396,90,-0.5141,206,0.85107
ENSG00000025800,KPNA6,85,-0.0888,69,-0.5476,69,-0.4122,114,0.38781,38,-1.3120,90,0.00202,206,1.44824
ENSG00000084623,EIF3I,184,0.53235,151,0.27287,70,-1.0023,65,-1.1235,133,-0.0037,90,-0.6246,206,0.72723
ENSG00000175130,MARCKSL1,76,-2.2245,58,-2.9665,297,-0.1453,1959,4.01060,124,-1.4918,90,-1.9725,206,-0.7192
ENSG00000160058,BSDC1,105,0.41583,69,-0.3451,41,-1.0885,57,-0.5624,28,-1.6266,90,0.15777,206,1.63591
ENSG00000162521,RBBP4,90,-0.0346,56,-0.9425,50,-0.9542,97,0.08955,122,0.46932,90,-0.0262,206,1.41462
ENSG00000134684,YARS,188,0.70729,130,0.11727,58,-1.1720,68,-0.9331,108,-0.2130,90,-0.4961,206,0.87138
ENSG00000121900,TMEM54,38,-1.0757,49,-0.8283,22,-1.8686,74,-0.0292,98,0.43675,90,0.29656,206,1.80689
ENSG00000004455,AK2,30,-1.1829,34,-1.1842,26,-1.3618,42,-0.6563,78,0.32462,90,0.56298,206,2.14717
ENSG00000134686,PHC2,47,-0.7717,43,-1.0977,41,-0.9744,116,0.70196,57,-0.4531,90,0.26809,206,1.77150
ENSG00000163866,SMIM12,143,0.68036,106,0.22816,36,-1.5082,15,-2.7350,50,-1.0140,90,-0.0919,206,1.33690
ENSG00000116560,SFPQ,127,-0.0133,94,-0.6331,120,-0.1143,112,-0.2175,219,0.89961,90,-0.5631,206,0.79596
ENSG00000142687,KIAA0319L,145,0.69573,85,-0.2365,44,-1.2149,48,-1.0667,70,-0.4872,90,-0.0945,206,1.33388
ENSG00000020129,NCDN,850,1.32611,475,0.41748,103,-2.0591,79,-2.4602,171,-1.3048,724,1.03043,206,-1.0194
ENSG00000126067,PSMB2,168,-0.0353,271,1.14512,59,-1.6553,93,-0.9648,117,-0.6027,90,-1.0124,206,0.30037
ENSG00000142686,C1orf216,100,0.22815,97,0.24811,36,-1.3490,22,-2.0955,35,-1.4133,90,0.06358,206,1.52193
ENSG00000054116,TRAPPC3,124,0.70496,70,-0.3109,23,-1.9339,15,-2.5138,64,-0.3850,90,0.16119,206,1.64008
ENSG00000116871,MAP7D1,243,0.04408,292,0.48344,155,-0.6651,394,0.85878,164,-0.5816,90,-1.4960,206,-0.2183
ENSG00000054118,THRAP3,53,-0.8483,69,-0.5717,39,-1.3302,83,-0.1662,147,0.78651,90,-0.0301,206,1.40994
ENSG00000181817,LSM10,61,-0.1932,55,-0.4685,35,-1.0653,17,-2.0915,45,-0.6565,90,0.44429,206,1.99342
ENSG00000116898,MRPS15,42,-2.1158,92,-1.1437,39,-2.1961,33,-2.4371,54,-1.7287,846,3.37228,206,0.35480
ENSG00000163875,MEAF6,202,0.88960,121,0.04447,38,-1.7473,40,-1.6726,130,0.14662,90,-0.4438,206,0.93053
ENSG00000185090,MANEAL,77,-0.1816,118,0.74890,9,-3.2627,19,-2.3144,18,-2.3688,90,0.07833,206,1.53967
ENSG00000197982,C1orf122,325,0.14844,306,0.06655,203,-0.6023,542,1.02540,386,0.43402,90,-1.8346,206,-0.5751
ENSG00000116954,RRAGC,69,-0.5226,113,0.36236,38,-1.4164,92,-0.0670,31,-1.7391,90,-0.1093,206,1.31647
ENSG00000174574,AKIRIN1,133,0.02780,147,0.26622,58,-1.2636,154,0.26802,93,-0.5362,90,-0.5911,206,0.76461
ENSG00000168653,NDUFS5,648,0.47793,659,0.72411,324,-0.6423,349,-0.5247,674,0.54374,192,-1.4451,206,-1.3328
ENSG00000127603,MACF1,126,-0.3997,84,-1.2595,208,0.41628,266,0.83942,308,1.09825,90,-0.9186,206,0.40257
ENSG00000090621,PABPC4,19,-1.9042,20,-2.1386,70,0.07484,57,-0.2556,99,0.65401,90,0.48820,206,2.04987
ENSG00000116983,HPCAL4,235,0.92324,153,0.26898,73,-0.9779,55,-1.3991,104,-0.4220,90,-0.6520,206,0.69663
ENSG00000131236,CAP1,155,-0.2954,242,0.60703,144,-0.4173,233,0.36401,125,-0.6348,90,-1.1384,206,0.16391
ENSG00000131238,PPT1,213,0.73442,110,-0.4590,71,-1.0386,102,-0.4701,225,0.82748,90,-0.6695,206,0.67711
ENSG00000084073,ZMPSTE24,64,-0.0892,50,-0.6037,19,-1.9651,41,-0.7858,41,-0.7919,90,0.45719,206,2.00995
ENSG00000084070,SMAP2,117,0.26976,93,-0.1474,85,-0.2407,68,-0.6029,49,-1.0932,90,-0.1585,206,1.25875
ENSG00000117016,RIMS3,143,0.53829,142,0.75031,49,-1.1631,5,-4.3195,11,-3.3233,90,-0.2220,206,1.18492
ENSG00000198815,FOXJ3,86,0.42115,36,-1.1792,45,-0.6141,55,-0.3003,9,-3.0024,90,0.49689,206,2.06110
ENSG00000177181,RIMKLA,87,0.42176,54,-0.4596,22,-1.7028,32,-1.1402,8,-3.2184,90,0.47362,206,2.03106
ENSG00000127125,PPCS,45,-0.9799,83,-0.0163,47,-0.8829,15,-2.6017,99,0.28550,90,0.12290,206,1.59352
ENSG00000065978,YBX1,35,-1.9109,60,-1.3295,76,-0.7375,154,0.39549,348,1.90411,90,-0.4688,206,0.90222
ENSG00000177868,SVBP,36,-0.9443,49,-0.6125,21,-1.7364,37,-0.9363,62,-0.1160,90,0.49321,206,2.05634
ENSG00000117394,SLC2A1,3,-4.6859,24,-2.0001,64,-0.2147,103,0.54948,124,0.87712,90,0.32707,206,1.84501
ENSG00000117395,EBNA1BP2,99,0.28521,49,-1.0279,31,-1.5304,87,0.07752,89,0.11187,90,0.12359,206,1.59436
ENSG00000066322,ELOVL1,16,-3.0696,15,-3.5684,92,-0.5181,685,3.55940,11,-3.5782,90,-0.5499,206,0.81087
ENSG00000142949,PTPRF,166,0.34671,120,-0.2325,71,-0.9968,135,0.00869,180,0.48182,90,-0.6335,206,0.71729
ENSG00000117408,IPO13,32,-1.3719,42,-1.1764,49,-0.7450,172,1.36479,28,-1.5913,90,0.22940,206,1.72367
ENSG00000117410,ATP6V0B,740,-0.1048,1206,1.04973,192,-2.1711,343,-1.3006,392,-1.0988,1620,1.23823,206,-2.0612
ENSG00000117411,B4GALT2,98,0.27137,70,-0.3512,42,-1.0515,64,-0.4109,37,-1.2461,90,0.12601,206,1.59729
ENSG00000178028,DMAP1,77,0.18982,39,-1.0982,32,-1.1819,39,-0.8703,55,-0.3475,90,0.45324,206,2.00488
ENSG00000117419,ERI3,202,-0.1422,403,1.63900,66,-1.8462,95,-1.3027,114,-1.0254,90,-1.3897,206,-0.1054
ENSG00000187147,RNF220,201,0.41494,173,0.23390,65,-1.3591,244,0.75081,77,-1.0936,90,-0.8632,206,0.46320
ENSG00000142937,RPS8,460,-0.5946,512,-0.5442,703,0.08019,1163,0.93815,1860,1.83825,90,-3.0346,206,-1.8131
ENSG00000070785,EIF2B3,75,0.12788,62,-0.2173,15,-2.3158,6,-3.5289,42,-0.7804,90,0.43851,206,1.98602
ENSG00000126088,UROD,125,0.36376,105,0.09225,56,-0.9243,25,-2.1270,87,-0.2225,90,-0.1760,206,1.23840
ENSG00000117450,PRDX1,479,-0.2852,792,0.77511,378,-0.6595,755,0.45636,869,0.69676,90,-2.8073,206,-1.5808
ENSG00000117448,AKR1A1,60,-0.4732,66,-0.4197,22,-1.9611,100,0.34130,53,-0.6781,90,0.16946,206,1.65016
ENSG00000086015,MAST2,93,0.37712,62,-0.3652,29,-1.4261,46,-0.7237,13,-2.6069,90,0.32833,206,1.84659
ENSG00000085998,POMGNT1,102,-0.0280,72,-0.7292,36,-1.6171,210,1.21695,71,-0.5944,90,-0.2209,206,1.18617
ENSG00000173660,UQCRH,776,1.04080,592,0.81935,234,-0.9216,181,-1.3130,525,0.36324,90,-2.3550,206,-1.1159
ENSG00000117480,FAAH,22,-1.6683,24,-1.8209,39,-0.7942,111,0.90283,44,-0.6037,90,0.54036,206,2.11758
ENSG00000123472,ATPAF1,204,0.88837,114,-0.1112,67,-0.9075,56,-1.1989,117,-0.0490,90,-0.4599,206,0.91233
ENSG00000159658,EFCAB14,58,-0.5175,31,-1.7578,62,-0.4243,119,0.64261,98,0.32261,90,0.17825,206,1.66090
ENSG00000162368,CMPK1,254,0.68785,214,0.55527,102,-0.7864,69,-1.3743,151,-0.1781,90,-0.9804,206,0.33516
ENSG00000162374,ELAVL4,420,1.11178,343,1.12106,120,-0.9471,28,-3.1098,80,-1.5563,90,-1.3817,206,-0.0969
ENSG00000123091,RNF11,482,0.46569,420,0.32412,211,-0.8594,159,-1.2877,252,-0.5822,703,1.12725,206,-0.8919
ENSG00000085832,EPS15,102,-0.6393,205,0.69352,84,-0.9457,180,0.26174,99,-0.6873,90,-0.8341,206,0.49514
ENSG00000078618,NRDC,120,0.16089,116,0.14974,50,-1.2057,82,-0.4465,79,-0.4922,90,-0.2965,206,1.09886
ENSG00000169213,RAB3B,288,0.68012,320,1.32636,96,-1.0818,35,-2.5830,49,-2.0781,90,-1.1794,206,0.11969
ENSG00000134717,BTF3L4,89,0.10300,80,-0.0785,42,-1.0581,31,-1.5353,51,-0.7629,90,0.12292,206,1.59355
ENSG00000162378,ZYG11B,256,1.24230,121,-0.0543,59,-1.1663,69,-0.9316,76,-0.7822,90,-0.5125,206,0.85286
ENSG00000116171,SCP2,97,-0.2080,94,-0.3435,66,-0.8132,125,0.20353,130,0.25836,90,-0.3291,206,1.06135
ENSG00000162384,CZIB,73,0.02844,42,-1.0544,27,-1.5318,43,-0.8161,83,0.24206,90,0.36756,206,1.89591
ENSG00000116209,TMEM59,286,-0.0228,323,0.23918,158,-0.9564,584,1.20198,319,0.15066,90,-1.8037,206,-0.5427
ENSG00000116221,MRPL37,84,-0.1804,113,0.41003,42,-1.2583,46,-1.1125,42,-1.2626,90,-0.0793,206,1.35177
ENSG00000157216,SSBP3,114,0.45128,26,-2.1530,56,-0.6758,90,0.05561,145,0.87125,90,0.06206,206,1.52010
ENSG00000116133,DHCR24,300,-0.5123,482,0.33738,232,-0.9112,1389,2.24377,68,-2.7333,90,-2.3317,206,-1.0919
ENSG00000162407,PLPP3,24,-2.1749,6,-4.5336,99,-0.0151,149,0.65578,316,2.10311,90,-0.1733,206,1.24152
ENSG00000162599,NFIA,17,-2.6843,12,-3.6116,123,0.28705,140,0.51089,314,2.03169,90,-0.2131,206,1.19526
ENSG00000162604,TM2D1,109,0.34169,86,-0.0692,22,-2.0966,62,-0.5646,49,-0.9144,90,0.03017,206,1.48186
ENSG00000079739,PGM1,56,-0.4766,56,-0.6215,53,-0.5641,33,-1.2736,76,0.00464,90,0.28273,206,1.78968
ENSG00000162434,JAK1,82,-0.3086,101,0.02424,35,-1.6038,54,-0.9587,127,0.39650,90,-0.1630,206,1.25355
ENSG00000162433,AK4,50,-1.1128,125,0.47255,51,-1.0567,61,-0.7890,79,-0.3886,90,-0.1903,206,1.22168
ENSG00000116675,DNAJC6,642,0.00868,594,-0.1556,168,-2.0543,439,-0.5957,98,-2.8476,2415,2.53335,206,-1.7442
ENSG00000184588,PDE4B,44,-0.8672,25,-2.0235,45,-0.8224,176,1.44246,55,-0.5339,90,0.25780,206,1.75876
ENSG00000118473,SGIP1,111,-0.7299,87,-1.3518,50,-1.9411,16,-3.5765,49,-1.9603,897,3.36691,206,0.25559
ENSG00000142864,SERBP1,171,0.46322,42,-2.0083,124,-0.0652,169,0.44616,273,1.29515,90,-0.5684,206,0.79012
ENSG00000162595,DIRAS3,721,2.57744,132,-0.6948,42,-2.2744,15,-3.7562,212,0.20765,90,-1.1415,206,0.16062
ENSG00000116729,WLS,3,-4.6289,6,-3.8342,30,-1.2372,10,-2.8452,244,2.43367,90,0.48928,206,2.05126
ENSG00000116754,SRSF11,116,-0.1078,88,-0.6840,110,-0.1890,178,0.60484,150,0.31301,90,-0.5066,206,0.85961
ENSG00000132485,ZRANB2,131,0.61662,45,-1.3212,72,-0.3693,60,-0.6587,121,0.47693,90,-0.0110,206,1.43262
ENSG00000172260,NEGR1,212,0.50168,192,0.46644,102,-0.6824,136,-0.2291,87,-0.9221,90,-0.8687,206,0.45718
ENSG00000116791,CRYZ,53,-0.6881,115,0.81277,15,-2.5329,10,-3.0752,16,-2.4117,90,0.15583,206,1.63354
ENSG00000117054,ACADM,77,-0.0974,73,-0.2489,42,-1.0601,56,-0.6077,49,-0.8032,90,0.14898,206,1.62521
