Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000066322,ELOVL1,10,-3.2386,0,-7.0969,5,-4.3706,330,2.49775,54,-0.8511,335,2.53402,1,-6.0486
ENSG00000142949,PTPRF,10,-4.3643,47,-2.1566,93,-1.2475,60,-1.7944,71,-1.6766,335,0.94313,950,3.28190
ENSG00000117410,ATP6V0B,25,-4.1459,987,1.53968,847,1.56265,237,-0.8704,126,-1.9671,335,-0.3271,170,-1.3729
ENSG00000117419,ERI3,10,-4.4028,109,-0.9285,444,1.80465,92,-1.1808,79,-1.5391,335,0.89600,182,-0.1305
ENSG00000187147,RNF220,10,-3.8600,196,0.61046,205,0.82535,175,0.42207,46,-1.7911,335,1.59527,1,-6.6649
ENSG00000142937,RPS8,10,-5.9781,723,0.34430,329,-1.0050,1701,1.92684,542,-0.1454,335,-0.8810,768,0.44524
ENSG00000126088,UROD,10,-3.3882,212,1.33322,65,-0.7099,71,-0.5133,28,-2.0384,335,2.28668,66,-0.6121
ENSG00000117450,PRDX1,446,-0.3674,529,-0.0933,748,0.56050,603,0.11886,407,-0.5711,335,-0.8121,823,0.64031
ENSG00000085998,POMGNT1,10,-3.6070,166,0.62531,107,-0.1155,101,-0.1915,24,-2.5447,335,1.95345,152,0.47438
ENSG00000173660,UQCRH,10,-5.2691,1087,2.01872,535,0.79271,316,-0.2031,140,-1.5843,335,-0.1107,131,-1.5560
ENSG00000123472,ATPAF1,1466,3.10511,396,0.38142,123,-1.5837,69,-2.3071,55,-2.8071,335,0.10616,204,-0.6816
ENSG00000159658,EFCAB14,10,-3.4190,0,-7.2760,72,-0.5855,146,0.62215,77,-0.4662,335,2.23738,112,0.18110
ENSG00000162368,CMPK1,10,-4.0096,224,0.66661,212,0.67099,165,0.14938,81,-1.0744,335,1.39443,34,-2.2557
ENSG00000162374,ELAVL4,10,-4.8053,461,0.96857,658,2.15941,27,-3.3845,97,-1.6605,335,0.41614,1,-7.6053
ENSG00000123091,RNF11,10,-5.1543,776,1.48885,492,0.78137,248,-0.4658,179,-1.0607,335,0.01777,273,-0.3091
ENSG00000085832,EPS15,10,-3.7218,0,-7.5761,195,0.91618,211,0.90840,81,-0.7300,335,1.78672,1,-6.5280
ENSG00000078618,NRDC,10,-3.4630,182,0.96133,85,-0.3415,84,-0.3257,35,-1.8073,335,2.16991,77,-0.4677
ENSG00000169213,RAB3B,10,-4.1195,154,-0.0843,380,1.92636,35,-2.3131,81,-1.1826,335,1.25208,1,-6.9223
ENSG00000134717,BTF3L4,10,-3.3276,1,-6.6946,111,0.31075,100,0.10520,26,-2.1047,335,2.38575,126,0.48488
ENSG00000162378,ZYG11B,10,-4.0754,88,-0.9148,245,0.88778,70,-1.2671,98,-0.8255,335,1.30811,227,0.60831
ENSG00000116171,SCP2,441,1.38161,150,-0.4541,118,-0.9159,115,-0.8615,63,-1.9151,335,0.87981,390,1.15207
ENSG00000116209,TMEM59,10,-4.6264,307,0.47866,207,-0.1918,353,0.71676,84,-1.6804,335,0.62603,482,1.27748
ENSG00000157216,SSBP3,10,-4.0524,230,0.66199,70,-1.3525,83,-0.9721,32,-2.5403,335,1.33924,530,2.29235
ENSG00000116133,DHCR24,1644,2.52479,481,0.16028,345,-0.4225,502,0.22841,137,-1.9288,335,-0.4207,1,-8.3490
ENSG00000162407,PLPP3,10,-4.3019,0,-8.0813,34,-2.7234,286,0.74133,289,0.91121,335,1.02087,376,1.23291
ENSG00000162599,NFIA,10,-5.1835,67,-2.4741,26,-3.9924,370,0.14863,247,-0.5576,335,-0.0144,1714,3.36286
ENSG00000162434,JAK1,10,-3.3866,66,-0.6213,105,0.12294,82,-0.2829,36,-1.6627,335,2.28926,106,0.13275
ENSG00000162433,AK4,10,-3.4755,30,-1.8986,148,0.69908,57,-0.9378,33,-1.8764,335,2.15129,140,0.48731
ENSG00000116675,DNAJC6,10,-5.1810,715,1.29793,733,1.70303,235,-0.5768,139,-1.5056,335,-0.0119,1,-7.9794
ENSG00000184588,PDE4B,222,1.23468,75,-0.5840,45,-1.4848,129,0.28176,62,-0.9764,335,2.06137,1,-6.3415
ENSG00000142864,SERBP1,291,0.75606,118,-0.7123,73,-1.5735,185,0.00183,102,-1.0378,335,1.00896,388,1.27971
ENSG00000162595,DIRAS3,10,-4.5029,1147,3.59906,155,-0.5488,48,-2.2604,25,-3.3991,335,0.77486,1,-7.3030
ENSG00000116729,WLS,10,-3.8221,0,-7.6744,18,-3.1289,42,-1.7482,74,-0.9955,335,1.64793,615,3.09423
ENSG00000116754,SRSF11,10,-4.0465,211,0.51852,110,-0.5944,161,0.07126,74,-1.2492,335,1.34679,301,1.14775
ENSG00000132485,ZRANB2,10,-3.9278,227,0.78872,111,-0.4448,74,-1.0221,62,-1.4081,335,1.50339,287,1.20698
ENSG00000172260,NEGR1,10,-4.0889,214,0.49487,331,1.59548,55,-1.6207,75,-1.2814,335,1.29162,1,-6.8916
ENSG00000077254,USP33,10,-3.5167,231,1.33240,119,0.19430,65,-0.7873,42,-1.5799,335,2.08808,1,-6.2751
ENSG00000180488,MIGA1,10,-3.7939,197,0.70400,157,0.36305,165,0.39472,50,-1.5976,335,1.68650,45,-1.6285
ENSG00000137941,TTLL7,10,-4.1208,242,0.66796,124,-0.4873,173,0.10216,124,-0.4824,335,1.24812,206,0.39118
ENSG00000142875,PRKACB,10,-5.1235,1089,2.24792,391,0.35800,307,-0.0916,198,-0.8654,335,0.05280,1,-7.9221
ENSG00000153904,DDAH1,10,-4.6377,46,-2.4522,236,0.03007,127,-0.9401,161,-0.6425,335,0.61330,774,2.23486
ENSG00000183291,SELENOF,10,-4.2539,131,-0.4911,157,-0.2292,239,0.48915,60,-1.8029,335,1.08026,452,1.65062
ENSG00000143013,LMO4,10,-3.9969,0,-7.8496,55,-1.6805,128,-0.2450,110,-0.5414,335,1.40969,539,2.42128
ENSG00000122406,RPL5,432,-0.1528,307,-0.6907,339,-0.5987,700,0.64555,298,-0.8192,335,-0.5556,1229,1.68745
ENSG00000117528,ABCD3,10,-3.1843,38,-1.2667,71,-0.3366,52,-0.7869,64,-0.4983,335,2.62631,62,-0.5009
ENSG00000117519,CNN3,10,-4.2007,0,-8.0503,28,-2.9125,192,0.18190,129,-0.5040,335,1.14804,692,2.69546
ENSG00000170989,S1PR1,139,0.65788,0,-7.1823,18,-2.6746,146,0.74410,93,-0.0109,335,2.38954,1,-6.1338
ENSG00000085433,WDR47,10,-3.4912,184,0.94561,144,0.61069,46,-1.2670,41,-1.5800,335,2.12606,1,-6.2991
ENSG00000197780,TAF13,10,-3.6221,59,-1.0469,156,0.59041,153,0.46897,83,-0.5811,335,1.93111,1,-6.4285
ENSG00000031698,SARS,838,2.19338,352,0.53189,239,-0.1196,136,-0.9925,80,-1.9338,335,0.44735,1,-7.5785
ENSG00000143126,CELSR2,10,-3.2565,191,1.30743,36,-1.5060,127,0.57912,34,-1.6146,335,2.50381,1,-6.0656
ENSG00000134243,SORT1,10,-4.3326,288,0.71423,90,-1.2529,377,1.19778,90,-1.2653,335,0.98157,321,0.90407
ENSG00000116337,AMPD2,10,-3.6067,250,1.36184,159,0.65309,50,-1.2891,30,-2.1569,335,1.95442,1,-6.4130
ENSG00000134202,GSTM3,10,-4.3376,291,0.72743,131,-0.6415,170,-0.1693,97,-1.1391,335,0.97632,434,1.45583
ENSG00000168710,AHCYL1,983,0.94599,85,-2.8652,96,-2.8432,578,0.04519,577,0.04725,335,-0.8169,1734,2.05804
ENSG00000197106,SLC6A17,10,-3.8928,420,1.94508,213,0.78806,34,-2.2111,32,-2.4480,335,1.48463,1,-6.7461
ENSG00000116396,KCNC4,10,-3.6353,144,0.34935,150,0.49425,47,-1.4012,54,-1.3127,335,1.91157,102,-0.2102
ENSG00000134248,LAMTOR5,10,-3.9628,188,0.42402,201,0.63030,213,0.63368,65,-1.3788,335,1.45611,32,-2.2863
ENSG00000116459,ATP5PB,10,-4.4755,366,0.96115,204,-0.0315,151,-0.5038,60,-2.0510,335,0.80666,477,1.45549
ENSG00000116473,RAP1A,10,-3.2695,80,-0.1889,57,-0.8065,186,1.24129,43,-1.2548,335,2.48147,1,-6.0798
ENSG00000116489,CAPZA1,10,-3.7481,300,1.53096,160,0.46748,98,-0.3954,32,-2.2140,335,1.75079,1,-6.5537
ENSG00000155366,RHOC,100,-0.7225,55,-1.6218,8,-4.5008,189,0.28212,118,-0.5307,335,1.29154,496,2.08616
ENSG00000163349,HIPK1,10,-4.4069,0,-8.2560,60,-1.9666,86,-1.2872,28,-3.1339,335,0.88981,1173,3.93969
ENSG00000116752,BCAS2,10,-3.9876,184,0.35479,184,0.41722,44,-1.8561,31,-2.5070,335,1.42449,328,1.38204
ENSG00000009307,CSDE1,1565,2.08194,573,0.21655,439,-0.2457,427,-0.2592,189,-1.6400,335,-0.6415,362,-0.5194
ENSG00000163399,ATP1A1,351,-0.3937,526,0.26012,1178,2.29215,209,-1.1931,91,-2.5948,335,-0.4643,79,-2.6425
ENSG00000198162,MAN1A2,10,-4.0045,8,-4.2244,97,-0.7592,418,1.84041,191,0.46322,335,1.40169,1,-6.7844
ENSG00000092621,PHGDH,10,-4.3856,0,-8.2341,23,-3.3746,203,0.06369,105,-1.0644,335,0.91750,949,3.23182
ENSG00000265241,RBM8A,10,-3.7612,21,-2.7021,125,-0.0177,155,0.32663,44,-1.7454,335,1.73214,279,1.37208
ENSG00000265972,TXNIP,118,-1.0139,0,-8.4458,8,-5.1000,278,0.34459,55,-2.3186,335,0.65996,1174,3.44796
ENSG00000178104,PDE4DIP,10,-4.7062,247,0.02349,164,-0.6921,163,-0.6329,73,-1.9902,335,0.53176,959,2.63743
ENSG00000159164,SV2A,10,-4.9053,942,2.26125,470,1.06313,98,-1.6182,93,-1.8352,335,0.30107,1,-7.7045
ENSG00000143401,ANP32E,10,-3.9737,0,-7.8249,124,-0.3085,89,-0.7867,95,-0.7610,335,1.44276,448,2.03435
ENSG00000266472,MRPS21,81,-1.2892,541,1.93542,189,0.03412,107,-0.8701,72,-1.6000,335,1.00554,84,-1.2242
ENSG00000143384,MCL1,10,-3.9155,0,-7.7672,70,-1.1911,134,-0.0822,64,-1.3439,335,1.52042,520,2.47061
ENSG00000143420,ENSA,10,-3.4612,144,0.55100,97,-0.1061,135,0.44583,50,-1.2419,335,2.17308,9,-3.5646
ENSG00000213190,MLLT11,10,-4.8898,678,1.58348,574,1.58644,94,-1.6635,109,-1.5641,335,0.31792,1,-7.6900
ENSG00000159352,PSMD4,455,1.52126,99,-1.0387,198,0.06653,114,-0.8196,86,-1.3687,335,0.94904,152,-0.3710
ENSG00000143393,PI4KB,10,-3.6356,13,-3.2478,136,0.29717,64,-0.9263,53,-1.3260,335,1.91094,245,1.28461
ENSG00000159377,PSMB4,10,-4.6015,419,1.04859,343,0.82674,205,-0.1601,98,-1.4255,335,0.65550,187,-0.3055
ENSG00000143376,SNX27,10,-3.2962,100,0.13940,111,0.35807,99,0.10860,31,-1.8055,335,2.42848,1,-6.1105
ENSG00000197747,S100A10,7293,5.19038,43,-4.6519,148,-3.0440,193,-2.4910,46,-4.7452,335,-1.6716,633,-0.7044
ENSG00000197956,S100A6,10,-5.0732,262,-0.2853,369,0.30805,704,1.40933,198,-0.8070,335,0.10969,377,0.30161
ENSG00000189171,S100A13,10,-4.0269,116,-0.4368,42,-2.1219,329,1.33768,178,0.29584,335,1.37233,140,-0.1379
ENSG00000160678,S100A1,10,-3.7302,80,-0.6900,6,-4.4988,376,2.02022,150,0.36261,335,1.77636,1,-6.5358
ENSG00000143621,ILF2,10,-3.8125,74,-0.8991,100,-0.4872,75,-0.8678,38,-2.0554,335,1.66034,411,2.09056
ENSG00000143543,JTB,10,-3.7463,220,0.94749,110,-0.2400,184,0.63867,76,-0.8658,335,1.75249,7,-4.1590
ENSG00000177954,RPS27,10,-6.6232,716,-0.3940,360,-1.5774,2709,1.96703,1052,0.26105,335,-1.5600,1654,1.00451
ENSG00000143549,TPM3,610,1.84645,161,-0.4834,245,0.22072,193,-0.1987,87,-1.5550,335,0.71678,1,-7.3511
ENSG00000143612,C1orf43,318,1.20510,161,0.02978,127,-0.3884,146,-0.1210,48,-1.9817,335,1.30174,110,-0.5665
ENSG00000160714,UBE2Q1,378,1.62907,178,0.27623,155,0.05511,64,-1.3291,44,-2.0332,335,1.39220,1,-6.8150
ENSG00000160710,ADAR,10,-4.5286,475,1.37576,285,0.54599,130,-0.7924,78,-1.7001,335,0.74339,260,0.30960
ENSG00000143603,KCNN3,10,-3.6406,39,-1.6895,33,-2.0540,97,-0.2975,129,0.19835,335,1.90509,242,1.25933
ENSG00000163344,PMVK,10,-3.5035,186,0.95382,92,-0.2505,111,0.07014,63,-0.9018,335,2.10885,1,-6.3101
ENSG00000163346,PBXIP1,257,0.07539,8,-4.9539,50,-2.5750,165,-0.6335,145,-0.9169,335,0.51425,1055,2.86352
ENSG00000163463,KRTCAP2,10,-3.7263,270,1.35688,73,-0.9128,202,0.82764,73,-0.9130,335,1.78124,2,-5.6235
ENSG00000177628,GBA,10,-3.8977,138,-0.0152,175,0.44520,81,-0.8411,33,-2.3517,335,1.54474,271,1.14097
ENSG00000116521,SCAMP3,238,0.90507,21,-2.8393,119,-0.2836,61,-1.2797,35,-2.2472,335,1.54475,289,1.25751
ENSG00000160752,FDPS,10,-3.9105,245,0.88588,220,0.83375,197,0.50855,38,-2.2100,335,1.46394,1,-6.7613
ENSG00000160753,RUSC1,10,-3.4156,229,1.45109,127,0.46150,25,-2.1132,22,-2.4515,335,2.24439,1,-6.2238
ENSG00000116539,ASH1L,10,-3.6118,0,-7.4675,53,-1.3043,123,0.11867,78,-0.6736,335,1.94423,298,1.70317
ENSG00000132718,SYT11,677,0.47025,711,0.55402,441,-0.2613,436,-0.2487,250,-1.2189,335,-0.6626,1041,1.23336
ENSG00000116586,LAMTOR2,10,-3.4643,88,-0.2486,84,-0.3667,66,-0.7066,34,-1.8256,335,2.16846,192,1.05986
ENSG00000160789,LMNA,89,-0.8776,0,-7.9099,58,-1.6457,126,-0.3347,8,-4.5267,335,1.33033,716,3.06084
ENSG00000160781,PAQR6,10,-4.8141,213,-0.3307,36,-3.1468,642,1.58108,413,0.91382,335,0.40635,259,-0.0211
ENSG00000163468,CCT3,10,-4.0090,198,0.45575,145,-0.0673,116,-0.4068,36,-2.3294,335,1.39545,331,1.37069
ENSG00000125462,C1orf61,10,-5.6728,419,-0.2003,254,-1.0826,768,0.81076,1092,1.87076,335,-0.5531,48,-3.4582
ENSG00000163382,NAXE,10,-3.7784,231,1.00295,68,-1.1014,89,-0.5790,34,-2.1669,335,1.70836,284,1.38476
ENSG00000132702,HAPLN2,10,-3.4014,89,-0.1678,2,-5.6833,371,2.50779,40,-1.5314,335,2.26603,1,-6.2107
