Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000127483,HP1BP3,350,1.43983,96,-0.7718,162,0.05781,161,0.05358,65,-1.3772,149,-0.0793,183,0.26583,84,-0.9901
ENSG00000075151,EIF4G3,163,0.78133,42,-1.4178,170,0.85515,62,-0.7946,39,-1.5072,51,-1.1162,157,0.71367,141,0.53190
ENSG00000070831,CDC42,346,-0.1025,356,-0.0562,525,0.60365,574,0.76032,134,-1.5740,224,-0.7908,384,0.06938,401,0.14195
ENSG00000125944,HNRNPR,8,-3.7191,116,0.29590,48,-1.1105,197,1.23605,59,-0.8068,129,0.47136,170,0.95998,53,-0.9705
ENSG00000142676,RPL11,1772,0.76893,2638,1.52562,913,-0.3473,891,-0.3866,1483,0.45589,610,-0.9815,588,-1.0395,154,-3.0428
ENSG00000057757,PITHD1,46,-2.4953,100,-1.3481,295,0.36691,166,-0.5694,66,-1.9741,58,-2.1808,451,1.12691,713,2.07257
ENSG00000189266,PNRC2,224,1.61785,169,1.06420,59,-0.6943,116,0.39647,15,-2.7560,48,-1.0032,54,-0.8348,47,-1.0535
ENSG00000188529,SRSF10,50,-0.5124,120,0.96943,98,0.60311,66,-0.0441,24,-1.6247,26,-1.5179,99,0.63058,64,-0.1017
ENSG00000001461,NIPAL3,12,-3.0923,18,-2.5270,161,0.88764,179,1.08138,105,0.14853,60,-0.7409,144,0.68417,89,-0.1221
ENSG00000133226,SRRM1,8,-2.7923,56,0.14750,133,1.72015,55,0.11697,26,-1.0958,57,0.17709,51,-0.0112,26,-1.0838
ENSG00000169504,CLIC4,93,-0.8330,320,1.25548,216,0.53668,242,0.73903,139,-0.2033,175,0.17709,66,-1.3687,6,-4.7192
ENSG00000117614,SYF2,47,-0.5733,119,0.96470,45,-0.6532,78,0.22797,61,-0.1631,75,0.17650,76,0.19575,40,-0.8169
ENSG00000117616,RSRP1,8,-3.8648,198,1.06038,190,0.98362,232,1.36132,24,-2.2920,59,-0.9520,129,0.29847,22,-2.4514
ENSG00000183726,TMEM50A,8,-3.9275,284,1.67666,158,0.56937,278,1.63265,44,-1.4789,54,-1.1561,33,-1.9029,44,-1.4557
ENSG00000157978,LDLRAP1,206,1.46111,56,-0.7680,161,0.98156,260,1.94593,24,-2.0172,3,-4.8895,17,-2.5589,2,-5.7052
ENSG00000117640,MTFR1L,13,-2.2829,51,-0.2244,44,-0.4567,42,-0.5449,36,-0.7775,60,0.01760,151,1.70983,74,0.38606
ENSG00000117632,STMN1,344,-2.0975,782,-0.8509,2921,1.40023,3226,1.60175,755,-0.9070,267,-2.4712,1545,0.24555,824,-0.7699
ENSG00000142669,SH3BGRL3,1962,2.75418,481,-0.0612,316,-0.7311,357,-0.5391,204,-1.4088,75,-2.8854,220,-1.2902,379,-0.4475
ENSG00000198830,HMGN2,256,0.40196,244,0.31643,277,0.53223,321,0.79328,132,-0.6840,71,-1.6184,257,0.40220,57,-1.9522
ENSG00000090273,NUDC,8,-4.0644,197,0.79934,162,0.45491,124,0.00358,128,0.05322,110,-0.1953,172,0.55416,89,-0.5306
ENSG00000186501,TMEM222,8,-3.2031,62,-0.1509,103,0.69717,61,-0.1902,40,-0.8472,26,-1.5203,155,1.46080,92,0.50072
ENSG00000158195,WASF2,150,0.58332,227,1.35163,169,0.79505,145,0.52958,54,-1.0488,80,-0.4526,0,-7.9245,23,-2.3515
ENSG00000126709,IFI6,57,-1.4124,455,2.24495,44,-1.8114,33,-2.2216,61,-1.3072,133,-0.0826,63,-1.2483,277,1.19389
ENSG00000117758,STX12,8,-3.9964,167,0.58635,175,0.66957,126,0.10226,64,-0.9712,81,-0.6115,152,0.41890,173,0.64514
ENSG00000126698,DNAJC8,64,-1.0625,161,0.42715,131,0.08533,148,0.28805,91,-0.5016,74,-0.8369,206,0.86481,122,-0.0324
ENSG00000130770,ATP5IF1,160,-1.4911,369,-0.1927,238,-0.8885,263,-0.7285,453,0.14682,144,-1.6525,1439,2.41829,254,-0.7858
ENSG00000162512,SDC3,8,-3.6184,210,1.49966,5,-4.2590,39,-1.3249,49,-0.9721,172,1.11510,178,1.17861,66,-0.5152
ENSG00000134644,PUM1,127,0.35548,22,-2.3437,33,-1.7505,60,-0.8561,48,-1.2027,124,0.31220,275,1.81675,132,0.41885
ENSG00000121766,ZCCHC17,234,0.45506,66,-1.5602,203,0.21453,353,1.19928,213,0.29465,49,-1.9939,120,-0.6403,190,0.10464
ENSG00000162517,PEF1,8,-3.2574,143,1.23300,51,-0.5319,91,0.42533,12,-2.6890,30,-1.3640,88,0.36769,144,1.24636
ENSG00000184007,PTP4A2,500,1.21337,175,-0.5803,302,0.31041,251,0.00037,331,0.47000,236,-0.1011,107,-1.3324,104,-1.3797
ENSG00000121774,KHDRBS1,146,0.42848,112,-0.0241,145,0.41834,107,-0.0951,57,-1.0885,85,-0.4691,167,0.65656,88,-0.4112
ENSG00000084623,EIF3I,23,-2.3584,177,0.85367,127,0.27090,108,0.00545,37,-1.6657,68,-0.7367,211,1.17384,112,0.05830
ENSG00000175130,MARCKSL1,150,-2.8803,693,-0.5699,2344,1.56233,3474,2.45732,619,-0.7491,266,-2.0344,282,-1.9448,71,-3.9732
ENSG00000160058,BSDC1,8,-3.0663,74,0.29811,84,0.50197,97,0.74993,17,-1.9707,36,-0.8721,129,1.28432,53,-0.2664
ENSG00000162521,RBBP4,8,-3.3037,66,-0.1596,86,0.26677,110,0.68618,78,0.10590,38,-1.0127,115,0.77635,84,0.22208
ENSG00000134684,YARS,8,-3.2346,63,-0.1780,16,-2.2151,85,0.32165,15,-2.3427,61,-0.2196,202,1.98299,109,0.75278
ENSG00000004455,AK2,166,1.20253,119,0.59829,135,0.81289,84,0.01272,27,-1.7455,19,-2.2416,80,-0.0824,39,-1.1853
ENSG00000134686,PHC2,135,0.62402,53,-0.8900,120,0.40852,143,0.71633,53,-0.8893,29,-1.8313,157,0.88523,59,-0.7254
ENSG00000116560,SFPQ,65,-1.2109,270,1.13986,140,-0.0117,184,0.44990,56,-1.4438,105,-0.4779,240,0.91488,67,-1.1635
ENSG00000020129,NCDN,8,-4.5731,27,-2.8687,54,-1.8240,66,-1.5179,38,-2.3330,81,-1.2266,697,2.77760,434,1.64362
ENSG00000126067,PSMB2,78,-0.9839,193,0.47899,193,0.47378,162,0.18123,38,-2.0524,54,-1.5328,141,-0.0506,303,1.29903
ENSG00000054116,TRAPPC3,8,-3.0571,113,1.05047,44,-0.5498,60,-0.0434,5,-3.6019,72,0.26404,121,1.17376,70,0.21645
ENSG00000116871,MAP7D1,8,-5.0321,211,-0.2172,422,0.96858,513,1.33866,122,-1.0799,109,-1.2473,304,0.38582,241,-0.0004
ENSG00000054118,THRAP3,9,-2.7506,83,0.59673,73,0.37517,59,0.03495,45,-0.4166,51,-0.2285,83,0.60372,62,0.11318
ENSG00000116898,MRPS15,8,-3.1735,49,-0.5117,33,-1.0994,94,0.56633,63,-0.1023,60,-0.1873,181,1.82934,48,-0.5201
ENSG00000163875,MEAF6,8,-4.0029,175,0.66335,52,-1.2865,78,-0.6648,26,-2.3263,88,-0.4749,354,2.05417,167,0.57439
ENSG00000197982,C1orf122,122,-1.8669,391,-0.0527,663,0.85208,920,1.47464,549,0.51588,208,-1.0520,193,-1.1685,188,-1.2082
ENSG00000116954,RRAGC,74,0.23742,67,0.06816,59,-0.1395,87,0.50598,11,-2.5981,40,-0.7410,114,0.98978,61,-0.0758
ENSG00000174574,AKIRIN1,8,-4.1963,139,0.02062,199,0.62975,228,0.86569,26,-2.5631,67,-1.1314,273,1.20227,161,0.25799
ENSG00000168653,NDUFS5,250,-1.0678,703,0.60970,437,-0.1904,395,-0.3532,832,0.90974,184,-1.5386,807,0.85414,321,-0.6836
ENSG00000127603,MACF1,26,-2.8522,306,1.03383,205,0.32849,142,-0.2810,157,-0.1125,223,0.46822,195,0.24467,95,-0.9133
ENSG00000116983,HPCAL4,8,-3.5535,1,-5.7544,4,-4.3917,0,-8.8507,20,-2.2148,129,0.67440,319,2.55943,213,1.62331
ENSG00000131236,CAP1,391,1.14531,204,0.00686,292,0.61317,282,0.55386,42,-2.4049,75,-1.5552,151,-0.4779,189,-0.1223
ENSG00000131238,PPT1,804,2.74022,102,-1.1066,72,-1.6255,159,-0.4154,28,-3.0076,129,-0.7410,193,-0.1033,156,-0.4471
ENSG00000049089,COL9A2,62,-0.8257,83,-0.3733,274,1.77403,271,1.74691,51,-1.1385,57,-0.9553,19,-2.5922,17,-2.7302
ENSG00000065978,YBX1,1127,2.56796,606,1.19743,183,-0.8232,166,-0.9805,147,-1.1646,48,-2.8209,139,-1.2446,38,-3.1516
ENSG00000117394,SLC2A1,8,-4.8098,1342,4.89128,45,-2.3284,57,-1.9855,25,-3.1821,94,-1.2375,38,-2.5730,45,-2.3504
ENSG00000117395,EBNA1BP2,8,-3.1180,79,0.33830,60,-0.1150,113,0.97038,18,-1.9376,34,-1.0015,166,1.71912,37,-0.8556
ENSG00000179178,TMEM125,8,-3.4155,91,0.22864,220,1.88732,263,2.30531,38,-1.1585,4,-4.1790,3,-4.7899,6,-3.7288
ENSG00000066322,ELOVL1,114,-1.3895,195,-0.5572,709,1.72919,968,2.45221,87,-1.7853,96,-1.6448,25,-3.5846,9,-5.0231
ENSG00000142949,PTPRF,118,0.24968,65,-0.7258,93,-0.1459,134,0.45752,16,-2.7808,81,-0.3642,204,1.21507,104,0.03464
ENSG00000117408,IPO13,8,-3.6681,81,-0.2437,274,1.99692,165,0.97283,35,-1.5499,79,-0.2876,79,-0.2885,32,-1.6656
ENSG00000117410,ATP6V0B,125,-1.5489,191,-0.9032,325,-0.0628,483,0.60893,90,-2.0404,163,-1.1478,643,1.12793,679,1.23177
ENSG00000117411,B4GALT2,8,-2.8647,58,0.11725,81,0.67271,66,0.32855,27,-1.0958,39,-0.5439,64,0.26352,92,0.90229
ENSG00000196517,SLC6A9,8,-3.3954,68,-0.2102,179,1.48244,258,2.29446,21,-2.0414,25,-1.7759,59,-0.4425,6,-3.7297
ENSG00000117419,ERI3,8,-3.9874,114,-0.0443,79,-0.6414,74,-0.7236,32,-1.9850,37,-1.7904,153,0.44206,441,2.62738
ENSG00000187147,RNF220,20,-2.5998,127,0.24240,105,-0.0646,159,0.62817,64,-0.8598,86,-0.3986,157,0.60272,160,0.64260
ENSG00000142937,RPS8,2218,0.89045,2935,1.42353,1130,-0.2577,1124,-0.2663,1536,0.24815,511,-1.4939,878,-0.6595,258,-2.5127
ENSG00000126088,UROD,8,-3.0597,59,-0.0858,69,0.17157,101,0.83521,29,-1.1818,37,-0.8182,133,1.36205,59,-0.0665
ENSG00000117450,PRDX1,305,-1.2832,454,-0.6678,1089,0.78460,1220,0.99276,354,-1.0559,637,-0.1290,564,-0.3249,887,0.42576
ENSG00000117448,AKR1A1,44,-0.4256,77,0.50773,72,0.37601,78,0.52671,41,-0.5473,51,-0.1950,64,0.19943,30,-0.9911
ENSG00000159592,GPBP1L1,12,-2.1438,84,0.86048,81,0.80488,68,0.49677,15,-1.8718,41,-0.3514,72,0.59706,32,-0.7301
ENSG00000085998,POMGNT1,31,-1.8724,58,-0.9017,149,0.62124,321,2.14754,54,-1.0356,63,-0.7950,90,-0.2141,60,-0.8638
ENSG00000173660,UQCRH,325,-0.4670,313,-0.5303,286,-0.6698,285,-0.6766,662,0.72065,284,-0.6832,888,1.26440,431,-0.0115
ENSG00000123472,ATPAF1,8,-3.8793,119,0.14076,102,-0.1066,93,-0.2526,64,-0.8451,140,0.42429,213,1.17661,132,0.32157
ENSG00000159658,EFCAB14,23,-2.5249,179,0.68339,268,1.43787,151,0.38154,65,-0.9649,123,0.04875,61,-1.0720,89,-0.4840
ENSG00000162368,CMPK1,196,-0.0316,226,0.20249,145,-0.5180,154,-0.4219,157,-0.3952,70,-1.6357,327,0.84327,326,0.83593
ENSG00000162374,ELAVL4,8,-3.7603,0,-7.4492,2,-5.4418,3,-5.2484,11,-3.3305,42,-1.3410,171,0.91925,565,4.04110
ENSG00000123091,RNF11,8,-5.0748,31,-3.1662,138,-0.9332,257,0.05742,156,-0.7494,164,-0.6708,743,2.05880,492,1.20161
ENSG00000085832,EPS15,45,-1.8250,133,-0.1560,267,1.04405,111,-0.4495,90,-0.7726,126,-0.2488,153,0.07606,246,0.89577
ENSG00000078618,NRDC,8,-3.1657,100,0.68305,68,0.04286,71,0.10599,21,-1.7919,42,-0.7459,98,0.64877,126,1.10542
ENSG00000169213,RAB3B,8,-4.0305,0,-7.7218,5,-4.6782,1,-7.0242,16,-3.0508,118,-0.0431,520,3.01864,299,1.64462
ENSG00000134717,BTF3L4,8,-3.3680,54,-0.5666,73,-0.0721,132,0.93839,45,-0.8265,48,-0.7492,172,1.45019,80,0.06725
ENSG00000162378,ZYG11B,72,-0.3427,15,-2.7128,6,-4.0439,56,-0.7237,18,-2.3955,149,0.88643,204,1.48942,191,1.35483
ENSG00000116171,SCP2,460,1.43991,296,0.61707,215,0.07726,229,0.18138,50,-2.1730,82,-1.4453,161,-0.3944,151,-0.4958
ENSG00000116209,TMEM59,384,-0.7805,660,0.08876,1178,1.10793,1546,1.64482,306,-1.1336,203,-1.7536,454,-0.5185,273,-1.3043
ENSG00000157216,SSBP3,8,-3.2643,5,-3.9910,193,1.82460,111,0.75824,21,-1.8441,55,-0.4034,150,1.31172,27,-1.4928
ENSG00000243725,TTC4,8,-3.0287,17,-1.9612,111,1.04183,202,2.30639,27,-1.2548,9,-2.9275,76,0.37854,36,-0.8267
ENSG00000116133,DHCR24,267,-1.3389,299,-1.1654,1297,1.29528,2257,2.52843,271,-1.3127,112,-2.6376,141,-2.2904,350,-0.9230
ENSG00000162407,PLPP3,56,-1.6977,115,-0.5854,108,-0.6831,286,0.93829,22,-3.0459,522,2.17564,215,0.43339,4,-5.4305
ENSG00000177606,JUN,182,0.62989,607,3.40996,50,-1.4478,26,-2.4246,39,-1.8192,62,-1.1152,34,-2.0256,5,-4.6447
ENSG00000162599,NFIA,8,-3.5793,210,1.55617,91,0.03797,69,-0.3928,58,-0.6811,205,1.50258,55,-0.7500,12,-2.9555
ENSG00000162604,TM2D1,210,1.47619,43,-1.1854,123,0.48619,131,0.59929,22,-2.1944,37,-1.4194,102,0.16666,68,-0.4841
ENSG00000162434,JAK1,8,-3.4769,227,1.86778,21,-2.1003,103,0.36778,10,-3.1913,87,0.08215,54,-0.6686,151,1.04386
ENSG00000162433,AK4,8,-3.1878,2,-4.9716,5,-3.7151,53,-0.3987,31,-1.2405,113,0.87932,118,0.95995,211,2.15552
ENSG00000116675,DNAJC6,8,-5.5503,98,-1.9592,551,0.79958,395,0.22076,68,-2.4928,197,-0.8939,686,1.20571,764,1.41378
ENSG00000213625,LEPROT,8,-3.0709,203,2.24978,46,-0.4960,77,0.35125,30,-1.1579,101,0.83109,28,-1.2301,6,-3.5100
ENSG00000184588,PDE4B,8,-3.7327,162,0.85386,129,0.45185,171,0.95157,66,-0.6312,109,0.16311,134,0.52192,9,-3.5962
ENSG00000118473,SGIP1,8,-3.2198,48,-0.5831,27,-1.4514,115,0.87587,31,-1.2640,43,-0.7420,186,1.81649,95,0.52910
ENSG00000142864,SERBP1,507,1.77027,282,0.64481,172,-0.1877,130,-0.6347,142,-0.4982,152,-0.3830,131,-0.6174,28,-2.9375
ENSG00000162595,DIRAS3,8,-3.8216,0,-7.5151,0,-7.1646,0,-9.1267,20,-2.5501,67,-0.7096,738,5.66038,4,-4.7182
ENSG00000116729,WLS,8,-2.9767,196,2.29411,4,-3.7844,3,-4.2510,19,-1.7713,176,2.04412,66,0.19482,0,-7.1059
ENSG00000116754,SRSF11,41,-1.5616,207,1.07622,166,0.67933,99,-0.1880,53,-1.1640,91,-0.3371,131,0.27118,104,-0.1201
ENSG00000132485,ZRANB2,8,-3.5573,106,0.32898,67,-0.4229,140,0.80966,59,-0.6324,57,-0.6834,172,1.18818,89,0.03485
ENSG00000172260,NEGR1,295,1.54021,10,-3.7194,79,-0.7407,69,-0.9386,35,-1.9762,88,-0.5639,183,0.64476,243,1.15934
ENSG00000117054,ACADM,8,-2.7022,66,0.51598,62,0.40191,46,-0.0899,42,-0.2469,71,0.63609,56,0.23654,38,-0.3854
ENSG00000137955,RABGGTB,131,0.77145,31,-1.5523,146,0.96204,113,0.50804,44,-1.0198,70,-0.2964,50,-0.8008,84,0.00181
ENSG00000077254,USP33,132,0.78607,84,0.01612,104,0.37118,42,-1.0595,27,-1.7101,37,-1.2844,117,0.58047,122,0.64662
ENSG00000180488,MIGA1,8,-3.9283,21,-2.5447,265,1.53671,184,0.84554,78,-0.5895,11,-3.5314,145,0.42134,190,0.89603
ENSG00000162616,DNAJB4,8,-3.0388,71,0.24409,65,0.10862,67,0.14422,37,-0.7746,31,-1.0461,114,1.08140,95,0.75709
ENSG00000137941,TTLL7,112,-0.5600,76,-1.1623,381,1.57862,175,0.15986,95,-0.8254,76,-1.1618,212,0.48405,145,-0.1537
ENSG00000142875,PRKACB,119,-1.8926,209,-1.0452,674,0.88460,331,-0.3201,173,-1.3278,255,-0.7336,882,1.39696,582,0.62465
ENSG00000174021,GNG5,144,0.40429,407,2.50365,76,-0.6346,109,-0.0675,42,-1.5286,126,0.17446,1,-6.2774,1,-6.7206
ENSG00000153904,DDAH1,133,0.15728,69,-0.8922,4,-5.0810,37,-1.8507,45,-1.5420,251,1.28776,200,0.86236,231,1.12286
ENSG00000097033,SH3GLB1,8,-3.4157,115,0.62899,128,0.82965,186,1.54094,64,-0.3503,58,-0.5072,43,-0.9709,31,-1.4496
ENSG00000183291,SELENOF,575,1.57291,173,-0.5297,260,0.13200,282,0.26806,57,-2.2215,90,-1.5412,301,0.37542,186,-0.4158
ENSG00000171492,LRRC8D,168,1.33749,41,-1.0261,227,1.97576,89,0.20437,18,-2.2333,18,-2.2318,25,-1.7763,43,-0.9451
ENSG00000233593,LINC02609,168,1.44724,15,-2.4585,73,-0.0366,88,0.28038,138,1.05871,1,-5.8193,65,-0.2234,50,-0.6517
ENSG00000122406,RPL5,973,0.74133,1396,1.42010,427,-0.6263,483,-0.4301,741,0.26897,291,-1.2209,509,-0.3462,224,-1.6180
ENSG00000117500,TMED5,357,1.97107,92,-0.4753,120,-0.0570,158,0.40818,21,-2.6855,113,-0.1499,86,-0.5935,45,-1.5858
ENSG00000117528,ABCD3,8,-3.1452,46,-0.5540,118,1.01771,102,0.73990,50,-0.4444,51,-0.4134,81,0.33916,70,0.10938
ENSG00000117519,CNN3,8,-4.1871,373,1.88570,93,-0.5951,74,-0.9510,72,-0.9806,282,1.30796,142,0.09240,32,-2.1812
ENSG00000117569,PTBP2,90,0.04639,48,-0.9431,107,0.33505,106,0.30809,51,-0.8759,20,-2.2432,183,1.29519,97,0.16688
ENSG00000156875,MFSD14A,225,1.52405,44,-1.2129,98,0.03282,148,0.73165,18,-2.5078,43,-1.2564,84,-0.2231,109,0.20675
ENSG00000116266,STXBP3,119,-0.0806,111,-0.1932,299,1.57134,305,1.61730,29,-2.2518,31,-2.1371,51,-1.4089,55,-1.2804
ENSG00000121957,GPSM2,8,-3.0698,34,-0.9441,112,1.01633,164,1.76777,40,-0.6896,94,0.70403,46,-0.4927,0,-8.5310
ENSG00000085433,WDR47,106,0.30289,3,-4.8845,52,-0.8242,89,0.01870,10,-3.2104,31,-1.6128,227,1.72789,186,1.32261
ENSG00000197780,TAF13,362,1.92233,83,-0.6954,123,-0.0664,112,-0.2190,101,-0.3901,42,-1.7441,101,-0.3912,104,-0.3485
ENSG00000031698,SARS,157,0.18118,50,-1.6172,90,-0.7062,178,0.39154,61,-1.3046,79,-0.9100,226,0.81230,284,1.23701
ENSG00000143126,CELSR2,8,-3.5715,42,-1.1730,235,1.79950,198,1.44706,32,-1.5704,72,-0.3142,100,0.21419,17,-2.4785
ENSG00000134222,PSRC1,8,-2.9461,41,-0.5262,180,2.16776,133,1.51298,44,-0.4331,25,-1.2802,14,-2.1417,13,-2.2896
ENSG00000134243,SORT1,283,-0.5630,266,-0.6609,1092,1.85169,960,1.57954,175,-1.3064,163,-1.4114,183,-1.2388,86,-2.3690
ENSG00000143106,PSMA5,8,-3.2778,111,0.72843,101,0.57054,106,0.65118,28,-1.4887,32,-1.2883,98,0.51868,94,0.43898
ENSG00000116337,AMPD2,8,-2.9176,35,-0.7577,43,-0.4094,12,-2.3541,1,-5.1477,18,-1.7615,199,2.45742,133,1.55145
ENSG00000134202,GSTM3,8,-3.6177,38,-1.3771,43,-1.1733,81,-0.1772,70,-0.4278,95,0.06564,268,2.02372,125,0.53118
