Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000157827,FMNL2,18,-3.3562,10,-4.1123,30,-2.5692,315,1.67584,346,1.41917,87,-0.9822
ENSG00000136541,ERMN,748,2.10905,10,-4.7904,30,-3.2601,174,-0.7176,530,1.33740,119,-1.2227
ENSG00000144283,PKP4,17,-5.4826,113,-2.7905,2926,3.20053,216,-2.0231,912,0.48066,432,-0.7633
ENSG00000123636,BAZ2B,17,-3.9163,10,-4.6730,30,-3.1395,307,0.57468,819,2.56974,153,-0.6951
ENSG00000138398,PPIG,18,-4.5257,10,-5.2816,31,-3.7255,858,2.44185,538,0.71614,191,-1.0130
ENSG00000077380,DYNC1I2,18,-4.4977,10,-5.2529,30,-3.7249,460,0.57921,1175,2.45704,305,-0.2361
ENSG00000115993,TRAK2,740,0.28320,10,-6.0946,2963,3.63889,38,-4.4938,446,-0.5577,153,-2.2055
ENSG00000114942,EEF1B2,157,-1.5316,961,1.57661,30,-3.9574,462,0.23215,509,0.35639,310,-0.4711
ENSG00000078018,MAP2,18,-4.7769,665,0.78629,31,-3.9585,903,1.94186,59,-3.0452,401,-0.1010
ENSG00000197756,RPL37A,1271,-1.8317,2204,-0.9877,14246,2.59064,2986,-0.5891,3140,-0.4249,1600,-1.4826
ENSG00000135924,DNAJB2,3740,4.20408,10,-6.2686,30,-4.7438,284,-1.6277,344,-1.1601,264,-1.5674
ENSG00000135916,ITM2C,845,0.30439,133,-2.5834,30,-4.7358,1523,2.00046,284,-1.4535,610,-0.2460
ENSG00000173692,PSMD1,966,2.31499,10,-5.0487,33,-3.3890,270,-0.2361,177,-0.8729,403,0.48411
ENSG00000115053,NCL,17,-4.6893,446,0.18500,30,-3.9149,935,2.33134,399,-0.0042,35,-3.6900
ENSG00000187514,PTMA,4858,1.81398,864,-1.2440,1660,-0.2060,1730,-0.1635,1912,0.02972,394,-2.4311
ENSG00000132321,IQCA1,8148,6.13989,10,-7.1076,30,-5.5854,147,-3.5368,245,-2.5422,111,-3.7055
ENSG00000130294,KIF1A,109,-1.9248,375,0.01588,30,-3.8069,820,2.09122,202,-0.9847,244,-0.6829
ENSG00000132164,SLC6A11,209,-0.1279,10,-4.6133,30,-3.0762,496,2.08031,211,-0.1100,125,-0.9528
ENSG00000144713,RPL32,59,-4.7152,1160,-0.2499,1107,-0.3266,2357,1.31789,1505,0.18680,894,-0.6718
ENSG00000174748,RPL15,297,-0.8973,704,0.53759,30,-4.2865,825,1.06841,427,-0.3128,506,-0.0325
ENSG00000144674,GOLGA4,937,2.10886,10,-5.1193,30,-3.5860,321,0.00674,467,0.66162,152,-1.1919
ENSG00000168028,RPSA,17,-5.1527,777,0.59873,30,-4.3792,996,1.41853,808,0.67011,229,-1.3971
ENSG00000168314,MOBP,17,-7.2754,1097,-1.2444,2110,-0.2048,171,-4.2572,10625,3.39049,2510,0.08593
ENSG00000188846,RPL14,17,-5.8055,356,-1.4155,3273,2.81912,966,0.22759,187,-2.3855,289,-1.7292
ENSG00000168036,CTNNB1,1913,3.16870,10,-5.6267,30,-4.1079,482,0.11698,135,-1.9049,134,-1.9225
ENSG00000114857,NKTR,18,-3.0426,10,-3.8155,30,-2.2692,154,0.34503,451,2.54645,95,-0.5091
ENSG00000047849,MAP4,2438,2.09690,10,-6.5104,30,-4.9881,859,0.05321,1137,0.53156,523,-0.7655
ENSG00000164050,PLXNB1,1928,3.04240,10,-5.6951,34,-4.0086,502,0.10898,255,-1.0064,99,-2.4324
ENSG00000232112,TMA7,17,-4.0958,10,-4.8517,30,-3.3169,656,2.57616,208,-0.4074,283,0.10401
ENSG00000067560,RHOA,189,-1.6581,503,-0.1132,30,-4.3450,1293,2.44897,300,-0.9457,160,-1.9044
ENSG00000114353,GNAI2,22,-4.8189,805,0.70029,890,0.88757,845,1.01724,264,-1.1451,105,-2.5387
ENSG00000162244,RPL29,18,-5.8277,401,-1.2551,1747,1.25090,1386,1.03613,910,0.05878,303,-1.6858
ENSG00000168309,FAM107A,3783,1.68782,1178,-0.4485,30,-5.8749,2381,0.97310,580,-1.5576,493,-1.8044
ENSG00000269028,MTRNR2L12,98,-7.3622,21767,0.78120,17502,0.38780,12272,-0.2547,18986,0.53221,14861,0.10517
ENSG00000080822,CLDND1,17,-4.2918,10,-5.0465,30,-3.5167,723,2.40531,551,1.06915,71,-2.2561
ENSG00000114391,RPL24,522,-0.3540,1030,0.82004,30,-4.6108,1060,1.13634,573,-0.2011,253,-1.4898
ENSG00000181722,ZBTB20,1547,2.99403,10,-5.3961,30,-3.8655,251,-0.8164,465,0.31261,156,-1.4434
ENSG00000173230,GOLGB1,557,0.75361,293,-0.3513,61,-2.7426,506,0.72889,512,0.59993,102,-1.9824
ENSG00000091513,TF,18,-4.8791,10,-5.6341,323,-0.5667,1034,2.19398,702,0.75573,75,-2.7861
ENSG00000008952,SEC62,5323,2.15727,119,-4.1086,30,-6.0827,2330,0.57511,1485,-0.3030,863,-1.1660
ENSG00000242808,SOX2-OT,18,-3.8887,10,-4.6467,30,-3.1091,322,0.73086,795,2.53582,117,-1.0849
ENSG00000181449,SOX2,2249,3.07541,10,-5.9053,30,-4.3780,477,-0.2791,498,-0.1636,106,-2.5506
ENSG00000161203,AP2M1,17,-4.0186,10,-4.7696,30,-3.2376,696,3.21494,76,-1.8845,239,-0.0907
ENSG00000189058,APOD,17,-4.8088,10,-5.5600,1056,1.67508,752,1.29106,351,-0.3516,100,-2.2864
ENSG00000182899,RPL35A,865,-0.1426,10,-6.6784,2677,2.03491,1165,0.45025,462,-1.1443,249,-2.0817
ENSG00000169020,ATP5ME,17,-4.9351,10,-5.6859,1196,1.75872,599,0.50101,604,0.41837,289,-0.8044
ENSG00000068078,FGFR3,2812,0.89616,237,-3.0313,6600,2.90776,890,-1.1814,180,-3.4340,266,-2.8587
ENSG00000243449,C4orf48,1951,3.29478,10,-5.6087,30,-4.0838,408,-0.1907,153,-1.7000,182,-1.4373
ENSG00000185818,NAT8L,2798,1.78505,13,-6.5520,4137,2.81294,156,-3.2312,142,-3.1365,264,-2.2209
ENSG00000179010,MRFAP1,1146,1.53305,214,-1.3604,30,-4.2487,818,1.11803,151,-1.8927,342,-0.6289
ENSG00000038219,BOD1L1,3288,3.83429,10,-6.1830,30,-4.6597,154,-2.5000,875,0.46772,158,-2.2478
ENSG00000151552,QDPR,17,-5.7452,45,-4.4071,4097,3.85355,502,-0.9315,313,-1.5419,318,-1.5198
ENSG00000163682,RPL9,449,-1.4149,77,-4.0260,2473,1.52351,1618,0.87928,964,-0.2044,434,-1.4671
ENSG00000154277,UCHL1,2624,3.13790,10,-6.1018,30,-4.5776,629,-0.0041,0,-10.191,488,-0.4209
ENSG00000064042,LIMCH1,419,0.48182,10,-5.1063,30,-3.5774,482,0.94259,607,1.17387,188,-0.8488
ENSG00000163453,IGFBP7,1410,1.62420,611,0.05161,821,0.56531,539,-0.1883,134,-2.3171,96,-2.8058
ENSG00000132466,ANKRD17,17,-3.7802,10,-4.5272,30,-2.9986,433,1.77225,299,0.57943,275,0.43241
ENSG00000118816,CCNI,1516,0.18827,10,-7.2094,6044,3.39067,662,-1.3030,386,-1.9730,218,-2.8257
ENSG00000145284,SCD5,1346,1.69937,599,0.15303,30,-4.3695,667,0.41673,322,-0.8577,199,-1.5987
ENSG00000152583,SPARCL1,738,-1.8249,632,-2.0572,3721,0.81251,4518,1.61090,1391,-0.8498,913,-1.5017
ENSG00000109475,RPL34,1048,-0.5085,1500,0.08354,180,-3.1814,2271,1.05822,1886,0.48138,837,-0.8655
ENSG00000145362,ANK2,1048,1.23922,10,-5.8505,474,-0.1872,901,1.23727,83,-2.8531,294,-0.9544
ENSG00000164096,C4orf3,36,-3.3100,198,-0.7338,30,-3.5480,633,1.79182,507,0.86270,141,-1.2605
ENSG00000145425,RPS3A,1036,0.15487,1423,0.71631,30,-5.1631,1550,1.13971,504,-1.0134,524,-0.9551
ENSG00000109654,TRIM2,957,2.47007,10,-4.9504,30,-3.4213,270,-0.1045,309,0.13837,145,-1.0805
ENSG00000164114,MAP9,2843,3.55167,10,-6.0629,243,-1.4705,389,-0.8545,175,-1.9730,246,-1.4526
ENSG00000109472,CPE,4548,2.18858,10,-7.3578,1985,0.47816,1635,0.17076,314,-2.4350,405,-2.0590
ENSG00000150625,GPM6A,1104,1.02799,10,-6.0811,1046,0.92503,849,0.67852,159,-2.1360,333,-1.0054
ENSG00000169862,CTNND2,18,-4.0550,10,-4.8116,30,-3.2763,579,2.14909,292,0.20934,301,0.25781
ENSG00000145555,MYO10,18,-4.1352,10,-4.8967,617,1.50821,312,0.27381,441,0.84058,206,-0.4670
ENSG00000176788,BASP1,1297,1.80883,10,-5.7749,348,-0.6019,697,0.71677,0,-9.7881,466,-0.1255
ENSG00000079215,SLC1A3,9293,3.35459,167,-3.8584,2781,0.47990,999,-1.3509,176,-3.7853,328,-2.8729
ENSG00000145592,RPL37,334,-2.2890,1406,-0.0493,30,-5.7805,2434,1.20670,2436,0.92392,1064,-0.5066
ENSG00000250722,SELENOP,627,0.03732,10,-6.0618,2268,2.74835,544,-0.2351,258,-1.3786,39,-4.1501
ENSG00000112851,ERBIN,18,-3.8321,10,-4.5855,331,0.69438,374,1.20850,384,0.97402,65,-1.9218
ENSG00000153914,SREK1,18,-3.6070,10,-4.3690,30,-2.8303,388,1.79390,346,1.06467,155,-0.3443
ENSG00000131711,MAP1B,3570,-0.2278,765,-2.6020,4011,-0.0345,6167,0.91720,2437,-0.8426,5543,0.52461
ENSG00000171530,TBCA,18,-4.1705,93,-1.7379,30,-3.3941,763,3.13201,164,-0.8651,128,-1.2449
ENSG00000186468,RPS23,255,-2.0051,1180,0.43743,261,-1.9686,1499,1.13541,1093,0.30328,620,-0.6361
ENSG00000127184,COX7C,450,0.03042,231,-1.0412,30,-4.0567,930,1.91445,246,-0.9468,275,-0.7729
ENSG00000164292,RHOBTB3,18,-3.4713,10,-4.2321,30,-2.6862,347,1.73625,364,1.36112,97,-0.9372
ENSG00000164241,C5orf63,17,-7.1622,967,-1.3203,1697,-0.4346,4274,1.62884,2240,0.02431,1987,-0.1757
ENSG00000131437,KIF3A,651,1.28295,183,-0.9123,30,-3.5982,523,1.11267,110,-1.6919,233,-0.5269
ENSG00000113558,SKP1,1594,2.36175,10,-5.7441,30,-4.2206,702,0.77396,202,-1.4178,213,-1.3403
ENSG00000185129,PURA,127,-0.3893,10,-4.1195,30,-2.5750,274,1.25290,321,1.26370,86,-1.0072
ENSG00000131503,ANKHD1,17,-4.0219,10,-4.7732,802,2.31687,152,-0.9432,411,0.86202,221,-0.2169
ENSG00000113578,FGF1,17,-4.4823,10,-5.2370,30,-3.7053,813,2.34451,552,0.82203,189,-0.9811
ENSG00000164587,RPS14,692,-1.2479,617,-1.4225,3709,1.70099,2106,0.73190,871,-0.8889,451,-1.9007
ENSG00000113140,SPARC,1807,-1.2821,2442,-0.8128,7688,1.17042,6520,1.10639,1225,-1.8741,1978,-1.1422
ENSG00000127022,CANX,5529,3.28866,291,-2.3043,1227,-0.0641,759,-0.9646,167,-3.1259,191,-2.9266
ENSG00000204628,RACK1,2296,2.64162,175,-2.0415,30,-4.6076,695,0.15808,337,-1.0432,275,-1.3574
ENSG00000137285,TUBB2B,951,0.88412,10,-5.9729,30,-4.4455,1282,2.11566,120,-2.4375,366,-0.7442
ENSG00000112308,C6orf62,533,0.53889,286,-0.5116,30,-3.8782,726,1.50199,240,-0.7892,191,-1.1453
ENSG00000204592,HLA-E,2392,2.18247,752,-0.0887,30,-4.9098,1003,0.50072,289,-1.5993,81,-3.4773
ENSG00000204580,DDR1,4798,4.39448,10,-6.5829,30,-5.0618,520,-0.9791,196,-2.3423,91,-3.4757
ENSG00000234745,HLA-B,18,-5.3930,1029,0.74051,30,-4.6764,1552,2.25669,312,-1.2371,232,-1.6879
ENSG00000231500,RPS18,17,-5.7328,775,-0.0970,43,-4.4646,1645,1.74051,984,0.30898,640,-0.4108
ENSG00000272325,NUDT3,2141,2.56332,10,-6.0691,792,0.43169,373,-0.9364,391,-0.7420,234,-1.5391
ENSG00000124614,RPS10,17,-4.2398,10,-4.9914,30,-3.4582,771,2.90906,247,-0.2814,206,-0.5812
ENSG00000198755,RPL10A,1207,1.33374,329,-0.9222,30,-4.4610,928,1.06346,463,-0.3785,191,-1.7609
ENSG00000137409,MTCH1,2854,3.14917,10,-6.2161,495,-0.5276,481,-0.6662,80,-3.2873,380,-0.9486
ENSG00000146122,DAAM2,340,0.45410,10,-4.8247,30,-3.2936,486,1.50048,309,0.28374,168,-0.7182
ENSG00000096384,HSP90AB1,5678,2.21730,10,-7.6609,1639,-0.2083,2111,0.26544,341,-2.6269,1112,-0.8337
ENSG00000170915,PAQR8,1326,2.44936,10,-5.4322,30,-3.9087,314,-0.4549,582,0.66715,204,-1.0712
ENSG00000151914,DST,2805,1.54173,283,-2.2866,30,-5.5418,1353,0.20169,2383,1.20495,378,-1.8548
ENSG00000119900,OGFRL1,544,1.34344,10,-4.8234,30,-3.2938,461,1.34246,206,-0.3916,117,-1.2869
ENSG00000156508,EEF1A1,3184,0.21512,1638,-0.8728,30,-6.7373,5154,1.46511,2570,-0.1467,1911,-0.6290
ENSG00000196586,MYO6,404,0.35415,93,-1.9797,30,-3.6295,475,0.81676,624,1.16066,197,-0.8295
ENSG00000146247,PHIP,1214,3.17141,10,-4.9713,30,-3.4425,111,-1.6944,474,0.87670,70,-2.1977
ENSG00000132424,PNISR,18,-4.5253,10,-5.2805,30,-3.7531,442,0.44656,1299,2.68934,264,-0.4995
ENSG00000277443,MARCKS,3432,3.03494,10,-6.5300,140,-2.7849,1045,0.43932,159,-2.6004,111,-3.1178
ENSG00000152661,GJA1,10489,5.29175,17,-6.8747,30,-6.0390,718,-1.5681,18,-6.7585,102,-4.2848
ENSG00000111897,SERINC1,158,-0.8463,10,-4.8619,30,-3.3255,653,2.53099,272,0.02938,93,-1.6724
ENSG00000112306,RPS12,17,-6.4943,2375,0.95164,986,-0.5655,1536,0.20340,2181,0.79127,1110,-0.3737
ENSG00000111961,SASH1,18,-3.5362,10,-4.2985,30,-2.7528,389,1.98298,301,0.90054,131,-0.5309
ENSG00000112531,QKI,1924,0.80502,531,-1.3257,1852,0.73480,1440,0.34905,1030,-0.2787,312,-2.1299
ENSG00000075624,ACTB,5166,1.32703,1785,-0.5545,3543,0.60494,2596,0.07401,1171,-1.2184,663,-2.0820
ENSG00000136238,RAC1,664,0.29432,11,-5.7825,1217,1.43628,538,-0.0754,523,-0.1120,421,-0.4658
ENSG00000189043,NDUFA4,1533,2.00984,188,-1.6813,30,-4.3634,769,0.75653,216,-1.4695,308,-0.9209
ENSG00000106443,PHF14,17,-3.6491,10,-4.4021,30,-2.8657,423,2.01412,296,0.72331,169,-0.2458
ENSG00000196683,TOMM7,22,-4.5423,10,-5.5894,30,-4.0610,1196,3.07888,393,-0.1959,250,-0.9218
ENSG00000106052,TAX1BP1,272,-0.0549,10,-4.9349,302,0.12147,539,1.59439,157,-0.9422,149,-1.0199
ENSG00000180354,MTURN,18,-5.9578,396,-1.4128,44,-4.6546,660,-0.7111,3551,2.74432,1399,0.65522
ENSG00000240583,AQP1,18,-4.5958,196,-1.0587,58,-2.8745,930,2.56533,316,-0.2951,196,-1.0559
ENSG00000122545,SEPTIN7,17,-4.7702,10,-5.5228,30,-3.9913,1030,2.51616,648,0.75005,192,-1.2585
ENSG00000196262,PPIA,1096,1.44766,10,-5.7656,586,0.26882,674,0.64278,200,-1.4624,265,-1.0246
ENSG00000106153,CHCHD2,18,-7.3934,10,-8.1496,17168,6.61572,446,-2.9554,8,-8.4045,119,-4.6609
ENSG00000263001,GTF2I,2239,1.99424,38,-4.6106,573,-0.5510,1147,0.79100,257,-1.7906,208,-2.1144
ENSG00000005486,RHBDD2,3308,3.02301,10,-6.4837,30,-4.9635,912,0.21702,18,-5.6576,556,-0.6364
ENSG00000127914,AKAP9,864,1.31697,679,0.84819,30,-3.9892,287,-0.7203,640,0.73774,154,-1.5865
ENSG00000106261,ZKSCAN1,18,-3.5147,10,-4.2757,30,-2.7349,345,1.61724,369,1.32603,134,-0.4765
ENSG00000166925,TSC22D4,18,-5.0354,10,-5.7779,30,-4.2632,1307,2.78142,498,-0.0352,392,-0.4302
ENSG00000214253,FIS1,17,-3.5857,10,-4.3403,30,-2.8046,458,2.53412,157,-0.2882,178,-0.0794
ENSG00000005483,KMT2E,17,-3.2248,10,-3.9823,30,-2.4377,255,1.31384,327,1.49598,126,-0.2378
ENSG00000064393,HIPK2,17,-7.4696,39,-6.3177,15591,4.71257,712,-2.3152,1415,-1.0630,669,-2.2030
ENSG00000164733,CTSB,17,-4.2544,10,-5.0098,558,1.13861,567,1.58779,186,-0.7595,170,-0.8962
ENSG00000129422,MTUS1,18,-3.0840,80,-0.8200,30,-2.2958,125,-0.1214,476,2.63721,78,-0.8670
ENSG00000078674,PCM1,18,-3.6810,10,-4.4353,30,-2.9076,463,2.27304,178,-0.1958,241,0.31450
ENSG00000104722,NEFM,17,-4.7476,407,-0.0368,30,-3.9759,543,0.56803,111,-2.0682,1264,2.19669
ENSG00000277586,NEFL,17,-5.1285,10,-5.8814,86,-2.8444,1100,1.78693,148,-2.0307,1330,1.69619
ENSG00000092964,DPYSL2,2886,1.37345,316,-2.2826,2259,0.89081,1505,0.19849,728,-1.0161,368,-2.0579
ENSG00000120885,CLU,31792,1.92140,94,-7.1748,18167,0.76858,13918,0.35756,1658,-3.0162,2602,-2.3490
ENSG00000133872,SARAF,4453,3.76425,10,-6.6430,30,-5.1228,802,-0.2617,82,-3.6733,236,-2.1241
ENSG00000147526,TACC1,17,-3.7918,10,-4.5469,30,-3.0110,386,1.39139,525,1.67582,153,-0.5648
ENSG00000008988,RPS20,17,-5.5080,10,-6.2602,1381,1.22327,1325,1.54047,569,-0.3512,299,-1.3666
ENSG00000245910,SNHG6,17,-4.6832,68,-2.7253,426,0.11370,789,1.70595,444,0.18470,253,-0.7393
ENSG00000147604,RPL7,792,-0.0663,26,-5.1741,1776,1.41526,1183,0.79626,471,-0.9053,339,-1.4171
ENSG00000147588,PMP2,219,-2.7802,620,-1.2189,35,-5.4366,2934,2.10389,1782,0.51178,755,-0.9118
ENSG00000156467,UQCRB,4551,2.13752,456,-1.9105,2132,0.56854,1125,-0.5966,879,-0.9050,488,-1.8100
ENSG00000147649,MTDH,18,-3.8754,10,-4.6388,176,-0.4353,496,2.00852,284,0.36603,126,-0.9624
ENSG00000156482,RPL30,474,-0.8076,472,-0.8157,412,-1.0266,1173,0.91509,1221,0.79024,530,-0.6297
ENSG00000164919,COX6C,17,-3.8596,10,-4.6134,30,-3.0807,605,3.02248,148,-0.6836,164,-0.5244
ENSG00000070756,PABPC1,25,-4.4198,10,-5.7043,30,-4.1778,1283,3.02003,555,0.25080,168,-1.6612
ENSG00000164929,BAALC,17,-4.5564,10,-5.3100,30,-3.7778,1063,3.63314,142,-1.4933,226,-0.7779
