Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000117691,NENF,121,-1.8861,137,-1.7055,977,1.66903,315,-0.4073,361,-0.1822,454,0.24853
ENSG00000154380,ENAH,132,-2.0282,916,1.16657,977,1.29612,244,-1.0879,266,-0.9544,414,-0.2927
ENSG00000143742,SRP9,82,-2.9250,1037,1.13818,977,1.02254,138,-2.1599,730,0.48278,448,-0.4023
ENSG00000163041,H3F3A,68,-3.2599,170,-1.9108,977,0.94962,1018,1.02769,513,-0.1848,633,0.20421
ENSG00000143772,ITPKB,458,-0.4782,1464,1.63714,977,0.82416,180,-1.9270,37,-4.2279,585,-0.0906
ENSG00000143761,ARF1,62,-2.9953,152,-1.6765,977,1.48475,184,-1.3818,804,1.08909,445,0.03032
ENSG00000143774,GUK1,214,-1.4206,74,-2.9994,977,1.13013,868,0.90100,613,0.27355,454,-0.2734
ENSG00000168159,RNF187,123,-2.1729,845,0.95390,977,1.23871,131,-2.0832,679,0.55046,353,-0.6425
ENSG00000135744,AGT,141,-3.9327,10444,4.57929,977,-1.0434,615,-1.7535,257,-3.0489,314,-2.9822
ENSG00000168264,IRF2BP2,27,-4.4658,940,1.07918,977,1.15554,481,-0.1133,517,0.00472,333,-0.8215
ENSG00000173726,TOMM20,132,-1.9299,172,-1.5358,977,1.41859,279,-0.7843,784,0.98048,412,-0.1884
ENSG00000054267,ARID4B,106,-1.9854,431,0.22447,977,1.81360,445,0.27964,147,-1.4982,268,-0.6492
ENSG00000153187,HNRNPU,133,-2.0703,89,-2.6677,977,1.22071,802,0.83984,394,-0.3875,548,0.19266
ENSG00000171863,RPS7,430,-1.1106,722,-0.2864,977,0.22210,1469,0.95932,455,-1.0207,975,0.26552
ENSG00000134308,YWHAQ,53,-3.6681,498,-0.2853,977,0.88865,321,-0.9857,1220,1.32429,536,-0.1956
ENSG00000169006,NTSR2,165,-1.0349,5,-6.1510,977,2.26468,2,-7.1037,129,-1.4093,458,0.84123
ENSG00000143878,RHOB,271,-1.4016,499,-0.4459,977,0.70293,1419,1.42976,749,0.23131,331,-1.2409
ENSG00000138029,HADHB,379,-0.1552,462,0.17660,977,1.59557,182,-1.3233,364,-0.2249,275,-0.7784
ENSG00000084764,MAPRE3,22,-4.5964,537,0.20617,977,1.31629,21,-4.6651,992,1.34833,390,-0.3878
ENSG00000213639,PPP1CB,163,-1.9468,991,1.01324,977,0.98580,386,-0.6148,777,0.56122,321,-1.0368
ENSG00000119820,YIPF4,227,-0.5838,5,-6.1881,977,2.18109,183,-0.9240,185,-0.9079,346,0.13276
ENSG00000138078,PREPL,26,-5.1647,65,-3.8649,977,0.29794,43,-4.4619,2865,2.57602,885,0.15445
ENSG00000116016,EPAS1,209,-1.6195,5,-7.0342,977,0.92686,2517,3.28956,35,-4.2219,158,-2.2396
ENSG00000143933,CALM2,371,-2.3836,2446,0.62067,977,-0.9090,1026,-0.8327,4155,1.67016,1507,-0.2523
ENSG00000115306,SPTBN1,952,-0.3090,1014,-0.2041,977,-0.2658,1289,0.19966,1240,0.13284,1277,0.22203
ENSG00000115310,RTN4,265,-2.4847,943,-0.5428,977,-0.4856,1054,-0.3626,2715,1.33112,1616,0.44066
ENSG00000143947,RPS27A,1482,-0.2838,1138,-0.7103,977,-0.9502,2801,0.82221,1179,-0.6528,2365,0.64178
ENSG00000115355,CCDC88A,306,-1.1432,476,-0.4464,977,0.78868,397,-0.7374,332,-1.0181,940,0.91763
ENSG00000169564,PCBP1,52,-3.4014,528,0.15876,977,1.29373,576,0.30857,468,-0.0448,383,-0.4430
ENSG00000144040,SFXN5,156,-1.5603,1145,1.94581,977,1.58793,38,-3.6521,108,-2.1210,251,-0.9481
ENSG00000034510,TMSB10,477,-1.7060,141,-3.5163,977,-0.5930,6231,3.37949,881,-0.7578,557,-1.6431
ENSG00000084090,STARD7,262,-0.8116,161,-1.5683,977,1.51609,325,-0.4686,402,-0.1196,449,0.07726
ENSG00000135940,COX5B,196,-1.9031,314,-1.1891,977,0.68807,719,0.14720,878,0.49486,765,0.31024
ENSG00000158417,EIF5B,526,-0.9042,1463,0.81935,977,0.10262,1101,0.30857,311,-1.7132,1029,0.23252
ENSG00000071082,RPL31,651,-1.2638,1179,-0.3226,977,-0.6267,2219,0.76890,915,-0.7316,2045,0.78302
ENSG00000071054,MAP4K4,575,0.13632,513,-0.0534,977,1.09985,405,-0.4437,450,-0.2708,395,-0.5630
ENSG00000188177,ZC3H6,165,-1.2343,5,-6.3283,977,1.94759,628,1.01170,50,-3.0046,335,-0.1233
ENSG00000155368,DBI,187,-2.0486,943,0.54282,977,0.60568,594,-0.2480,631,-0.1497,748,0.16707
ENSG00000152082,MZT2B,213,-1.6122,991,0.92425,977,0.89816,528,-0.1808,689,0.26745,362,-0.9077
ENSG00000115762,PLEKHB2,24,-4.3112,5,-6.5801,977,1.56415,138,-1.7641,889,1.36535,462,0.18524
ENSG00000144224,UBXN4,151,-1.5244,186,-1.2071,977,1.71453,405,0.04623,260,-0.6815,391,-0.0165
ENSG00000115866,DARS,148,-1.8506,1091,1.52825,977,1.29938,185,-1.5096,315,-0.6849,321,-0.7600
ENSG00000169554,ZEB2,378,-0.1846,5,-6.5765,977,1.56426,530,0.38762,109,-2.1134,479,0.26168
ENSG00000168280,KIF5C,230,-1.0761,5,-6.6618,977,1.43817,142,-1.8088,371,-0.3117,707,1.03354
ENSG00000157827,FMNL2,227,-0.5520,5,-6.1660,977,2.22808,217,-0.6247,67,-2.4174,367,0.29594
ENSG00000136541,ERMN,162,-0.9467,5,-6.0465,977,2.45710,39,-3.0912,110,-1.5460,375,0.53465
ENSG00000144283,PKP4,686,0.84090,7,-5.9635,977,1.54687,476,0.18918,222,-1.0469,306,-0.6278
ENSG00000123636,BAZ2B,121,-1.4932,42,-3.0676,977,2.28342,287,-0.1348,28,-3.6728,362,0.31318
ENSG00000136531,SCN2A,118,-1.8516,5,-6.4297,977,1.79025,119,-1.8297,194,-1.0864,629,1.15264
ENSG00000138398,PPIG,223,-1.5894,711,0.26747,977,0.83728,522,-0.2538,550,-0.1662,636,0.09282
ENSG00000077380,DYNC1I2,263,-1.1720,530,-0.0522,977,1.04054,436,-0.3721,358,-0.6880,630,0.29702
ENSG00000154518,ATP5MC3,68,-2.6468,204,-0.9999,977,1.80415,271,-0.5491,592,0.78523,270,-0.6435
ENSG00000170144,HNRNPA3,111,-2.4858,804,0.66254,977,1.02697,734,0.49790,445,-0.3518,390,-0.6528
ENSG00000061676,NCKAP1,84,-2.5876,256,-0.9033,977,1.43895,260,-0.8827,891,1.25045,334,-0.5624
ENSG00000144381,HSPD1,114,-2.4414,926,0.92690,977,1.02892,322,-0.8665,671,0.34130,419,-0.5231
ENSG00000115541,HSPE1,57,-3.3836,1322,1.77526,977,1.13879,295,-0.9150,574,0.16924,206,-1.6433
ENSG00000138443,ABI2,63,-2.8797,522,0.42188,977,1.63692,200,-1.1456,314,-0.4328,392,-0.0838
ENSG00000114942,EEF1B2,273,-1.4744,852,0.35779,977,0.60196,986,0.61818,437,-0.7451,656,-0.1029
ENSG00000078018,MAP2,129,-3.0282,191,-2.4443,977,0.09831,136,-2.9498,1685,1.08385,1667,1.41829
ENSG00000115414,FN1,166,-1.9931,5,-7.0672,977,0.88682,2679,3.45185,154,-2.1035,82,-3.2704
ENSG00000197756,RPL37A,2710,-0.0492,470,-2.7552,977,-1.6619,4421,0.81163,2357,-0.2801,4299,0.97478
ENSG00000144567,RETREG2,72,-2.9101,773,0.85979,977,1.31857,86,-2.6479,875,1.09812,272,-1.0323
ENSG00000135924,DNAJB2,187,-1.6277,1110,1.38856,977,1.13163,78,-2.9272,567,0.14043,367,-0.6699
ENSG00000054356,PTPRN,68,-3.0268,5,-6.7794,977,1.27725,59,-3.2248,1164,1.64606,561,0.30278
ENSG00000171951,SCG2,39,-4.7898,5,-7.7308,977,0.06937,148,-2.8493,4056,3.27712,670,-0.6415
ENSG00000135919,SERPINE2,183,-1.2912,657,0.82987,977,1.62631,121,-1.9179,258,-0.7560,339,-0.3736
ENSG00000187957,DNER,73,-3.6602,1187,0.67095,977,0.32363,47,-4.3002,2383,2.12428,496,-0.9104
ENSG00000135916,ITM2C,967,-0.0193,110,-3.3497,977,-0.0021,615,-0.7560,1408,0.63540,1385,0.76420
ENSG00000173692,PSMD1,177,-1.3125,5,-6.5041,977,1.67250,190,-1.2008,768,1.16977,349,-0.2782
ENSG00000115053,NCL,229,-1.6778,345,-1.0476,977,0.68238,795,0.31596,362,-0.9739,960,0.82548
ENSG00000187514,PTMA,807,-1.3590,3601,1.16575,977,-1.0634,3160,0.91241,942,-1.1204,1872,-0.0193
ENSG00000182600,SNORC,150,-2.2670,1609,1.74802,977,0.74221,211,-1.7479,341,-1.0150,596,-0.1412
ENSG00000132321,IQCA1,76,-2.9426,1520,2.13939,977,1.16547,13,-5.4992,154,-1.8921,425,-0.3678
ENSG00000172428,COPS9,140,-1.6238,5,-6.4616,977,1.74104,315,-0.3511,300,-0.4332,496,0.51425
ENSG00000130294,KIF1A,296,-1.7541,679,-0.4646,977,0.13917,188,-2.4318,1708,1.15779,1226,0.67085
ENSG00000168385,SEPTIN2,130,-1.8688,475,0.17697,977,1.53630,334,-0.4102,193,-1.2702,443,0.07099
ENSG00000132164,SLC6A11,277,-0.4326,30,-3.7466,977,1.92217,89,-2.1846,275,-0.4431,436,0.40422
ENSG00000157103,SLC6A1,117,-2.1497,378,-0.3344,977,1.37489,219,-1.1994,929,1.27191,308,-0.7642
ENSG00000144713,RPL32,1158,-0.8837,2342,0.27215,977,-1.1484,2808,0.59336,1475,-0.4981,2608,0.57389
ENSG00000225733,FGD5-AS1,94,-2.1003,20,-4.3354,977,1.93160,142,-1.4752,284,-0.3861,498,0.71329
ENSG00000174748,RPL15,434,-1.4819,762,-0.6062,977,-0.2017,1606,0.65637,1725,0.78758,1108,0.00895
ENSG00000178567,EPM2AIP1,40,-3.6318,255,-0.8601,977,1.51109,143,-1.7489,919,1.38353,349,-0.4190
ENSG00000144674,GOLGA4,132,-1.6905,5,-6.4405,977,1.77007,698,1.06755,90,-2.2625,396,0.05882
ENSG00000168028,RPSA,358,-1.2540,310,-1.4779,977,0.37618,1122,0.62298,1030,0.46940,848,0.15844
ENSG00000168314,MOBP,3459,2.26175,5,-7.9762,977,-0.2154,790,-0.5618,228,-2.4600,1163,0.09083
ENSG00000188846,RPL14,288,-1.6575,66,-3.8260,977,0.29598,1787,1.43533,498,-0.8118,1067,0.55988
ENSG00000168036,CTNNB1,214,-1.7989,1464,1.44144,977,0.65545,691,0.04998,227,-1.7142,562,-0.3468
ENSG00000181061,HIGD1A,125,-1.8410,5,-6.5142,977,1.66278,139,-1.6829,557,0.55868,511,0.50344
ENSG00000047849,MAP4,881,0.19762,5,-7.4690,977,0.37654,838,0.11086,1200,0.74589,796,0.02833
ENSG00000164050,PLXNB1,196,-1.6139,1380,1.76877,977,1.04985,266,-1.1508,98,-2.6470,445,-0.3899
ENSG00000232112,TMA7,216,-1.7362,609,-0.1022,977,0.72151,388,-0.8300,971,0.71100,685,0.11547
ENSG00000010256,UQCRC1,81,-2.6119,253,-0.8873,977,1.49307,354,-0.3471,603,0.55805,395,-0.1976
ENSG00000067560,RHOA,242,-1.8555,1580,1.27300,977,0.37329,1123,0.62120,675,-0.2539,453,-1.0213
ENSG00000114353,GNAI2,199,-1.5101,242,-1.2129,977,1.15497,859,0.90516,613,0.29604,359,-0.6850
ENSG00000162244,RPL29,431,-1.4336,1135,0.11589,977,-0.1360,1822,0.96490,358,-1.7135,1348,0.51303
ENSG00000164091,WDR82,57,-3.1398,513,0.26046,977,1.47473,382,-0.2387,636,0.64000,260,-0.9809
ENSG00000114902,SPCS1,95,-2.1250,117,-1.8084,977,1.85587,308,-0.3047,696,1.13592,200,-1.1299
ENSG00000168309,FAM107A,275,-1.7843,1290,0.72510,977,0.23133,1496,1.00422,364,-1.3597,784,-0.1670
ENSG00000144746,ARL6IP5,24,-4.4059,611,0.52718,977,1.42682,283,-0.7587,721,0.82880,270,-0.9553
ENSG00000175161,CADM2,134,-1.6021,5,-6.3686,977,1.87377,35,-3.5866,723,1.22679,351,-0.0951
ENSG00000269028,MTRNR2L12,223419,2.54142,12450,-2.5623,977,-6.2702,51577,-0.3777,15823,-2.2053,74717,0.29620
ENSG00000080822,CLDND1,98,-2.1589,5,-6.4639,977,1.74082,138,-1.6377,265,-0.6308,623,1.06949
ENSG00000081154,PCNP,91,-2.4746,510,0.22702,977,1.44695,281,-0.7544,407,-0.1525,430,-0.0771
ENSG00000114391,RPL24,350,-1.8055,1162,0.09455,977,-0.1956,1861,0.93704,1142,0.06508,1100,0.00202
ENSG00000181722,ZBTB20,147,-1.8168,1099,1.61340,977,1.36458,273,-0.8588,6,-6.3304,375,-0.4166
ENSG00000172020,GAP43,25,-4.8400,5,-7.1627,977,0.76386,82,-3.1290,2446,2.88610,447,-0.6620
ENSG00000185565,LSAMP,197,-1.1012,5,-6.4654,977,1.73462,229,-0.8692,572,0.66562,378,-0.0653
ENSG00000173230,GOLGB1,172,-1.8072,1100,1.28888,977,1.05331,341,-0.7584,255,-1.2137,478,-0.2519
ENSG00000114631,PODXL2,97,-2.6386,150,-1.9847,977,1.09206,2,-7.8887,1530,2.06189,485,-0.1846
ENSG00000169714,CNBP,64,-3.1791,514,0.00160,977,1.16380,846,0.88648,448,-0.2254,371,-0.6180
ENSG00000184897,H1FX,131,-1.9250,644,0.63527,977,1.44224,473,0.09391,237,-1.0223,335,-0.5571
ENSG00000091513,TF,146,-2.0709,5,-6.9528,977,1.03814,118,-2.3905,415,-0.4565,1085,1.70742
ENSG00000154917,RAB6B,209,-1.1212,17,-4.8028,977,1.57818,46,-3.3663,1110,1.86420,289,-0.7046
ENSG00000158186,MRAS,339,0.19421,5,-6.0949,977,2.35822,70,-2.2691,174,-0.8925,276,-0.1808
ENSG00000070087,PFN2,35,-3.8281,406,-0.1161,977,1.49973,153,-1.6517,1115,1.78857,181,-1.5660
ENSG00000008952,SEC62,1096,-0.6739,2936,1.02489,977,-0.8560,932,-0.9299,1780,0.12279,1935,0.32501
ENSG00000242808,SOX2-OT,153,-1.6130,123,-1.9416,977,1.55488,46,-3.3942,381,-0.1773,645,0.93867
ENSG00000181449,SOX2,114,-2.9859,2704,2.50942,977,0.35782,298,-1.5538,18,-5.6246,720,-0.1915
ENSG00000161203,AP2M1,126,-2.4582,5,-7.1110,977,0.82718,416,-0.6304,1523,1.72826,617,0.01739
ENSG00000175166,PSMD2,179,-1.0490,172,-1.1132,977,2.03654,260,-0.4598,258,-0.4682,279,-0.4031
ENSG00000114867,EIF4G1,166,-1.1890,335,-0.0701,977,1.99253,104,-1.8991,354,0.02126,255,-0.6011
ENSG00000156976,EIF4A2,42,-4.7060,1059,0.15625,977,0.01981,1136,0.27806,1422,0.67656,1061,0.19446
ENSG00000189058,APOD,31,-4.5814,298,-1.2453,977,0.71614,1066,0.87747,343,-1.0301,915,0.75251
ENSG00000182899,RPL35A,424,-1.5375,542,-1.1606,977,-0.2236,2478,1.47574,1044,-0.1144,1178,0.10831
ENSG00000169020,ATP5ME,421,-1.1344,600,-0.5796,977,0.22943,1028,0.31810,1449,0.94111,751,-0.2539
ENSG00000068078,FGFR3,561,-0.1271,730,0.31966,977,0.84449,65,-3.4051,634,0.07749,636,0.09968
ENSG00000243449,C4orf48,180,-1.7595,919,0.90895,977,1.02668,137,-2.1767,647,0.27529,497,-0.2032
ENSG00000185818,NAT8L,392,-0.6432,747,0.43079,977,0.92230,65,-3.3452,334,-0.8950,777,0.62609
ENSG00000087274,ADD1,118,-1.9535,163,-1.4553,977,1.63787,397,-0.0456,390,-0.0771,407,-0.0088
ENSG00000179010,MRFAP1,383,-0.7841,88,-3.0038,977,0.79783,394,-0.7426,801,0.43713,852,0.68903
ENSG00000038219,BOD1L1,171,-1.3771,454,0.18671,977,1.64850,287,-0.5696,138,-1.7000,409,0.01128
ENSG00000151552,QDPR,334,-0.9156,52,-3.6845,977,0.89896,95,-2.8177,1029,0.99709,816,0.71413
ENSG00000163682,RPL9,845,-0.8630,1633,0.21728,977,-0.6320,3091,1.41089,958,-0.6635,1280,-0.2296
ENSG00000154277,UCHL1,66,-4.5748,916,-0.6640,977,-0.5610,27,-5.8753,5751,3.15325,945,-0.7114
ENSG00000064042,LIMCH1,419,-0.4180,187,-1.6776,977,1.06458,464,-0.2501,170,-1.8218,781,0.81562
ENSG00000174780,SRP72,210,-0.8519,160,-1.2767,977,1.95689,180,-1.0901,380,0.11332,289,-0.3977
ENSG00000163453,IGFBP7,229,-2.2247,5,-7.7533,977,0.04125,4627,3.75940,476,-1.1178,180,-2.8056
