Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000171824,EXOSC10,15,-0.6114,39,0.93777,43,1.11195,9,-1.4261,15,-0.6691,28,0.38418,2,-3.4863,12,-0.9980,39,0.91707
ENSG00000198793,MTOR,153,1.52702,48,-0.4413,81,0.38267,60,-0.1060,65,0.03541,28,-1.2681,48,-0.4576,42,-0.6746,50,-0.3782
ENSG00000116661,FBXO2,139,-1.6023,574,0.64324,379,-0.0479,606,0.73809,673,0.92232,213,-0.9529,351,-0.1722,222,-0.8886,356,-0.1469
ENSG00000132879,FBXO44,15,-3.2430,250,1.08118,155,0.25751,195,0.63877,110,-0.3036,66,-1.0850,90,-0.6124,141,0.10494,171,0.41917
ENSG00000177000,MTHFR,15,-0.9667,17,-0.8060,21,-0.4673,26,-0.1422,31,0.12395,19,-0.6387,48,0.89078,20,-0.5727,59,1.24553
ENSG00000011021,CLCN6,15,-3.3127,248,0.98303,156,0.19035,193,0.54448,226,0.81306,50,-1.5673,135,-0.0474,137,-0.0180,90,-0.6858
ENSG00000116685,KIAA2013,15,-1.7410,66,0.52983,53,0.16128,48,0.01742,37,-0.3775,68,0.59769,64,0.48630,30,-0.7314,47,-0.0127
ENSG00000083444,PLOD1,153,1.70550,71,0.31558,41,-0.5563,90,0.71301,43,-0.4919,27,-1.2008,16,-1.9249,26,-1.2716,60,0.02836
ENSG00000116688,MFN2,144,-0.0568,123,-0.3071,187,0.36593,148,-0.0210,191,0.40171,141,-0.0940,142,-0.0886,141,-0.0995,130,-0.2300
ENSG00000116691,MIIP,155,3.02428,0,-5.5951,23,-0.6093,18,-0.9319,23,-0.6280,11,-1.7221,23,-0.5991,10,-1.7787,41,0.29888
ENSG00000048707,VPS13D,15,-1.7381,37,-0.3889,66,0.55098,44,-0.1148,52,0.15208,46,-0.0441,38,-0.3640,41,-0.2525,88,1.04376
ENSG00000162496,DHRS3,15,-0.3128,12,-0.6688,3,-2.4058,9,-1.0885,14,-0.4302,32,0.89975,3,-2.3930,28,0.70627,49,1.71148
ENSG00000116731,PRDM2,15,-1.8085,71,0.57959,49,-0.0354,26,-1.0002,33,-0.6532,56,0.19457,73,0.62636,90,0.99424,36,-0.5091
ENSG00000189337,KAZN,15,-2.2670,16,-2.1600,61,-0.1699,70,0.03602,102,0.67396,94,0.53662,140,1.24404,47,-0.5961,67,-0.0265
ENSG00000142634,EFHD2,15,-1.7372,56,0.26719,76,0.78172,52,0.14986,43,-0.1536,25,-0.9760,72,0.68696,31,-0.6577,57,0.29180
ENSG00000116138,DNAJC16,15,-1.0719,51,0.84660,41,0.48609,17,-0.8606,29,-0.0723,30,-0.0306,26,-0.2691,39,0.39802,26,-0.2308
ENSG00000116786,PLEKHM2,573,3.41363,30,-1.9752,66,-0.8092,53,-1.1471,28,-2.0910,68,-0.7817,44,-1.4215,62,-0.9235,75,-0.6183
ENSG00000065526,SPEN,15,-1.4994,5,-3.0957,16,-1.4173,19,-1.1794,28,-0.5934,92,1.42506,31,-0.3959,79,1.14234,79,1.13515
ENSG00000185519,FAM131C,15,-1.3070,17,-1.1174,49,0.50951,23,-0.6564,26,-0.5053,25,-0.5614,116,2.17278,24,-0.6075,25,-0.5714
ENSG00000037637,FBXO42,15,-0.9321,27,-0.0608,52,1.05545,38,0.53096,45,0.79674,6,-2.2621,2,-3.8870,39,0.54961,26,-0.0844
ENSG00000055070,SZRD1,15,-1.2063,5,-2.8449,31,-0.0925,20,-0.8011,41,0.34122,61,1.01755,56,0.87889,50,0.66254,20,-0.7563
ENSG00000219481,NBPF1,15,-0.4925,14,-0.5564,44,1.26338,26,0.36781,6,-1.7344,34,0.81775,1,-3.7977,4,-2.3798,42,1.18443
ENSG00000159363,ATP13A2,15,-4.3891,289,-0.0165,453,0.73614,541,1.05193,562,1.12136,129,-1.2681,181,-0.7545,183,-0.7369,273,-0.1062
ENSG00000117118,SDHB,15,-2.5881,43,-1.0537,107,0.38077,112,0.46434,110,0.42720,52,-0.7595,164,1.13151,64,-0.4369,94,0.17415
ENSG00000117115,PADI2,15,-3.4500,39,-2.0915,44,-1.8959,12,-3.7745,27,-2.6241,415,1.78698,516,2.25770,164,0.11217,143,-0.1030
ENSG00000179051,RCC2,15,-0.9649,32,0.21516,44,0.74813,26,-0.1399,6,-2.2985,28,-0.0234,53,1.07013,20,-0.5657,30,0.09296
ENSG00000074964,ARHGEF10L,15,-1.4115,55,0.60368,42,0.14301,13,-1.6269,27,-0.5633,21,-0.9237,72,1.06774,22,-0.8365,77,1.19459
ENSG00000117154,IGSF21,154,2.60221,3,-3.4950,36,-0.1296,5,-2.8896,6,-2.7729,18,-1.2386,34,-0.2246,36,-0.1390,61,0.72831
ENSG00000159423,ALDH4A1,294,3.00067,69,0.10549,12,-2.5672,50,-0.3997,41,-0.7158,30,-1.1889,24,-1.5268,35,-0.9427,28,-1.2848
ENSG00000127463,EMC1,15,-1.5934,35,-0.3163,84,1.13007,54,0.36359,52,0.30081,26,-0.7629,18,-1.3407,55,0.41384,48,0.17683
ENSG00000053372,MRTO4,15,-1.6487,38,-0.2445,49,0.13601,37,-0.2920,49,0.14779,39,-0.2264,66,0.64273,51,0.21241,58,0.43840
ENSG00000053371,AKR7A2,15,-2.2116,61,-0.1091,72,0.16535,66,0.01673,101,0.72012,54,-0.3161,72,0.15297,57,-0.2072,90,0.53057
ENSG00000077549,CAPZB,565,1.10390,323,0.14222,257,-0.2314,328,0.16527,200,-0.6250,200,-0.6273,311,0.07800,260,-0.2124,224,-0.4458
ENSG00000173436,MICOS10,424,0.92919,127,-1.0294,173,-0.5512,221,-0.1642,302,0.34725,221,-0.1627,254,0.05853,210,-0.2479,271,0.16622
ENSG00000158747,NBL1,15,-3.5120,162,0.02808,184,0.23619,130,-0.3314,226,0.57853,153,-0.0652,101,-0.7278,235,0.64593,229,0.60349
ENSG00000162545,CAMK2N1,120,-2.2582,544,0.05668,536,0.03253,412,-0.3876,530,0.01463,640,0.32390,600,0.21637,641,0.32685,705,0.48794
ENSG00000090432,MUL1,15,-1.3011,60,0.89478,32,-0.1760,39,0.13645,54,0.69772,36,0.00485,14,-1.3883,14,-1.4314,55,0.74126
ENSG00000183114,FAM43B,15,-1.8634,90,0.92337,60,0.24244,42,-0.3263,104,1.19860,21,-1.4133,19,-1.5324,27,-1.0269,88,0.89572
ENSG00000158828,PINK1,276,-0.7698,499,0.17313,489,0.13774,627,0.55416,575,0.40651,311,-0.5855,428,-0.0761,422,-0.1003,415,-0.1266
ENSG00000244038,DDOST,15,-0.4627,2,-3.2313,32,0.72831,26,0.39122,34,0.87141,18,-0.1761,5,-1.9391,29,0.56411,22,0.09821
ENSG00000189410,SH2D5,15,-0.4062,3,-2.6528,55,1.81841,1,-4.0695,17,-0.2342,14,-0.5711,1,-4.3331,30,0.71280,41,1.26565
ENSG00000127483,HP1BP3,142,-0.3179,78,-1.2445,186,0.12091,118,-0.6097,172,-0.0081,188,0.13596,248,0.59547,146,-0.2694,279,0.80483
ENSG00000075151,EIF4G3,145,-0.1917,163,-0.0109,211,0.41678,129,-0.3795,176,0.11732,122,-0.4702,185,0.19904,181,0.16054,162,-0.0149
ENSG00000076864,RAP1GAP,15,-3.0372,82,-0.5357,258,1.40443,83,-0.5092,291,1.63708,56,-1.1292,33,-1.9083,92,-0.3566,125,0.14035
ENSG00000090686,USP48,15,-2.2736,53,-0.3904,77,0.20292,60,-0.2191,60,-0.1969,93,0.51800,140,1.22601,51,-0.4675,65,-0.0809
ENSG00000070831,CDC42,15,-4.4637,259,-0.2734,417,0.50603,448,0.62833,413,0.48851,201,-0.6691,467,0.70060,298,-0.0475,246,-0.3534
ENSG00000173372,C1QA,15,-0.8584,24,-0.1631,3,-3.0870,12,-1.2166,27,0.01764,69,1.68985,2,-3.5122,36,0.48882,50,1.08649
ENSG00000173369,C1QB,15,-1.5344,47,0.21836,4,-3.4745,11,-2.0177,0,-5.5744,80,1.12417,57,0.52844,73,0.96457,84,1.21579
ENSG00000004487,KDM1A,15,-1.7281,51,0.11800,78,0.85107,60,0.38496,27,-0.8499,23,-1.1040,95,1.19454,25,-1.0105,51,0.11448
ENSG00000169641,LUZP1,15,-2.0774,63,0.07994,139,1.47055,23,-1.4761,28,-1.1710,64,0.10578,36,-0.8001,89,0.66296,81,0.50762
ENSG00000125944,HNRNPR,146,0.47863,64,-0.8352,83,-0.4342,87,-0.3586,70,-0.7102,114,0.06452,152,0.55197,142,0.42788,125,0.22235
ENSG00000142676,RPL11,241,-0.8782,209,-1.1015,245,-0.8539,241,-0.8799,232,-0.9412,928,1.36999,489,0.24051,661,0.75378,550,0.43922
ENSG00000011007,ELOA,15,-0.4340,7,-1.5621,32,0.76478,28,0.57095,5,-1.9961,26,0.45516,3,-2.8052,24,0.26659,40,1.15672
ENSG00000057757,PITHD1,143,-1.6935,850,1.17893,435,0.02615,834,1.14590,602,0.56668,142,-1.6991,303,-0.5496,230,-0.9769,311,-0.5052
ENSG00000011009,LYPLA2,15,-1.1841,56,0.90644,55,0.86884,29,-0.1925,46,0.56392,12,-1.4932,10,-1.8462,25,-0.4342,46,0.57342
ENSG00000117305,HMGCL,15,-0.7678,38,0.68513,23,-0.1489,37,0.65063,28,0.21726,26,0.09565,1,-4.7873,28,0.21488,28,0.16597
ENSG00000189266,PNRC2,15,-1.5373,16,-1.4643,46,0.16804,33,-0.3782,42,0.01416,52,0.37222,58,0.56319,40,-0.0501,71,0.90359
ENSG00000188529,SRSF10,294,2.20384,46,-1.0275,46,-1.0277,60,-0.6324,50,-0.9070,34,-1.4622,143,0.79626,58,-0.6600,69,-0.3942
ENSG00000001461,NIPAL3,15,-2.9492,73,-0.6207,163,0.67900,77,-0.5308,133,0.34119,148,0.51783,147,0.49909,123,0.20105,96,-0.1986
ENSG00000117602,RCAN3,15,-1.6188,78,0.97071,25,-0.8694,84,1.10342,41,-0.0942,37,-0.2821,62,0.56115,21,-1.1091,31,-0.5265
ENSG00000133226,SRRM1,15,-2.2514,42,-0.7312,70,0.06479,18,-1.9853,60,-0.1845,172,1.65481,80,0.28587,68,0.02709,80,0.27552
ENSG00000169504,CLIC4,15,-2.1691,28,-1.2674,13,-2.3593,14,-2.2883,7,-3.2207,123,1.12443,226,2.37073,74,0.23857,72,0.20972
ENSG00000117614,SYF2,149,1.29510,35,-1.0749,62,-0.1926,35,-1.1025,30,-1.2990,78,0.16905,37,-0.9980,115,0.81815,92,0.43535
ENSG00000117616,RSRP1,15,-1.3909,6,-2.7450,56,0.65395,17,-1.1962,34,-0.1632,75,1.16463,49,0.41958,47,0.36264,40,0.11320
ENSG00000183726,TMEM50A,15,-1.7874,32,-0.6862,44,-0.1722,78,0.76200,50,0.02242,88,0.98087,15,-1.7542,52,0.10071,68,0.53942
ENSG00000204178,MACO1,434,3.68067,42,-0.9482,46,-0.8340,32,-1.3611,49,-0.7372,33,-1.3464,0,-7.0332,36,-1.1780,29,-1.5293
ENSG00000117643,MAN1C1,15,-0.6862,8,-1.6538,42,0.96458,21,-0.2047,63,1.72872,20,-0.2309,7,-1.7165,17,-0.5288,19,-0.3343
ENSG00000162430,SELENON,15,-0.7931,5,-2.2693,17,-0.6372,16,-0.7023,40,0.74953,30,0.27964,7,-1.8405,34,0.48341,63,1.59293
ENSG00000117640,MTFR1L,15,-2.5697,70,-0.2856,118,0.57172,102,0.33183,76,-0.1442,61,-0.5046,113,0.49933,84,0.00690,113,0.49098
ENSG00000117632,STMN1,1233,0.54060,735,-0.3076,659,-0.4805,1038,0.25118,820,-0.1327,920,0.05339,1315,0.65112,641,-0.5235,653,-0.4956
ENSG00000142684,ZNF593,15,-1.6693,34,-0.4714,45,-0.0096,56,0.32965,67,0.65489,25,-0.9245,80,0.96473,35,-0.3943,51,0.18037
ENSG00000142669,SH3BGRL3,564,0.89779,218,-0.6617,180,-0.9556,467,0.56818,613,1.04716,232,-0.5670,311,-0.1015,200,-0.7971,198,-0.8131
ENSG00000117682,DHDDS,15,-1.0348,41,0.54124,35,0.28658,68,1.43981,35,0.28219,26,-0.2110,6,-2.2476,4,-2.7951,35,0.26151
ENSG00000198830,HMGN2,15,-2.9003,133,0.39263,46,-1.2665,50,-1.1566,64,-0.7709,176,0.87713,165,0.76065,137,0.43806,156,0.66609
ENSG00000117713,ARID1A,15,-2.1584,77,0.32760,55,-0.2082,37,-0.8354,57,-0.1768,58,-0.1301,91,0.60481,103,0.81810,75,0.27869
ENSG00000204160,ZDHHC18,154,2.00968,13,-2.0315,40,-0.3843,81,0.78644,88,0.91510,16,-1.7801,12,-2.1926,39,-0.4316,15,-1.8528
ENSG00000142751,GPN2,15,-0.7584,12,-1.0861,24,-0.0632,25,-0.0014,8,-1.7494,13,-1.0174,67,1.76960,15,-0.7840,44,0.97466
ENSG00000090273,NUDC,287,0.80951,226,0.39570,144,-0.3299,142,-0.3581,169,-0.0769,137,-0.4158,170,-0.0664,156,-0.2080,166,-0.1092
ENSG00000253368,TRNP1,15,-2.2570,109,0.80019,141,1.26330,49,-0.4916,88,0.44339,43,-0.7081,33,-1.1284,44,-0.6676,85,0.38020
ENSG00000090020,SLC9A1,15,-0.9519,6,-2.3302,50,0.95104,28,0.02064,20,-0.5561,9,-1.6657,57,1.19988,23,-0.3000,45,0.77665
ENSG00000142784,WDTC1,15,-1.5730,21,-1.0599,57,0.46958,44,0.07129,77,0.99180,33,-0.3946,45,0.07568,29,-0.6063,62,0.62145
ENSG00000186501,TMEM222,15,-2.5313,67,-0.3018,100,0.33036,102,0.37306,96,0.26138,86,0.08910,80,-0.0213,72,-0.1914,114,0.56022
ENSG00000158195,WASF2,149,1.68545,36,-0.7428,4,-3.7826,13,-2.2461,10,-2.6017,96,0.86608,77,0.47878,59,0.04511,73,0.38990
ENSG00000126705,AHDC1,15,-1.4732,76,1.09669,56,0.56074,18,-1.2199,14,-1.5971,38,-0.0853,58,0.60974,45,0.18510,39,-0.0211
ENSG00000126709,IFI6,144,-0.8476,569,1.46528,154,-0.7424,446,1.01198,180,-0.4969,146,-0.8251,169,-0.5977,213,-0.2315,194,-0.3767
ENSG00000117758,STX12,145,-0.1118,122,-0.3905,164,0.08667,189,0.32213,196,0.37765,131,-0.2682,194,0.36869,97,-0.7397,160,0.04993
ENSG00000117751,PPP1R8,15,-0.9569,53,1.08275,33,0.23881,16,-0.8989,20,-0.5232,25,-0.1796,11,-1.3863,26,-0.1459,54,1.10807
ENSG00000117748,RPA2,153,1.96453,14,-1.9810,43,-0.2787,60,0.24222,65,0.37186,33,-0.6840,28,-0.9218,26,-1.0800,42,-0.3367
ENSG00000126698,DNAJC8,143,0.14059,133,0.01688,126,-0.0724,134,0.03302,106,-0.3433,160,0.32868,75,-0.8798,152,0.24350,153,0.24582
ENSG00000130770,ATP5IF1,562,0.28723,306,-0.6848,572,0.31688,601,0.39942,697,0.65199,279,-0.8301,351,-0.4718,344,-0.5012,533,0.19990
ENSG00000204138,PHACTR4,15,-0.5381,7,-1.7280,22,0.04346,4,-2.3309,14,-0.6798,46,1.30399,18,-0.2451,36,0.86762,30,0.57157
ENSG00000120656,TAF12,15,-0.5279,33,0.73345,14,-0.5981,23,0.10445,11,-1.0619,24,0.19374,12,-0.9009,14,-0.6502,46,1.29983
ENSG00000198492,YTHDF2,151,0.74052,54,-0.9024,127,0.44383,84,-0.2217,132,0.51774,59,-0.7805,91,-0.1015,68,-0.5533,105,0.12481
ENSG00000159023,EPB41,15,-1.2710,34,-0.0276,46,0.47582,16,-1.1635,38,0.14431,12,-1.5504,69,1.16973,65,1.05772,16,-1.1796
ENSG00000116350,SRSF4,433,3.28010,22,-2.0628,53,-0.7843,30,-1.6319,9,-3.3231,69,-0.3824,56,-0.6983,59,-0.6262,55,-0.7350
ENSG00000116353,MECR,15,-1.2532,28,-0.3419,54,0.74948,48,0.54195,66,1.09940,22,-0.7018,13,-1.5157,22,-0.6612,42,0.32062
ENSG00000060656,PTPRU,153,1.37310,75,0.14010,56,-0.3362,42,-0.7864,126,1.01764,37,-0.9740,59,-0.2542,41,-0.8238,33,-1.1290
ENSG00000162511,LAPTM5,15,-0.8664,12,-1.2480,3,-3.2413,1,-4.3006,6,-2.1271,60,1.40503,7,-1.9371,60,1.39975,75,1.84800
ENSG00000162512,SDC3,286,0.99594,87,-0.9423,83,-1.0144,132,-0.2970,97,-0.7730,145,-0.1460,128,-0.3498,234,0.63946,239,0.67937
ENSG00000134644,PUM1,146,-0.4586,315,0.81456,263,0.50187,133,-0.5946,127,-0.6681,140,-0.5171,198,0.03051,226,0.24512,199,0.04258
ENSG00000060688,SNRNP40,15,-0.8350,0,-5.2564,17,-0.6711,35,0.48449,9,-1.6083,37,0.57630,62,1.51422,40,0.72121,18,-0.5401
