Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to6,Feature log2 fold change topic 2to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000127463,EMC1,156,1.55690,54,-0.6507,74,0.20429,25,-1.5085
ENSG00000053372,MRTO4,156,1.81964,49,-0.5513,30,-1.0246,31,-0.9914
ENSG00000053371,AKR7A2,156,2.51431,27,-1.3625,31,-0.4993,22,-1.0259
ENSG00000077549,CAPZB,156,-0.3067,192,0.08242,228,0.31733,161,-0.2527
ENSG00000173436,MICOS10,156,-0.2791,196,0.23172,148,-0.3657,197,0.10327
ENSG00000158747,NBL1,156,0.36486,159,1.18067,9,-3.8454,44,-1.6317
ENSG00000162545,CAMK2N1,156,-1.8947,578,0.37758,652,0.35380,526,-0.0058
ENSG00000090432,MUL1,156,1.70087,57,-0.2736,37,-0.8002,13,-2.3401
ENSG00000183114,FAM43B,156,2.37599,38,-0.5783,1,-5.5555,16,-1.6442
ENSG00000158828,PINK1,156,-1.1362,409,1.25517,146,-1.2410,212,-0.6611
ENSG00000127483,HP1BP3,156,-0.4753,208,-0.0288,232,0.17395,247,0.27883
ENSG00000075151,EIF4G3,156,0.13637,143,-0.0059,141,-0.0248,134,-0.1066
ENSG00000076864,RAP1GAP,156,0.77198,122,0.99582,4,-4.8047,23,-2.2030
ENSG00000090686,USP48,156,1.21661,67,-0.5129,45,-0.8790,87,0.18760
ENSG00000070831,CDC42,156,-1.1897,338,0.08047,568,0.93109,236,-0.5480
ENSG00000173372,C1QA,156,1.60947,55,-0.5074,40,-0.7262,39,-0.7711
ENSG00000173369,C1QB,156,1.71304,39,-1.3100,43,-0.5480,93,0.71590
ENSG00000004487,KDM1A,156,1.99903,47,-0.4512,17,-1.7492,19,-1.5534
ENSG00000169641,LUZP1,156,1.68258,61,-0.0465,0,-8.5275,33,-0.9737
ENSG00000125944,HNRNPR,156,0.46254,111,-0.2317,122,0.04805,114,-0.0648
ENSG00000142676,RPL11,156,-1.3641,366,-0.0530,416,0.18846,568,0.72552
ENSG00000057757,PITHD1,156,-1.1176,404,1.24977,239,-0.4502,114,-1.5985
ENSG00000189266,PNRC2,156,1.21194,67,-0.5288,66,-0.2791,69,-0.2084
ENSG00000188529,SRSF10,156,1.20698,64,-0.6802,70,-0.1779,82,0.06543
ENSG00000001461,NIPAL3,156,-0.0201,118,-0.9158,311,1.19084,204,0.43177
ENSG00000117602,RCAN3,156,1.91349,46,-0.6107,32,-0.8838,25,-1.2566
ENSG00000133226,SRRM1,156,1.33303,39,-1.7433,111,0.70673,126,0.92981
ENSG00000169504,CLIC4,156,0.37184,91,-0.9851,228,1.04902,159,0.40144
ENSG00000117614,SYF2,156,1.50182,54,-0.7446,53,-0.3861,62,-0.1403
ENSG00000117616,RSRP1,156,0.82070,67,-1.1023,205,1.33483,74,-0.4180
ENSG00000183726,TMEM50A,156,0.56280,98,-0.4706,169,0.70940,81,-0.5238
ENSG00000204178,MACO1,156,2.04886,38,-0.9570,37,-0.5508,32,-0.7618
ENSG00000157978,LDLRAP1,156,1.55978,14,-3.3446,237,2.51463,59,-0.1615
ENSG00000162430,SELENON,156,1.93334,37,-1.2109,71,0.42535,29,-0.9826
ENSG00000117640,MTFR1L,156,1.12921,75,-0.2901,59,-0.5185,62,-0.4542
ENSG00000117632,STMN1,156,-2.6230,758,-0.4513,2100,1.61533,852,-0.0189
ENSG00000142684,ZNF593,156,2.18353,39,-0.7231,26,-1.0278,15,-1.8319
ENSG00000142669,SH3BGRL3,156,-0.7513,278,0.46788,266,0.10828,181,-0.5149
ENSG00000198830,HMGN2,156,-0.2006,159,-0.3722,279,0.78315,182,0.05509
ENSG00000117713,ARID1A,156,0.90477,73,-0.7650,116,0.38643,101,0.14593
ENSG00000090273,NUDC,156,0.33871,131,0.11734,109,-0.2465,97,-0.4337
ENSG00000253368,TRNP1,156,1.29380,83,0.41070,15,-2.3946,15,-2.4695
ENSG00000142784,WDTC1,156,1.78851,41,-1.0966,73,0.35985,36,-0.7832
ENSG00000186501,TMEM222,156,1.05462,78,-0.2957,61,-0.5331,72,-0.2772
ENSG00000158195,WASF2,156,0.83632,52,-1.6960,209,1.39109,142,0.66374
ENSG00000126705,AHDC1,156,2.23462,37,-0.8044,30,-0.7394,11,-2.1666
ENSG00000126709,IFI6,156,-1.0591,406,1.59248,119,-1.4696,128,-1.3596
ENSG00000117758,STX12,156,0.14886,154,0.31421,127,-0.1813,87,-0.7785
ENSG00000117751,PPP1R8,156,2.00774,38,-1.0454,61,0.24045,18,-1.6350
ENSG00000117748,RPA2,156,2.19957,37,-0.9052,30,-0.7463,21,-1.3110
ENSG00000126698,DNAJC8,156,0.28603,133,0.06309,123,-0.1023,104,-0.3783
ENSG00000130770,ATP5IF1,156,-0.7109,296,0.93755,161,-0.6561,146,-0.8139
ENSG00000198492,YTHDF2,156,0.56948,110,-0.0392,140,0.38342,44,-1.4589
ENSG00000159023,EPB41,156,2.38125,34,-0.8709,6,-2.9008,28,-0.7610
ENSG00000116350,SRSF4,156,1.59074,52,-0.7272,56,-0.2381,46,-0.5403
ENSG00000060656,PTPRU,156,2.13904,39,-0.8409,34,-0.6034,18,-1.5718
ENSG00000162511,LAPTM5,156,1.18137,60,-0.9098,65,-0.3352,117,0.65364
ENSG00000162512,SDC3,156,0.43663,127,0.23506,82,-0.6034,86,-0.5360
ENSG00000134644,PUM1,156,-0.4118,245,0.93710,117,-0.8624,110,-0.9516
ENSG00000121766,ZCCHC17,156,0.33523,121,-0.1956,153,0.30565,107,-0.2917
ENSG00000121769,FABP3,156,1.26896,79,0.16531,37,-1.1438,19,-2.1243
ENSG00000162517,PEF1,156,1.02490,84,-0.1154,86,-0.0023,30,-1.6374
ENSG00000084636,COL16A1,156,1.48163,32,-1.9669,181,1.79465,46,-0.6293
ENSG00000121753,ADGRB2,156,1.04975,95,0.44915,39,-1.2371,13,-2.8127
ENSG00000184007,PTP4A2,156,-0.9994,232,-0.7626,391,0.48899,634,1.37793
ENSG00000121774,KHDRBS1,156,-0.3042,214,0.56952,162,-0.2456,115,-0.7827
ENSG00000025800,KPNA6,156,1.34966,72,-0.0166,19,-2.0393,45,-0.7715
ENSG00000084652,TXLNA,156,1.67530,45,-0.9645,78,0.39192,34,-0.9651
ENSG00000084623,EIF3I,156,0.27936,136,0.13455,130,-0.0189,86,-0.6759
ENSG00000175130,MARCKSL1,156,-1.7906,186,-2.4279,2238,3.19942,616,0.37546
ENSG00000160058,BSDC1,156,1.20642,66,-0.5940,87,0.18155,55,-0.5680
ENSG00000162521,RBBP4,156,0.63332,97,-0.3557,112,0.07429,105,-0.0376
ENSG00000134684,YARS,156,0.78658,108,0.39141,53,-0.9856,38,-1.4754
ENSG00000116497,S100PBP,156,1.85224,48,-0.5661,33,-0.8641,26,-1.2308
ENSG00000160097,FNDC5,156,2.11246,46,-0.3286,0,-6.3190,18,-1.5645
ENSG00000004455,AK2,156,1.62729,38,-1.4728,108,0.92437,53,-0.2791
ENSG00000142920,AZIN2,156,2.20544,25,-1.8126,82,0.89862,27,-0.9085
ENSG00000134686,PHC2,156,0.73676,80,-0.7581,213,1.31994,39,-1.4869
ENSG00000163866,SMIM12,156,0.99448,94,0.27908,43,-1.1189,33,-1.5155
ENSG00000116560,SFPQ,156,-0.0833,160,-0.0979,194,0.27892,163,-0.0066
ENSG00000146463,ZMYM4,156,1.65382,49,-0.7860,49,-0.3842,50,-0.3668
ENSG00000142687,KIAA0319L,156,1.41046,64,-0.3478,57,-0.3351,31,-1.2673
ENSG00000020129,NCDN,156,-0.8185,355,1.77888,94,-1.5861,59,-2.2852
ENSG00000126067,PSMB2,156,0.05273,163,0.30447,168,0.17690,71,-1.1909
ENSG00000142686,C1orf216,156,1.80214,53,-0.3088,33,-0.9200,11,-2.5620
ENSG00000092847,AGO1,156,2.19293,39,-0.7583,11,-2.2289,31,-0.7354
ENSG00000126070,AGO3,156,1.31973,54,-0.9854,106,0.61027,60,-0.3456
ENSG00000116863,ADPRHL2,156,2.10703,37,-1.0003,49,-0.0688,18,-1.6114
ENSG00000054116,TRAPPC3,156,1.58606,56,-0.4705,57,-0.1907,22,-1.6844
ENSG00000116871,MAP7D1,156,-0.5775,185,-0.6397,496,1.42636,211,-0.0896
ENSG00000054118,THRAP3,156,0.67248,96,-0.3005,97,-0.1346,104,-0.0086
ENSG00000181817,LSM10,156,2.34078,33,-1.0359,25,-0.9516,23,-1.0873
ENSG00000116898,MRPS15,156,1.82384,49,-0.5242,32,-0.9202,26,-1.2374
ENSG00000163875,MEAF6,156,0.07730,183,1.00040,77,-1.0375,41,-1.9917
ENSG00000185090,MANEAL,156,2.24124,43,-0.3857,3,-3.9657,10,-2.3513
ENSG00000197982,C1orf122,156,-0.4629,184,-0.4311,390,1.10115,197,-0.0847
ENSG00000183431,SF3A3,156,1.98627,41,-0.8655,41,-0.4461,28,-1.0174
ENSG00000183520,UTP11,156,2.23090,37,-0.8171,20,-1.3478,23,-1.1792
ENSG00000116954,RRAGC,156,0.83772,87,-0.3310,124,0.43236,50,-1.0365
ENSG00000174574,AKIRIN1,156,0.22335,129,-0.1917,198,0.63592,89,-0.6768
ENSG00000168653,NDUFS5,156,-1.3453,450,0.98333,248,-0.6278,279,-0.4450
ENSG00000127603,MACF1,156,-0.8285,233,-0.4163,374,0.60389,402,0.73249
ENSG00000090621,PABPC4,156,0.72289,74,-0.9931,139,0.52760,149,0.64606
ENSG00000116983,HPCAL4,156,0.12455,188,1.37304,7,-4.4100,54,-1.5457
ENSG00000168389,MFSD2A,156,1.27488,76,0.04120,21,-1.9490,46,-0.8012
ENSG00000131236,CAP1,156,-0.2755,165,-0.3984,316,0.92505,181,-0.0309
ENSG00000131238,PPT1,156,0.09897,159,0.31704,112,-0.4382,114,-0.4114
ENSG00000084073,ZMPSTE24,156,1.26653,70,-0.2757,69,-0.1501,31,-1.4128
ENSG00000049089,COL9A2,156,1.29845,25,-2.6026,251,2.33079,64,-0.2610
ENSG00000084070,SMAP2,156,0.46930,139,0.72592,42,-1.5963,53,-1.2689
ENSG00000117016,RIMS3,156,0.68035,131,1.12412,6,-4.1153,17,-2.7083
ENSG00000066136,NFYC,156,1.89823,46,-0.6525,40,-0.5406,21,-1.4877
ENSG00000198815,FOXJ3,156,1.02686,89,0.13786,53,-0.7800,35,-1.4217
ENSG00000177181,RIMKLA,156,1.30647,80,0.31725,12,-2.7054,25,-1.6858
ENSG00000127125,PPCS,156,1.05272,90,0.22595,37,-1.2852,37,-1.2927
ENSG00000065978,YBX1,156,0.87839,68,-0.9855,136,0.64000,114,0.33722
ENSG00000117394,SLC2A1,156,0.29598,147,0.50779,83,-0.7252,71,-0.9693
ENSG00000117395,EBNA1BP2,156,1.86435,43,-0.8754,58,0.04685,24,-1.3460
ENSG00000179178,TMEM125,156,1.30157,13,-3.7196,296,2.77186,80,0.10790
ENSG00000066322,ELOVL1,156,-0.1008,55,-2.6664,702,2.96908,194,0.26509
ENSG00000142949,PTPRF,156,0.46158,111,-0.2205,128,0.12618,106,-0.1770
ENSG00000126091,ST3GAL3,156,2.01911,42,-0.7376,34,-0.6848,22,-1.3866
ENSG00000117408,IPO13,156,0.63391,66,-1.4159,260,1.60119,113,0.08658
ENSG00000117410,ATP6V0B,156,-1.7243,610,1.34655,351,-0.4774,212,-1.2570
ENSG00000117411,B4GALT2,156,1.23352,69,-0.4126,63,-0.3285,56,-0.5228
ENSG00000196517,SLC6A9,156,1.44289,18,-3.0999,262,2.62805,49,-0.5563
ENSG00000178028,DMAP1,156,1.86591,41,-1.0300,66,0.25212,28,-1.0920
ENSG00000117419,ERI3,156,0.13131,164,0.55122,112,-0.4003,66,-1.2264
ENSG00000187147,RNF220,156,-0.0490,143,-0.4101,271,0.90195,143,-0.1858
ENSG00000142937,RPS8,156,-1.6389,423,-0.1921,535,0.30601,758,0.91951
ENSG00000070785,EIF2B3,156,1.91120,48,-0.5220,35,-0.7432,15,-1.9913
ENSG00000126088,UROD,156,1.12068,68,-0.6438,99,0.30937,63,-0.4203
ENSG00000117450,PRDX1,156,-1.5504,459,0.37126,564,0.49616,345,-0.3202
ENSG00000117448,AKR1A1,156,1.60750,48,-0.9095,74,0.24132,42,-0.6754
ENSG00000132780,NASP,156,1.84156,24,-2.1955,89,0.74688,92,0.81823
ENSG00000159592,GPBP1L1,156,1.47983,53,-0.8090,78,0.22868,46,-0.6364
ENSG00000086015,MAST2,156,2.05103,42,-0.7045,31,-0.8296,20,-1.4988
ENSG00000117461,PIK3R3,156,2.27010,40,-0.5445,8,-2.6676,14,-1.9047
ENSG00000085998,POMGNT1,156,0.93283,56,-1.3848,228,1.66986,61,-0.6462
ENSG00000132128,LRRC41,156,1.71892,51,-0.5997,41,-0.6084,34,-0.9087
ENSG00000173660,UQCRH,156,-1.0117,370,1.12367,182,-0.7694,171,-0.8716
ENSG00000117480,FAAH,156,1.93098,29,-1.7297,117,1.33778,21,-1.5147
ENSG00000123472,ATPAF1,156,0.19262,151,0.35959,105,-0.4516,93,-0.6450
ENSG00000159658,EFCAB14,156,0.21527,110,-0.7195,205,0.68895,184,0.49445
ENSG00000162368,CMPK1,156,-0.6677,282,0.81565,158,-0.6439,166,-0.5668
ENSG00000162374,ELAVL4,156,-0.6329,326,2.13756,11,-4.4945,54,-2.2402
ENSG00000185104,FAF1,156,1.67052,55,-0.4435,36,-0.8605,31,-1.0681
ENSG00000123091,RNF11,156,-1.4998,546,1.65158,151,-1.5524,214,-1.0196
ENSG00000085831,TTC39A,156,2.11664,49,-0.1046,0,-8.3228,3,-3.9491
ENSG00000085832,EPS15,156,-0.4846,227,0.30444,218,0.05798,177,-0.2858
ENSG00000117859,OSBPL9,156,1.79781,38,-1.2746,76,0.43122,46,-0.3829
ENSG00000078618,NRDC,156,0.75774,100,0.00750,83,-0.2992,60,-0.8128
ENSG00000169213,RAB3B,156,-1.0735,437,2.27661,5,-6.1081,109,-1.6152
ENSG00000134717,BTF3L4,156,0.94261,82,-0.3400,104,0.23986,52,-0.8832
ENSG00000157077,ZFYVE9,156,2.23568,40,-0.6448,15,-1.7918,16,-1.6969
ENSG00000134748,PRPF38A,156,2.18147,26,-1.7251,55,0.18775,52,0.08635
ENSG00000134744,TUT4,156,1.60880,40,-1.3672,84,0.44858,72,0.19898
ENSG00000162378,ZYG11B,156,-0.0296,194,0.94056,56,-1.6250,90,-0.8995
ENSG00000116171,SCP2,156,-0.0750,173,0.24670,153,-0.1056,129,-0.3750
ENSG00000162384,CZIB,156,1.77002,43,-0.9891,66,0.16836,37,-0.7629
ENSG00000157193,LRP8,156,1.42695,77,0.41631,3,-4.5321,14,-2.3916
ENSG00000058799,YIPF1,156,2.31912,32,-1.1452,50,0.12749,7,-2.8751
ENSG00000116209,TMEM59,156,-1.1614,255,-0.7949,850,1.76218,322,-0.0185
ENSG00000116221,MRPL37,156,1.93469,45,-0.6383,25,-1.2115,31,-0.8896
ENSG00000157216,SSBP3,156,0.29535,127,-0.1013,151,0.23748,103,-0.3900
ENSG00000243725,TTC4,156,1.86922,39,-1.1458,78,0.55081,24,-1.3121
ENSG00000116133,DHCR24,156,-2.0673,309,-1.7858,2532,3.00204,510,-0.2461
ENSG00000162402,USP24,156,1.74236,45,-0.9215,43,-0.5173,56,-0.0974
ENSG00000162407,PLPP3,156,0.80314,59,-1.4622,195,1.21675,136,0.56326
ENSG00000162409,PRKAA2,156,2.14004,35,-1.1163,30,-0.8208,42,-0.2969
ENSG00000162601,MYSM1,156,1.66016,37,-1.4753,101,0.83295,55,-0.1897
ENSG00000177606,JUN,156,1.76851,45,-0.8868,56,-0.0889,38,-0.7128
ENSG00000162599,NFIA,156,0.06481,110,-0.9840,170,0.21132,325,1.37826
ENSG00000162604,TM2D1,156,0.85887,89,-0.2078,119,0.38255,35,-1.5486
ENSG00000132854,KANK4,156,1.75386,16,-3.0333,192,2.22162,50,-0.2712
ENSG00000125703,ATG4C,156,1.77208,23,-2.3342,125,1.31564,76,0.42961
ENSG00000162434,JAK1,156,0.88476,89,-0.1663,65,-0.5764,79,-0.2652
ENSG00000162433,AK4,156,0.95053,89,-0.0180,56,-0.7599,60,-0.6435
ENSG00000116675,DNAJC6,156,-2.0510,727,1.04872,590,0.01073,308,-1.0228
ENSG00000213625,LEPROT,156,1.85114,33,-1.5096,79,0.55857,53,-0.1106
ENSG00000184588,PDE4B,156,0.34677,86,-1.1747,283,1.43718,145,0.21941
ENSG00000118473,SGIP1,156,0.65952,103,-0.0970,108,0.03358,67,-0.7316
ENSG00000198160,MIER1,156,1.95554,37,-1.1726,34,-0.7486,61,0.18888
ENSG00000142864,SERBP1,156,0.04227,145,-0.1785,169,0.17756,167,0.15319
ENSG00000162595,DIRAS3,156,0.75051,125,1.08895,13,-3.0393,7,-3.9504
ENSG00000116729,WLS,156,1.25088,80,0.15936,18,-2.1970,40,-1.0260
ENSG00000066557,LRRC40,156,2.14351,34,-1.1378,56,0.19746,16,-1.7286
ENSG00000116754,SRSF11,156,-0.1724,146,-0.5801,292,0.89863,208,0.30531
ENSG00000132485,ZRANB2,156,0.24639,137,0.08629,114,-0.2736,119,-0.2016
ENSG00000172260,NEGR1,156,-0.2679,227,1.00996,101,-0.9537,80,-1.3011
ENSG00000178965,ERICH3,156,2.03788,49,-0.2580,14,-1.9933,5,-3.3949
ENSG00000116791,CRYZ,156,2.08256,44,-0.5193,30,-0.8709,5,-3.4464
ENSG00000162623,TYW3,156,2.42363,30,-1.1656,2,-4.5955,48,0.11486
ENSG00000117054,ACADM,156,1.44352,61,-0.4621,58,-0.2983,38,-0.9554
ENSG00000137955,RABGGTB,156,1.44492,56,-0.7043,62,-0.1722,56,-0.3336
ENSG00000142892,PIGK,156,1.70772,42,-1.1478,78,0.40155,46,-0.4647
ENSG00000154027,AK5,156,0.78798,81,-0.6623,130,0.47339,97,-0.0172
ENSG00000036549,AC118549.1,156,2.05558,39,-0.9132,39,-0.4740,27,-1.0474
ENSG00000077254,USP33,156,0.57038,118,0.22641,80,-0.5281,66,-0.8411
ENSG00000180488,MIGA1,156,-0.0754,139,-0.5527,292,1.00631,164,0.00981
ENSG00000162613,FUBP1,156,0.94041,94,0.15263,37,-1.3959,60,-0.6415
ENSG00000162616,DNAJB4,156,1.20896,71,-0.3488,77,-0.0187,38,-1.1293
ENSG00000137941,TTLL7,156,-0.6073,180,-0.7632,399,0.97350,364,0.80509
ENSG00000142875,PRKACB,156,-1.7197,565,0.86182,446,-0.0857,331,-0.5661
ENSG00000174021,GNG5,156,2.03751,31,-1.4664,58,0.15912,49,-0.1149
ENSG00000117155,SSX2IP,156,2.61353,28,-1.1761,0,-8.0334,36,-0.2310
ENSG00000162642,C1orf52,156,1.01220,83,-0.1517,91,0.06943,32,-1.5700
ENSG00000153904,DDAH1,156,-0.3997,254,1.20479,40,-2.4493,133,-0.6518
ENSG00000117174,ZNHIT6,156,1.45719,51,-0.9620,81,0.26689,61,-0.2013
ENSG00000122417,ODF2L,156,1.33279,68,-0.2562,53,-0.5188,36,-1.1075
ENSG00000097033,SH3GLB1,156,1.25951,45,-1.5253,127,0.87709,104,0.52604
ENSG00000183291,SELENOF,156,0.16413,142,0.02017,161,0.22112,103,-0.5130
ENSG00000153936,HS2ST1,156,2.15943,40,-0.7408,17,-1.6780,27,-0.9609
ENSG00000143013,LMO4,156,0.83231,83,-0.4849,99,0.06020,95,-0.0130
ENSG00000065243,PKN2,156,1.88306,33,-1.5408,65,0.23517,66,0.26798
ENSG00000137947,GTF2B,156,1.92271,48,-0.4761,33,-0.8001,12,-2.3216
ENSG00000137944,KYAT3,156,2.32145,37,-0.7318,16,-1.6312,14,-1.8372
ENSG00000197147,LRRC8B,156,2.01676,18,-2.6174,116,1.39726,62,0.26690
ENSG00000171492,LRRC8D,156,1.23497,42,-1.7002,188,1.60626,66,-0.2651
ENSG00000162664,ZNF326,156,1.76790,27,-2.0625,60,0.02690,124,1.30180
ENSG00000233593,LINC02609,156,2.23404,32,-1.2424,50,0.04864,21,-1.2671
ENSG00000122482,ZNF644,156,1.44906,43,-1.3779,113,0.83440,70,0.00888
ENSG00000189195,BTBD8,156,1.15452,80,-0.0429,34,-1.3376,56,-0.5800
ENSG00000122484,RPAP2,156,2.04082,37,-1.0423,15,-1.9335,61,0.26441
ENSG00000067208,EVI5,156,1.51836,46,-1.1465,59,-0.2079,91,0.52018
ENSG00000122406,RPL5,156,-1.2279,338,-0.0159,430,0.39653,440,0.43456
ENSG00000154511,DIPK1A,156,1.29255,65,-0.4928,85,0.20853,34,-1.2441
ENSG00000117500,TMED5,156,1.57645,45,-1.1234,78,0.30579,61,-0.0983
ENSG00000117505,DR1,156,1.19649,76,-0.1377,50,-0.7201,45,-0.8983
ENSG00000137942,FNBP1L,156,2.05886,47,-0.3396,9,-2.5608,14,-1.9856
ENSG00000067334,DNTTIP2,156,1.57017,59,-0.3706,36,-0.9471,36,-0.9237
ENSG00000023909,GCLM,156,1.65999,52,-0.6040,50,-0.3576,33,-1.0239
ENSG00000117528,ABCD3,156,0.70060,95,-0.2843,134,0.44235,59,-0.8978
ENSG00000117519,CNN3,156,0.55881,103,-0.2847,93,-0.2980,129,0.23960
