Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116871,MAP7D1,125,-0.9868,294,0.39373,345,0.82631,143,-0.8750,111,-1.1604,352,0.70966
ENSG00000054118,THRAP3,125,-0.0441,294,1.48763,106,-0.3527,118,-0.1546,55,-1.3210,103,-0.3504
ENSG00000163875,MEAF6,125,-0.3379,294,1.13387,198,0.51438,155,0.01852,43,-1.9578,60,-1.4605
ENSG00000197982,C1orf122,125,-1.1422,294,0.22256,249,-0.0608,240,-0.1293,189,-0.4969,470,1.05338
ENSG00000174574,AKIRIN1,125,-0.3564,294,1.11124,178,0.26592,138,-0.2286,64,-1.3914,130,-0.2910
ENSG00000168653,NDUFS5,125,-2.4922,2503,2.78052,458,-0.5897,400,-0.8228,245,-1.4858,462,-0.5047
ENSG00000127603,MACF1,125,-1.4046,294,-0.0644,134,-1.4330,567,1.37602,224,-0.4968,398,0.44634
ENSG00000116983,HPCAL4,125,-0.6270,294,0.79839,189,0.05493,300,1.03777,62,-1.6998,15,-3.7243
ENSG00000131236,CAP1,125,-0.6445,294,0.77436,217,0.29547,124,-0.7427,86,-1.2230,308,0.85907
ENSG00000131238,PPT1,125,-0.3762,294,1.08883,167,0.12123,145,-0.1469,96,-0.7847,118,-0.4656
ENSG00000084070,SMAP2,125,-0.0852,294,1.43720,160,0.39095,103,-0.4455,32,-2.1655,74,-0.9082
ENSG00000117016,RIMS3,125,-1.9273,2633,4.48637,193,-1.4030,137,-1.9484,26,-4.1838,8,-5.8075
ENSG00000065978,YBX1,125,-0.0991,294,1.41725,37,-2.1399,95,-0.6071,59,-1.2679,319,1.58702
ENSG00000117394,SLC2A1,125,-2.2701,2555,3.31770,63,-3.4718,123,-2.4691,151,-1.9838,1143,1.32005
ENSG00000066322,ELOVL1,4129,4.93941,294,-1.2150,22,-5.2511,15,-5.7193,62,-3.5108,509,-0.3554
ENSG00000142949,PTPRF,125,-0.3096,294,1.16617,153,0.02860,169,0.22691,60,-1.4534,84,-0.9258
ENSG00000117410,ATP6V0B,125,-1.6846,294,-0.3679,794,1.80896,272,-0.5586,140,-1.5171,256,-0.5849
ENSG00000117419,ERI3,125,-0.7643,294,0.64248,319,0.97927,222,0.19608,75,-1.5486,33,-2.7619
ENSG00000187147,RNF220,125,-0.3074,294,1.16999,179,0.33798,126,-0.3261,57,-1.5212,120,-0.3727
ENSG00000142937,RPS8,125,-2.2298,294,-0.9370,381,-0.5998,602,0.25502,638,0.31361,1208,1.48294
ENSG00000117450,PRDX1,125,-2.4721,294,-1.1884,942,0.86828,746,0.35918,433,-0.5858,753,0.31835
ENSG00000173660,UQCRH,125,-1.6837,294,-0.3662,446,0.38353,547,0.82579,230,-0.7504,309,-0.2852
ENSG00000123472,ATPAF1,125,-0.5508,294,0.87785,178,0.01894,206,0.31029,119,-0.6335,104,-0.8384
ENSG00000159658,EFCAB14,125,-0.1728,294,1.33087,68,-1.2442,114,-0.3680,84,-0.7935,242,0.96800
ENSG00000162368,CMPK1,2088,3.39466,294,-0.6298,314,-0.5941,136,-1.9707,111,-2.1143,83,-2.5439
ENSG00000162374,ELAVL4,125,-1.2996,294,0.05093,614,1.80923,263,-0.1481,70,-2.1650,34,-3.1970
ENSG00000123091,RNF11,125,-1.6927,294,-0.3710,575,0.93588,518,0.69874,200,-0.9753,147,-1.4405
ENSG00000085832,EPS15,1962,3.26333,294,-0.5908,279,-0.7597,156,-1.7122,89,-2.4036,176,-1.3840
ENSG00000078618,NRDC,125,-0.2112,294,1.28458,126,-0.2289,183,0.51100,38,-2.0349,62,-1.3002
ENSG00000169213,RAB3B,125,-1.3966,294,-0.0539,574,1.42775,328,0.15221,88,-1.9192,116,-1.4998
ENSG00000134717,BTF3L4,127,0.12856,294,1.66355,93,-0.4273,76,-0.7840,50,-1.3509,131,0.18244
ENSG00000162378,ZYG11B,125,-0.8025,294,0.59939,249,0.37935,277,0.60530,55,-2.0345,121,-0.8432
ENSG00000116171,SCP2,2413,3.87661,294,-0.6676,125,-2.1331,168,-1.6735,109,-2.1739,157,-1.6228
ENSG00000116209,TMEM59,3736,3.59238,294,-1.4468,281,-1.6623,219,-2.0500,154,-2.4091,717,-0.0471
ENSG00000157216,SSBP3,125,-0.3048,294,1.17301,66,-1.4278,221,0.79517,43,-1.9212,168,0.18438
ENSG00000116133,DHCR24,1302,0.84102,2541,2.20759,390,-1.2585,194,-2.3636,180,-2.2957,1197,0.69010
ENSG00000162407,PLPP3,1036,2.16940,294,-0.1940,46,-3.1995,459,0.67458,189,-0.8927,116,-1.6330
ENSG00000177606,JUN,125,-0.0989,294,1.42041,32,-2.3331,234,1.24797,59,-1.2649,48,-1.5773
ENSG00000162599,NFIA,125,-0.5996,294,0.82965,27,-3.0966,282,0.93536,220,0.32539,192,0.09945
ENSG00000162434,JAK1,125,-0.1906,294,1.30935,145,0.07073,138,-0.0326,34,-2.1754,102,-0.5035
ENSG00000162433,AK4,125,-0.2694,294,1.21508,220,0.83644,105,-0.6101,75,-1.0635,33,-2.2760
ENSG00000116675,DNAJC6,125,-1.9536,294,-0.6484,827,1.41257,388,-0.2358,179,-1.4130,490,0.17908
ENSG00000184588,PDE4B,2960,4.54389,294,-0.7882,24,-4.7121,127,-2.2342,74,-2.8494,216,-1.2605
ENSG00000118473,SGIP1,126,0.05794,294,1.59852,115,-0.1072,116,-0.0893,29,-2.1873,61,-1.0809
ENSG00000142864,SERBP1,125,-0.3834,294,1.08031,60,-1.6598,200,0.47236,96,-0.7925,229,0.63399
ENSG00000162595,DIRAS3,125,-0.7734,294,0.63226,165,-0.3782,389,1.47209,59,-1.9197,33,-2.7614
ENSG00000116754,SRSF11,125,-0.6591,294,0.76119,150,-0.4138,241,0.50201,113,-0.8183,190,0.01783
ENSG00000132485,ZRANB2,125,-0.3546,294,1.11413,151,-0.0504,177,0.26008,69,-1.2720,97,-0.7426
ENSG00000172260,NEGR1,125,-0.8350,294,0.56292,214,0.02864,340,1.01946,93,-1.2880,66,-1.8024
ENSG00000077254,USP33,125,-0.1360,294,1.37536,132,-0.0435,142,0.09548,42,-1.8055,74,-0.9626
ENSG00000180488,MIGA1,125,-0.2578,294,1.22301,190,0.51899,82,-1.0277,56,-1.4911,154,0.07838
ENSG00000162616,DNAJB4,125,0.16951,294,1.75526,128,0.24662,56,-1.2237,62,-0.9388,52,-1.1992
ENSG00000137941,TTLL7,125,-0.6701,294,0.74920,222,0.31771,150,-0.4331,128,-0.6268,224,0.27983
ENSG00000142875,PRKACB,125,-1.7319,294,-0.4146,539,0.72286,498,0.55006,167,-1.2954,376,-0.0120
ENSG00000153904,DDAH1,126,-0.8761,294,0.50299,243,0.21481,312,0.74417,164,-0.4590,48,-2.3076
ENSG00000183291,SELENOF,1733,3.30520,294,-0.3738,195,-1.1340,133,-1.7518,80,-2.3459,195,-1.0147
ENSG00000122406,RPL5,2639,1.97914,2448,1.81348,231,-2.3017,453,-1.2396,335,-1.5748,532,-0.8669
ENSG00000117528,ABCD3,125,0.04251,294,1.58756,84,-0.6687,103,-0.3210,50,-1.3912,132,0.13685
ENSG00000117519,CNN3,125,-0.5669,294,0.86718,52,-2.0608,266,0.84315,162,-0.1490,203,0.22411
ENSG00000117569,PTBP2,125,-0.0173,294,1.52061,116,-0.1560,106,-0.3217,25,-2.4758,121,-0.0708
ENSG00000170989,S1PR1,125,0.12887,294,1.70356,1,-6.2947,145,0.46080,110,-0.0734,101,-0.2222
ENSG00000085433,WDR47,125,-0.2089,294,1.28732,177,0.44397,149,0.10171,23,-2.7869,40,-1.9456
ENSG00000197780,TAF13,125,-0.2794,294,1.20311,166,0.22033,105,-0.6315,100,-0.6256,125,-0.2737
ENSG00000031698,SARS,125,-0.9151,294,0.47343,353,0.98995,176,-0.4242,105,-1.1796,190,-0.2472
ENSG00000134243,SORT1,125,-1.0310,294,0.34280,156,-0.7768,111,-1.3459,181,-0.4483,781,2.26855
ENSG00000116337,AMPD2,125,-0.0984,294,1.42112,171,0.51046,107,-0.3878,36,-1.9931,48,-1.5691
ENSG00000134202,GSTM3,125,-0.7659,294,0.64067,215,0.12396,267,0.57642,57,-1.9471,171,-0.2665
ENSG00000168710,AHCYL1,903,1.16633,294,-0.7364,83,-2.8253,893,1.47070,429,-0.1304,140,-1.8675
ENSG00000197106,SLC6A17,125,-0.4678,294,0.98173,278,1.09678,126,-0.5112,45,-2.0244,62,-1.5450
ENSG00000116396,KCNC4,125,-0.4196,294,1.03591,223,0.66119,164,0.02554,51,-1.7886,50,-1.8259
ENSG00000134248,LAMTOR5,125,-0.4604,294,0.99043,223,0.60603,107,-0.7821,126,-0.4394,120,-0.5199
ENSG00000177301,KCNA2,125,-0.1533,294,1.35436,145,0.10674,155,0.23956,61,-1.2569,17,-3.1634
ENSG00000116459,ATP5PB,125,-0.6281,294,0.79154,194,0.09452,217,0.31935,92,-1.1090,146,-0.3820
ENSG00000116489,CAPZA1,1096,2.75616,294,0.08614,192,-0.6790,114,-1.5496,68,-2.1810,161,-0.8783
ENSG00000155366,RHOC,125,0.13639,294,1.71309,44,-1.6439,74,-0.8010,87,-0.4380,177,0.74290
ENSG00000116752,BCAS2,125,-0.2409,294,1.24911,194,0.59435,120,-0.3527,49,-1.6681,62,-1.3271
ENSG00000009307,CSDE1,125,-1.8430,294,-0.5319,561,0.64843,498,0.39509,236,-0.8731,495,0.32174
ENSG00000163399,ATP1A1,125,-2.7366,2568,2.40581,1174,0.96348,287,-1.6442,133,-2.6367,211,-1.9609
ENSG00000198162,MAN1A2,125,-0.8620,294,0.53272,102,-1.3031,431,1.59901,156,-0.5059,73,-1.6680
ENSG00000092621,PHGDH,125,0.08009,294,1.64054,14,-3.4354,182,0.90045,65,-0.9456,74,-0.7528
ENSG00000265241,RBM8A,125,0.05374,294,1.60899,115,-0.0981,82,-0.6952,48,-1.4272,105,-0.2277
ENSG00000178104,PDE4DIP,125,-0.5408,294,0.89725,100,-0.9950,286,1.05822,118,-0.6274,87,-1.0926
ENSG00000159164,SV2A,125,-1.7026,294,-0.3816,572,0.90740,560,0.85873,123,-1.7233,167,-1.2617
ENSG00000143401,ANP32E,125,-0.1089,294,1.40827,81,-0.8929,173,0.53126,83,-0.7633,56,-1.3468
ENSG00000266472,MRPS21,125,-0.6401,294,0.78336,185,-0.0042,245,0.56266,136,-0.5059,71,-1.5049
ENSG00000143384,MCL1,125,-0.6165,294,0.81017,75,-1.5447,169,-0.1505,116,-0.7349,443,1.59809
ENSG00000143420,ENSA,125,-1.9045,2618,4.54519,87,-2.6135,144,-1.8413,52,-3.1826,141,-1.7164
ENSG00000213190,MLLT11,125,-2.0008,294,-0.7000,993,1.85193,455,0.00289,110,-2.1899,210,-1.2184
ENSG00000159352,PSMD4,125,-0.4703,294,0.97268,188,0.22438,160,-0.0898,88,-1.0110,137,-0.3216
ENSG00000143393,PI4KB,125,-0.1891,294,1.31115,123,-0.2397,153,0.17622,43,-1.8350,106,-0.4496
ENSG00000159377,PSMB4,125,-1.1886,294,0.17122,345,0.53768,282,0.12075,151,-0.8985,295,0.17842
ENSG00000143376,SNX27,125,-0.1456,294,1.36373,130,-0.0935,156,0.26479,45,-1.7137,55,-1.4081
ENSG00000197747,S100A10,125,-0.8594,294,0.53563,440,1.66288,77,-1.7368,79,-1.5451,178,-0.2937
ENSG00000197956,S100A6,125,-1.5259,294,-0.1929,491,0.82407,220,-0.7408,165,-1.0995,639,1.15811
ENSG00000189171,S100A13,125,-0.7880,294,0.61213,26,-3.3422,316,0.91200,277,0.50918,259,0.39478
ENSG00000160678,S100A1,125,-0.4282,294,1.02287,19,-3.4173,129,-0.4314,216,0.47520,372,1.47983
ENSG00000143621,ILF2,125,0.06315,294,1.62076,129,0.13516,69,-0.9886,58,-1.1444,89,-0.4887
ENSG00000143543,JTB,125,-0.3572,294,1.10325,116,-0.5405,202,0.52112,80,-1.0602,113,-0.5182
ENSG00000177954,RPS27,125,-2.9804,294,-1.7118,327,-1.7010,1209,0.65249,1252,0.60093,2290,1.75646
ENSG00000143549,TPM3,125,-0.8595,294,0.53222,330,0.90596,137,-0.8034,118,-0.9506,244,0.21391
ENSG00000143612,C1orf43,125,-0.3298,294,1.14342,131,-0.2938,114,-0.5317,77,-1.0802,237,0.74922
ENSG00000160714,UBE2Q1,125,-0.4829,294,0.96420,249,0.82048,130,-0.4765,68,-1.4072,100,-0.8300
ENSG00000160710,ADAR,125,-1.1583,294,0.19971,334,0.50151,372,0.73834,111,-1.3450,141,-0.9763
ENSG00000143603,KCNN3,125,-0.3715,294,1.09425,90,-0.9905,254,1.02725,101,-0.7080,48,-1.8459
ENSG00000163344,PMVK,125,0.11535,294,1.67512,102,-0.2512,82,-0.6368,59,-1.0749,88,-0.4634
ENSG00000163346,PBXIP1,126,-1.9334,2557,4.24695,68,-3.0318,237,-1.0884,151,-1.6567,53,-3.2014
ENSG00000163463,KRTCAP2,1097,3.06612,294,0.25803,75,-2.0346,92,-1.7208,65,-2.0851,221,-0.2129
ENSG00000177628,GBA,130,-0.0412,294,1.40625,192,0.75249,69,-1.1639,44,-1.7030,77,-0.8742
ENSG00000160752,FDPS,125,-0.6087,294,0.81922,338,1.37302,98,-1.1042,80,-1.2977,88,-1.1485
ENSG00000160753,RUSC1,125,0.01612,294,1.56210,128,0.06735,121,-0.0299,29,-2.2100,41,-1.6986
ENSG00000116539,ASH1L,125,-0.3779,294,1.08682,75,-1.2850,263,1.10058,72,-1.2392,93,-0.8396
ENSG00000132718,SYT11,125,-1.8045,294,-0.4938,379,-0.0940,616,0.91857,237,-0.8278,541,0.51585
ENSG00000160781,PAQR6,689,1.25434,294,-0.2324,60,-2.8458,131,-1.6312,733,1.37497,611,1.02805
ENSG00000163468,CCT3,125,-0.1765,294,1.32639,163,0.31309,111,-0.4176,25,-2.6284,121,-0.2254
ENSG00000125462,C1orf61,125,-2.7495,294,-1.4759,249,-1.8839,1709,1.98084,1091,0.63342,589,-0.3959
ENSG00000132702,HAPLN2,2478,3.96364,294,-0.6798,3,-7.2900,12,-5.5341,71,-2.8205,713,0.79602
ENSG00000132692,BCAN,125,-0.4721,294,0.97682,66,-1.5982,247,0.81258,177,0.09253,115,-0.5924
ENSG00000162706,CADM3,125,-1.1824,294,0.17858,506,1.46909,271,0.05187,76,-1.9306,60,-2.2708
ENSG00000158710,TAGLN2,125,-0.1995,294,1.29863,201,0.73538,23,-2.9208,65,-1.2056,194,0.53959
ENSG00000177807,KCNJ10,1406,2.99076,294,-0.1916,5,-6.1966,123,-1.6942,169,-1.0620,516,0.76305
ENSG00000162729,IGSF8,125,-0.2750,294,1.20841,135,-0.1750,128,-0.2685,62,-1.3524,175,0.28838
ENSG00000018625,ATP1A2,125,-2.4249,294,-1.1392,135,-2.4813,1423,2.10838,833,0.54603,456,-0.4521
ENSG00000162734,PEA15,125,-2.8562,294,-1.5855,811,0.00538,832,0.05666,841,0.06596,1921,1.56423
ENSG00000122218,COPA,125,-0.5147,294,0.92735,178,0.06807,183,0.12859,82,-1.1544,150,-0.2219
ENSG00000143256,PFDN2,125,-0.5044,294,0.93927,212,0.44048,132,-0.4705,106,-0.7563,150,-0.2070
ENSG00000143222,UFC1,125,0.08658,294,1.65017,92,-0.4632,116,-0.0336,62,-1.0095,49,-1.3781
ENSG00000158864,NDUFS2,125,-0.7792,294,0.62070,275,0.61505,199,-0.0413,82,-1.4295,179,-0.2082
ENSG00000143252,SDHC,125,-0.5731,294,0.86015,199,0.21444,205,0.28293,113,-0.7275,85,-1.1721
ENSG00000152332,UHMK1,125,-0.9550,294,0.42908,339,0.83104,259,0.25897,88,-1.4934,117,-1.0539
ENSG00000143248,RGS5,125,-2.0724,2555,3.83555,31,-4.2946,106,-2.4922,154,-1.7566,696,0.64849
ENSG00000185630,PBX1,125,-0.1583,294,1.34836,88,-0.7988,188,0.64257,96,-0.5806,32,-2.2305
ENSG00000143198,MGST3,125,-1.4679,294,-0.1325,409,0.50606,354,0.20570,178,-0.9274,425,0.48648
ENSG00000143183,TMCO1,125,-0.2349,294,1.25129,88,-0.8897,166,0.27902,45,-1.8097,183,0.39744
ENSG00000143158,MPC2,125,-0.1789,294,1.32344,137,-0.0290,146,0.09683,67,-1.1413,61,-1.3031
ENSG00000143153,ATP1B1,1957,0.24792,294,-2.6810,3489,1.68439,1366,-0.3924,474,-1.9718,1056,-0.7499
ENSG00000075945,KIFAP3,1074,1.57055,294,-0.6863,689,0.89519,316,-0.6453,115,-2.1055,108,-2.2049
ENSG00000117523,PRRC2C,125,-0.9803,294,0.40101,170,-0.5613,343,0.81915,180,-0.4033,225,-0.0440
ENSG00000197959,DNM3,125,-0.9830,294,0.39796,323,0.68325,282,0.39101,87,-1.5329,137,-0.8309
ENSG00000117592,PRDX6,125,-1.1187,294,0.24840,174,-0.6794,448,1.25510,252,-0.0059,107,-1.3439
ENSG00000234741,GAS5,125,-0.0008,294,1.54106,38,-2.0001,109,-0.2544,92,-0.4841,193,0.74734
ENSG00000152061,RABGAP1L,125,-0.1992,294,1.29899,125,-0.2234,143,0.03064,78,-0.9421,94,-0.6403
ENSG00000116161,CACYBP,125,-1.0688,294,0.30320,350,0.74006,289,0.32533,87,-1.6150,175,-0.5378
ENSG00000116147,TNR,125,-0.4358,294,1.01904,24,-3.1076,252,0.91150,193,0.27872,143,-0.2140
ENSG00000135837,CEP350,125,0.17527,294,1.76261,12,-3.5030,161,0.74293,74,-0.6731,59,-1.0216
ENSG00000116260,QSOX1,125,-0.1644,294,1.33418,162,0.30897,88,-0.8067,49,-1.6008,138,-0.0020
ENSG00000135821,GLUL,125,-2.7689,294,-1.4969,185,-2.3656,1736,1.98628,863,0.20592,976,0.41482
ENSG00000157064,NMNAT2,125,-0.5431,294,0.89465,299,1.16021,149,-0.2961,40,-2.2753,44,-2.1231
ENSG00000162704,ARPC5,1538,3.01460,294,-0.3243,229,-0.8110,75,-2.5952,49,-3.0358,380,0.09880
ENSG00000047410,TPR,125,0.21593,294,1.81481,41,-1.6714,138,0.46552,64,-0.8503,35,-1.7828
ENSG00000116741,RGS2,125,-0.3486,294,1.12124,294,1.43889,71,-1.3518,39,-2.1274,49,-1.7714
ENSG00000116750,UCHL5,125,0.08833,294,1.65237,131,0.20440,94,-0.4280,31,-2.0355,46,-1.4863
ENSG00000151414,NEK7,125,0.09684,294,1.66309,103,-0.2523,74,-0.8374,84,-0.5413,85,-0.5178
ENSG00000118200,CAMSAP2,125,-1.0707,294,0.30114,302,0.41698,363,0.81779,114,-1.2074,98,-1.4313
ENSG00000116857,TMEM9,125,-0.7288,294,0.68166,305,0.92684,186,-0.1030,69,-1.6263,102,-1.0330
ENSG00000174307,PHLDA3,125,-1.9056,2607,4.51234,141,-1.8831,77,-2.8078,73,-2.6861,163,-1.5035
ENSG00000159176,CSRP1,2977,3.24517,294,-1.2462,98,-3.0712,450,-0.6630,425,-0.6754,381,-0.8432
ENSG00000198700,IPO9,125,0.07550,294,1.63625,91,-0.4916,122,0.05397,39,-1.7227,68,-0.8928
ENSG00000198892,SHISA4,125,-0.0406,294,1.49193,104,-0.3790,97,-0.5097,89,-0.5746,113,-0.2064
ENSG00000134375,TIMM17A,125,-0.2403,294,1.24977,212,0.79848,100,-0.6688,71,-1.1248,42,-1.9051
