Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000116649,SRM,36,-0.8857,80,0.52833,94,0.98699,1,-5.6408,65,0.19102
ENSG00000198793,MTOR,17,-1.7034,116,1.62726,81,1.18119,1,-5.3253,31,-0.7342
ENSG00000116661,FBXO2,109,-1.4097,406,0.87412,467,1.45646,73,-1.8732,162,-0.7466
ENSG00000132879,FBXO44,46,-1.3759,142,0.57928,239,2.10498,8,-3.8168,45,-1.4151
ENSG00000011021,CLCN6,45,-1.4338,216,1.30995,167,1.02351,67,-0.6890,59,-0.9946
ENSG00000116685,KIAA2013,22,-1.1803,42,-0.0223,54,0.46917,29,-0.6276,59,0.67968
ENSG00000083444,PLOD1,30,-0.5561,45,0.17766,70,1.16351,41,0.03375,19,-1.2755
ENSG00000116688,MFN2,85,-0.6015,119,0.01002,162,0.63736,222,1.09503,56,-1.3051
ENSG00000048707,VPS13D,27,-1.4144,71,0.24826,73,0.35057,143,1.53024,37,-0.8790
ENSG00000116731,PRDM2,31,-0.4378,44,0.18192,35,-0.1861,49,0.37685,44,0.22235
ENSG00000189337,KAZN,26,-1.8193,35,-1.2241,53,-0.6565,110,0.63736,152,1.58331
ENSG00000142634,EFHD2,15,-1.4853,62,0.92461,66,1.32810,20,-0.8802,22,-0.8876
ENSG00000116786,PLEKHM2,36,-0.2421,92,1.42758,52,0.47753,1,-5.1300,30,-0.5883
ENSG00000065526,SPEN,34,-1.1053,40,-0.7638,23,-1.7150,227,2.45600,66,0.05077
ENSG00000185519,FAM131C,18,-1.5566,10,-2.1905,48,0.18255,63,0.61761,73,1.08146
ENSG00000219481,NBPF1,8,-3.0622,34,-0.8450,40,-0.6773,120,1.27971,107,1.34171
ENSG00000159363,ATP13A2,105,-1.1608,209,0.05130,529,2.48657,10,-4.3970,67,-1.8762
ENSG00000117118,SDHB,23,-1.5408,125,1.39043,72,0.46438,10,-2.5810,65,0.26788
ENSG00000117115,PADI2,104,-1.4160,63,-2.0391,26,-3.5018,260,0.16447,650,2.73103
ENSG00000127463,EMC1,21,-1.1846,37,-0.1862,58,0.65847,82,1.17278,29,-0.6802
ENSG00000053371,AKR7A2,37,-0.2319,58,0.54789,54,0.50885,2,-4.4995,47,0.20917
ENSG00000077549,CAPZB,100,-0.8738,215,0.46503,261,1.00450,96,-0.8458,135,-0.3526
ENSG00000173436,MICOS10,139,-0.9147,276,0.29667,262,0.24975,185,-0.3606,293,0.47434
ENSG00000158747,NBL1,78,-0.6291,225,1.25566,198,1.27556,1,-6.2246,53,-1.2915
ENSG00000162545,CAMK2N1,221,-0.9886,503,0.45180,433,0.23382,202,-1.0235,531,0.66299
ENSG00000158828,PINK1,217,-0.6435,406,0.45746,627,1.62240,41,-3.0654,169,-1.0715
ENSG00000127483,HP1BP3,91,-0.8750,229,0.75129,109,-0.5559,210,0.59353,171,0.29446
ENSG00000075151,EIF4G3,78,-1.1294,39,-2.0545,232,0.93405,357,1.58372,86,-0.9675
ENSG00000076864,RAP1GAP,64,-0.7699,135,0.53745,244,2.28253,1,-6.3839,17,-2.8405
ENSG00000090686,USP48,27,-1.7549,83,0.15285,49,-0.7970,208,1.86337,82,0.15056
ENSG00000070831,CDC42,130,-1.3983,248,-0.2539,372,0.50195,433,0.68168,317,0.17667
ENSG00000004487,KDM1A,8,-2.5066,80,1.35314,84,1.97296,12,-1.7454,10,-2.1574
ENSG00000169641,LUZP1,46,-0.0134,70,0.69878,81,1.19357,23,-1.0708,12,-2.2088
ENSG00000125944,HNRNPR,48,-1.3557,173,0.87950,54,-1.1601,184,0.98600,136,0.53901
ENSG00000142676,RPL11,411,-0.3383,539,0.14943,153,-1.9843,741,0.69845,766,0.93169
ENSG00000057757,PITHD1,113,-1.1478,247,0.21212,474,1.84365,33,-2.8727,142,-0.7710
ENSG00000189266,PNRC2,30,-0.5525,64,0.73763,34,-0.3754,17,-1.4077,61,0.79799
ENSG00000188529,SRSF10,50,0.37040,15,-1.5486,44,0.11963,13,-1.7404,57,0.66280
ENSG00000001461,NIPAL3,85,-0.5669,95,-0.3152,118,0.05079,63,-0.9534,179,0.92724
ENSG00000133226,SRRM1,85,-0.6561,63,-1.0530,32,-2.2375,374,2.10757,154,0.45697
ENSG00000169504,CLIC4,52,-0.6798,49,-0.7041,7,-3.7546,144,1.12508,148,1.50112
ENSG00000117614,SYF2,45,-0.9355,138,1.02278,49,-0.7872,123,0.81292,81,0.10673
ENSG00000117616,RSRP1,35,-1.2663,53,-0.5013,32,-1.4209,153,1.33332,119,1.06713
ENSG00000183726,TMEM50A,33,-1.4900,73,-0.1014,39,-1.1951,90,0.25521,156,1.60612
ENSG00000162430,SELENON,35,0.26223,37,0.28718,33,0.10340,1,-4.7191,37,0.34108
ENSG00000117640,MTFR1L,58,-0.2639,124,1.05908,84,0.43053,41,-0.7942,45,-0.7310
ENSG00000117632,STMN1,223,-2.1978,614,-0.4743,852,0.06782,880,0.10994,1470,1.27523
ENSG00000142669,SH3BGRL3,155,-0.6899,182,-0.3506,386,1.15437,148,-0.6786,199,-0.2398
ENSG00000198830,HMGN2,88,-1.1024,161,-0.0328,84,-1.1753,227,0.54881,290,1.24655
ENSG00000117713,ARID1A,52,-0.7001,88,0.23522,66,-0.2626,81,0.11130,102,0.59376
ENSG00000204160,ZDHHC18,25,-0.9506,10,-2.2429,80,1.42747,89,1.32433,14,-1.7995
ENSG00000090273,NUDC,76,-1.0214,197,0.63364,186,0.63846,100,-0.4957,132,-0.0472
ENSG00000253368,TRNP1,20,-1.7770,62,0.15396,158,2.76234,1,-5.5885,17,-1.9813
ENSG00000186501,TMEM222,58,-0.4640,191,1.70604,86,0.28285,1,-5.9765,59,-0.4452
ENSG00000158195,WASF2,52,-0.9911,115,0.38751,17,-2.7632,80,-0.2142,199,1.83081
ENSG00000126709,IFI6,94,-0.1585,167,0.83568,151,0.80526,23,-2.2569,70,-0.7050
ENSG00000117758,STX12,52,-1.4336,155,0.44295,153,0.51470,204,0.93387,90,-0.5019
ENSG00000126698,DNAJC8,83,-0.4394,211,1.21321,93,-0.2392,7,-3.9526,138,0.52738
ENSG00000130770,ATP5IF1,123,-1.5901,625,1.23893,549,1.25582,109,-1.6352,199,-0.7967
ENSG00000198492,YTHDF2,59,-0.4168,44,-0.8260,126,1.17638,35,-1.1695,69,-0.1078
ENSG00000116350,SRSF4,31,-0.4097,54,0.55228,39,0.01016,48,0.35486,34,-0.2375
ENSG00000162512,SDC3,118,0.62588,196,1.46025,57,-0.7405,49,-0.9019,49,-1.0241
ENSG00000134644,PUM1,91,-0.6969,211,0.78919,186,0.68246,154,0.23585,74,-1.0468
ENSG00000121766,ZCCHC17,63,-1.2191,100,-0.3818,133,0.09890,183,0.62480,169,0.57865
ENSG00000121769,FABP3,51,-0.6350,51,-0.5451,169,2.07177,1,-5.9191,42,-0.9380
ENSG00000162517,PEF1,36,-1.3335,94,0.34309,172,1.91405,1,-6.0282,52,-0.6943
ENSG00000084636,COL16A1,33,-0.9998,34,-0.8552,32,-1.0885,10,-2.5953,147,2.32402
ENSG00000121753,ADGRB2,48,-1.0784,184,1.29793,178,1.60883,1,-6.2243,34,-1.6224
ENSG00000184007,PTP4A2,259,-0.1097,128,-1.2068,101,-1.7172,351,0.41285,499,1.31798
ENSG00000121774,KHDRBS1,56,-0.9669,151,0.74647,111,0.25044,101,0.06045,96,-0.0201
ENSG00000025800,KPNA6,49,-0.6557,55,-0.3754,110,0.95437,12,-2.5998,87,0.43544
ENSG00000084652,TXLNA,20,-1.2528,66,0.84071,42,0.05815,21,-0.9843,56,0.68287
ENSG00000084623,EIF3I,51,-1.2337,146,0.59640,172,1.11076,89,-0.2368,70,-0.6868
ENSG00000175130,MARCKSL1,154,-2.2937,235,-1.4903,60,-3.7064,682,0.19254,1756,2.96705
ENSG00000160058,BSDC1,43,-0.5871,29,-1.1583,84,0.68165,37,-0.7693,80,0.57977
ENSG00000162521,RBBP4,51,-0.7794,87,0.15873,54,-0.6741,98,0.36817,117,0.82554
ENSG00000134684,YARS,38,-1.3912,137,0.81742,160,1.41335,1,-5.7490,72,-0.2989
ENSG00000160097,FNDC5,21,-1.2518,83,1.14050,98,1.95397,1,-5.1984,12,-2.1416
ENSG00000121900,TMEM54,37,0.06084,67,1.06221,48,0.58603,1,-4.9470,25,-0.6607
ENSG00000004455,AK2,23,-1.2967,71,0.67466,24,-1.2184,28,-0.8248,95,1.55556
ENSG00000134686,PHC2,36,-0.9143,69,0.25596,58,-0.0553,36,-0.7910,92,0.90829
ENSG00000163866,SMIM12,23,-1.2494,51,0.16285,94,1.60388,8,-2.6630,40,-0.2934
ENSG00000116560,SFPQ,77,-1.3994,174,0.02016,127,-0.5497,422,1.62841,185,0.14590
ENSG00000146463,ZMYM4,13,-2.3576,17,-1.7663,43,-0.4539,174,2.17337,69,0.43765
ENSG00000142687,KIAA0319L,43,-0.5059,51,-0.1637,98,1.20528,37,-0.6678,40,-0.6055
ENSG00000020129,NCDN,128,-1.3687,475,0.90359,665,2.11381,49,-2.6834,70,-2.3241
ENSG00000126067,PSMB2,44,-1.3803,103,0.10103,206,1.76354,17,-2.6084,77,-0.4165
ENSG00000142686,C1orf216,16,-1.8297,86,1.03260,113,2.13152,8,-2.6063,13,-2.1117
ENSG00000126070,AGO3,24,-2.0377,26,-1.7365,29,-1.6956,319,2.80265,93,0.30239
ENSG00000054116,TRAPPC3,40,-0.5126,53,0.01594,67,0.47498,51,-0.0753,53,-0.0124
ENSG00000116871,MAP7D1,70,-2.0371,190,-0.3264,293,0.45826,214,-0.1394,367,0.96195
ENSG00000054118,THRAP3,48,-0.9742,110,0.47571,77,-0.1267,119,0.60984,91,0.19597
ENSG00000116898,MRPS15,47,-0.0923,64,0.43630,89,1.29439,1,-5.3894,29,-0.9563
ENSG00000163875,MEAF6,51,-1.2839,234,1.40803,133,0.44961,128,0.31048,60,-1.0174
ENSG00000197982,C1orf122,143,-1.0125,376,0.68040,205,-0.3832,176,-0.5800,385,0.88564
ENSG00000116954,RRAGC,34,-0.8635,70,0.36984,79,0.72094,13,-2.1732,68,0.39018
ENSG00000174574,AKIRIN1,52,-1.3560,112,-0.0321,119,0.07837,141,0.35657,158,0.67444
ENSG00000168653,NDUFS5,210,-1.0577,748,1.18373,458,0.36296,226,-0.8366,371,-0.0556
ENSG00000127603,MACF1,176,-1.4079,169,-1.3330,145,-1.7124,1624,2.88805,360,-0.1710
ENSG00000090621,PABPC4,65,0.47247,30,-0.8495,41,-0.4255,2,-4.8428,84,1.03908
ENSG00000116983,HPCAL4,93,-0.1257,215,1.36757,160,1.01085,28,-1.9306,23,-2.4175
ENSG00000131236,CAP1,110,-0.7000,87,-0.9810,225,0.66993,184,0.21359,177,0.17627
ENSG00000131238,PPT1,54,-1.2694,225,1.21851,172,0.89429,75,-0.6391,73,-0.7811
ENSG00000084073,ZMPSTE24,21,-1.0833,80,1.31048,53,0.66347,1,-5.0233,39,0.01947
ENSG00000049089,COL9A2,21,-1.6518,0,-7.4325,10,-2.8435,66,0.26144,161,2.89560
ENSG00000084070,SMAP2,39,-1.3324,138,0.87077,136,1.05076,66,-0.3770,56,-0.7190
ENSG00000117016,RIMS3,50,-0.7437,167,1.40213,157,1.67912,1,-6.0121,12,-2.9486
ENSG00000177181,RIMKLA,32,-0.6943,53,0.16992,120,2.31276,1,-5.3427,12,-2.2923
ENSG00000127125,PPCS,35,-0.7675,52,-0.0267,74,0.67648,25,-1.1674,65,0.40285
ENSG00000065978,YBX1,77,-0.3723,134,0.59641,43,-1.3605,160,0.90960,110,0.30103
ENSG00000117394,SLC2A1,71,-0.1487,113,0.65663,27,-1.7672,45,-0.8297,130,1.12783
ENSG00000117395,EBNA1BP2,31,-0.5768,53,0.33764,46,0.12905,17,-1.4312,60,0.67261
ENSG00000179178,TMEM125,15,-1.9343,0,-7.1602,3,-4.1487,17,-1.5889,161,4.14490
ENSG00000066322,ELOVL1,30,-3.1411,0,-8.4266,7,-5.2588,342,0.86560,620,3.15463
ENSG00000142949,PTPRF,88,-0.3143,90,-0.2351,168,1.01285,18,-2.6880,107,0.04990
ENSG00000126091,ST3GAL3,40,0.30407,44,0.41451,52,0.85891,1,-4.8624,23,-0.7352
ENSG00000117408,IPO13,26,-1.7033,3,-4.3690,37,-1.1276,62,-0.2076,186,2.52799
ENSG00000117410,ATP6V0B,206,-1.5241,397,-0.3651,1182,2.13358,186,-1.5398,309,-0.8558
ENSG00000117411,B4GALT2,16,-2.2961,100,0.80310,75,0.34929,91,0.63427,65,0.05601
ENSG00000196517,SLC6A9,29,-1.2530,11,-2.5492,1,-5.8759,62,0.08402,170,2.92132
ENSG00000178028,DMAP1,32,-0.4667,63,0.68576,55,0.55147,14,-1.7062,42,-0.0102
ENSG00000117419,ERI3,51,-1.7217,226,0.81871,282,1.60528,35,-2.1387,96,-0.6821
ENSG00000187147,RNF220,84,-0.8770,80,-0.8568,139,0.02393,167,0.33338,201,0.80233
ENSG00000142937,RPS8,503,-0.5564,922,0.51190,309,-1.3790,647,-0.0850,1127,1.08189
ENSG00000126088,UROD,26,-1.4244,126,1.32651,99,1.07996,1,-5.2000,49,-0.3394
ENSG00000117450,PRDX1,256,-0.8023,567,0.59357,429,0.13703,274,-0.6048,493,0.41775
ENSG00000117448,AKR1A1,24,-0.8710,97,1.64522,28,-0.6085,1,-5.0553,55,0.71288
ENSG00000132780,NASP,32,-1.2810,8,-3.1369,9,-3.2217,311,3.24116,68,0.03284
ENSG00000159592,GPBP1L1,27,-0.8961,34,-0.4295,39,-0.2521,98,1.37221,47,0.10247
ENSG00000086015,MAST2,30,-0.4708,28,-0.5472,76,1.46302,1,-5.0689,37,-0.1263
ENSG00000085998,POMGNT1,43,-1.2261,94,0.11635,88,0.02525,50,-0.8955,146,1.09903
ENSG00000173660,UQCRH,203,-1.0448,743,1.25394,605,1.08370,118,-1.7626,223,-0.8907
ENSG00000117480,FAAH,19,-1.2210,40,0.10137,24,-0.8128,4,-3.3659,86,1.98483
ENSG00000123472,ATPAF1,82,-0.9334,241,0.95755,182,0.55220,91,-0.6761,124,-0.2088
ENSG00000159658,EFCAB14,67,-0.9157,82,-0.5000,60,-1.0908,184,0.85516,187,1.10400
ENSG00000162368,CMPK1,72,-1.5727,282,0.77474,245,0.63188,237,0.46647,142,-0.4388
ENSG00000162374,ELAVL4,125,-0.4860,202,0.36786,315,1.49294,183,0.19554,17,-3.5616
ENSG00000123091,RNF11,200,-0.9300,554,0.85615,559,1.08829,170,-1.0810,226,-0.7272
ENSG00000085832,EPS15,72,-1.4440,103,-0.7532,150,-0.1819,477,1.98334,148,-0.2021
ENSG00000117859,OSBPL9,17,-1.5936,55,0.42906,60,0.70145,71,0.86889,31,-0.5948
ENSG00000078618,NRDC,51,-0.8757,55,-0.6466,112,0.60266,164,1.19914,59,-0.6066
ENSG00000169213,RAB3B,197,0.07942,138,-0.5008,443,2.08733,82,-1.3046,5,-5.5671
ENSG00000134717,BTF3L4,40,-0.8252,76,0.30116,74,0.31617,69,0.14303,66,0.09417
ENSG00000162378,ZYG11B,65,-0.9253,246,1.45234,140,0.50130,95,-0.2267,61,-1.0308
ENSG00000116171,SCP2,65,-0.8985,117,0.14275,92,-0.2966,146,0.51374,142,0.55820
ENSG00000162384,CZIB,18,-1.3275,99,1.68584,27,-0.6755,2,-3.9975,60,0.91738
ENSG00000157193,LRP8,25,-0.8831,75,1.07661,81,1.57835,1,-5.1061,18,-1.3960
ENSG00000116209,TMEM59,98,-2.1575,237,-0.6386,299,-0.3124,516,0.64495,639,1.30834
ENSG00000116221,MRPL37,25,-0.8447,17,-1.3759,84,1.67345,22,-0.9786,33,-0.3407
ENSG00000157216,SSBP3,68,-0.7419,68,-0.6587,108,0.10016,97,-0.0894,152,0.81225
ENSG00000116133,DHCR24,142,-2.9705,58,-4.0716,492,-1.0217,1422,0.83957,2117,2.20710
ENSG00000162407,PLPP3,148,0.15411,281,1.27583,24,-2.8504,129,-0.0991,170,0.43452
ENSG00000162599,NFIA,124,-0.1270,57,-1.3130,17,-3.3166,322,1.60715,199,0.85518
ENSG00000162604,TM2D1,25,-1.5036,97,0.77773,87,0.72511,36,-0.8399,66,0.14200
ENSG00000162434,JAK1,55,-0.4546,55,-0.3817,117,1.10698,63,-0.1752,49,-0.6489
ENSG00000162433,AK4,42,-0.8690,107,0.77901,85,0.44536,71,0.07952,56,-0.3664
ENSG00000116675,DNAJC6,216,-1.2704,318,-0.5419,680,0.89271,695,0.76605,376,-0.3135
ENSG00000184588,PDE4B,50,-1.0628,97,0.12078,42,-1.3178,131,0.62445,156,1.17552
ENSG00000118473,SGIP1,34,-1.6515,100,0.18936,95,0.13266,223,1.67192,65,-0.5681
ENSG00000142864,SERBP1,69,-0.9823,178,0.66696,88,-0.5777,212,0.98477,129,0.13378
ENSG00000162595,DIRAS3,16,-2.0177,217,2.84427,51,-0.0766,20,-1.5242,27,-1.1566
ENSG00000116729,WLS,47,-0.0007,198,2.93332,2,-4.9038,28,-0.7920,26,-1.0212
ENSG00000116754,SRSF11,99,-0.6969,106,-0.5042,133,-0.1679,119,-0.3225,236,1.03959
ENSG00000132485,ZRANB2,60,-1.0593,182,0.88202,66,-0.8814,248,1.47484,94,-0.2726
ENSG00000172260,NEGR1,88,-0.7337,257,1.15407,168,0.47604,141,0.10509,75,-1.0120
ENSG00000117054,ACADM,27,-0.9004,78,0.93331,43,-0.0978,58,0.40671,43,-0.0984
ENSG00000137955,RABGGTB,26,-1.3966,60,0.00801,50,-0.3236,116,1.16273,74,0.42634
ENSG00000154027,AK5,23,-1.8836,49,-0.5732,137,1.48457,51,-0.5156,73,0.04647
ENSG00000077254,USP33,39,-1.6959,118,0.19763,179,1.15236,184,0.97175,51,-1.2692
ENSG00000180488,MIGA1,60,-1.7351,72,-1.2881,185,0.22850,322,1.17700,216,0.55490
ENSG00000162613,FUBP1,20,-1.5316,79,0.84840,72,0.83907,35,-0.5257,44,-0.1728
ENSG00000162616,DNAJB4,15,-2.1822,21,-1.5176,69,0.38879,188,2.30003,38,-0.7309
ENSG00000137941,TTLL7,103,-1.1750,88,-1.2948,176,-0.2484,328,0.84879,315,0.95528
ENSG00000142875,PRKACB,145,-1.5706,604,0.89229,432,0.36532,574,0.80091,273,-0.5085
ENSG00000162642,C1orf52,19,-1.6402,75,0.64377,74,0.77898,54,0.10056,46,-0.2056
ENSG00000153904,DDAH1,148,0.02079,312,1.34667,195,0.58740,82,-0.9131,44,-2.0071
ENSG00000097033,SH3GLB1,26,-1.4829,24,-1.4572,25,-1.5371,166,1.80893,101,1.04436
ENSG00000183291,SELENOF,61,-1.3230,249,1.12902,152,0.29940,51,-1.4827,159,0.39578
ENSG00000143013,LMO4,83,0.60219,48,-0.3967,58,-0.0998,1,-5.5320,80,0.53572
ENSG00000171492,LRRC8D,30,-1.3816,56,-0.2806,19,-2.1255,178,1.78804,102,0.87884
ENSG00000162664,ZNF326,42,-0.0724,35,-0.3635,31,-0.6264,30,-0.5886,69,0.97002
ENSG00000122482,ZNF644,30,-1.3465,40,-0.7470,15,-2.4282,196,2.07990,96,0.82211
ENSG00000189195,BTBD8,42,-0.7633,45,-0.5692,86,0.60196,113,0.98683,49,-0.4936
ENSG00000067208,EVI5,20,-1.7718,35,-0.7998,37,-0.8231,202,2.42477,56,-0.0574
ENSG00000122406,RPL5,288,-0.6034,654,0.84552,282,-0.6401,394,-0.0256,506,0.47456
ENSG00000154511,DIPK1A,16,-2.1607,82,0.51456,66,0.18917,101,0.89902,66,0.18923
ENSG00000117500,TMED5,27,-0.9695,62,0.44811,38,-0.4212,4,-3.6890,92,1.47622
ENSG00000117505,DR1,22,-1.2152,68,0.75308,59,0.61342,1,-5.2018,59,0.62035
ENSG00000067334,DNTTIP2,31,-0.3887,50,0.43265,70,1.28764,2,-4.0117,27,-0.6224
ENSG00000023909,GCLM,23,-0.9975,11,-1.9399,89,1.81028,20,-1.1457,36,-0.2290
ENSG00000117528,ABCD3,33,-1.3405,100,0.54836,78,0.13308,57,-0.3991,100,0.66283
ENSG00000117519,CNN3,76,0.00941,155,1.26826,15,-2.6700,51,-0.6291,109,0.74511
ENSG00000117569,PTBP2,19,-2.3281,93,0.28929,69,-0.2330,105,0.49634,125,1.00270
ENSG00000156875,MFSD14A,18,-1.4401,40,-0.0551,44,0.08508,3,-3.7511,84,1.57340
ENSG00000137992,DBT,20,-1.6111,12,-2.1460,43,-0.3282,162,2.19518,54,0.11375
ENSG00000137996,RTCA,20,-1.7233,18,-1.7291,114,1.60127,74,0.45351,45,-0.4100
ENSG00000162694,EXTL2,22,-1.2260,59,0.46036,102,1.93359,7,-2.8625,24,-1.1368
ENSG00000162636,FAM102B,12,-2.2714,22,-1.2134,91,1.44531,111,1.52271,21,-1.4232
ENSG00000134186,PRPF38B,66,0.44358,4,-3.8818,38,-0.5989,124,1.51304,44,-0.3398
ENSG00000116266,STXBP3,21,-2.6352,41,-1.4412,37,-1.7614,348,2.32803,163,0.95107
ENSG00000121957,GPSM2,27,-1.4959,51,-0.3659,13,-2.5743,164,1.69703,110,1.14862
ENSG00000085433,WDR47,24,-1.9276,72,-0.0817,172,1.95325,57,-0.4516,43,-1.0047
ENSG00000197780,TAF13,94,-0.2235,50,-1.1860,141,0.57440,54,-1.0575,137,0.51673
ENSG00000215717,TMEM167B,20,-1.5624,44,-0.2063,45,-0.2004,121,1.57871,53,0.10916
ENSG00000031698,SARS,95,-1.1037,181,0.03815,292,1.06992,238,0.49683,112,-0.8251
ENSG00000143126,CELSR2,31,-2.1072,74,-0.6128,113,0.07544,145,0.48390,181,1.09739
ENSG00000134243,SORT1,105,-2.1032,102,-1.9659,163,-1.4014,564,0.74688,856,2.09398
ENSG00000143106,PSMA5,20,-1.6650,101,1.11150,69,0.50755,53,-0.0115,48,-0.2128
ENSG00000181754,AMIGO1,24,-0.5561,54,0.81836,71,1.76816,1,-4.8233,10,-1.9935
ENSG00000116337,AMPD2,36,-1.0690,219,2.27645,104,0.94556,1,-5.8180,16,-2.3752
ENSG00000134202,GSTM3,51,-0.9273,186,1.37685,127,0.82053,35,-1.3790,54,-0.8327
ENSG00000168710,AHCYL1,341,0.65399,542,1.39792,138,-1.0419,199,-0.3518,141,-1.0048
ENSG00000197106,SLC6A17,62,-0.5724,141,0.86235,199,2.06455,1,-6.1775,9,-3.6196
ENSG00000116396,KCNC4,77,-0.6377,192,0.96537,223,1.63500,63,-0.8862,11,-3.6973
ENSG00000134248,LAMTOR5,79,-1.1715,222,0.63131,205,0.59113,158,0.05681,138,-0.1889
ENSG00000177301,KCNA2,62,-0.2402,89,0.40806,148,1.74482,34,-1.1242,8,-3.3628
ENSG00000259834,AL365361.1,23,-1.1190,38,-0.1807,119,2.73126,1,-5.1866,10,-2.3266
ENSG00000116459,ATP5PB,75,-1.3140,189,0.29361,292,1.34897,146,-0.1323,100,-0.8259
