Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6
ENSG00000186501,TMEM222,70,-0.1976,53,-0.6737,105,0.49846,82,0.11427
ENSG00000126709,IFI6,208,-1.1138,93,-2.3418,349,-0.2733,603,1.47524
ENSG00000117758,STX12,107,-0.6338,88,-0.9394,176,0.21154,189,0.60513
ENSG00000126698,DNAJC8,123,0.04438,103,-0.2633,151,0.40542,114,-0.1341
ENSG00000130770,ATP5IF1,413,-0.4471,174,-1.8102,444,-0.3271,733,1.09152
ENSG00000198492,YTHDF2,114,0.16715,29,-1.9904,73,-0.5879,135,0.90110
ENSG00000162511,LAPTM5,36,-0.7202,68,0.37337,158,2.16367,23,-1.8823
ENSG00000162512,SDC3,97,0.63267,46,-0.6627,158,1.64572,36,-1.4627
ENSG00000134644,PUM1,211,0.39124,87,-1.0850,208,0.36275,170,0.00855
ENSG00000121766,ZCCHC17,134,-0.2257,65,-1.4002,96,-0.7816,209,1.08281
ENSG00000121769,FABP3,94,0.14925,38,-1.3455,21,-2.2447,122,1.25701
ENSG00000162517,PEF1,61,-0.8120,39,-1.4902,62,-0.7701,144,1.40806
ENSG00000121753,ADGRB2,117,0.29934,50,-1.1065,136,0.57061,97,-0.0663
ENSG00000184007,PTP4A2,115,-0.8303,455,1.73037,104,-0.9973,155,-0.5314
ENSG00000121774,KHDRBS1,84,-0.4670,80,-0.5321,183,0.92566,105,-0.1340
ENSG00000025800,KPNA6,66,-0.1888,36,-1.1737,94,0.43598,82,0.32656
ENSG00000084623,EIF3I,104,-0.2418,48,-1.4670,125,0.07489,147,0.66884
ENSG00000175130,MARCKSL1,90,-1.5674,483,1.36069,194,-0.3360,218,-0.2273
ENSG00000162521,RBBP4,43,-1.0283,53,-0.7216,159,1.25750,78,-0.1209
ENSG00000134684,YARS,102,-0.4735,57,-1.3969,121,-0.1940,178,0.92301
ENSG00000134686,PHC2,66,0.01405,49,-0.4672,113,1.01556,54,-0.4794
ENSG00000163866,SMIM12,44,-1.0753,36,-1.3806,80,-0.0791,115,1.10607
ENSG00000116560,SFPQ,108,-0.4705,155,0.14359,200,0.60269,132,-0.2315
ENSG00000142687,KIAA0319L,109,0.35311,34,-1.5419,129,0.66805,87,-0.0513
ENSG00000020129,NCDN,222,-0.9964,109,-2.0899,464,0.23107,548,1.04726
ENSG00000126067,PSMB2,115,-0.8459,17,-3.6617,217,0.21068,268,1.19751
ENSG00000142686,C1orf216,85,0.14605,6,-3.9010,66,-0.2796,104,0.98355
ENSG00000054116,TRAPPC3,69,0.09379,23,-1.6697,75,0.25028,75,0.42305
ENSG00000116871,MAP7D1,149,-0.7921,192,-0.3774,155,-0.7286,314,0.92715
ENSG00000054118,THRAP3,90,0.15833,51,-0.8015,137,0.93759,72,-0.3618
ENSG00000163875,MEAF6,116,-0.1984,30,-2.3140,103,-0.3995,178,1.09575
ENSG00000197982,C1orf122,89,-1.7597,215,-0.3725,235,-0.2185,355,0.98111
ENSG00000116954,RRAGC,58,-0.7323,53,-0.8577,81,-0.1868,116,0.85339
ENSG00000174574,AKIRIN1,102,-0.4217,48,-1.6291,157,0.31463,161,0.64636
ENSG00000168653,NDUFS5,389,-0.2397,244,-0.9967,414,-0.1330,546,0.64422
ENSG00000127603,MACF1,216,0.31130,296,0.90735,380,1.42760,64,-2.2015
ENSG00000090621,PABPC4,41,-0.7825,112,0.99147,123,1.18895,39,-1.2350
ENSG00000116983,HPCAL4,121,-0.4562,48,-1.8853,223,0.61503,186,0.50677
ENSG00000131236,CAP1,102,-0.9535,104,-0.9243,121,-0.6752,255,1.22066
ENSG00000131238,PPT1,82,-0.7119,36,-1.9893,200,0.83797,146,0.46493
ENSG00000084073,ZMPSTE24,56,-0.6797,30,-1.6329,61,-0.5341,119,1.27130
ENSG00000084070,SMAP2,185,0.71120,66,-1.0344,107,-0.2610,130,0.12332
ENSG00000117016,RIMS3,124,0.39146,24,-2.2515,105,0.09268,115,0.44252
ENSG00000127125,PPCS,67,0.30881,51,-0.1816,58,0.03100,54,-0.1046
ENSG00000065978,YBX1,12,-2.9433,107,0.41814,154,1.11194,78,-0.2199
ENSG00000117394,SLC2A1,109,-0.0044,157,0.64090,290,1.97102,34,-2.4296
ENSG00000117395,EBNA1BP2,85,0.52226,16,-2.1376,78,0.37248,67,0.16010
ENSG00000066322,ELOVL1,5,-4.3600,244,1.70788,86,-0.3051,93,-0.2553
ENSG00000142949,PTPRF,129,0.14185,72,-0.8394,273,1.62069,80,-0.9706
ENSG00000117410,ATP6V0B,547,-0.5576,197,-2.1480,464,-0.8241,1121,1.47690
ENSG00000117411,B4GALT2,29,-1.3735,43,-0.7394,86,0.42010,82,0.64687
ENSG00000117419,ERI3,141,-1.0833,59,-2.4024,153,-0.9548,427,1.85792
ENSG00000187147,RNF220,32,-2.3078,121,-0.2475,192,0.55648,166,0.52338
ENSG00000142937,RPS8,450,-0.3651,682,0.35371,820,0.69756,465,-0.4826
ENSG00000126088,UROD,76,-0.4580,61,-0.8203,46,-1.2593,140,1.18185
ENSG00000117450,PRDX1,390,-0.6675,306,-1.0563,600,0.05646,730,0.75705
ENSG00000085998,POMGNT1,91,0.15581,74,-0.1998,107,0.45897,75,-0.2670
ENSG00000173660,UQCRH,346,-0.0929,144,-1.5087,395,0.13488,436,0.56310
ENSG00000123472,ATPAF1,122,-0.1999,104,-0.4598,143,0.07077,151,0.29627
ENSG00000159658,EFCAB14,43,-0.9384,73,-0.0719,136,1.07270,69,-0.2921
ENSG00000162368,CMPK1,135,-0.8117,126,-0.9242,214,-0.0574,284,0.83739
ENSG00000162374,ELAVL4,201,-0.7000,100,-1.7908,209,-0.6295,440,1.37168
ENSG00000123091,RNF11,358,-0.1055,124,-1.7895,337,-0.2048,488,0.83443
ENSG00000085832,EPS15,115,-0.5741,109,-0.6667,105,-0.7351,216,0.97249
ENSG00000078618,NRDC,63,-0.5435,51,-0.8832,101,0.26316,102,0.51291
ENSG00000169213,RAB3B,274,0.38026,67,-1.9026,108,-1.1712,293,0.96411
ENSG00000134717,BTF3L4,81,-0.1879,30,-1.7809,136,0.73207,99,0.26789
ENSG00000162378,ZYG11B,171,0.73366,42,-1.5894,150,0.48869,107,-0.1792
ENSG00000116171,SCP2,84,-0.6853,94,-0.4976,198,0.82163,127,0.02391
ENSG00000116209,TMEM59,179,-1.0455,241,-0.5733,318,-0.1085,431,0.80948
ENSG00000116221,MRPL37,59,-0.2896,45,-0.7234,77,0.16298,80,0.39719
ENSG00000157216,SSBP3,124,0.90494,32,-1.4036,216,2.17307,27,-2.1582
ENSG00000116133,DHCR24,117,-2.6257,721,0.24982,241,-1.5392,891,1.30656
ENSG00000162599,NFIA,76,-0.2426,171,1.27491,271,2.41354,2,-6.2021
ENSG00000162604,TM2D1,71,-0.1672,12,-2.8494,99,0.40467,96,0.66040
ENSG00000162434,JAK1,101,0.11780,43,-1.2538,111,0.29075,103,0.27634
ENSG00000162433,AK4,15,-2.4516,56,-0.4789,59,-0.4002,106,1.27519
ENSG00000116675,DNAJC6,354,-0.5898,219,-1.3537,385,-0.4531,688,1.10517
ENSG00000184588,PDE4B,53,0.13113,86,1.05769,118,1.74797,12,-2.8133
ENSG00000118473,SGIP1,83,0.06681,43,-1.0221,129,0.88229,75,-0.1861
ENSG00000142864,SERBP1,98,-0.3672,135,0.17063,257,1.42518,81,-1.0048
ENSG00000162595,DIRAS3,190,0.63120,11,-3.8409,375,2.12640,76,-1.3372
ENSG00000116754,SRSF11,131,-0.2366,159,0.08923,359,1.71121,86,-1.3360
ENSG00000132485,ZRANB2,104,0.19279,103,0.16829,159,0.98395,65,-0.9122
ENSG00000172260,NEGR1,180,-0.1297,82,-1.3890,260,0.51994,215,0.29908
ENSG00000117054,ACADM,75,0.24782,27,-1.4214,94,0.64373,65,0.00305
ENSG00000077254,USP33,121,-0.0507,61,-1.1702,190,0.77182,125,0.01148
ENSG00000180488,MIGA1,58,-1.7707,155,-0.2096,160,-0.1526,225,0.85959
ENSG00000137941,TTLL7,84,-1.1411,316,1.16569,183,0.13109,145,-0.4215
ENSG00000142875,PRKACB,347,-0.2806,185,-1.2897,451,0.16873,491,0.58169
ENSG00000162642,C1orf52,57,-0.3039,43,-0.7534,91,0.52680,72,0.17817
ENSG00000153904,DDAH1,140,-0.5267,48,-2.1800,296,0.79418,221,0.45570
ENSG00000183291,SELENOF,110,-0.6237,95,-0.8451,198,0.39058,184,0.44916
ENSG00000143013,LMO4,56,-0.3214,104,0.76602,169,1.81213,26,-2.0394
ENSG00000122406,RPL5,204,-0.6396,284,-0.0857,380,0.42847,308,0.08992
ENSG00000067334,DNTTIP2,65,0.06130,49,-0.4147,63,-0.0109,67,0.18074
ENSG00000117519,CNN3,61,-0.1306,77,0.27621,167,1.87458,30,-1.7639
ENSG00000117569,PTBP2,46,-0.9419,33,-1.4639,67,-0.3384,114,1.23292
ENSG00000137996,RTCA,55,-0.9710,20,-2.5283,102,0.05016,140,1.23865
ENSG00000162694,EXTL2,93,0.34340,38,-1.1449,107,0.61148,73,-0.1119
ENSG00000134186,PRPF38B,26,-1.1547,82,0.80269,159,2.32542,16,-2.4103
ENSG00000085433,WDR47,200,0.82656,8,-4.1979,142,0.19675,138,0.23665
ENSG00000197780,TAF13,82,-1.1583,109,-0.7039,134,-0.3550,223,1.04257
ENSG00000031698,SARS,258,-0.1255,76,-2.0500,320,0.24853,337,0.62730
ENSG00000143126,CELSR2,89,-0.0466,108,0.29062,117,0.43582,78,-0.4166
ENSG00000134243,SORT1,75,-1.8998,332,0.53811,315,0.44394,250,0.05886
ENSG00000143106,PSMA5,32,-1.4617,24,-1.8843,88,0.18305,110,1.19414
ENSG00000116337,AMPD2,84,-0.1153,38,-1.4051,87,-0.0564,110,0.66129
ENSG00000134202,GSTM3,106,-0.0253,39,-1.6159,129,0.31395,124,0.43839
ENSG00000168710,AHCYL1,224,0.33654,212,0.23831,387,1.41371,96,-1.5099
ENSG00000197106,SLC6A17,81,-0.6317,28,-2.2414,81,-0.6332,174,1.44142
ENSG00000116396,KCNC4,207,0.63780,29,-2.5209,165,0.22464,157,0.22880
ENSG00000134248,LAMTOR5,97,-1.1422,80,-1.4395,244,0.39282,251,0.83173
ENSG00000177301,KCNA2,118,1.28724,34,-0.9081,93,0.79040,38,-1.0962
ENSG00000116459,ATP5PB,168,-0.3209,47,-2.3174,206,0.02457,266,0.92085
ENSG00000116473,RAP1A,62,-0.0262,66,0.07411,95,0.73908,52,-0.5152
ENSG00000116489,CAPZA1,163,0.24913,42,-1.9270,96,-0.6456,182,0.85916
ENSG00000155366,RHOC,81,0.81962,63,0.35239,153,2.26472,4,-4.3869
ENSG00000116752,BCAS2,97,-0.7237,63,-1.4026,163,0.14652,192,0.83257
ENSG00000009307,CSDE1,341,-0.0784,222,-0.7875,340,-0.0823,413,0.45397
ENSG00000163399,ATP1A1,439,-1.2769,174,-2.6756,301,-1.8568,1616,2.40394
ENSG00000198162,MAN1A2,99,-0.3018,242,1.36523,196,0.92709,58,-1.6247
ENSG00000265808,SEC22B,49,-0.5501,52,-0.4548,74,0.13509,79,0.42081
ENSG00000131779,PEX11B,78,0.36506,32,-1.1224,85,0.52093,62,-0.0689
ENSG00000265241,RBM8A,90,-0.1493,75,-0.4476,102,0.06798,108,0.26629
ENSG00000178104,PDE4DIP,115,-0.2961,95,-0.6120,290,1.44101,107,-0.6313
ENSG00000159164,SV2A,519,0.36259,109,-2.1525,458,0.14227,483,0.41596
ENSG00000143401,ANP32E,103,0.45669,68,-0.2577,192,1.73193,38,-1.6458
ENSG00000266472,MRPS21,128,-0.2782,67,-1.3203,244,0.88467,155,0.08425
ENSG00000143420,ENSA,64,-0.3588,32,-1.4650,173,1.49536,70,-0.3656
ENSG00000213190,MLLT11,331,-0.6424,124,-2.1632,259,-1.0388,735,1.62349
ENSG00000159352,PSMD4,145,-0.3934,80,-1.3441,171,-0.1209,234,0.82688
ENSG00000143393,PI4KB,19,-2.1168,30,-1.4258,115,0.80742,93,0.75158
ENSG00000159377,PSMB4,201,-0.6612,162,-1.0084,249,-0.3086,393,0.94589
ENSG00000143376,SNX27,87,0.23688,48,-0.7573,124,0.89090,66,-0.3893
ENSG00000197747,S100A10,47,-1.7147,37,-2.0579,75,-0.9926,220,2.04925
ENSG00000197956,S100A6,208,-0.9846,179,-1.2204,323,-0.2655,518,1.13092
ENSG00000189171,S100A13,134,0.17701,161,0.51299,148,0.36153,94,-0.6506
ENSG00000160678,S100A1,28,-1.6746,193,1.70422,105,0.46227,53,-1.0187
ENSG00000160679,CHTOP,52,-0.1737,32,-0.9570,112,1.24714,50,-0.3826
ENSG00000143621,ILF2,69,-0.8160,34,-1.9036,105,-0.1155,156,1.16388
ENSG00000143543,JTB,100,-0.2721,63,-1.0237,222,1.19213,107,-0.2620
ENSG00000177954,RPS27,724,-0.1357,1093,0.59988,1468,1.18331,471,-1.2151
ENSG00000143549,TPM3,208,-0.0313,83,-1.5074,224,0.09913,252,0.55003
ENSG00000143612,C1orf43,38,-1.9651,54,-1.4301,207,0.83908,162,0.69817
ENSG00000143575,HAX1,42,-0.8849,39,-0.9908,108,0.74141,80,0.34949
ENSG00000160714,UBE2Q1,128,0.12731,89,-0.4835,180,0.75652,105,-0.3302
ENSG00000160710,ADAR,173,-0.2460,92,-1.2570,284,0.63376,216,0.24092
ENSG00000163344,PMVK,72,-0.4200,58,-0.7682,107,0.26407,105,0.41376
ENSG00000163346,PBXIP1,156,0.89247,70,-0.5115,238,1.81813,37,-2.0672
ENSG00000163463,KRTCAP2,79,-0.6446,105,-0.1570,122,0.09557,129,0.33868
ENSG00000177628,GBA,118,-0.2925,39,-2.0186,170,0.33257,172,0.65388
ENSG00000116521,SCAMP3,68,-0.1852,45,-0.8492,77,0.02482,88,0.47408
ENSG00000160752,FDPS,98,-1.7879,57,-2.5886,118,-1.5021,507,2.47025
ENSG00000160753,RUSC1,118,0.31289,43,-1.3321,97,-0.0374,112,0.37323
ENSG00000116539,ASH1L,104,0.92607,108,0.99915,136,1.49873,9,-3.5645
ENSG00000132718,SYT11,526,-0.6693,375,-1.2085,855,0.14939,985,0.74986
ENSG00000116586,LAMTOR2,84,-0.0587,42,-1.1897,59,-0.6301,111,0.85437
ENSG00000160785,SLC25A44,94,0.83622,21,-1.6834,25,-1.3904,72,0.62946
ENSG00000160781,PAQR6,189,-0.6039,834,2.39198,305,0.20621,100,-2.1478
ENSG00000198952,SMG5,24,-1.4632,47,-0.4116,53,-0.2243,79,0.92806
ENSG00000163468,CCT3,109,-0.3332,48,-1.6374,160,0.32467,160,0.59875
ENSG00000125462,C1orf61,611,1.01979,321,-0.1600,636,1.10086,183,-1.5130
ENSG00000163382,NAXE,47,-1.2338,46,-1.2779,219,1.48107,99,-0.0741
ENSG00000132702,HAPLN2,12,-3.4633,293,1.77559,53,-1.3315,120,0.01228
ENSG00000132692,BCAN,248,1.57007,112,0.01302,192,1.01565,38,-2.2717
ENSG00000162706,CADM3,284,0.00133,40,-3.0400,297,0.07854,361,0.79948
ENSG00000158710,TAGLN2,33,-1.8711,60,-0.9431,125,0.27693,140,0.94975
ENSG00000177807,KCNJ10,24,-1.3822,138,1.75287,100,1.04084,26,-1.7062
ENSG00000162729,IGSF8,57,-0.9132,73,-0.5180,162,0.90130,101,0.05478
ENSG00000018625,ATP1A2,229,0.27237,228,0.26732,571,2.22987,50,-2.7763
ENSG00000162734,PEA15,387,-1.3282,1052,0.32566,712,-0.3493,1032,0.52582
ENSG00000132716,DCAF8,29,-1.3025,71,0.12911,94,0.64609,67,0.04127
ENSG00000162735,PEX19,36,-1.2414,40,-1.0675,143,1.14848,82,0.16014
ENSG00000122218,COPA,130,-0.1459,79,-0.9675,140,-0.0224,168,0.52280
ENSG00000143256,PFDN2,51,-1.3764,73,-0.8201,127,0.08683,157,0.90282
ENSG00000143222,UFC1,93,-0.3567,44,-1.5450,97,-0.2841,152,0.95499
ENSG00000158864,NDUFS2,193,-0.2530,112,-1.1292,185,-0.3236,284,0.79718
ENSG00000143252,SDHC,104,-0.3567,77,-0.8479,128,-0.0113,154,0.58096
ENSG00000152332,UHMK1,248,-0.0564,116,-1.2960,248,-0.0563,309,0.59742
ENSG00000117152,RGS4,78,-0.1572,13,-2.9292,45,-1.0426,126,1.46324
ENSG00000143248,RGS5,43,-0.5714,95,0.81727,193,2.48980,11,-3.3075
ENSG00000185630,PBX1,100,0.56325,33,-1.2933,184,1.86175,40,-1.3948
ENSG00000143198,MGST3,117,-1.6295,99,-1.8864,296,-0.1396,472,1.46665
ENSG00000143183,TMCO1,114,0.32310,39,-1.4387,187,1.27781,77,-0.5574
ENSG00000143158,MPC2,132,0.24214,43,-1.5675,98,-0.2685,139,0.60362
ENSG00000143155,TIPRL,63,0.10188,29,-1.1663,47,-0.3996,73,0.64425
ENSG00000143153,ATP1B1,1874,-0.7126,742,-2.1518,1388,-1.1901,4408,1.72358
ENSG00000075945,KIFAP3,231,-0.6893,55,-2.8809,223,-0.7444,528,1.63600
ENSG00000117523,PRRC2C,303,1.04426,236,0.55667,153,-0.2108,115,-1.0000
ENSG00000117533,VAMP4,48,-0.3163,40,-0.6274,123,1.42898,46,-0.6032
ENSG00000197959,DNM3,375,0.00702,161,-1.3650,247,-0.6878,486,0.89410
ENSG00000117592,PRDX6,124,-0.7232,132,-0.6209,245,0.43288,217,0.37294
ENSG00000234741,GAS5,139,0.13924,172,0.52186,198,0.78638,87,-0.9574
ENSG00000152061,RABGAP1L,131,0.60774,73,-0.4215,106,0.22069,83,-0.3041
ENSG00000116161,CACYBP,175,-0.8769,86,-1.9695,239,-0.3682,427,1.35576
ENSG00000116147,TNR,112,0.86922,139,1.31774,132,1.19841,11,-3.4255
ENSG00000116199,FAM20B,98,0.69385,34,-1.1049,77,0.26718,63,-0.1357
ENSG00000169905,TOR1AIP2,119,1.22228,29,-1.2038,47,-0.4533,59,-0.1472
ENSG00000116260,QSOX1,63,-0.9960,41,-1.6833,65,-0.9635,177,1.64107
ENSG00000143324,XPR1,81,0.74595,17,-1.8044,62,0.23496,54,0.02391
ENSG00000135821,GLUL,366,-0.2362,769,1.12941,650,0.79184,247,-1.2688
ENSG00000135829,DHX9,56,-0.8007,52,-0.9307,136,0.71002,102,0.32186
ENSG00000157064,NMNAT2,169,0.57333,16,-3.1581,76,-0.7974,158,0.86492
ENSG00000162704,ARPC5,61,-1.4794,109,-0.5758,74,-1.1952,225,1.46766
ENSG00000047410,TPR,45,-0.8893,85,0.16373,183,1.70284,50,-1.0532
ENSG00000116741,RGS2,97,-0.3608,9,-3.8765,13,-3.4381,201,2.32568
ENSG00000116750,UCHL5,65,-0.3577,29,-1.6225,37,-1.2673,118,1.41516
ENSG00000023572,GLRX2,27,-1.2186,39,-0.6214,30,-1.0288,82,1.33792
ENSG00000151414,NEK7,34,-1.6792,84,-0.2325,56,-0.8899,135,1.21099
ENSG00000118200,CAMSAP2,221,0.14896,144,-0.5732,158,-0.4284,232,0.41028
ENSG00000116857,TMEM9,150,-0.2049,46,-2.0689,173,0.03449,216,0.80902
ENSG00000174307,PHLDA3,72,-0.9791,93,-0.5822,121,-0.1315,167,0.80295
ENSG00000159176,CSRP1,214,-0.2886,468,1.14734,455,1.08953,129,-1.5562
ENSG00000198700,IPO9,73,0.40999,34,-0.8982,57,-0.0204,61,0.16428
ENSG00000198892,SHISA4,126,-0.1406,55,-1.4686,112,-0.3370,176,0.84484
ENSG00000134375,TIMM17A,207,0.63310,46,-1.8423,105,-0.5521,172,0.52746
ENSG00000170075,GPR37L1,95,0.22681,68,-0.3568,255,2.36102,28,-2.3030
ENSG00000143862,ARL8A,91,-1.5145,194,-0.3112,160,-0.6312,318,1.09679
ENSG00000143858,SYT2,39,-1.5683,42,-1.4534,26,-2.1908,174,2.25508
ENSG00000159346,ADIPOR1,16,-2.2482,62,-0.1447,38,-0.9487,96,1.30945
ENSG00000159348,CYB5R1,93,-1.3444,30,-3.0475,141,-0.6939,338,1.94072
ENSG00000163444,TMEM183A,47,-0.3877,37,-0.7809,39,-0.6893,78,0.91089
ENSG00000058668,ATP2B4,195,0.18947,40,-2.3376,303,1.02197,170,-0.0727
ENSG00000182004,SNRPE,96,0.46904,36,-1.1674,87,0.29096,74,0.02789
ENSG00000143850,PLEKHA6,57,-0.0400,33,-0.9240,123,1.41211,46,-0.6185
ENSG00000163531,NFASC,105,-0.6555,85,-0.9924,213,0.56382,176,0.39377
ENSG00000184144,CNTN2,47,-2.4509,468,1.39436,249,0.16618,197,-0.3664
ENSG00000133059,DSTYK,126,0.95277,48,-0.7273,143,1.21521,44,-1.2497
ENSG00000133069,TMCC2,69,0.16269,76,0.31974,104,0.90430,43,-0.9252
ENSG00000117266,CDK18,5,-4.6721,247,1.46739,31,-2.0819,136,0.53109
ENSG00000069275,NUCKS1,552,0.43714,649,0.74160,721,0.94927,222,-1.5261
ENSG00000196352,CD55,67,-0.8018,40,-1.5968,60,-0.9888,162,1.53550
ENSG00000117335,CD46,56,-0.6997,50,-0.8768,79,-0.1345,109,0.81779
ENSG00000123684,LPGAT1,83,0.48731,30,-1.2203,34,-1.0273,78,0.66125
ENSG00000117691,NENF,72,-1.9626,238,-0.0585,180,-0.5290,330,1.01102
ENSG00000136628,EPRS,111,0.21333,71,-0.5467,116,0.28991,97,-0.0295
ENSG00000118873,RAB3GAP2,65,-0.6850,32,-1.8048,103,0.08621,130,0.95748
ENSG00000154305,MIA3,82,-0.0757,54,-0.7549,146,0.98046,77,-0.2802
ENSG00000186063,AIDA,62,-0.2431,46,-0.7276,126,1.06168,64,-0.2710
ENSG00000162909,CAPN2,57,-0.2222,33,-1.0959,141,1.47942,54,-0.5246
