Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000116649,SRM,68,0.14468,54,-0.2422,108,0.92894,110,0.96987,35,-0.9042,42,-0.6257,29,-1.2114,55,-0.2144
ENSG00000198793,MTOR,51,0.16035,51,0.18828,60,0.45064,64,0.56821,44,-0.0479,59,0.42225,17,-1.5173,20,-1.3067
ENSG00000116661,FBXO2,517,0.70166,422,0.34822,407,0.28805,416,0.32313,350,0.03380,301,-0.2084,177,-1.0429,150,-1.2956
ENSG00000132879,FBXO44,148,1.13499,78,0.00427,148,1.12487,72,-0.1179,18,-2.2049,70,-0.1607,49,-0.7349,37,-1.1732
ENSG00000011021,CLCN6,194,0.94721,216,1.14655,119,0.09434,116,0.05421,74,-0.6608,83,-0.4804,44,-1.4636,51,-1.2338
ENSG00000116688,MFN2,144,0.23864,105,-0.2847,138,0.16385,149,0.29281,146,0.26300,171,0.53347,60,-1.1648,86,-0.5966
ENSG00000048707,VPS13D,47,-0.4605,49,-0.3959,120,1.11998,34,-0.9558,167,1.78048,25,-1.4066,23,-1.5797,38,-0.7853
ENSG00000189337,KAZN,41,-0.7136,77,0.29142,126,1.16983,89,0.53589,15,-2.2020,52,-0.3532,31,-1.1730,86,0.47812
ENSG00000142634,EFHD2,55,0.06529,85,0.79716,69,0.43884,16,-1.8728,63,0.27064,87,0.84538,26,-1.0998,24,-1.2252
ENSG00000116786,PLEKHM2,56,-0.0251,62,0.15788,51,-0.1708,54,-0.0904,101,0.99223,41,-0.5188,31,-0.9451,58,0.03246
ENSG00000219481,NBPF1,42,-0.4655,84,0.66260,75,0.47264,78,0.53449,42,-0.4970,41,-0.5265,14,-2.0807,77,0.52096
ENSG00000159363,ATP13A2,453,1.34327,219,0.04794,271,0.40447,274,0.42560,163,-0.4341,135,-0.7291,116,-0.9602,71,-1.7075
ENSG00000117118,SDHB,139,0.70746,43,-1.1978,181,1.18527,94,0.03159,32,-1.6247,84,-0.1362,75,-0.3221,86,-0.0981
ENSG00000117115,PADI2,0,-9.5950,85,-0.9906,48,-1.8555,87,-0.9481,133,-0.2779,308,1.17150,142,-0.1699,462,2.00418
ENSG00000053371,AKR7A2,80,0.51374,64,0.14965,93,0.78108,53,-0.1598,49,-0.2974,31,-1.0237,38,-0.7039,63,0.10153
ENSG00000077549,CAPZB,195,0.13230,236,0.45020,190,0.08953,189,0.07685,135,-0.4675,233,0.42929,96,-1.0052,169,-0.1083
ENSG00000173436,MICOS10,331,-0.0468,290,-0.2586,422,0.36219,410,0.31005,396,0.25403,303,-0.1900,300,-0.2049,270,-0.3768
ENSG00000158747,NBL1,87,-0.6310,253,1.17646,170,0.45694,111,-0.2435,78,-0.7964,188,0.63909,82,-0.7168,64,-1.1145
ENSG00000162545,CAMK2N1,380,-0.2267,573,0.45743,493,0.20075,345,-0.3817,326,-0.4718,599,0.53288,387,-0.1961,391,-0.1822
ENSG00000158828,PINK1,592,0.61768,509,0.35738,435,0.09060,557,0.51020,361,-0.2143,343,-0.2946,246,-0.8192,248,-0.8055
ENSG00000127483,HP1BP3,76,-1.1207,207,0.48633,189,0.32579,202,0.43965,139,-0.1859,156,0.00308,100,-0.6978,174,0.18473
ENSG00000075151,EIF4G3,128,0.19780,125,0.15425,136,0.30246,101,-0.1894,144,0.40384,99,-0.2245,60,-1.0089,115,0.02279
ENSG00000076864,RAP1GAP,90,-0.0306,113,0.35130,213,1.51365,72,-0.3944,175,1.12385,33,-1.5897,14,-2.8540,24,-2.0519
ENSG00000090686,USP48,36,-0.4887,40,-0.3223,83,0.92077,38,-0.3684,32,-0.6812,46,-0.0938,42,-0.2287,72,0.65886
ENSG00000070831,CDC42,530,1.02287,363,0.35086,406,0.54455,260,-0.2013,192,-0.6824,209,-0.5506,147,-1.1025,247,-0.2844
ENSG00000173369,C1QB,4,-3.6269,173,2.19987,1,-5.2169,61,0.20024,28,-1.0598,41,-0.4578,67,0.34525,59,0.13436
ENSG00000169641,LUZP1,2,-4.4303,17,-1.2692,115,2.04624,7,-2.4871,37,-0.0406,76,1.19797,38,-0.0127,15,-1.4803
ENSG00000125944,HNRNPR,76,-0.2732,97,0.12609,70,-0.3969,97,0.13169,88,-0.0395,90,0.00441,50,-0.9282,150,0.88721
ENSG00000142676,RPL11,238,-1.5332,700,0.16650,292,-1.2224,421,-0.6539,690,0.14132,851,0.49821,852,0.50011,1022,0.82319
ENSG00000057757,PITHD1,734,1.48786,417,0.44369,450,0.57434,358,0.18373,158,-1.1145,175,-0.9620,104,-1.7527,167,-1.0305
ENSG00000189266,PNRC2,45,-0.1019,41,-0.2522,42,-0.2155,60,0.37601,29,-0.7869,59,0.35878,35,-0.5151,72,0.69006
ENSG00000188529,SRSF10,85,0.70141,92,0.84926,38,-0.6411,41,-0.5005,85,0.70566,30,-0.9625,27,-1.1417,51,-0.1637
ENSG00000001461,NIPAL3,82,-0.2519,88,-0.1429,175,1.05583,47,-1.1126,37,-1.4757,64,-0.6341,120,0.38144,151,0.78323
ENSG00000133226,SRRM1,18,-1.7347,50,-0.1706,52,-0.1130,63,0.21173,56,0.00714,64,0.23590,66,0.28541,76,0.51712
ENSG00000169504,CLIC4,0,-6.6790,88,0.32850,24,-1.7070,41,-0.8864,91,0.38618,123,0.92533,47,-0.6881,162,1.44959
ENSG00000117614,SYF2,42,-0.7111,94,0.59944,59,-0.1709,43,-0.6826,75,0.21141,84,0.40093,38,-0.8694,92,0.56366
ENSG00000117616,RSRP1,16,-2.1423,113,0.92443,87,0.45986,35,-0.9860,45,-0.6146,70,0.09341,39,-0.8307,123,1.07976
ENSG00000183726,TMEM50A,38,-0.7952,80,0.41142,60,-0.0534,57,-0.1515,65,0.07317,60,-0.0761,45,-0.5125,94,0.69943
ENSG00000117640,MTFR1L,54,-0.2919,77,0.29872,93,0.63284,60,-0.1079,46,-0.5515,89,0.54427,45,-0.5710,51,-0.3833
ENSG00000117632,STMN1,1331,0.90490,914,0.24610,752,-0.0763,818,0.06223,518,-0.6752,411,-1.0328,371,-1.1920,1190,0.70348
ENSG00000142669,SH3BGRL3,446,0.97154,217,-0.2574,246,-0.0580,326,0.41380,244,-0.0701,205,-0.3503,131,-1.0564,222,-0.2230
ENSG00000198830,HMGN2,110,-0.2024,215,0.94019,45,-1.5916,92,-0.4956,123,-0.0233,103,-0.3166,82,-0.6793,229,1.05702
ENSG00000117713,ARID1A,37,-0.6972,122,1.32829,52,-0.1735,53,-0.1315,63,0.15743,47,-0.3306,30,-1.0272,56,-0.0361
ENSG00000090273,NUDC,96,-0.6162,191,0.50749,255,1.02748,166,0.27488,131,-0.1213,121,-0.2480,91,-0.7045,78,-0.9468
ENSG00000253368,TRNP1,100,0.67019,128,1.10533,78,0.24204,49,-0.5080,86,0.39278,52,-0.4189,33,-1.1098,14,-2.3472
ENSG00000186501,TMEM222,87,0.35704,99,0.57781,71,0.01825,60,-0.2461,70,-0.0003,57,-0.3463,47,-0.6564,71,0.02085
ENSG00000158195,WASF2,13,-2.0597,50,-0.0003,11,-2.3030,65,0.44577,54,0.13861,47,-0.1097,37,-0.4746,123,1.61808
ENSG00000126709,IFI6,481,1.39296,208,-0.0954,214,-0.0497,296,0.49651,172,-0.3973,219,-0.0122,78,-1.6241,95,-1.3230
ENSG00000117758,STX12,280,1.21416,188,0.49298,139,-0.0143,92,-0.6818,138,-0.0228,142,0.01628,69,-1.1174,75,-0.9994
ENSG00000126698,DNAJC8,73,-0.7861,99,-0.3082,128,0.10720,212,0.99062,112,-0.1083,79,-0.6692,96,-0.3579,159,0.47711
ENSG00000130770,ATP5IF1,716,0.32265,728,0.35110,698,0.28006,756,0.41610,692,0.26559,566,-0.0675,312,-1.0138,253,-1.3302
ENSG00000198492,YTHDF2,95,0.81060,36,-0.7682,140,1.55080,56,-0.0856,31,-1.0290,41,-0.6006,31,-1.0335,43,-0.4991
ENSG00000116350,SRSF4,43,0.12308,30,-0.4440,54,0.49177,38,-0.0725,32,-0.3672,20,-1.1116,48,0.29501,55,0.54622
ENSG00000162511,LAPTM5,0,-8.0813,86,0.94819,12,-2.1215,53,0.10362,51,0.03255,97,1.17049,36,-0.5230,63,0.38593
ENSG00000162512,SDC3,56,-0.9604,161,0.77542,63,-0.7693,217,1.33317,83,-0.3281,96,-0.1075,69,-0.6275,73,-0.5440
ENSG00000134644,PUM1,115,-0.1906,236,1.03454,173,0.48657,173,0.48197,123,-0.0868,77,-0.8245,67,-1.0496,74,-0.8917
ENSG00000121766,ZCCHC17,240,1.38250,97,-0.2110,119,0.12924,63,-0.8846,94,-0.2569,150,0.51859,52,-1.1920,67,-0.7902
ENSG00000121769,FABP3,228,1.75968,56,-0.7102,106,0.31971,97,0.17028,70,-0.3517,66,-0.4464,42,-1.1554,33,-1.5017
ENSG00000162517,PEF1,124,0.66662,77,-0.1311,152,1.02948,82,-0.0263,90,0.12159,51,-0.8001,43,-1.0409,51,-0.8023
ENSG00000084636,COL16A1,1,-4.9661,106,1.28360,49,-0.0807,50,-0.0306,8,-2.8355,35,-0.6186,30,-0.8241,131,1.69531
ENSG00000121753,ADGRB2,31,-1.2851,147,1.31855,120,0.94121,79,0.19946,46,-0.6648,71,0.03674,30,-1.2938,33,-1.1569
ENSG00000184007,PTP4A2,111,-1.1432,153,-0.6459,182,-0.3706,106,-1.2106,399,0.96534,236,0.05010,279,0.32978,364,0.79649
ENSG00000121774,KHDRBS1,59,-0.9464,238,1.41820,109,0.02608,107,0.00141,63,-0.8502,109,0.01979,46,-1.3336,128,0.29368
ENSG00000025800,KPNA6,45,-0.6371,73,0.14255,135,1.21602,47,-0.5754,119,0.97708,52,-0.4226,33,-1.1129,35,-1.0333
ENSG00000084623,EIF3I,99,-0.1611,134,0.34204,145,0.48260,129,0.28772,80,-0.5024,162,0.68015,52,-1.1595,70,-0.7057
ENSG00000175130,MARCKSL1,53,-2.5129,265,-0.0437,169,-0.7651,149,-0.9627,55,-2.4579,256,-0.0996,193,-0.5591,1041,2.67261
ENSG00000160058,BSDC1,72,0.52881,39,-0.4699,62,0.26389,124,1.52922,22,-1.3428,31,-0.8462,34,-0.6856,37,-0.5527
ENSG00000176261,ZBTB8OS,20,-1.2790,49,0.09972,57,0.36807,48,0.07086,28,-0.7678,91,1.20608,33,-0.5363,40,-0.2010
ENSG00000162521,RBBP4,49,-0.7742,79,-0.0310,116,0.62803,45,-0.9264,169,1.31924,48,-0.8299,32,-1.4205,104,0.43253
ENSG00000134684,YARS,161,0.64659,125,0.21339,167,0.71309,102,-0.1149,113,0.04898,86,-0.3953,35,-1.7765,89,-0.3295
ENSG00000004455,AK2,46,-0.0654,33,-0.6123,35,-0.5214,56,0.25772,49,0.01652,63,0.44616,57,0.28326,46,-0.0569
ENSG00000134686,PHC2,67,0.55245,29,-0.7977,79,0.85317,38,-0.3946,9,-2.5383,53,0.15761,37,-0.4041,73,0.70424
ENSG00000163866,SMIM12,131,1.11198,90,0.43426,76,0.15101,102,0.66001,51,-0.4966,43,-0.7383,33,-1.1542,27,-1.4381
ENSG00000116560,SFPQ,119,-0.1918,179,0.48132,174,0.43531,105,-0.3960,133,-0.0197,111,-0.3008,81,-0.8108,172,0.41510
ENSG00000142687,KIAA0319L,72,0.36766,87,0.69872,79,0.53351,52,-0.1692,25,-1.2737,27,-1.2013,44,-0.4258,75,0.43287
ENSG00000020129,NCDN,464,0.48817,587,0.90520,636,1.05191,305,-0.2119,399,0.22878,142,-1.4030,129,-1.5471,118,-1.6884
ENSG00000126067,PSMB2,205,0.92061,102,-0.2598,153,0.40344,143,0.29326,173,0.61646,109,-0.1582,42,-1.6396,34,-1.9496
ENSG00000142686,C1orf216,88,0.18939,152,1.15402,118,0.69173,57,-0.5032,74,-0.0922,73,-0.1135,33,-1.3657,33,-1.3714
ENSG00000054116,TRAPPC3,79,0.35515,114,1.00425,124,1.15057,23,-1.5756,40,-0.7340,40,-0.7582,53,-0.3095,39,-0.7982
ENSG00000116871,MAP7D1,259,0.41014,241,0.28967,202,-0.0069,206,0.02847,211,0.07107,185,-0.1521,102,-1.0910,215,0.10142
ENSG00000054118,THRAP3,64,0.12522,25,-1.3672,83,0.55006,29,-1.1125,76,0.40536,110,1.05917,53,-0.2041,37,-0.7369
ENSG00000181817,LSM10,95,1.10686,79,0.77709,63,0.37248,57,0.19478,31,-0.7880,34,-0.6132,20,-1.4166,23,-1.1925
ENSG00000116898,MRPS15,117,0.75065,82,0.14774,76,0.02230,88,0.26865,68,-0.1684,112,0.68263,29,-1.5016,29,-1.4799
ENSG00000163875,MEAF6,187,0.67046,126,-0.0048,233,1.07216,136,0.12098,104,-0.3156,99,-0.3817,52,-1.3968,72,-0.8928
ENSG00000197982,C1orf122,298,0.10133,295,0.08669,198,-0.5564,277,-0.0192,265,-0.0906,241,-0.2420,294,0.08088,372,0.47828
ENSG00000116954,RRAGC,136,1.34599,69,0.13475,97,0.72796,45,-0.5372,12,-2.5124,64,0.02266,41,-0.6847,43,-0.6342
ENSG00000174574,AKIRIN1,158,0.38640,245,1.17995,102,-0.3357,202,0.82140,107,-0.2518,63,-1.0906,44,-1.6398,81,-0.6954
ENSG00000168653,NDUFS5,657,0.18754,413,-0.5671,635,0.12902,841,0.61043,750,0.41091,538,-0.1435,445,-0.4489,418,-0.5464
ENSG00000127603,MACF1,110,-1.2506,212,-0.2266,194,-0.3747,153,-0.7469,575,1.54475,249,0.03125,181,-0.4821,278,0.21840
ENSG00000090621,PABPC4,41,-0.4921,86,0.71011,58,0.04314,42,-0.4890,67,0.28373,51,-0.1560,46,-0.3216,60,0.10663
ENSG00000116983,HPCAL4,188,0.73171,260,1.33101,95,-0.4092,157,0.41974,68,-0.9238,130,0.10037,32,-2.0713,49,-1.4224
ENSG00000131236,CAP1,203,0.53106,100,-0.6307,140,-0.0862,161,0.14491,169,0.22423,140,-0.0881,64,-1.3042,205,0.55275
ENSG00000131238,PPT1,127,-0.1978,202,0.58742,168,0.26674,189,0.46846,160,0.18923,130,-0.1513,71,-1.1060,97,-0.6291
ENSG00000049089,COL9A2,0,-7.8869,63,0.64012,0,-6.5281,30,-0.6052,38,-0.2253,35,-0.3546,48,0.15541,134,2.12099
ENSG00000084070,SMAP2,123,0.94369,104,0.63851,133,1.08070,58,-0.3176,60,-0.2692,21,-1.8828,42,-0.8409,28,-1.4249
ENSG00000117016,RIMS3,98,0.29640,129,0.76638,69,-0.2684,84,0.04405,138,0.89591,67,-0.3162,37,-1.2581,34,-1.3939
ENSG00000198815,FOXJ3,52,0.05752,69,0.53433,89,0.98995,45,-0.1685,46,-0.1441,17,-1.6350,34,-0.6287,49,-0.0355
ENSG00000177181,RIMKLA,38,-0.5546,46,-0.2326,117,1.39668,36,-0.6094,76,0.59711,49,-0.1464,36,-0.6048,28,-1.0124
ENSG00000127125,PPCS,84,0.75974,88,0.85096,21,-1.4601,57,0.09816,38,-0.5678,68,0.39190,39,-0.5062,35,-0.6926
ENSG00000065978,YBX1,39,-1.6338,189,0.90067,68,-0.8037,121,0.12569,59,-1.0240,150,0.49214,89,-0.3747,182,0.83209
ENSG00000117394,SLC2A1,14,-2.4907,88,0.31682,39,-0.9838,49,-0.6386,96,0.46232,140,1.14083,15,-2.4323,142,1.16764
ENSG00000117395,EBNA1BP2,84,0.48530,105,0.87502,85,0.49026,52,-0.3016,37,-0.8470,38,-0.8028,44,-0.5684,59,-0.1001
ENSG00000066322,ELOVL1,0,-8.5662,9,-2.9853,25,-1.5658,40,-0.8643,35,-1.0813,51,-0.4989,29,-1.3875,369,3.74046
ENSG00000142949,PTPRF,135,0.32908,178,0.80730,156,0.57756,84,-0.4548,39,-1.6142,121,0.14100,56,-1.0772,119,0.11092
ENSG00000117408,IPO13,60,0.30637,12,-2.1836,52,0.05187,19,-1.4990,69,0.54473,21,-1.3594,53,0.08958,115,1.48135
ENSG00000117410,ATP6V0B,765,1.35333,559,0.76705,511,0.60901,298,-0.2930,214,-0.8162,167,-1.1991,128,-1.6016,214,-0.8144
ENSG00000117411,B4GALT2,67,0.37702,68,0.39401,36,-0.6479,77,0.60121,34,-0.7083,38,-0.5488,26,-1.1035,83,0.73491
ENSG00000117419,ERI3,369,1.86318,91,-0.6220,113,-0.2770,225,0.88082,127,-0.0991,76,-0.9072,36,-2.0130,39,-1.9067
ENSG00000187147,RNF220,138,0.30980,138,0.31309,167,0.64194,132,0.23853,80,-0.5648,93,-0.3427,69,-0.8138,99,-0.2410
ENSG00000142937,RPS8,535,-0.4956,764,0.08216,628,-0.2408,751,0.05325,473,-0.6916,639,-0.2126,858,0.27626,1171,0.81806
ENSG00000126088,UROD,78,-0.0160,127,0.80431,84,0.09525,76,-0.0611,106,0.49684,68,-0.2370,44,-0.9353,49,-0.7495
ENSG00000117450,PRDX1,971,0.62235,695,0.05200,582,-0.2368,905,0.49918,580,-0.2433,683,0.02303,330,-1.1285,640,-0.0829
ENSG00000117448,AKR1A1,41,-0.1415,52,0.26881,32,-0.5167,47,0.07540,41,-0.1230,70,0.76366,18,-1.3688,55,0.34186
ENSG00000159592,GPBP1L1,38,-0.1152,40,-0.0553,73,1.00679,48,0.28214,11,-1.9695,59,0.60916,17,-1.3705,41,0.00129
ENSG00000085998,POMGNT1,63,0.06263,34,-0.9016,85,0.56288,84,0.52879,25,-1.4007,50,-0.3200,29,-1.1631,118,1.14457
ENSG00000173660,UQCRH,655,0.14410,585,-0.0435,797,0.47656,707,0.27223,545,-0.1592,772,0.42055,387,-0.7064,358,-0.8267
ENSG00000123472,ATPAF1,102,-0.6132,176,0.26536,277,1.06865,123,-0.3237,126,-0.2779,207,0.54060,99,-0.6724,90,-0.8102
ENSG00000159658,EFCAB14,61,-0.7823,98,-0.0403,68,-0.6208,96,-0.0704,97,-0.0464,122,0.32619,67,-0.6545,193,1.14408
ENSG00000162368,CMPK1,415,1.15146,313,0.63943,239,0.17526,192,-0.1815,122,-0.8989,171,-0.3691,153,-0.5514,115,-0.9983
ENSG00000162374,ELAVL4,361,1.31329,148,-0.2505,281,0.84362,215,0.36827,113,-0.6685,178,0.05633,71,-1.3968,10,-4.1862
ENSG00000123091,RNF11,580,0.84639,398,0.19542,485,0.53238,386,0.14268,355,0.00385,240,-0.6226,206,-0.8668,183,-1.0450
ENSG00000085832,EPS15,227,0.68014,110,-0.5174,104,-0.6189,233,0.72818,155,0.03401,223,0.64750,69,-1.2391,96,-0.7360
ENSG00000117859,OSBPL9,60,0.50259,46,0.08365,62,0.55743,37,-0.2753,50,0.19709,19,-1.2881,33,-0.4460,46,0.06492
ENSG00000078618,NRDC,120,0.42235,186,1.21092,102,0.14555,73,-0.4052,106,0.20267,68,-0.5046,54,-0.8825,39,-1.3695
ENSG00000169213,RAB3B,257,0.22875,173,-0.4195,373,0.87767,207,-0.1314,335,0.68282,272,0.32398,130,-0.8659,46,-2.4263
ENSG00000134717,BTF3L4,100,0.55288,103,0.61749,94,0.45133,82,0.21969,39,-0.9488,63,-0.2024,26,-1.5457,66,-0.1376
ENSG00000162378,ZYG11B,181,0.47710,267,1.17721,176,0.42860,102,-0.4678,146,0.11518,108,-0.3819,70,-1.0541,41,-1.8584
ENSG00000116171,SCP2,148,0.16610,218,0.83980,193,0.62702,115,-0.2376,104,-0.3968,96,-0.5218,85,-0.7184,108,-0.3440
ENSG00000162384,CZIB,45,-0.2622,87,0.84223,65,0.33066,55,0.06672,35,-0.6556,43,-0.3545,18,-1.6543,77,0.62144
ENSG00000116209,TMEM59,378,0.32105,300,-0.0648,372,0.29402,232,-0.4763,192,-0.7793,308,-0.0202,170,-0.9597,543,0.96028
ENSG00000157216,SSBP3,26,-1.9912,215,1.45365,179,1.09996,46,-1.1483,82,-0.2433,63,-0.6704,71,-0.4765,81,-0.2698
ENSG00000116133,DHCR24,345,0.66123,280,0.29889,262,0.18597,187,-0.3658,227,-0.0500,118,-1.0783,106,-1.2453,347,0.66995
ENSG00000162407,PLPP3,45,-1.5311,84,-0.5625,58,-1.1295,234,1.18342,82,-0.6043,258,1.37020,57,-1.1700,137,0.22586
ENSG00000177606,JUN,2,-4.3905,81,0.93014,46,-0.0366,29,-0.7440,47,0.00471,86,1.03848,22,-1.1708,63,0.48404
ENSG00000162599,NFIA,2,-5.6795,165,0.86791,40,-1.4133,93,-0.1030,157,0.77745,112,0.20205,110,0.17444,116,0.25264
ENSG00000162604,TM2D1,58,-0.2739,124,1.03206,92,0.49714,83,0.32613,41,-0.7970,13,-2.5166,55,-0.3624,81,0.28465
ENSG00000079739,PGM1,52,0.00159,33,-0.7385,45,-0.2153,75,0.61035,75,0.60900,91,0.97561,26,-1.0547,18,-1.6056
ENSG00000162434,JAK1,112,0.43414,111,0.43261,130,0.70284,89,0.05538,52,-0.7986,102,0.28373,30,-1.6329,62,-0.5203
ENSG00000162433,AK4,236,1.90494,77,-0.1484,27,-1.7439,103,0.34249,79,-0.1058,59,-0.5623,72,-0.2440,20,-2.2079
ENSG00000116675,DNAJC6,823,1.04177,429,-0.0877,686,0.71017,502,0.17231,344,-0.4434,380,-0.2817,213,-1.1892,242,-0.9932
ENSG00000213625,LEPROT,0,-5.9562,10,-2.3081,22,-1.2128,129,1.82277,63,0.47242,72,0.68275,21,-1.2855,65,0.50527
ENSG00000184588,PDE4B,1,-5.5549,176,1.89112,38,-0.7937,42,-0.6415,36,-0.8934,77,0.31643,57,-0.1713,79,0.36699
ENSG00000118473,SGIP1,94,0.10196,146,0.87140,112,0.39511,101,0.22615,83,-0.0976,57,-0.7054,54,-0.7758,58,-0.6546
ENSG00000142864,SERBP1,53,-1.0317,130,0.39263,97,-0.0850,77,-0.4541,164,0.79709,85,-0.2980,109,0.09432,105,0.04375
ENSG00000162595,DIRAS3,85,0.12784,211,1.80232,132,0.87747,134,0.90436,27,-1.6374,4,-4.4478,24,-1.8451,15,-2.4832
