Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to12,Feature log2 fold change topic 6to12
ENSG00000142784,WDTC1,117,1.53809,14,-1.7437,20,-1.2506,64,0.50637,1,-4.8081,49,0.16176
ENSG00000186501,TMEM222,117,0.12185,21,-2.4564,62,-0.8676,192,0.92934,93,-0.2364,117,0.26393
ENSG00000158195,WASF2,117,0.03020,14,-3.0648,33,-1.8810,333,1.80459,119,0.06128,109,-0.1810
ENSG00000126705,AHDC1,117,0.59152,261,2.01072,44,-0.9364,147,0.96624,44,-0.9277,51,-1.2556
ENSG00000126709,IFI6,117,-1.1690,253,0.00780,93,-1.5147,427,0.85647,388,0.69656,249,-0.0386
ENSG00000117758,STX12,117,-0.3349,263,0.96558,103,-0.5322,116,-0.3455,54,-1.5029,156,0.25160
ENSG00000117751,PPP1R8,117,1.22588,14,-2.0023,69,0.35736,114,1.18159,23,-1.3161,47,-0.5317
ENSG00000117748,RPA2,117,1.36642,14,-1.8848,38,-0.4382,81,0.73636,58,0.19392,44,-0.4999
ENSG00000126698,DNAJC8,117,-0.6144,21,-3.1572,143,-0.3116,166,-0.0745,192,0.15558,208,0.69725
ENSG00000130770,ATP5IF1,117,-1.5488,222,-0.5862,148,-1.1986,336,0.05314,311,-0.0667,395,0.79663
ENSG00000198492,YTHDF2,117,0.50405,14,-2.6324,104,0.31821,60,-0.5356,97,0.19785,90,0.19703
ENSG00000116350,SRSF4,117,0.58045,14,-2.5639,46,-0.8574,172,1.22718,71,-0.2180,79,-0.0821
ENSG00000060656,PTPRU,117,1.41841,14,-1.8411,35,-0.5463,8,-2.7509,22,-1.2328,57,0.54018
ENSG00000162511,LAPTM5,1515,5.03974,14,-3.6166,6,-4.7908,0,-8.2980,233,0.51909,35,-3.3003
ENSG00000162512,SDC3,117,-0.7826,418,1.25604,14,-3.8725,129,-0.6388,108,-0.9037,222,0.49561
ENSG00000134644,PUM1,117,-0.8848,265,0.38020,104,-1.0643,146,-0.5526,143,-0.5811,247,0.66869
ENSG00000121766,ZCCHC17,117,-0.2532,21,-2.7628,125,-0.1461,37,-1.9567,110,-0.3469,177,1.10269
ENSG00000121769,FABP3,117,1.22208,14,-2.0056,83,0.64150,0,-6.7078,39,-0.5237,59,0.21075
ENSG00000162517,PEF1,117,0.71664,14,-2.4428,84,0.18493,55,-0.4639,37,-1.0724,84,0.44997
ENSG00000084636,COL16A1,117,0.87818,14,-2.3008,106,0.71832,311,2.75153,30,-1.2498,34,-1.7628
ENSG00000121753,ADGRB2,117,0.30951,152,0.72997,20,-2.3411,94,-0.0344,83,-0.2368,99,0.08119
ENSG00000184007,PTP4A2,117,-1.2826,402,0.62719,215,-0.3603,105,-1.4474,140,-1.0177,326,0.73347
ENSG00000121774,KHDRBS1,117,-0.7324,392,1.20440,130,-0.5709,355,1.03449,159,-0.2615,158,-0.5444
ENSG00000025800,KPNA6,117,0.08767,193,0.89837,42,-1.4637,121,0.14295,79,-0.5219,111,0.00596
ENSG00000084623,EIF3I,117,-0.0273,38,-1.7181,124,0.06278,133,0.16862,173,0.59910,121,0.04413
ENSG00000175130,MARCKSL1,117,-1.5383,14,-4.5597,2073,3.66148,180,-0.8947,106,-1.6875,197,-1.3356
ENSG00000160058,BSDC1,117,0.49828,193,1.34088,101,0.26148,51,-0.7999,33,-1.4581,76,-0.3751
ENSG00000176261,ZBTB8OS,117,0.91601,291,2.65039,25,-1.4931,34,-1.0003,57,-0.2264,39,-1.4208
ENSG00000162521,RBBP4,117,-0.0025,105,-0.1692,139,0.26397,225,1.06286,88,-0.4393,105,-0.3632
ENSG00000134684,YARS,117,0.37019,14,-2.7532,61,-0.6519,60,-0.6722,85,-0.1437,111,0.71541
ENSG00000116497,S100PBP,117,1.35839,14,-1.8914,23,-1.1864,54,0.07511,35,-0.5868,53,0.12467
ENSG00000160097,FNDC5,117,1.98496,14,-1.3919,6,-2.7279,6,-2.6364,0,-6.5097,42,0.55550
ENSG00000121905,HPCA,117,1.35456,14,-1.8947,0,-6.7824,0,-6.5992,18,-1.5490,67,1.14310
ENSG00000121900,TMEM54,117,0.82189,117,0.81569,16,-2.1765,186,1.62839,83,0.26312,46,-1.1542
ENSG00000004455,AK2,117,0.99479,14,-2.1996,146,1.37319,121,1.05590,85,0.45903,40,-1.2745
ENSG00000134686,PHC2,117,0.57181,73,-0.1758,188,1.37530,64,-0.3685,47,-0.8594,70,-0.4730
ENSG00000163866,SMIM12,117,0.97341,14,-2.2181,76,0.27228,37,-0.8267,43,-0.6250,69,0.25784
ENSG00000116560,SFPQ,117,-0.6565,167,-0.1107,102,-0.8692,286,0.75009,321,0.94408,166,-0.2603
ENSG00000146463,ZMYM4,117,0.73138,105,0.55719,17,-2.1909,131,0.91912,117,0.72806,58,-0.7528
ENSG00000142687,KIAA0319L,117,0.81409,14,-2.3569,38,-0.9398,93,0.43333,60,-0.2500,75,0.21569
ENSG00000020129,NCDN,1534,2.49779,193,-1.0248,133,-1.5763,48,-3.0554,201,-0.9619,344,-0.2948
ENSG00000126067,PSMB2,117,-0.8878,793,2.34584,212,0.02148,110,-0.9836,156,-0.4504,160,-0.7965
ENSG00000142686,C1orf216,117,1.25275,14,-1.9797,71,0.40784,2,-4.7425,55,0.00999,57,0.12685
ENSG00000092847,AGO1,117,1.17116,14,-2.0487,38,-0.6165,65,0.20542,53,-0.1152,57,-0.0180
ENSG00000126070,AGO3,117,1.11672,14,-2.0950,63,0.09439,77,0.41257,64,0.12512,53,-0.3244
ENSG00000054116,TRAPPC3,117,0.29211,241,1.51154,89,-0.1433,32,-1.6630,134,0.51051,79,-0.6276
ENSG00000116871,MAP7D1,117,-0.9845,193,-0.2232,497,1.32884,172,-0.3986,163,-0.4816,218,-0.0653
ENSG00000054118,THRAP3,117,0.13786,19,-2.5803,125,0.24142,247,1.38350,114,0.09046,95,-0.3867
ENSG00000181817,LSM10,117,1.73922,24,-0.8109,16,-1.4307,7,-2.5405,19,-1.1776,45,0.29017
ENSG00000116898,MRPS15,117,1.00719,14,-2.1889,103,0.78560,37,-0.8284,83,0.44100,57,-0.3009
ENSG00000163875,MEAF6,117,-0.5324,273,0.81081,32,-2.4738,213,0.40501,162,-0.0324,169,0.08844
ENSG00000197982,C1orf122,117,-1.2200,202,-0.3966,476,0.98189,167,-0.6861,150,-0.8469,288,0.37000
ENSG00000183431,SF3A3,117,0.56067,387,2.81023,10,-3.0533,69,-0.2820,60,-0.4948,49,-1.3696
ENSG00000183520,UTP11,117,1.35383,14,-1.8952,59,0.22175,51,-0.0178,41,-0.3366,48,-0.2413
ENSG00000116954,RRAGC,117,0.95651,24,-1.4954,24,-1.4703,34,-0.9964,36,-0.8977,78,0.71593
ENSG00000174574,AKIRIN1,117,-0.2290,14,-3.3061,166,0.31590,213,0.72677,85,-0.7221,148,0.30876
ENSG00000168653,NDUFS5,117,-1.6465,396,0.20974,165,-1.1412,199,-0.8560,393,0.19809,413,0.70143
ENSG00000127603,MACF1,117,-1.7568,602,0.76926,355,-0.0792,420,0.18532,408,0.14048,369,-0.0455
ENSG00000090621,PABPC4,117,0.74916,14,-2.4141,41,-0.8731,71,-0.0596,115,0.71641,75,0.05882
ENSG00000163909,HEYL,117,1.72823,14,-1.5912,0,-6.4977,6,-2.7265,125,1.84608,34,-0.6104
ENSG00000116983,HPCAL4,117,-0.3459,14,-3.4159,47,-1.7168,107,-0.4824,75,-1.0209,199,1.46037
ENSG00000131236,CAP1,117,-0.8403,641,1.97579,210,0.05857,109,-0.9464,229,0.19777,160,-0.7032
ENSG00000131238,PPT1,117,-0.2720,14,-3.3457,90,-0.6806,318,1.36524,80,-0.8496,151,0.28035
ENSG00000084073,ZMPSTE24,117,1.02820,14,-2.1708,25,-1.3471,64,0.03918,28,-1.2303,71,0.51393
ENSG00000049089,COL9A2,117,1.15239,14,-2.0646,204,2.17968,76,0.42304,4,-3.6783,40,-1.0511
ENSG00000084070,SMAP2,117,0.41011,87,-0.0572,5,-4.2062,82,-0.1603,122,0.47587,96,0.21777
ENSG00000117016,RIMS3,1487,4.04096,14,-3.9138,13,-4.0579,56,-1.9536,63,-1.7958,120,-1.4378
ENSG00000198815,FOXJ3,117,0.66158,14,-2.4916,90,0.24427,75,-0.0414,144,1.00387,70,-0.3364
ENSG00000177181,RIMKLA,117,1.45745,16,-1.6755,0,-6.7150,5,-3.3712,58,0.26691,55,0.49971
ENSG00000127125,PPCS,117,1.20864,14,-2.0169,10,-2.5805,84,0.64133,51,-0.1475,57,0.03607
ENSG00000065978,YBX1,117,-0.3371,14,-3.4076,192,0.44499,178,0.31737,443,1.89896,114,-0.7208
ENSG00000117394,SLC2A1,117,-0.3701,193,0.41469,75,-1.0433,66,-1.2396,727,2.91211,87,-1.4384
ENSG00000117395,EBNA1BP2,117,1.21001,14,-2.0158,38,-0.5818,69,0.33866,70,0.34446,52,-0.2517
ENSG00000066322,ELOVL1,117,-0.0865,14,-3.1731,983,4.41133,21,-2.6275,18,-2.8449,47,-2.2701
ENSG00000142949,PTPRF,117,-0.7915,456,1.40344,148,-0.4311,495,1.55108,45,-2.2161,156,-0.6962
ENSG00000126091,ST3GAL3,117,1.57117,14,-1.7169,6,-2.9695,46,0.00483,19,-1.2798,49,0.27781
ENSG00000117408,IPO13,140,0.78932,14,-2.6435,294,2.12088,169,1.10058,47,-0.9080,52,-1.3333
ENSG00000117410,ATP6V0B,117,-1.4202,19,-4.0752,290,-0.0426,235,-0.3660,247,-0.2904,381,1.06591
ENSG00000117411,B4GALT2,117,0.92252,14,-2.2622,31,-1.1314,174,1.61489,24,-1.4992,62,-0.2214
ENSG00000196517,SLC6A9,117,0.39988,331,2.25150,299,2.04317,66,-0.4935,9,-3.3234,38,-2.0813
ENSG00000178028,DMAP1,117,0.95259,277,2.58576,27,-1.3283,39,-0.7699,42,-0.6652,40,-1.3308
ENSG00000117419,ERI3,117,-0.4576,550,2.17222,31,-2.4282,165,0.07280,50,-1.7178,139,-0.3902
ENSG00000187147,RNF220,117,0.04441,142,0.34847,180,0.73993,87,-0.4195,73,-0.6905,110,-0.1271
ENSG00000142937,RPS8,117,-2.7132,43,-4.1573,837,0.24603,521,-0.4946,1771,1.51201,758,0.20514
ENSG00000126088,UROD,117,0.86640,14,-2.3111,93,0.48409,109,0.74762,30,-1.2240,65,-0.1542
ENSG00000117450,PRDX1,117,-2.6680,552,-0.3578,973,0.53919,874,0.36474,487,-0.5505,762,0.34296
ENSG00000117448,AKR1A1,117,1.21635,14,-2.0104,114,1.17096,84,0.66120,31,-0.8706,44,-0.7134
ENSG00000132780,NASP,117,0.63712,364,2.77545,2,-4.9705,46,-0.8258,49,-0.7155,52,-1.1407
ENSG00000159592,GPBP1L1,117,1.12812,14,-2.0853,113,1.05989,24,-1.3642,94,0.76547,49,-0.5664
ENSG00000086015,MAST2,117,1.63928,14,-1.6621,83,1.03594,19,-1.2268,31,-0.5239,37,-0.5003
ENSG00000117461,PIK3R3,117,1.16001,14,-2.0581,1,-5.8954,37,-0.6743,161,1.73140,51,-0.3554
ENSG00000085998,POMGNT1,117,0.72615,14,-2.4344,201,1.67025,57,-0.4016,47,-0.7087,65,-0.4204
ENSG00000132128,LRRC41,117,0.88922,14,-2.2912,33,-1.0748,164,1.47404,62,-0.1280,60,-0.3823
ENSG00000173660,UQCRH,117,-1.8641,134,-1.6646,230,-0.8586,305,-0.4280,489,0.31299,507,0.98820
ENSG00000117480,FAAH,117,1.53876,14,-1.7426,107,1.38016,39,-0.2732,15,-1.6838,38,-0.6253
ENSG00000123472,ATPAF1,117,-0.2427,22,-2.7375,120,-0.2077,257,1.02823,114,-0.2891,145,0.19989
ENSG00000159658,EFCAB14,117,-0.3579,172,0.23927,119,-0.3334,203,0.50631,221,0.65007,134,-0.3100
ENSG00000162368,CMPK1,117,-0.8061,15,-3.7821,100,-1.0421,192,-0.0494,217,0.14718,248,0.94597
ENSG00000162374,ELAVL4,117,-0.8266,19,-3.4492,35,-2.6006,78,-1.4255,118,-0.8177,291,1.97716
ENSG00000185104,FAF1,117,1.24080,14,-1.9898,58,0.09315,55,-0.0053,24,-1.2483,56,0.05440
ENSG00000123091,RNF11,117,-1.9196,600,0.58300,218,-0.9944,326,-0.3837,299,-0.5187,492,0.65701
ENSG00000085832,EPS15,117,-0.4171,14,-3.4830,161,0.07529,96,-0.7251,141,-0.1319,187,0.82074
ENSG00000117859,OSBPL9,117,0.59468,193,1.44631,51,-0.7088,44,-0.9185,104,0.39877,66,-0.6290
ENSG00000078618,NRDC,117,0.16578,14,-2.9398,15,-2.9101,119,0.19522,117,0.16603,126,0.71622
ENSG00000169213,RAB3B,117,-0.7435,37,-2.4574,38,-2.4014,10,-4.2773,166,-0.2111,273,1.88362
ENSG00000117862,TXNDC12,117,1.31063,14,-1.9312,59,0.18141,124,1.40650,43,-0.3059,39,-0.8534
ENSG00000134717,BTF3L4,117,0.05624,185,0.79802,157,0.52323,72,-0.6845,109,-0.0522,102,-0.3268
ENSG00000157077,ZFYVE9,117,1.62158,14,-1.6763,2,-4.4152,39,-0.1842,36,-0.3411,46,0.15062
ENSG00000134748,PRPF38A,117,1.26880,14,-1.9663,31,-0.8530,69,0.39485,111,1.17683,44,-0.6448
ENSG00000134744,TUT4,117,-0.0038,549,2.80569,54,-1.1900,138,0.25296,49,-1.3318,72,-1.3322
ENSG00000162378,ZYG11B,117,-1.0063,383,0.85357,138,-0.7631,104,-1.1821,237,0.07878,247,0.33621
ENSG00000116171,SCP2,117,-0.4937,14,-3.5554,246,0.68080,341,1.23257,110,-0.5826,158,-0.0715
ENSG00000162384,CZIB,117,0.49554,370,2.61805,39,-1.1938,60,-0.5564,49,-0.8419,56,-1.1703
ENSG00000157193,LRP8,117,1.07390,226,2.29660,3,-4.0906,0,-6.8313,1,-5.2753,54,-0.3573
ENSG00000116209,TMEM59,117,-1.5923,396,0.26671,869,1.60362,639,1.05665,205,-0.7559,255,-0.8008
ENSG00000116221,MRPL37,117,1.47789,30,-0.7134,9,-2.4776,97,1.14741,15,-1.7810,44,-0.2775
