Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000162521,RBBP4,201,1.34788,41,-1.2280,87,-0.0778,52,-0.8672,63,-0.5823,83,-0.1846,109,0.32652
ENSG00000134684,YARS,201,1.71092,36,-1.1174,117,0.72240,68,-0.1501,54,-0.5091,58,-0.5023,50,-0.6930
ENSG00000121900,TMEM54,201,1.90777,11,-2.6842,27,-1.4114,24,-1.6080,33,-1.0985,99,0.84395,44,-0.7505
ENSG00000004455,AK2,201,1.51339,23,-1.9727,26,-1.7870,78,-0.1004,82,-0.0302,77,-0.1491,96,0.25422
ENSG00000134686,PHC2,201,1.38658,43,-1.1148,52,-0.8389,176,1.14619,202,1.39225,36,-1.6440,55,-0.8228
ENSG00000163866,SMIM12,201,2.12730,22,-1.5521,78,0.39453,85,0.53620,19,-1.7947,42,-0.7175,40,-0.7082
ENSG00000116560,SFPQ,201,-0.1526,121,-0.9391,99,-1.2459,308,0.53929,181,-0.3182,219,-0.0239,324,0.72383
ENSG00000146463,ZMYM4,201,2.19792,15,-2.0260,24,-1.3739,46,-0.4098,4,-3.7943,44,-0.5843,85,0.68893
ENSG00000142687,KIAA0319L,201,2.00189,47,-0.4984,84,0.41729,41,-0.7155,42,-0.6675,43,-0.7757,52,-0.3822
ENSG00000020129,NCDN,201,0.71453,100,-0.4106,459,2.28670,46,-1.6075,22,-2.6765,92,-0.6712,99,-0.4713
ENSG00000126067,PSMB2,201,1.17093,49,-1.0954,241,1.50399,63,-0.7152,91,-0.1622,59,-1.0010,91,-0.1802
ENSG00000126070,AGO3,201,2.47504,21,-1.4168,36,-0.5888,29,-0.8841,34,-0.6861,27,-1.2127,61,0.27276
ENSG00000054116,TRAPPC3,201,1.73115,24,-1.7074,79,0.10468,68,-0.1524,56,-0.4422,72,-0.0653,50,-0.6941
ENSG00000116871,MAP7D1,201,0.12764,79,-1.3088,327,0.94254,87,-1.1705,330,0.95636,167,-0.2157,166,-0.1984
ENSG00000054118,THRAP3,201,0.95189,42,-1.5329,52,-1.1952,108,-0.0764,79,-0.5660,135,0.37043,124,0.15863
ENSG00000181817,LSM10,201,2.24799,8,-2.9652,47,-0.3139,49,-0.2761,41,-0.5521,40,-0.7005,57,-0.0428
ENSG00000116898,MRPS15,201,2.30300,31,-0.9083,47,-0.3048,68,0.30818,32,-0.8758,34,-0.9737,42,-0.4992
ENSG00000163875,MEAF6,201,1.63322,36,-1.1744,138,0.94036,64,-0.3037,61,-0.3784,54,-0.7039,59,-0.4868
ENSG00000197982,C1orf122,201,-0.3907,102,-1.4202,200,-0.3982,157,-0.7723,449,0.92242,299,0.31750,285,0.18311
ENSG00000183431,SF3A3,201,2.44764,8,-2.7674,48,-0.1407,59,0.17291,15,-1.8506,30,-1.0743,54,0.04199
ENSG00000183520,UTP11,201,2.42764,7,-2.9824,22,-1.3580,42,-0.3895,12,-2.2470,39,-0.5878,66,0.39590
ENSG00000116954,RRAGC,201,2.10706,36,-0.8550,102,0.82652,49,-0.3671,28,-1.2138,39,-0.8692,43,-0.6340
ENSG00000174574,AKIRIN1,201,0.89826,33,-1.9361,139,0.27376,42,-1.5513,171,0.61852,69,-0.9930,189,0.92825
ENSG00000168653,NDUFS5,201,-1.0028,170,-1.2551,520,0.49734,368,-0.0671,404,0.08225,469,0.43533,382,-0.0056
ENSG00000127603,MACF1,201,-0.1022,117,-0.9395,78,-1.5551,135,-0.7258,180,-0.2742,263,0.43885,323,0.78068
ENSG00000090621,PABPC4,201,0.87821,67,-0.8927,41,-1.6115,205,0.90766,99,-0.2819,115,-0.0675,114,-0.0698
ENSG00000116983,HPCAL4,201,1.61420,46,-0.8431,136,0.89531,22,-1.9018,22,-1.9346,89,0.25246,48,-0.8542
ENSG00000084072,PPIE,201,2.32339,4,-3.6766,34,-0.7636,60,0.10762,47,-0.2712,46,-0.3944,38,-0.6737
ENSG00000168389,MFSD2A,201,2.39728,27,-1.0587,24,-1.2674,129,1.49051,61,0.18371,23,-1.4981,14,-2.1222
ENSG00000131236,CAP1,201,0.16354,77,-1.3322,196,0.12402,250,0.52066,280,0.70819,148,-0.3997,184,0.02453
ENSG00000131238,PPT1,201,0.77062,47,-1.5048,135,0.10870,113,-0.1681,116,-0.1348,122,-0.0713,142,0.21064
ENSG00000084073,ZMPSTE24,201,2.37717,19,-1.5918,61,0.16735,53,-0.0537,43,-0.3831,39,-0.6363,26,-1.2318
ENSG00000049089,COL9A2,201,1.81984,26,-1.5338,7,-3.4316,12,-2.6829,215,1.95631,55,-0.4964,42,-0.8770
ENSG00000084070,SMAP2,201,1.13947,40,-1.4186,166,0.80434,98,-0.0682,65,-0.7113,104,0.04580,69,-0.6814
ENSG00000127125,PPCS,201,1.30450,23,-2.0801,60,-0.6768,111,0.27470,45,-1.1214,82,-0.2531,122,0.50965
ENSG00000065978,YBX1,201,-0.5770,34,-3.1904,20,-3.9520,653,1.38146,165,-0.8788,254,-0.2685,534,1.21750
ENSG00000177868,SVBP,201,2.47276,8,-2.7640,31,-0.8262,43,-0.3148,49,-0.0940,32,-0.9070,47,-0.1765
ENSG00000117394,SLC2A1,201,0.56212,51,-1.5745,39,-1.9700,767,3.37846,80,-0.8934,55,-1.7035,62,-1.3963
ENSG00000117395,EBNA1BP2,201,1.89732,17,-2.1119,59,-0.2331,59,-0.2450,48,-0.5532,63,-0.1794,56,-0.3375
ENSG00000179178,TMEM125,201,2.26861,22,-1.4447,0,-7.9914,15,-1.9905,192,2.16717,29,-1.2389,28,-1.2046
ENSG00000066322,ELOVL1,201,0.70330,44,-1.6613,8,-4.0891,53,-1.4023,612,2.96792,76,-1.0198,83,-0.7875
ENSG00000142949,PTPRF,201,1.69713,30,-1.4200,141,1.03280,34,-1.2139,88,0.24725,62,-0.4065,39,-1.1146
ENSG00000117408,IPO13,201,2.07132,21,-1.6815,35,-0.8952,27,-1.2947,164,1.65808,47,-0.5556,20,-1.8914
ENSG00000117410,ATP6V0B,201,-0.3885,171,-0.6411,1042,2.61086,213,-0.2965,280,0.13597,143,-1.0930,118,-1.3051
ENSG00000117411,B4GALT2,201,2.48412,35,-0.6085,64,0.32320,24,-1.2168,46,-0.1870,37,-0.6528,20,-1.5643
ENSG00000196517,SLC6A9,201,2.46286,9,-2.5733,8,-2.8370,13,-2.1053,146,1.78433,29,-1.0735,30,-0.9391
ENSG00000178028,DMAP1,201,2.32699,29,-1.0316,30,-0.9412,14,-2.1176,70,0.35583,50,-0.2017,32,-0.9458
ENSG00000117419,ERI3,201,0.90327,45,-1.4594,348,1.92915,31,-1.9877,40,-1.6247,129,0.20623,57,-1.1876
ENSG00000187147,RNF220,201,1.56066,50,-0.7584,179,1.34497,48,-0.8200,97,0.28277,45,-1.0857,51,-0.8058
ENSG00000142937,RPS8,201,-3.1880,412,-2.1365,377,-2.2675,4906,1.89876,1373,-0.3152,1732,0.07049,2139,0.45678
ENSG00000126088,UROD,201,1.71641,49,-0.6483,102,0.50635,47,-0.7294,79,0.09298,57,-0.5375,50,-0.7007
ENSG00000117450,PRDX1,201,-1.5708,185,-1.6962,703,0.37222,369,-0.6503,621,0.16842,767,0.70668,605,0.14332
ENSG00000117448,AKR1A1,201,1.92689,36,-0.9739,38,-0.9059,60,-0.1907,78,0.23087,65,-0.0636,33,-1.1925
ENSG00000132780,NASP,201,1.32734,30,-1.6849,21,-2.2230,85,-0.1334,74,-0.3381,96,0.09536,110,0.32502
ENSG00000159592,GPBP1L1,201,2.48529,14,-1.9613,7,-2.8865,33,-0.6889,56,0.11703,36,-0.7168,51,-0.0448
ENSG00000085998,POMGNT1,201,1.84405,9,-3.0369,87,0.33718,20,-1.9106,176,1.57618,36,-1.2194,51,-0.5552
ENSG00000173660,UQCRH,201,-0.8037,143,-1.3233,532,0.75569,354,0.07892,232,-0.5851,351,0.08469,426,0.43965
ENSG00000117480,FAAH,201,2.16490,7,-3.2500,53,-0.2100,27,-1.2099,138,1.41303,37,-0.9158,33,-1.0311
ENSG00000123472,ATPAF1,201,1.21872,45,-1.2076,146,0.65665,57,-0.8438,90,-0.1265,78,-0.4370,102,0.07511
ENSG00000159658,EFCAB14,201,1.00117,24,-2.2985,54,-1.1070,103,-0.1074,86,-0.3935,132,0.38738,119,0.14210
ENSG00000162368,CMPK1,201,0.58100,51,-1.5499,258,1.00731,117,-0.2892,87,-0.7542,109,-0.4975,184,0.49343
ENSG00000162374,ELAVL4,201,1.58601,45,-0.9041,403,3.16901,25,-1.7574,1,-6.1595,25,-2.0152,26,-1.8522
ENSG00000123091,RNF11,201,0.25853,125,-0.4941,482,1.81236,188,0.14642,84,-1.1058,108,-0.8753,155,-0.1790
ENSG00000085832,EPS15,201,0.79349,58,-1.1880,182,0.62482,110,-0.2001,108,-0.2269,96,-0.5006,148,0.32404
ENSG00000117859,OSBPL9,201,2.61458,7,-2.8212,39,-0.3783,57,0.24525,27,-0.9487,17,-1.9087,56,0.23702
ENSG00000078618,NRDC,201,1.60927,39,-1.0795,100,0.38104,50,-0.7102,31,-1.4527,56,-0.6810,102,0.46797
ENSG00000169213,RAB3B,201,1.87774,66,-0.0615,313,2.88574,9,-3.0818,7,-3.2694,16,-2.4433,22,-1.8337
ENSG00000134717,BTF3L4,201,1.87448,12,-2.5925,86,0.35194,58,-0.2762,46,-0.6513,41,-0.9640,82,0.32126
ENSG00000134748,PRPF38A,201,2.19416,14,-2.1491,13,-2.2776,54,-0.1461,18,-1.7760,50,-0.3291,71,0.32951
ENSG00000134744,TUT4,201,2.27619,20,-1.6103,8,-2.8780,66,0.22263,20,-1.5696,38,-0.7777,71,0.40934
ENSG00000162378,ZYG11B,201,1.98016,41,-0.7247,136,1.22207,43,-0.6482,17,-2.0170,40,-0.9493,50,-0.4818
ENSG00000116171,SCP2,201,0.74899,34,-1.9905,144,0.18861,131,0.04181,116,-0.1493,89,-0.6914,192,0.77503
ENSG00000162384,CZIB,201,2.14152,25,-1.3572,21,-1.5940,51,-0.2829,43,-0.5503,44,-0.6102,67,0.17862
ENSG00000116209,TMEM59,201,-0.2620,83,-1.6033,309,0.43001,200,-0.2690,685,1.86667,108,-1.4386,285,0.34026
ENSG00000116221,MRPL37,201,2.17484,26,-1.3023,66,0.15826,63,0.08356,53,-0.2043,41,-0.7196,34,-0.9771
ENSG00000157216,SSBP3,201,1.17659,37,-1.5345,50,-1.0824,122,0.32143,64,-0.6973,74,-0.5720,152,0.79581
ENSG00000116133,DHCR24,201,-0.7123,195,-0.7614,455,0.58952,38,-3.1735,1328,2.69412,178,-1.0829,211,-0.7044
ENSG00000162407,PLPP3,201,0.96960,35,-1.7791,18,-2.7510,67,-0.8093,92,-0.3217,158,0.76677,118,0.09492
ENSG00000177606,JUN,201,0.40902,31,-2.4469,27,-2.6619,236,0.67526,72,-1.2042,192,0.44444,211,0.55882
ENSG00000162599,NFIA,201,-0.2731,90,-1.4946,27,-3.2682,236,-0.0223,92,-1.4744,305,0.52984,415,1.08885
ENSG00000162604,TM2D1,201,2.18139,11,-2.5004,74,0.35673,55,-0.1383,78,0.42695,27,-1.4422,49,-0.3582
ENSG00000162434,JAK1,201,1.33507,27,-1.8634,107,0.24739,128,0.54979,34,-1.4970,66,-0.6438,111,0.35189
ENSG00000162433,AK4,201,1.73578,22,-1.8253,93,0.36077,32,-1.2695,43,-0.8283,62,-0.3426,81,0.16627
ENSG00000116675,DNAJC6,201,0.30070,120,-0.5190,638,2.46847,11,-3.9664,185,0.16123,96,-1.0439,114,-0.6525
ENSG00000213625,LEPROT,201,1.77322,18,-2.1349,12,-2.6774,68,-0.1124,49,-0.6296,66,-0.1921,91,0.41509
ENSG00000184588,PDE4B,201,0.90772,22,-2.4971,28,-2.1632,51,-1.2702,129,0.16978,126,0.17040,177,0.80146
ENSG00000118473,SGIP1,201,2.44408,18,-1.6037,84,0.76228,9,-2.6098,9,-2.6608,30,-1.0646,60,0.20869
ENSG00000198160,MIER1,201,1.71548,9,-3.1858,24,-1.7119,87,0.23716,26,-1.5933,55,-0.5938,118,0.88139
