Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000130764,LRRC47,85,-0.2832,55,-0.9906,115,0.23500,121,0.31688,115,0.23268,113,0.20306
ENSG00000069424,KCNAB2,45,-1.3306,40,-1.5175,68,-0.6963,157,0.75018,178,0.99802,133,0.44518
ENSG00000116254,CHD5,161,1.03586,53,-0.9239,154,0.94314,30,-1.7838,64,-0.6186,92,-0.0074
ENSG00000116251,RPL22,211,-0.7843,337,-0.0057,580,0.99969,566,0.95272,144,-1.3875,191,-0.9453
ENSG00000097021,ACOT7,420,-0.8927,175,-2.2398,330,-1.2726,1006,0.60392,1482,1.38585,904,0.40458
ENSG00000171735,CAMTA1,455,1.61962,210,0.09239,226,0.22211,143,-0.5493,60,-1.9064,99,-1.1332
ENSG00000116288,PARK7,249,-0.5970,131,-1.6155,421,0.29617,545,0.77395,409,0.24387,381,0.11933
ENSG00000142599,RERE,136,0.89186,42,-1.1243,121,0.66702,83,-0.0043,61,-0.5155,57,-0.6178
ENSG00000074800,ENO1,543,-0.5344,261,-1.6922,838,0.20153,1131,0.75490,1051,0.61478,657,-0.2192
ENSG00000171603,CLSTN1,401,-0.1460,126,-1.9767,675,0.79366,662,0.75457,395,-0.1710,362,-0.3212
ENSG00000130939,UBE4B,71,0.11492,39,-0.8772,60,-0.1633,80,0.33350,59,-0.2005,89,0.51876
ENSG00000054523,KIF1B,524,0.45503,291,-0.5571,486,0.31843,443,0.15344,308,-0.4636,382,-0.1036
ENSG00000142657,PGD,78,-0.6034,46,-1.4459,132,0.29383,128,0.24259,196,1.04600,90,-0.3606
ENSG00000120948,TARDBP,62,0.17691,76,0.54326,98,1.05523,14,-2.2003,38,-0.6256,47,-0.2984
ENSG00000116649,SRM,73,0.08272,34,-1.1777,91,0.47329,79,0.22524,110,0.84617,30,-1.3505
ENSG00000116661,FBXO2,152,-1.4074,116,-1.8186,362,0.00539,315,-0.2361,713,1.29063,510,0.62205
ENSG00000132879,FBXO44,141,-0.0203,33,-2.3187,185,0.46303,124,-0.2392,217,0.75910,157,0.16204
ENSG00000011021,CLCN6,115,-0.1315,45,-1.6132,76,-0.8127,76,-0.7998,192,0.79956,239,1.23957
ENSG00000116685,KIAA2013,20,-1.7338,44,-0.5265,94,0.81590,118,1.27316,33,-0.9969,52,-0.2493
ENSG00000116688,MFN2,186,0.73701,62,-1.1271,122,-0.0316,94,-0.4720,145,0.27851,135,0.14621
ENSG00000189337,KAZN,19,-1.7262,69,0.36653,58,0.04720,12,-2.3952,95,0.95598,85,0.74150
ENSG00000116786,PLEKHM2,51,-0.0779,51,-0.0811,67,0.39587,74,0.58447,32,-0.8604,46,-0.2561
ENSG00000159363,ATP13A2,282,-0.1555,64,-2.4733,161,-1.0675,381,0.37287,540,1.03838,424,0.57063
ENSG00000117118,SDHB,70,0.09296,58,-0.2227,30,-1.2857,97,0.66932,59,-0.2222,86,0.44845
ENSG00000117115,PADI2,38,-1.4904,254,2.00419,78,-0.3334,184,1.24463,11,-3.3031,5,-4.3062
ENSG00000127463,EMC1,87,0.42400,13,-2.5192,59,-0.2423,128,1.17621,72,0.09015,50,-0.5080
ENSG00000053371,AKR7A2,46,-0.4646,22,-1.6503,92,0.73623,33,-0.9921,103,0.97143,70,0.23534
ENSG00000077549,CAPZB,130,-1.0869,123,-1.1685,158,-0.7697,494,1.28193,355,0.61803,249,-0.0153
ENSG00000173436,MICOS10,142,-0.7955,153,-0.6796,280,0.35104,225,-0.0359,273,0.30852,304,0.50165
ENSG00000158747,NBL1,133,-0.4861,59,-1.7628,222,0.39291,236,0.50531,249,0.60530,167,-0.1026
ENSG00000162545,CAMK2N1,416,0.08139,319,-0.3728,471,0.29849,515,0.46160,290,-0.5290,373,-0.1085
ENSG00000158828,PINK1,351,-0.3382,204,-1.2155,412,-0.0686,416,-0.0536,706,0.91669,485,0.21410
ENSG00000127483,HP1BP3,204,0.64618,167,0.27791,192,0.53264,140,-0.0310,73,-1.0985,79,-0.9650
ENSG00000075151,EIF4G3,148,0.27094,86,-0.6501,229,1.09871,108,-0.2708,109,-0.2616,82,-0.7314
ENSG00000076864,RAP1GAP,78,-0.3104,45,-1.2027,92,-0.0374,144,0.78231,122,0.47088,82,-0.2365
ENSG00000090686,USP48,43,-0.6514,50,-0.4111,100,0.81636,39,-0.8126,81,0.42592,70,0.15218
ENSG00000070831,CDC42,251,-0.5798,164,-1.2562,357,0.01247,542,0.77244,426,0.32397,387,0.15362
ENSG00000173369,C1QB,77,0.41854,44,-0.5384,185,2.35003,10,-2.7976,11,-2.6576,38,-0.7775
ENSG00000125944,HNRNPR,67,-0.6558,79,-0.3948,146,0.67942,212,1.44172,28,-2.0302,68,-0.6360
ENSG00000142676,RPL11,448,0.22856,529,0.53071,714,1.11615,269,-0.6340,117,-1.9287,282,-0.5594
ENSG00000057757,PITHD1,275,-0.6719,112,-2.0647,232,-0.9432,398,-0.0532,724,1.05586,723,1.05349
ENSG00000001461,NIPAL3,113,-0.2329,124,-0.0750,89,-0.6287,228,1.05578,131,0.01971,92,-0.5768
ENSG00000133226,SRRM1,55,-0.5030,176,1.68533,151,1.33471,2,-5.2709,50,-0.6618,14,-2.5875
ENSG00000117614,SYF2,85,0.91165,38,-0.5118,96,1.15641,5,-3.6019,19,-1.6220,68,0.47950
ENSG00000117640,MTFR1L,97,0.35740,71,-0.1982,83,0.08983,43,-0.9838,130,0.90944,51,-0.7363
ENSG00000117632,STMN1,649,-0.7286,608,-0.8328,740,-0.5152,1651,0.91406,1344,0.51966,1037,0.05521
ENSG00000142669,SH3BGRL3,197,-0.9407,135,-1.5299,235,-0.6575,472,0.54620,548,0.82903,502,0.66019
ENSG00000198830,HMGN2,122,0.20714,93,-0.2574,224,1.39631,53,-1.1753,87,-0.3774,71,-0.7026
ENSG00000090273,NUDC,147,0.03401,64,-1.3155,261,1.11799,82,-0.9325,138,-0.0645,170,0.29995
ENSG00000186501,TMEM222,70,-0.1976,53,-0.6737,105,0.49846,33,-1.4170,111,0.61485,102,0.45911
ENSG00000126709,IFI6,208,-1.1138,93,-2.3418,349,-0.2733,296,-0.5447,873,1.45736,641,0.81585
ENSG00000117758,STX12,107,-0.6338,88,-0.9394,176,0.21154,206,0.49129,155,-0.0185,206,0.48765
ENSG00000126698,DNAJC8,123,0.04438,103,-0.2633,151,0.40542,104,-0.2503,139,0.25605,101,-0.2965
ENSG00000130770,ATP5IF1,413,-0.4471,174,-1.8102,444,-0.3271,837,0.80391,829,0.78619,534,-0.0136
ENSG00000198492,YTHDF2,114,0.16715,29,-1.9904,73,-0.5879,206,1.29650,122,0.27728,79,-0.4626
ENSG00000162511,LAPTM5,36,-0.7202,68,0.37337,158,2.16367,53,-0.0792,0,-6.2667,17,-1.8779
ENSG00000162512,SDC3,97,0.63267,46,-0.6627,158,1.64572,23,-1.7340,41,-0.8350,44,-0.7136
ENSG00000134644,PUM1,211,0.39124,87,-1.0850,208,0.36275,195,0.25073,145,-0.2615,169,-0.0040
ENSG00000121766,ZCCHC17,134,-0.2257,65,-1.4002,96,-0.7816,229,0.72309,224,0.68206,173,0.21273
ENSG00000121769,FABP3,94,0.14925,38,-1.3455,21,-2.2447,196,1.59211,81,-0.1220,90,0.07095
ENSG00000162517,PEF1,61,-0.8120,39,-1.4902,62,-0.7701,102,0.04570,176,1.06782,155,0.81137
ENSG00000121753,ADGRB2,117,0.29934,50,-1.1065,136,0.57061,120,0.33896,35,-1.6782,135,0.56061
ENSG00000184007,PTP4A2,115,-0.8303,455,1.73037,104,-0.9973,185,-0.0409,123,-0.7215,157,-0.3210
ENSG00000121774,KHDRBS1,84,-0.4670,80,-0.5321,183,0.92566,154,0.59299,74,-0.6718,88,-0.3765
ENSG00000025800,KPNA6,66,-0.1888,36,-1.1737,94,0.43598,82,0.19516,54,-0.5131,109,0.71474
ENSG00000084623,EIF3I,104,-0.2418,48,-1.4670,125,0.07489,125,0.07130,186,0.80048,131,0.15260
ENSG00000175130,MARCKSL1,90,-1.5674,483,1.36069,194,-0.3360,604,1.88368,7,-5.1902,43,-2.6637
ENSG00000162521,RBBP4,43,-1.0283,53,-0.7216,159,1.25750,92,0.21489,56,-0.6207,86,0.09051
ENSG00000134684,YARS,102,-0.4735,57,-1.3969,121,-0.1940,214,0.83168,132,-0.0457,187,0.57776
ENSG00000134686,PHC2,66,0.01405,49,-0.4672,113,1.01556,45,-0.6234,63,-0.0464,55,-0.2907
ENSG00000163866,SMIM12,44,-1.0753,36,-1.3806,80,-0.0791,119,0.62697,78,-0.1231,148,1.04190
ENSG00000116560,SFPQ,108,-0.4705,155,0.14359,200,0.60269,212,0.71421,57,-1.4825,125,-0.2250
ENSG00000142687,KIAA0319L,109,0.35311,34,-1.5419,129,0.66805,105,0.29562,83,-0.1249,74,-0.3088
ENSG00000020129,NCDN,222,-0.9964,109,-2.0899,464,0.23107,783,1.23957,515,0.41903,347,-0.2714
ENSG00000126067,PSMB2,115,-0.8459,17,-3.6617,217,0.21068,183,-0.0831,302,0.82719,318,0.92805
ENSG00000142686,C1orf216,85,0.14605,6,-3.9010,66,-0.2796,172,1.52446,64,-0.3345,76,-0.0489
ENSG00000054116,TRAPPC3,69,0.09379,23,-1.6697,75,0.25028,153,1.67378,48,-0.5182,23,-1.6294
ENSG00000116871,MAP7D1,149,-0.7921,192,-0.3774,155,-0.7286,386,0.87413,268,0.19836,288,0.32605
ENSG00000054118,THRAP3,90,0.15833,51,-0.8015,137,0.93759,118,0.65196,25,-1.8604,72,-0.2228
ENSG00000163875,MEAF6,116,-0.1984,30,-2.3140,103,-0.3995,246,1.19255,152,0.26272,137,0.07510
ENSG00000197982,C1orf122,89,-1.7597,215,-0.3725,235,-0.2185,500,1.17377,192,-0.5535,374,0.60231
ENSG00000116954,RRAGC,58,-0.7323,53,-0.8577,81,-0.1868,117,0.46073,115,0.43141,116,0.45747
ENSG00000174574,AKIRIN1,102,-0.4217,48,-1.6291,157,0.31463,128,-0.0487,234,1.07455,120,-0.1606
ENSG00000168653,NDUFS5,389,-0.2397,244,-0.9967,414,-0.1330,495,0.17386,517,0.25361,627,0.60465
ENSG00000127603,MACF1,216,0.31130,296,0.90735,380,1.42760,41,-2.3290,46,-2.1578,106,-0.8900
ENSG00000090621,PABPC4,41,-0.7825,112,0.99147,123,1.18895,2,-4.8102,23,-1.6364,91,0.58391
ENSG00000116983,HPCAL4,121,-0.4562,48,-1.8853,223,0.61503,157,-0.0093,203,0.44349,197,0.38713
ENSG00000131236,CAP1,102,-0.9535,104,-0.9243,121,-0.6752,295,0.88866,266,0.69010,202,0.18802
ENSG00000131238,PPT1,82,-0.7119,36,-1.9893,200,0.83797,255,1.34272,109,-0.2482,75,-0.8606
ENSG00000084073,ZMPSTE24,56,-0.6797,30,-1.6329,61,-0.5341,226,2.01953,72,-0.2578,58,-0.6081
ENSG00000084070,SMAP2,185,0.71120,66,-1.0344,107,-0.2610,95,-0.4553,189,0.75550,106,-0.2774
ENSG00000117016,RIMS3,124,0.39146,24,-2.2515,105,0.09268,89,-0.1885,158,0.83709,98,-0.0325
ENSG00000127125,PPCS,67,0.30881,51,-0.1816,58,0.03100,59,0.07986,67,0.28763,37,-0.6774
ENSG00000065978,YBX1,12,-2.9433,107,0.41814,154,1.11194,136,0.87233,48,-0.9450,50,-0.8502
ENSG00000117394,SLC2A1,109,-0.0044,157,0.64090,290,1.97102,7,-4.2004,14,-3.1347,81,-0.5049
ENSG00000117395,EBNA1BP2,85,0.52226,16,-2.1376,78,0.37248,65,0.05090,93,0.68120,43,-0.6468
ENSG00000066322,ELOVL1,5,-4.3600,244,1.70788,86,-0.3051,271,1.96619,0,-8.1079,10,-3.5775
ENSG00000142949,PTPRF,129,0.14185,72,-0.8394,273,1.62069,81,-0.6361,50,-1.4151,110,-0.1347
ENSG00000117410,ATP6V0B,547,-0.5576,197,-2.1480,464,-0.8241,1051,0.57862,1304,0.99642,1008,0.50011
ENSG00000117411,B4GALT2,29,-1.3735,43,-0.7394,86,0.42010,115,0.98287,70,0.06449,62,-0.1359
ENSG00000117419,ERI3,141,-1.0833,59,-2.4024,153,-0.9548,210,-0.4377,505,1.16074,566,1.40425
ENSG00000187147,RNF220,32,-2.3078,121,-0.2475,192,0.55648,164,0.27525,161,0.24502,171,0.35090
ENSG00000142937,RPS8,450,-0.3651,682,0.35371,820,0.69756,620,0.18374,367,-0.6989,409,-0.5210
ENSG00000126088,UROD,76,-0.4580,61,-0.8203,46,-1.2593,94,-0.1086,185,1.14894,139,0.58158
ENSG00000117450,PRDX1,390,-0.6675,306,-1.0563,600,0.05646,672,0.25662,839,0.66499,679,0.27310
ENSG00000085998,POMGNT1,91,0.15581,74,-0.1998,107,0.45897,143,1.01434,32,-1.5274,50,-0.8283
ENSG00000173660,UQCRH,346,-0.0929,144,-1.5087,395,0.13488,438,0.31937,324,-0.2063,546,0.72856
ENSG00000123472,ATPAF1,122,-0.1999,104,-0.4598,143,0.07077,223,0.89391,147,0.12425,83,-0.8282
ENSG00000159658,EFCAB14,43,-0.9384,73,-0.0719,136,1.07270,94,0.36642,37,-1.1742,75,-0.0368
ENSG00000162368,CMPK1,135,-0.8117,126,-0.9242,214,-0.0574,212,-0.0692,352,0.85087,287,0.46187
ENSG00000162374,ELAVL4,201,-0.7000,100,-1.7908,209,-0.6295,263,-0.2504,409,0.52364,649,1.45433
ENSG00000123091,RNF11,358,-0.1055,124,-1.7895,337,-0.2048,490,0.44944,382,0.00506,591,0.80558
ENSG00000085832,EPS15,115,-0.5741,109,-0.6667,105,-0.7351,146,-0.1839,237,0.67782,264,0.88933
ENSG00000078618,NRDC,63,-0.5435,51,-0.8832,101,0.26316,100,0.24264,110,0.41151,97,0.19680
ENSG00000169213,RAB3B,274,0.38026,67,-1.9026,108,-1.1712,230,0.07078,321,0.67147,327,0.70553
ENSG00000134717,BTF3L4,81,-0.1879,30,-1.7809,136,0.73207,138,0.75387,73,-0.3758,87,-0.0645
ENSG00000162378,ZYG11B,171,0.73366,42,-1.5894,150,0.48869,35,-1.8671,112,-0.0409,175,0.76937
ENSG00000116171,SCP2,84,-0.6853,94,-0.4976,198,0.82163,175,0.58851,136,0.12599,71,-0.9504
ENSG00000116209,TMEM59,179,-1.0455,241,-0.5733,318,-0.1085,638,1.19223,381,0.20468,276,-0.3488
ENSG00000116221,MRPL37,59,-0.2896,45,-0.7234,77,0.16298,46,-0.7066,91,0.46123,102,0.68517
ENSG00000157216,SSBP3,124,0.90494,32,-1.4036,216,2.17307,37,-1.1616,22,-1.9467,23,-1.8769
ENSG00000116133,DHCR24,117,-2.6257,721,0.24982,241,-1.5392,1943,2.42079,286,-1.2745,445,-0.5714
ENSG00000162599,NFIA,76,-0.2426,171,1.27491,271,2.41354,0,-6.8594,0,-7.0498,5,-4.2823
ENSG00000162604,TM2D1,71,-0.1672,12,-2.8494,99,0.40467,116,0.70480,116,0.70092,57,-0.5349
ENSG00000162434,JAK1,101,0.11780,43,-1.2538,111,0.29075,112,0.31035,89,-0.1030,108,0.24909
ENSG00000162433,AK4,15,-2.4516,56,-0.4789,59,-0.4002,61,-0.3280,76,0.03326,180,1.73881
ENSG00000116675,DNAJC6,354,-0.5898,219,-1.3537,385,-0.4531,577,0.24017,810,0.87149,676,0.52680
ENSG00000184588,PDE4B,53,0.13113,86,1.05769,118,1.74797,13,-2.1033,8,-2.8161,15,-1.8530
ENSG00000118473,SGIP1,83,0.06681,43,-1.0221,129,0.88229,70,-0.2232,69,-0.2490,85,0.10954
ENSG00000142864,SERBP1,98,-0.3672,135,0.17063,257,1.42518,133,0.15264,46,-1.5533,63,-1.0712
ENSG00000162595,DIRAS3,190,0.63120,11,-3.8409,375,2.12640,224,0.94837,1,-6.4647,2,-6.1386
ENSG00000116754,SRSF11,131,-0.2366,159,0.08923,359,1.71121,134,-0.2017,56,-1.5925,66,-1.3362
ENSG00000132485,ZRANB2,104,0.19279,103,0.16829,159,0.98395,38,-1.4598,64,-0.6253,92,-0.0233
ENSG00000172260,NEGR1,180,-0.1297,82,-1.3890,260,0.51994,70,-1.6381,271,0.59510,303,0.80727
ENSG00000117054,ACADM,75,0.24782,27,-1.4214,94,0.64373,48,-0.5138,91,0.59393,57,-0.2286
ENSG00000077254,USP33,121,-0.0507,61,-1.1702,190,0.77182,101,-0.3553,132,0.10329,142,0.22944
ENSG00000180488,MIGA1,58,-1.7707,155,-0.2096,160,-0.1526,293,0.95586,160,-0.1467,223,0.42928
ENSG00000137941,TTLL7,84,-1.1411,316,1.16569,183,0.13109,159,-0.1067,170,0.00760,105,-0.7938
ENSG00000142875,PRKACB,347,-0.2806,185,-1.2897,451,0.16873,538,0.48746,434,0.10160,501,0.35583
ENSG00000162642,C1orf52,57,-0.3039,43,-0.7534,91,0.52680,56,-0.3257,74,0.16127,86,0.41429
ENSG00000153904,DDAH1,140,-0.5267,48,-2.1800,296,0.79418,190,-0.0099,185,-0.0553,289,0.74616
ENSG00000183291,SELENOF,110,-0.6237,95,-0.8451,198,0.39058,206,0.45961,209,0.48578,136,-0.2647
ENSG00000143013,LMO4,56,-0.3214,104,0.76602,169,1.81213,49,-0.5403,9,-3.0388,20,-1.8955
ENSG00000122406,RPL5,204,-0.6396,284,-0.0857,380,0.42847,437,0.68716,217,-0.5379,271,-0.1701
ENSG00000067334,DNTTIP2,65,0.06130,49,-0.4147,63,-0.0109,33,-1.0385,75,0.29638,93,0.70114
ENSG00000117519,CNN3,61,-0.1306,77,0.27621,167,1.87458,16,-2.1649,26,-1.4711,46,-0.5872
ENSG00000117569,PTBP2,46,-0.9419,33,-1.4639,67,-0.3384,157,1.24286,86,0.08745,100,0.36665
ENSG00000137996,RTCA,55,-0.9710,20,-2.5283,102,0.05016,132,0.50485,134,0.53544,153,0.78707
ENSG00000162694,EXTL2,93,0.34340,38,-1.1449,107,0.61148,46,-0.8383,72,-0.1090,102,0.52592
ENSG00000134186,PRPF38B,26,-1.1547,82,0.80269,159,2.32542,4,-3.8361,25,-1.2203,20,-1.5134
ENSG00000085433,WDR47,200,0.82656,8,-4.1979,142,0.19675,146,0.24056,172,0.53217,96,-0.4794
ENSG00000197780,TAF13,82,-1.1583,109,-0.7039,134,-0.3550,269,0.88901,163,-0.0283,238,0.65072
ENSG00000031698,SARS,258,-0.1255,76,-2.0500,320,0.24853,300,0.13556,442,0.84864,270,-0.0479
ENSG00000143126,CELSR2,89,-0.0466,108,0.29062,117,0.43582,197,1.48101,7,-3.8440,31,-1.7455
ENSG00000134243,SORT1,75,-1.8998,332,0.53811,315,0.44394,523,1.45821,78,-1.8264,150,-0.8135
ENSG00000143106,PSMA5,32,-1.4617,24,-1.8843,88,0.18305,86,0.15786,146,1.15562,97,0.36854
ENSG00000116337,AMPD2,84,-0.1153,38,-1.4051,87,-0.0564,56,-0.7794,148,0.92172,126,0.60706
ENSG00000134202,GSTM3,106,-0.0253,39,-1.6159,129,0.31395,40,-1.5719,243,1.57951,89,-0.3181
ENSG00000168710,AHCYL1,224,0.33654,212,0.23831,387,1.41371,120,-0.7200,78,-1.4117,91,-1.1689
ENSG00000197106,SLC6A17,81,-0.6317,28,-2.2414,81,-0.6332,260,1.52015,146,0.36317,115,-0.0517
ENSG00000116396,KCNC4,207,0.63780,29,-2.5209,165,0.22464,109,-0.4781,227,0.80996,135,-0.1313
ENSG00000134248,LAMTOR5,97,-1.1422,80,-1.4395,244,0.39282,289,0.70192,194,-0.0188,270,0.57815
ENSG00000177301,KCNA2,118,1.28724,34,-0.9081,93,0.79040,47,-0.4139,46,-0.4251,21,-1.6862
ENSG00000116459,ATP5PB,168,-0.3209,47,-2.3174,206,0.02457,281,0.57701,255,0.39985,264,0.46031
ENSG00000116473,RAP1A,62,-0.0262,66,0.07411,95,0.73908,85,0.52857,23,-1.6180,48,-0.4648
ENSG00000116489,CAPZA1,163,0.24913,42,-1.9270,96,-0.6456,164,0.25981,179,0.42330,204,0.65859
ENSG00000155366,RHOC,81,0.81962,63,0.35239,153,2.26472,1,-5.5288,7,-3.0275,5,-3.5007
ENSG00000116752,BCAS2,97,-0.7237,63,-1.4026,163,0.14652,178,0.30490,221,0.70571,176,0.28851
ENSG00000009307,CSDE1,341,-0.0784,222,-0.7875,340,-0.0823,416,0.26797,405,0.22221,417,0.27430
ENSG00000163399,ATP1A1,439,-1.2769,174,-2.6756,301,-1.8568,698,-0.5361,2226,1.65406,1923,1.32355
ENSG00000198162,MAN1A2,99,-0.3018,242,1.36523,196,0.92709,81,-0.6256,31,-2.1220,61,-1.0844
ENSG00000265808,SEC22B,49,-0.5501,52,-0.4548,74,0.13509,57,-0.3278,108,0.82294,72,0.07109
ENSG00000131779,PEX11B,78,0.36506,32,-1.1224,85,0.52093,42,-0.6827,104,0.90823,39,-0.7795
ENSG00000265241,RBM8A,90,-0.1493,75,-0.4476,102,0.06798,82,-0.3136,135,0.56157,106,0.12939
ENSG00000178104,PDE4DIP,115,-0.2961,95,-0.6120,290,1.44101,50,-1.6312,107,-0.4146,166,0.33264
ENSG00000159164,SV2A,519,0.36259,109,-2.1525,458,0.14227,536,0.42147,598,0.62639,315,-0.4932
ENSG00000143401,ANP32E,103,0.45669,68,-0.2577,192,1.73193,12,-2.8617,31,-1.5157,72,-0.1803
ENSG00000266472,MRPS21,128,-0.2782,67,-1.3203,244,0.88467,120,-0.3784,192,0.43012,153,0.02399
ENSG00000143420,ENSA,64,-0.3588,32,-1.4650,173,1.49536,62,-0.4109,54,-0.6568,93,0.26387
ENSG00000213190,MLLT11,331,-0.6424,124,-2.1632,259,-1.0388,891,1.13385,721,0.71358,592,0.34866
ENSG00000159352,PSMD4,145,-0.3934,80,-1.3441,171,-0.1209,258,0.62117,216,0.28878,228,0.39201
ENSG00000143393,PI4KB,19,-2.1168,30,-1.4258,115,0.80742,139,1.18416,89,0.33358,50,-0.6418
ENSG00000159377,PSMB4,201,-0.6612,162,-1.0084,249,-0.3086,413,0.58313,413,0.58066,354,0.29923
ENSG00000143376,SNX27,87,0.23688,48,-0.7573,124,0.89090,64,-0.2807,58,-0.4651,75,-0.0170
ENSG00000197747,S100A10,47,-1.7147,37,-2.0579,75,-0.9926,368,2.02259,70,-1.0990,223,0.89942
ENSG00000197956,S100A6,208,-0.9846,179,-1.2204,323,-0.2655,458,0.34187,557,0.70496,540,0.64655
ENSG00000189171,S100A13,134,0.17701,161,0.51299,148,0.36153,92,-0.4504,85,-0.5848,104,-0.2520
ENSG00000160678,S100A1,28,-1.6746,193,1.70422,105,0.46227,147,1.10060,2,-5.2460,12,-2.9598
ENSG00000160679,CHTOP,52,-0.1737,32,-0.9570,112,1.24714,56,-0.0505,35,-0.8474,60,0.05661
ENSG00000143621,ILF2,69,-0.8160,34,-1.9036,105,-0.1155,200,1.06682,126,0.19487,142,0.40936
ENSG00000143543,JTB,100,-0.2721,63,-1.0237,222,1.19213,106,-0.1844,102,-0.2443,113,-0.0639
ENSG00000177954,RPS27,724,-0.1357,1093,0.59988,1468,1.18331,641,-0.3396,273,-1.6934,499,-0.7491
ENSG00000143549,TPM3,208,-0.0313,83,-1.5074,224,0.09913,119,-0.9508,300,0.63095,335,0.84227
ENSG00000143612,C1orf43,38,-1.9651,54,-1.4301,207,0.83908,187,0.64617,170,0.46949,128,-0.0339
ENSG00000143575,HAX1,42,-0.8849,39,-0.9908,108,0.74141,92,0.44317,60,-0.3069,89,0.38697
ENSG00000160714,UBE2Q1,128,0.12731,89,-0.4835,180,0.75652,98,-0.3170,133,0.20479,83,-0.5889
ENSG00000160710,ADAR,173,-0.2460,92,-1.2570,284,0.63376,256,0.43862,239,0.32054,154,-0.4391
ENSG00000163344,PMVK,72,-0.4200,58,-0.7682,107,0.26407,36,-1.4906,151,0.90918,128,0.59274
ENSG00000163346,PBXIP1,156,0.89247,70,-0.5115,238,1.81813,39,-1.4562,43,-1.2823,28,-1.9651
ENSG00000163463,KRTCAP2,79,-0.6446,105,-0.1570,122,0.09557,184,0.84496,136,0.28991,68,-0.8860
ENSG00000177628,GBA,118,-0.2925,39,-2.0186,170,0.33257,106,-0.4813,271,1.24159,139,-0.0171
ENSG00000116521,SCAMP3,68,-0.1852,45,-0.8492,77,0.02482,74,-0.0326,95,0.39918,95,0.40323
ENSG00000160752,FDPS,98,-1.7879,57,-2.5886,118,-1.5021,699,1.67088,515,1.00757,307,0.04741
ENSG00000160753,RUSC1,118,0.31289,43,-1.3321,97,-0.0374,136,0.56568,100,0.01076,100,0.01592
ENSG00000116539,ASH1L,104,0.92607,108,0.99915,136,1.49873,0,-6.3355,1,-5.7497,27,-1.3713
ENSG00000132718,SYT11,526,-0.6693,375,-1.2085,855,0.14939,1164,0.71371,1007,0.44166,784,-0.0018
ENSG00000116586,LAMTOR2,84,-0.0587,42,-1.1897,59,-0.6301,111,0.44499,95,0.16571,128,0.71097
ENSG00000160785,SLC25A44,94,0.83622,21,-1.6834,25,-1.3904,118,1.30193,43,-0.5463,56,-0.1065
ENSG00000160781,PAQR6,189,-0.6039,834,2.39198,305,0.20621,236,-0.2392,26,-3.6026,37,-3.0853
ENSG00000198952,SMG5,24,-1.4632,47,-0.4116,53,-0.2243,72,0.32194,94,0.81837,70,0.27426
ENSG00000163468,CCT3,109,-0.3332,48,-1.6374,160,0.32467,113,-0.2658,208,0.82376,158,0.30586
ENSG00000125462,C1orf61,611,1.01979,321,-0.1600,636,1.10086,203,-0.9131,66,-2.6205,279,-0.3956
ENSG00000163382,NAXE,47,-1.2338,46,-1.2779,219,1.48107,52,-1.0879,132,0.46576,113,0.18010
