Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000142687,KIAA0319L,109,0.76690,92,0.56829,32,-1.1970,60,-0.2310,41,-0.8437,53,-0.4375,76,0.15659
ENSG00000020129,NCDN,5,-5.7652,713,2.47368,94,-1.6656,268,-0.0385,108,-1.4526,136,-1.1105,156,-0.8977
ENSG00000126067,PSMB2,174,0.56315,220,1.23609,23,-2.5888,103,-0.3137,113,-0.1647,61,-1.1305,85,-0.6151
ENSG00000142686,C1orf216,92,1.17621,88,1.39823,10,-2.3242,55,0.27346,4,-3.6461,26,-0.9331,12,-2.0932
ENSG00000092847,AGO1,5,-2.2242,19,-0.3552,12,-0.9684,50,1.34981,17,-0.4670,15,-0.7239,48,1.26353
ENSG00000126070,AGO3,5,-2.5735,27,-0.1934,35,0.29371,15,-1.0345,55,1.05367,52,0.96800,21,-0.5391
ENSG00000054116,TRAPPC3,289,2.11943,65,-0.6642,39,-1.3686,43,-1.2300,109,0.23995,63,-0.6487,79,-0.2760
ENSG00000116871,MAP7D1,135,-0.4629,303,1.13177,141,-0.3862,140,-0.3962,92,-1.0570,228,0.40544,92,-1.0588
ENSG00000054118,THRAP3,5,-3.7311,72,0.16626,72,0.14779,46,-0.5577,133,1.23562,62,-0.0845,64,-0.0458
ENSG00000181817,LSM10,5,-2.8571,46,0.48828,33,-0.1220,25,-0.5827,37,0.04537,76,1.31646,19,-0.9686
ENSG00000116898,MRPS15,9,-2.5449,83,1.06735,37,-0.4978,37,-0.4768,28,-0.9217,59,0.26418,65,0.45037
ENSG00000163875,MEAF6,14,-3.0943,185,1.18922,88,-0.3147,92,-0.2451,133,0.36581,82,-0.4231,76,-0.5419
ENSG00000185090,MANEAL,5,-2.7761,82,2.14077,21,-0.7339,38,0.17254,19,-0.9235,22,-0.6591,3,-3.3677
ENSG00000197982,C1orf122,159,-0.5368,205,-0.1586,266,0.29694,147,-0.6604,174,-0.3989,369,0.86909,256,0.23025
ENSG00000183431,SF3A3,7,-2.2680,30,-0.1710,19,-0.8669,39,0.27776,78,1.56462,14,-1.3186,45,0.53281
ENSG00000116954,RRAGC,60,-0.0154,92,0.88829,34,-0.9025,47,-0.3970,32,-0.9906,69,0.22467,56,-0.1280
ENSG00000174574,AKIRIN1,62,-0.5115,106,0.42767,45,-1.0302,52,-0.7851,155,1.02565,83,-0.0628,77,-0.1824
ENSG00000168653,NDUFS5,840,1.00938,593,0.46530,310,-0.6703,224,-1.1745,320,-0.6169,476,0.02208,405,-0.2432
ENSG00000127603,MACF1,5,-4.9283,108,-0.6053,213,0.59001,97,-0.7054,218,0.62619,219,0.63176,237,0.77262
ENSG00000090621,PABPC4,5,-3.3684,41,-0.4008,33,-0.6931,42,-0.3306,62,0.31975,116,1.45102,70,0.51350
ENSG00000116983,HPCAL4,9,-3.7355,184,1.13662,52,-1.1594,126,0.25194,107,-0.0235,83,-0.4375,124,0.21610
ENSG00000084072,PPIE,196,2.11172,39,-0.8717,42,-0.6570,25,-1.4834,103,0.82108,24,-1.4997,42,-0.6607
ENSG00000131236,CAP1,5,-4.5905,198,1.06600,73,-0.7922,112,-0.1136,79,-0.6711,177,0.65797,119,-0.0137
ENSG00000131238,PPT1,42,-1.8938,158,0.18071,86,-0.8252,106,-0.4945,235,0.83788,213,0.65811,156,0.12429
ENSG00000084073,ZMPSTE24,5,-2.9228,57,0.84621,25,-0.6714,20,-1.0027,41,0.14467,47,0.34967,51,0.49454
ENSG00000049089,COL9A2,5,-2.5724,5,-2.9141,44,0.65263,19,-0.6734,70,1.54522,51,0.91595,38,0.43676
ENSG00000084070,SMAP2,32,-1.2757,143,1.53549,19,-2.0493,90,0.35851,53,-0.5075,39,-0.9824,61,-0.2696
ENSG00000117016,RIMS3,5,-3.8574,156,1.82348,35,-1.1244,52,-0.5251,64,-0.1891,48,-0.6312,58,-0.3401
ENSG00000198815,FOXJ3,5,-2.9253,71,1.41646,20,-0.9825,41,0.12336,21,-0.9446,24,-0.7173,48,0.41062
ENSG00000177181,RIMKLA,68,1.24503,58,1.16167,21,-0.7333,25,-0.4639,19,-0.8689,13,-1.4198,6,-2.5594
ENSG00000127125,PPCS,5,-3.2800,51,0.09263,37,-0.4088,36,-0.4618,43,-0.1918,71,0.66720,91,1.11318
ENSG00000186409,CCDC30,5,-2.5739,9,-1.9033,8,-1.9795,14,-1.1163,104,2.43217,28,-0.1167,59,1.19304
ENSG00000065978,YBX1,929,3.19398,34,-2.9192,118,-0.8735,40,-2.5098,143,-0.5774,205,0.00047,134,-0.6776
ENSG00000117394,SLC2A1,1479,3.95866,38,-3.1444,60,-2.3068,83,-1.8241,115,-1.3269,277,0.05447,51,-2.5254
ENSG00000117395,EBNA1BP2,5,-3.2777,70,0.76794,32,-0.6735,30,-0.7393,126,1.74612,34,-0.5347,18,-1.4825
ENSG00000066322,ELOVL1,37,-0.3901,16,-1.7748,99,1.31711,18,-1.4611,33,-0.5716,152,2.23233,4,-3.5851
ENSG00000142949,PTPRF,5,-4.5133,107,-0.0988,66,-0.8553,103,-0.1564,329,1.99790,90,-0.3661,96,-0.2607
ENSG00000126091,ST3GAL3,84,1.26929,41,0.02509,16,-1.4316,48,0.28839,33,-0.3303,30,-0.4642,31,-0.4299
ENSG00000117408,IPO13,5,-3.2936,45,-0.1411,37,-0.4364,38,-0.4132,103,1.33335,85,0.95815,31,-0.7315
ENSG00000117410,ATP6V0B,116,-2.0555,1004,1.99289,179,-1.4141,403,-0.1415,376,-0.2542,241,-0.9591,195,-1.2787
ENSG00000117411,B4GALT2,5,-3.5128,73,0.50555,43,-0.4568,82,0.63597,85,0.68006,53,-0.1124,39,-0.5749
ENSG00000196517,SLC6A9,140,1.81487,3,-4.4112,43,-0.3038,12,-2.2625,110,1.32677,46,-0.1803,59,0.20848
ENSG00000178028,DMAP1,5,-2.9084,40,0.14596,20,-0.9444,30,-0.3329,76,1.25622,48,0.43728,37,-0.0077
ENSG00000117419,ERI3,36,-2.2803,319,1.58896,68,-1.3221,147,-0.1332,88,-0.9392,126,-0.3778,169,0.10352
