gene_id	HVG_rank	gene_name
ENSG00000015532	5023	XYLT2
ENSG00000015568	8660	RGPD5
ENSG00000015592	184	STMN4
ENSG00000016082	9725	ISL1
ENSG00000016391	2434	CHDH
ENSG00000016402	13432	IL20RA
ENSG00000016602	2836	CLCA4
ENSG00000017427	6148	IGF1
ENSG00000017483	844	SLC38A5
ENSG00000017797	1080	RALBP1
ENSG00000018280	6036	SLC11A1
ENSG00000018408	1813	WWTR1
ENSG00000018510	5876	AGPS
ENSG00000018625	134	ATP1A2
ENSG00000018869	10946	ZNF582
ENSG00000019102	6591	VSIG2
ENSG00000019144	316	PHLDB1
ENSG00000019169	10793	MARCO
ENSG00000019485	5957	PRDM11
ENSG00000019582	105	CD74
ENSG00000019991	10922	HGF
ENSG00000020181	2637	ADGRA2
ENSG00000020426	2573	MNAT1
ENSG00000020577	328	SAMD4A
ENSG00000020633	8351	RUNX3
ENSG00000020922	5880	MRE11
ENSG00000021300	109	PLEKHB1
ENSG00000021574	3365	SPAST
ENSG00000021776	4725	AQR
ENSG00000021826	5797	CPS1
ENSG00000022277	1410	RTF2
ENSG00000022355	352	GABRA1
ENSG00000022567	6270	SLC45A4
ENSG00000022840	5258	RNF10
ENSG00000023191	1473	RNH1
ENSG00000023287	581	RB1CC1
ENSG00000023516	1676	AKAP11
ENSG00000023608	5961	SNAPC1
ENSG00000023697	4914	DERA
ENSG00000024048	8290	UBR2
ENSG00000024422	1359	EHD2
ENSG00000024526	9578	DEPDC1
ENSG00000025039	7501	RRAGD
ENSG00000025293	1852	PHF20
ENSG00000025423	8118	HSD17B6
ENSG00000025434	5840	NR1H3
ENSG00000025770	6985	NCAPH2
ENSG00000025796	1253	SEC63
ENSG00000026025	124	VIM
ENSG00000026297	3739	RNASET2
ENSG00000026508	692	CD44
ENSG00000026652	461	AGPAT4
ENSG00000026751	9892	SLAMF7
ENSG00000026950	4704	BTN3A1
ENSG00000027075	2767	PRKCH
ENSG00000027644	12409	INSRR
ENSG00000027697	1336	IFNGR1
ENSG00000027869	9398	SH2D2A
ENSG00000028116	3969	VRK2
ENSG00000028137	4253	TNFRSF1B
ENSG00000028277	3608	POU2F2
ENSG00000028310	1444	BRD9
ENSG00000028528	932	SNX1
ENSG00000029363	4164	BCLAF1
ENSG00000029534	3929	ANK1
ENSG00000029639	4710	TFB1M
ENSG00000029725	1193	RABEP1
ENSG00000030066	4402	NUP160
ENSG00000030110	3751	BAK1
ENSG00000030419	4712	IKZF2
ENSG00000031081	2878	ARHGAP31
ENSG00000031691	5245	CENPQ
ENSG00000031823	12271	RANBP3
ENSG00000032219	1962	ARID4A
ENSG00000032742	5487	IFT88
ENSG00000033030	4828	ZCCHC8
ENSG00000033122	6149	LRRC7
ENSG00000033170	1582	FUT8
ENSG00000033178	2402	UBA6
ENSG00000033327	741	GAB2
ENSG00000033867	4018	SLC4A7
ENSG00000034053	1397	APBA2
ENSG00000034510	96	TMSB10
ENSG00000035115	2359	SH3YL1
ENSG00000035499	13208	DEPDC1B
ENSG00000035664	4215	DAPK2
ENSG00000035687	5249	ADSS
ENSG00000035862	1216	TIMP2
ENSG00000035928	968	RFC1
ENSG00000036054	3313	TBC1D23
ENSG00000036448	12192	MYOM2
ENSG00000036549	2415	AC118549.1
ENSG00000036672	3766	USP2
ENSG00000037042	10572	TUBG2
ENSG00000037280	6217	FLT4
ENSG00000037757	3214	MRI1
ENSG00000037965	10584	HOXC8
ENSG00000038002	4435	AGA
ENSG00000038210	5814	PI4K2B
ENSG00000038219	513	BOD1L1
ENSG00000038382	5342	TRIO
ENSG00000038427	487	VCAN
ENSG00000038945	12631	MSR1
ENSG00000039068	10217	CDH1
ENSG00000039123	11265	MTREX
ENSG00000039319	437	ZFYVE16
ENSG00000039523	5916	RIPOR1
ENSG00000039560	1073	RAI14
ENSG00000040275	4789	SPDL1
ENSG00000040531	6882	CTNS
ENSG00000040633	8556	PHF23
ENSG00000041982	2412	TNC
ENSG00000042062	5411	RIPOR3
ENSG00000042286	11853	AIFM2
ENSG00000042304	13300	C2orf83
ENSG00000042429	3732	MED17
ENSG00000042445	1936	RETSAT
ENSG00000042980	6049	ADAM28
ENSG00000043093	2486	DCUN1D1
ENSG00000043355	3584	ZIC2
ENSG00000043591	6362	ADRB1
ENSG00000044115	477	CTNNA1
ENSG00000044446	5473	PHKA2
ENSG00000044459	4959	CNTLN
ENSG00000044524	6285	EPHA3
ENSG00000046647	8329	GEMIN8
ENSG00000046651	2289	OFD1
ENSG00000046653	26	GPM6B
ENSG00000046889	644	PREX2
ENSG00000047230	4086	CTPS2
ENSG00000047346	2549	FAM214A
ENSG00000047365	671	ARAP2
ENSG00000047410	805	TPR
ENSG00000047457	4720	CP
ENSG00000047578	5626	KIAA0556
ENSG00000047579	6638	DTNBP1
ENSG00000047621	4946	C12orf4
ENSG00000047644	1889	WWC3
ENSG00000047662	2477	FAM184B
ENSG00000047849	1202	MAP4
ENSG00000048028	5705	USP28
ENSG00000048052	6006	HDAC9
ENSG00000048405	3813	ZNF800
ENSG00000048462	10124	TNFRSF17
ENSG00000048471	3086	SNX29
ENSG00000048649	539	RSF1
ENSG00000048707	3094	VPS13D
ENSG00000048740	3249	CELF2
ENSG00000048828	2212	FAM120A
ENSG00000048991	4556	R3HDM1
ENSG00000049089	391	COL9A2
ENSG00000049192	9822	ADAMTS6
ENSG00000049239	1646	H6PD
ENSG00000049245	508	VAMP3
ENSG00000049246	2463	PER3
ENSG00000049247	12371	UTS2
ENSG00000049249	8940	TNFRSF9
ENSG00000049283	9796	EPN3
ENSG00000049323	4724	LTBP1
ENSG00000049449	6630	RCN1
ENSG00000049540	4701	ELN
ENSG00000049618	1160	ARID1B
ENSG00000049768	8514	FOXP3
ENSG00000050327	5767	ARHGEF5
ENSG00000050344	6775	NFE2L3
ENSG00000050405	2921	LIMA1
ENSG00000050438	8261	SLC4A8
ENSG00000050555	4864	LAMC3
ENSG00000050628	5313	PTGER3
ENSG00000050730	6866	TNIP3
ENSG00000050767	6745	COL23A1
ENSG00000051108	1757	HERPUD1
ENSG00000051128	2423	HOMER3
ENSG00000051180	10610	RAD51
ENSG00000051523	2863	CYBA
ENSG00000051825	6153	MPHOSPH9
ENSG00000052126	9763	PLEKHA5
ENSG00000052795	2048	FNIP2
ENSG00000053254	1754	FOXN3
ENSG00000053372	3884	MRTO4
ENSG00000053438	2445	NNAT
ENSG00000053501	3246	USE1
ENSG00000053702	4351	NRIP2
ENSG00000053747	5680	LAMA3
ENSG00000053770	8689	AP5M1
ENSG00000053900	9641	ANAPC4
ENSG00000053918	10243	KCNQ1
ENSG00000054118	2788	THRAP3
ENSG00000054148	2684	PHPT1
ENSG00000054219	8087	LY75
ENSG00000054267	452	ARID4B
ENSG00000054282	900	SDCCAG8
ENSG00000054392	9700	HHAT
ENSG00000054598	2757	FOXC1
ENSG00000054654	2320	SYNE2
ENSG00000054690	195	PLEKHH1
ENSG00000054965	1401	FAM168A
ENSG00000054967	6042	RELT
ENSG00000054983	3801	GALC
ENSG00000055044	2589	NOP58
ENSG00000055070	2207	SZRD1
ENSG00000055208	4917	TAB2
ENSG00000055211	2171	GINM1
ENSG00000055483	2999	USP36
ENSG00000055609	774	KMT2C
ENSG00000055917	2358	PUM2
ENSG00000055950	3069	MRPL43
ENSG00000055955	8406	ITIH4
ENSG00000056050	11132	HPF1
ENSG00000056097	2686	ZFR
ENSG00000056487	6157	PHF21B
ENSG00000056558	5532	TRAF1
ENSG00000056586	2175	RC3H2
ENSG00000056736	3698	IL17RB
ENSG00000056972	6056	TRAF3IP2
ENSG00000057294	10083	PKP2
ENSG00000057657	6069	PRDM1
ENSG00000057704	1672	TMCC3
ENSG00000058272	1049	PPP1R12A
ENSG00000058335	4214	RASGRF1
ENSG00000058404	5115	CAMK2B
ENSG00000058600	8526	POLR3E
ENSG00000058673	8788	ZC3H11A
ENSG00000058804	5379	NDC1
ENSG00000058866	4337	DGKG
ENSG00000059122	7972	FLYWCH1
ENSG00000059145	8959	UNKL
ENSG00000059378	5341	PARP12
ENSG00000059573	8384	ALDH18A1
ENSG00000059588	8799	TARBP1
ENSG00000059691	1394	GATB
ENSG00000059728	7715	MXD1
ENSG00000059758	4890	CDK17
ENSG00000060069	5932	CTDP1
ENSG00000060138	1713	YBX3
ENSG00000060237	99	WNK1
ENSG00000060339	768	CCAR1
ENSG00000060491	9282	OGFR
ENSG00000060656	5747	PTPRU
ENSG00000060688	7252	SNRNP40
ENSG00000060718	3455	COL11A1
ENSG00000060749	2867	QSER1
ENSG00000060762	627	MPC1
ENSG00000060971	3038	ACAA1
ENSG00000061273	2239	HDAC7
ENSG00000061337	5101	LZTS1
ENSG00000061455	5521	PRDM6
ENSG00000061936	2330	SFSWAP
ENSG00000061938	1772	TNK2
ENSG00000061987	2545	MON2
ENSG00000062038	10595	CDH3
ENSG00000062194	2077	GPBP1
ENSG00000062370	5645	ZNF112
ENSG00000062524	13369	LTK
ENSG00000062598	11640	ELMO2
ENSG00000062650	2872	WAPL
ENSG00000062822	9320	POLD1
ENSG00000063046	958	EIF4B
ENSG00000063177	1404	RPL18
ENSG00000063180	1279	CA11
ENSG00000063244	5409	U2AF2
ENSG00000063322	3115	MED29
ENSG00000063438	12828	AHRR
ENSG00000063587	6677	ZNF275
ENSG00000063601	3962	MTMR1
ENSG00000063660	1933	GPC1
ENSG00000063978	2716	RNF4
ENSG00000064042	174	LIMCH1
ENSG00000064102	2144	INTS13
ENSG00000064205	10495	CCN5
ENSG00000064225	12831	ST3GAL6
ENSG00000064270	8789	ATP2C2
ENSG00000064300	2261	NGFR
ENSG00000064393	52	HIPK2
ENSG00000064490	3348	RFXANK
ENSG00000064547	13712	LPAR2
ENSG00000064651	133	SLC12A2
ENSG00000064652	2552	SNX24
ENSG00000064655	11541	EYA2
ENSG00000064666	4462	CNN2
ENSG00000064687	7681	ABCA7
ENSG00000064787	16	BCAS1
ENSG00000064886	4190	CHI3L2
ENSG00000064932	4378	SBNO2
ENSG00000064961	4793	HMG20B
ENSG00000064989	5230	CALCRL
ENSG00000064995	3511	TAF11
ENSG00000065029	3618	ZNF76
ENSG00000065054	809	SLC9A3R2
ENSG00000065060	6248	UHRF1BP1
ENSG00000065135	9039	GNAI3
ENSG00000065150	3550	IPO5
ENSG00000065243	3386	PKN2
ENSG00000065268	5198	WDR18
ENSG00000065308	8463	TRAM2
ENSG00000065320	5661	NTN1
ENSG00000065361	341	ERBB3
ENSG00000065413	3921	ANKRD44
ENSG00000065457	4354	ADAT1
ENSG00000065491	4999	TBC1D22B
ENSG00000065526	1014	SPEN
ENSG00000065534	277	MYLK
ENSG00000065600	688	PACC1
ENSG00000065613	1996	SLK
ENSG00000065615	6103	CYB5R4
ENSG00000065618	10500	COL17A1
ENSG00000065675	4406	PRKCQ
ENSG00000065717	2217	TLE2
ENSG00000065802	3275	ASB1
ENSG00000065809	238	FAM107B
ENSG00000065882	5898	TBC1D1
ENSG00000065883	1915	CDK13
ENSG00000065911	5004	MTHFD2
ENSG00000065970	4865	FOXJ2
ENSG00000065978	827	YBX1
ENSG00000066027	1518	PPP2R5A
ENSG00000066044	5897	ELAVL1
ENSG00000066056	2172	TIE1
ENSG00000066084	553	DIP2B
ENSG00000066117	2903	SMARCD1
ENSG00000066135	9698	KDM4A
ENSG00000066136	11600	NFYC
ENSG00000066279	12289	ASPM
ENSG00000066294	4475	CD84
ENSG00000066322	176	ELOVL1
ENSG00000066379	10313	ZNRD1
ENSG00000066422	5244	ZBTB11
ENSG00000066427	2215	ATXN3
ENSG00000066455	4447	GOLGA5
ENSG00000066468	98	FGFR2
ENSG00000066651	3673	TRMT11
ENSG00000066654	3251	THUMPD1
ENSG00000066697	10013	MSANTD3
ENSG00000066777	8981	ARFGEF1
ENSG00000066813	12027	ACSM2B
ENSG00000066855	5556	MTFR1
ENSG00000066926	5603	FECH
ENSG00000066933	3013	MYO9A
ENSG00000067066	1953	SP100
ENSG00000067082	936	KLF6
ENSG00000067113	2085	PLPP1
ENSG00000067141	1258	NEO1
ENSG00000067167	3830	TRAM1
ENSG00000067182	2327	TNFRSF1A
ENSG00000067208	2345	EVI5
ENSG00000067248	5109	DHX29
ENSG00000067365	5892	METTL22
ENSG00000067533	6758	RRP15
ENSG00000067560	986	RHOA
ENSG00000067704	4745	IARS2
ENSG00000067715	160	SYT1
ENSG00000067798	4934	NAV3
ENSG00000067836	531	ROGDI
ENSG00000067840	5486	PDZD4
ENSG00000067900	618	ROCK1
ENSG00000067955	4632	CBFB
ENSG00000068001	1131	HYAL2
ENSG00000068024	4669	HDAC4
ENSG00000068028	3481	RASSF1
ENSG00000068078	267	FGFR3
ENSG00000068079	2254	IFI35
ENSG00000068097	8409	HEATR6
ENSG00000068137	6430	PLEKHH3
ENSG00000068305	2626	MEF2A
ENSG00000068323	3527	TFE3
ENSG00000068383	8713	INPP5A
ENSG00000068400	3575	GRIPAP1
ENSG00000068489	7226	PRR11
ENSG00000068650	2009	ATP11A
ENSG00000068654	7161	POLR1A
ENSG00000068697	1558	LAPTM4A
ENSG00000068724	5846	TTC7A
ENSG00000068781	11620	STON1-GTF2A1L
ENSG00000068784	6161	SRBD1
ENSG00000068796	2544	KIF2A
ENSG00000068831	10441	RASGRP2
ENSG00000068878	2443	PSME4
ENSG00000068885	5551	IFT80
ENSG00000068903	103	SIRT2
ENSG00000068976	1550	PYGM
ENSG00000069011	12870	PITX1
ENSG00000069020	2483	MAST4
ENSG00000069122	784	ADGRF5
ENSG00000069188	7076	SDK2
ENSG00000069248	10852	NUP133
ENSG00000069275	862	NUCKS1
ENSG00000069431	5633	ABCC9
ENSG00000069493	7968	CLEC2D
ENSG00000069667	2580	RORA
ENSG00000069696	13015	DRD4
ENSG00000069764	12935	PLA2G10
ENSG00000069869	6754	NEDD4
ENSG00000069943	10632	PIGB
ENSG00000069974	3380	RAB27A
ENSG00000070018	2807	LRP6
ENSG00000070031	8629	SCT
ENSG00000070047	5894	PHRF1
ENSG00000070081	1956	NUCB2
ENSG00000070190	9450	DAPP1
ENSG00000070193	11936	FGF10
ENSG00000070214	92	SLC44A1
ENSG00000070367	5355	EXOC5
ENSG00000070404	7513	FSTL3
ENSG00000070476	4207	ZXDC
ENSG00000070495	5278	JMJD6
ENSG00000070526	2758	ST6GALNAC1
ENSG00000070540	4161	WIPI1
ENSG00000070614	1260	NDST1
ENSG00000070731	13512	ST6GALNAC2
ENSG00000070756	208	PABPC1
ENSG00000070759	2161	TESK2
ENSG00000070770	4118	CSNK2A2
ENSG00000070778	4512	PTPN21
ENSG00000070814	1675	TCOF1
ENSG00000070961	1944	ATP2B1
ENSG00000071051	3846	NCK2
ENSG00000071054	87	MAP4K4
ENSG00000071082	4869	RPL31
ENSG00000071205	5041	ARHGAP10
ENSG00000071242	1115	RPS6KA2
ENSG00000071243	7798	ING3
ENSG00000071246	1608	VASH1
ENSG00000071282	3262	LMCD1
ENSG00000071537	1923	SEL1L
ENSG00000071539	11338	TRIP13
ENSG00000071564	7878	TCF3
ENSG00000071575	3477	TRIB2
ENSG00000071626	2776	DAZAP1
ENSG00000071655	1087	MBD3
ENSG00000071859	10794	FAM50A
ENSG00000071889	2435	FAM3A
ENSG00000071967	1294	CYBRD1
ENSG00000071991	2542	CDH19
ENSG00000072042	3363	RDH11
ENSG00000072071	1250	ADGRL1
ENSG00000072110	4957	ACTN1
ENSG00000072121	4753	ZFYVE26
ENSG00000072134	603	EPN2
ENSG00000072135	3912	PTPN18
ENSG00000072163	1446	LIMS2
ENSG00000072182	6695	ASIC4
ENSG00000072195	9819	SPEG
ENSG00000072210	3654	ALDH3A2
ENSG00000072310	2264	SREBF1
ENSG00000072415	1739	MPP5
ENSG00000072422	3311	RHOBTB1
ENSG00000072501	1205	SMC1A
ENSG00000072518	3142	MARK2
ENSG00000072571	9223	HMMR
ENSG00000072609	4716	CHFR
ENSG00000072694	13175	FCGR2B
ENSG00000072736	4590	NFATC3
ENSG00000072778	8559	ACADVL
ENSG00000072786	4711	STK10
ENSG00000072803	3127	FBXW11
ENSG00000072840	10587	EVC
ENSG00000072849	4382	DERL2
ENSG00000072864	1398	NDE1
ENSG00000072952	430	MRVI1
ENSG00000072954	3397	TMEM38A
ENSG00000073050	6307	XRCC1
ENSG00000073060	1150	SCARB1
ENSG00000073169	2753	SELENOO
ENSG00000073331	9212	ALPK1
ENSG00000073350	5007	LLGL2
ENSG00000073417	724	PDE8A
ENSG00000073584	4365	SMARCE1
ENSG00000073605	12881	GSDMB
ENSG00000073614	1457	KDM5A
ENSG00000073670	4290	ADAM11
ENSG00000073711	2318	PPP2R3A
ENSG00000073712	1339	FERMT2
ENSG00000073737	9952	DHRS9
ENSG00000073803	1569	MAP3K13
ENSG00000073849	2001	ST6GAL1
ENSG00000073861	13527	TBX21
ENSG00000073921	533	PICALM
ENSG00000073969	959	NSF
ENSG00000074054	4327	CLASP1
ENSG00000074181	428	NOTCH3
ENSG00000074211	1165	PPP2R2C
ENSG00000074219	8143	TEAD2
ENSG00000074266	5590	EED
ENSG00000074317	2625	SNCB
ENSG00000074356	1556	NCBP3
ENSG00000074370	7822	ATP2A3
ENSG00000074410	3820	CA12
ENSG00000074416	590	MGLL
ENSG00000074527	4236	NTN4
ENSG00000074582	5100	BCS1L
ENSG00000074590	2679	NUAK1
ENSG00000074603	3899	DPP8
ENSG00000074621	5420	SLC24A1
ENSG00000074657	1324	ZNF532
ENSG00000074660	3797	SCARF1
ENSG00000074695	2908	LMAN1
ENSG00000074706	6364	IPCEF1
ENSG00000074755	2700	ZZEF1
ENSG00000074855	7689	ANO8
ENSG00000074935	3590	TUBE1
ENSG00000074966	12312	TXK
ENSG00000075043	2703	KCNQ2
ENSG00000075073	8250	TACR2
ENSG00000075131	8210	TIPIN
ENSG00000075142	1824	SRI
ENSG00000075218	11033	GTSE1
ENSG00000075223	2315	SEMA3C
ENSG00000075240	9158	GRAMD4
ENSG00000075292	1039	ZNF638
ENSG00000075336	3857	TIMM21
ENSG00000075391	4150	RASAL2
ENSG00000075407	1795	ZNF37A
ENSG00000075413	6583	MARK3
ENSG00000075426	3358	FOSL2
ENSG00000075461	9521	CACNG4
ENSG00000075539	636	FRYL
ENSG00000075568	3926	TMEM131
ENSG00000075618	566	FSCN1
ENSG00000075643	12226	MOCOS
ENSG00000075651	1593	PLD1
ENSG00000075711	440	DLG1
ENSG00000075790	2809	BCAP29
ENSG00000075891	6987	PAX2
ENSG00000075975	4518	MKRN2
ENSG00000076053	6251	RBM7
ENSG00000076067	2562	RBMS2
ENSG00000076108	1151	BAZ2A
ENSG00000076258	8113	FMO4
ENSG00000076321	8337	KLHL20
ENSG00000076344	3480	RGS11
ENSG00000076351	5485	SLC46A1
ENSG00000076513	2603	ANKRD13A
ENSG00000076554	5142	TPD52
ENSG00000076555	3056	ACACB
ENSG00000076604	2985	TRAF4
ENSG00000076641	6167	PAG1
ENSG00000076650	5428	GPATCH1
ENSG00000076662	6179	ICAM3
ENSG00000076685	4346	NT5C2
ENSG00000076706	1136	MCAM
ENSG00000076770	6077	MBNL3
ENSG00000076928	3299	ARHGEF1
ENSG00000076944	11369	STXBP2
ENSG00000076984	2970	MAP2K7
ENSG00000077009	7819	NMRK2
ENSG00000077044	2734	DGKD
ENSG00000077063	1231	CTTNBP2
ENSG00000077092	10877	RARB
ENSG00000077097	2109	TOP2B
ENSG00000077150	8533	NFKB2
ENSG00000077157	1508	PPP1R12B
ENSG00000077238	4477	IL4R
ENSG00000077380	129	DYNC1I2
ENSG00000077420	10039	APBB1IP
ENSG00000077458	6617	FAM76B
ENSG00000077463	6085	SIRT6
ENSG00000077498	12133	TYR
ENSG00000077514	4545	POLD3
ENSG00000077522	2097	ACTN2
ENSG00000077585	2225	GPR137B
ENSG00000077616	4559	NAALAD2
ENSG00000077684	1725	JADE1
ENSG00000077942	3003	FBLN1
ENSG00000077943	12143	ITGA8
ENSG00000078043	1745	PIAS2
ENSG00000078061	2646	ARAF
ENSG00000078070	7012	MCCC1
ENSG00000078114	3551	NEBL
ENSG00000078124	1417	ACER3
ENSG00000078142	1663	PIK3C3
ENSG00000078237	5622	TIGAR
ENSG00000078246	5185	TULP3
ENSG00000078269	229	SYNJ2
ENSG00000078304	5985	PPP2R5C
ENSG00000078401	1688	EDN1
ENSG00000078403	3378	MLLT10
ENSG00000078487	5878	ZCWPW1
ENSG00000078549	6097	ADCYAP1R1
ENSG00000078579	11011	FGF20
ENSG00000078596	182	ITM2A
ENSG00000078674	1058	PCM1
ENSG00000078687	494	TNRC6C
ENSG00000078699	2461	CBFA2T2
ENSG00000078747	2673	ITCH
ENSG00000078804	46	TP53INP2
ENSG00000078808	5021	SDF4
ENSG00000078814	3326	MYH7B
ENSG00000078967	3810	UBE2D4
ENSG00000079102	2551	RUNX1T1
