Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000075151,EIF4G3,201,1.14208,35,-1.6412,134,0.44767,55,-0.9548,64,-0.7224,58,-1.0486,166,0.79961,190,1.04102
ENSG00000076864,RAP1GAP,201,2.62875,58,0.26034,108,1.32887,1,-5.0629,0,-7.4544,25,-1.2387,12,-2.0500,36,-0.4911
ENSG00000090686,USP48,201,1.78540,38,-1.0068,55,-0.4332,34,-1.1521,40,-0.9073,39,-1.1297,124,0.88561,114,0.74498
ENSG00000070831,CDC42,201,-0.1206,103,-1.1551,350,0.78713,240,0.16030,247,0.20979,141,-0.8245,383,0.94682,224,0.05214
ENSG00000173372,C1QA,201,0.28651,64,-1.4863,22,-3.0211,757,2.86969,80,-1.1568,141,-0.3507,79,-1.1800,59,-1.6113
ENSG00000159189,C1QC,201,0.33004,113,-0.5832,19,-3.1905,471,1.85417,172,0.07080,185,0.25838,51,-1.7856,57,-1.6080
ENSG00000173369,C1QB,201,-0.6363,193,-0.7013,43,-2.9206,878,1.88063,323,0.10696,338,0.23687,111,-1.5305,257,-0.2576
ENSG00000169641,LUZP1,201,2.48950,29,-0.9231,25,-1.1354,99,1.07997,16,-1.7823,25,-1.3520,57,0.13720,20,-1.4868
ENSG00000125944,HNRNPR,201,0.73419,23,-2.6038,62,-1.1310,165,0.40039,100,-0.4058,123,-0.0909,175,0.50042,193,0.66438
ENSG00000117318,ID3,201,0.91756,5,-4.4642,18,-2.7676,226,1.11890,16,-2.9251,143,0.45135,155,0.47272,108,-0.1061
ENSG00000142676,RPL11,201,-2.3915,347,-1.5837,212,-2.3152,2708,1.79595,1052,0.12674,1065,0.19102,1144,0.26240,865,-0.1862
ENSG00000057757,PITHD1,201,0.71282,100,-0.4230,486,2.41063,34,-2.0535,125,-0.0708,73,-1.0865,103,-0.3657,37,-1.8953
ENSG00000189266,PNRC2,201,1.70004,10,-3.0379,26,-1.6122,157,1.23655,34,-1.2171,40,-1.1872,96,0.38378,112,0.64710
ENSG00000188529,SRSF10,201,1.85361,13,-2.5256,55,-0.3648,40,-0.8704,36,-1.0068,46,-0.8086,141,1.17334,76,0.13111
ENSG00000001461,NIPAL3,201,1.43408,80,-0.1250,116,0.46871,8,-3.5542,135,0.72295,51,-1.0005,96,0.16331,80,-0.1340
ENSG00000133226,SRRM1,201,0.70369,65,-1.0748,81,-0.7426,116,-0.1962,97,-0.4672,130,-0.0197,260,1.15318,100,-0.4274
ENSG00000169504,CLIC4,201,0.37253,22,-2.9420,21,-3.0437,182,0.21098,80,-1.0666,149,-0.1412,348,1.32001,297,1.03393
ENSG00000117614,SYF2,201,0.60058,45,-1.7304,41,-1.8786,164,0.26565,61,-1.2721,162,0.32616,244,0.93196,150,0.12172
ENSG00000117616,RSRP1,201,2.55492,10,-2.4191,29,-0.8655,30,-0.8028,65,0.41639,23,-1.4283,59,0.23609,43,-0.2572
ENSG00000183726,TMEM50A,201,1.58761,17,-2.3052,30,-1.5038,92,0.21874,114,0.57033,61,-0.5180,85,0.09362,78,-0.0403
ENSG00000162430,SELENON,201,2.05629,13,-2.3243,28,-1.2405,117,1.02065,27,-1.3012,59,-0.1269,29,-1.2087,39,-0.7369
ENSG00000117640,MTFR1L,201,1.81725,13,-2.5201,64,-0.1759,67,-0.0965,35,-1.0897,89,0.48229,19,-1.9551,45,-0.7013
ENSG00000117632,STMN1,201,-1.6171,199,-1.6352,927,0.78516,144,-2.1105,1532,1.70155,364,-0.8757,1180,1.21082,492,-0.2517
ENSG00000142684,ZNF593,201,1.84408,31,-1.2518,114,0.79070,52,-0.4620,32,-1.2209,59,-0.3436,42,-0.8026,54,-0.4226
ENSG00000142669,SH3BGRL3,201,-0.5134,87,-1.7801,335,0.29909,515,1.02536,336,0.30343,247,-0.2420,255,-0.1427,317,0.20762
ENSG00000198830,HMGN2,201,-0.4059,62,-2.1875,75,-1.8913,459,0.94623,251,-0.0579,265,0.03971,452,0.91974,306,0.26036
ENSG00000117713,ARID1A,201,2.32191,31,-0.8877,32,-0.8725,46,-0.3197,87,0.73183,31,-1.1129,32,-0.8685,38,-0.5903
ENSG00000090273,NUDC,201,0.28358,66,-1.4371,128,-0.4377,156,-0.1220,85,-1.0657,205,0.41882,217,0.40781,219,0.42580
ENSG00000186501,TMEM222,201,1.65015,34,-1.2543,96,0.34511,80,0.05790,90,0.24296,70,-0.2129,23,-1.8111,41,-0.9970
ENSG00000158195,WASF2,201,0.84418,55,-1.1999,6,-4.3440,152,0.37575,153,0.38182,104,-0.3076,183,0.68575,146,0.30666
ENSG00000126709,IFI6,201,0.90521,64,-0.9216,218,1.04623,260,1.36746,73,-0.7345,74,-0.8613,50,-1.3018,77,-0.6456
ENSG00000117758,STX12,201,0.88335,55,-1.1875,142,0.30187,136,0.22728,112,-0.0779,88,-0.5682,141,0.28350,129,0.14204
ENSG00000117748,RPA2,201,2.39682,10,-2.5549,43,-0.3440,10,-2.4936,21,-1.4470,65,0.40329,30,-0.9039,30,-0.9192
ENSG00000126698,DNAJC8,201,-0.1042,56,-2.0342,102,-1.1592,207,-0.0601,95,-1.2518,251,0.33459,403,1.05277,330,0.70631
ENSG00000130770,ATP5IF1,201,-0.7191,103,-1.7317,594,1.04204,277,-0.2245,278,-0.2151,345,0.16919,409,0.40570,288,-0.1589
ENSG00000198492,YTHDF2,201,1.73037,63,-0.2555,83,0.18379,78,0.07820,51,-0.5977,41,-1.1130,51,-0.5969,94,0.37882
ENSG00000116350,SRSF4,201,1.74160,15,-2.3487,25,-1.6735,149,1.17095,21,-1.8734,55,-0.5638,93,0.37042,70,-0.0958
ENSG00000162511,LAPTM5,201,0.17126,152,-0.2764,32,-2.6058,274,0.68336,230,0.39010,228,0.49860,81,-1.2407,156,-0.2347
ENSG00000162512,SDC3,201,0.43290,101,-0.6675,143,-0.1236,61,-1.4143,87,-0.8843,246,1.09543,112,-0.5034,99,-0.6968
ENSG00000134644,PUM1,201,1.60932,47,-0.7954,134,0.86653,69,-0.2283,50,-0.7148,55,-0.6873,88,0.17398,37,-1.1856
ENSG00000121766,ZCCHC17,201,0.81298,45,-1.5443,140,0.20234,82,-0.6360,126,0.04069,117,-0.0938,195,0.75796,89,-0.5042
ENSG00000121769,FABP3,201,1.74427,37,-1.0460,166,1.37919,23,-1.7379,85,0.21686,45,-0.9432,60,-0.3388,32,-1.2773
ENSG00000162517,PEF1,201,2.05620,13,-2.3960,125,1.13662,70,0.14981,59,-0.1097,28,-1.4647,42,-0.6547,40,-0.7120
ENSG00000084636,COL16A1,201,1.64922,68,-0.2058,16,-2.3999,50,-0.6721,207,1.70099,49,-0.8504,63,-0.3277,22,-1.8887
ENSG00000184007,PTP4A2,201,-0.4447,196,-0.4882,107,-1.4077,246,-0.1265,362,0.49705,278,0.08234,430,0.78973,293,0.14990
ENSG00000121774,KHDRBS1,201,0.81830,38,-1.7808,77,-0.7300,171,0.54028,138,0.18657,105,-0.3110,142,0.23663,145,0.27060
ENSG00000025800,KPNA6,201,1.74015,35,-1.1504,70,-0.0993,55,-0.4735,34,-1.2061,69,-0.1466,85,0.22548,54,-0.4851
ENSG00000084652,TXLNA,201,2.40130,12,-2.2263,48,-0.1902,63,0.24116,23,-1.3028,32,-0.9572,28,-1.0033,68,0.37158
ENSG00000084623,EIF3I,201,0.86826,43,-1.5438,156,0.43416,153,0.40718,110,-0.1261,108,-0.1992,111,-0.1133,93,-0.3863
ENSG00000175130,MARCKSL1,201,-1.1863,131,-1.8300,103,-2.1857,150,-1.6298,1771,2.63810,346,-0.4410,675,0.73380,259,-0.8030
ENSG00000160058,BSDC1,201,2.15615,33,-0.9494,59,-0.0356,43,-0.5168,76,0.36922,41,-0.7524,62,0.04045,8,-3.0049
ENSG00000176261,ZBTB8OS,201,2.37942,21,-1.4673,28,-1.0300,43,-0.3911,21,-1.4394,39,-0.6225,43,-0.3565,70,0.40629
ENSG00000162521,RBBP4,201,1.34788,41,-1.2280,87,-0.0778,52,-0.8672,63,-0.5823,83,-0.1846,142,0.73105,75,-0.2965
ENSG00000134684,YARS,201,1.71092,36,-1.1174,117,0.72240,68,-0.1501,54,-0.5091,58,-0.5023,53,-0.5507,47,-0.7144
ENSG00000121900,TMEM54,201,1.90777,11,-2.6842,27,-1.4114,24,-1.6080,33,-1.0985,99,0.84395,44,-0.6782,44,-0.6897
ENSG00000004455,AK2,201,1.51339,23,-1.9727,26,-1.7870,78,-0.1004,82,-0.0302,77,-0.1491,106,0.39773,85,0.03173
ENSG00000134686,PHC2,201,1.38658,43,-1.1148,52,-0.8389,176,1.14619,202,1.39225,36,-1.6440,46,-1.0162,64,-0.5233
ENSG00000163866,SMIM12,201,2.12730,22,-1.5521,78,0.39453,85,0.53620,19,-1.7947,42,-0.7175,37,-0.7790,44,-0.5203
ENSG00000116560,SFPQ,201,-0.1526,121,-0.9391,99,-1.2459,308,0.53929,181,-0.3182,219,-0.0239,373,0.86334,275,0.35041
ENSG00000146463,ZMYM4,201,2.19792,15,-2.0260,24,-1.3739,46,-0.4098,4,-3.7943,44,-0.5843,113,1.08346,57,-0.0541
ENSG00000142687,KIAA0319L,201,2.00189,47,-0.4984,84,0.41729,41,-0.7155,42,-0.6675,43,-0.7757,41,-0.7128,63,-0.0413
ENSG00000020129,NCDN,201,0.71453,100,-0.4106,459,2.28670,46,-1.6075,22,-2.6765,92,-0.6712,62,-1.1406,137,0.07534
ENSG00000126067,PSMB2,201,1.17093,49,-1.0954,241,1.50399,63,-0.7152,91,-0.1622,59,-1.0010,80,-0.3648,102,0.02124
ENSG00000126070,AGO3,201,2.47504,21,-1.4168,36,-0.5888,29,-0.8841,34,-0.6861,27,-1.2127,80,0.68616,42,-0.3476
ENSG00000054116,TRAPPC3,201,1.73115,24,-1.7074,79,0.10468,68,-0.1524,56,-0.4422,72,-0.0653,58,-0.3921,41,-0.9112
ENSG00000116871,MAP7D1,201,0.12764,79,-1.3088,327,0.94254,87,-1.1705,330,0.95636,167,-0.2157,162,-0.2218,171,-0.1346
ENSG00000054118,THRAP3,201,0.95189,42,-1.5329,52,-1.1952,108,-0.0764,79,-0.5660,135,0.37043,174,0.70530,73,-0.6813
ENSG00000181817,LSM10,201,2.24799,8,-2.9652,47,-0.3139,49,-0.2761,41,-0.5521,40,-0.7005,23,-1.4350,90,0.73226
ENSG00000116898,MRPS15,201,2.30300,31,-0.9083,47,-0.3048,68,0.30818,32,-0.8758,34,-0.9737,51,-0.1489,33,-0.8200
ENSG00000163875,MEAF6,201,1.63322,36,-1.1744,138,0.94036,64,-0.3037,61,-0.3784,54,-0.7039,66,-0.2776,53,-0.6200
ENSG00000197982,C1orf122,201,-0.3907,102,-1.4202,200,-0.3982,157,-0.7723,449,0.92242,299,0.31750,315,0.32749,254,-0.0206
ENSG00000183431,SF3A3,201,2.44764,8,-2.7674,48,-0.1407,59,0.17291,15,-1.8506,30,-1.0743,85,0.77600,23,-1.2427
ENSG00000183520,UTP11,201,2.42764,7,-2.9824,22,-1.3580,42,-0.3895,12,-2.2470,39,-0.5878,80,0.65474,53,-0.0219
ENSG00000116954,RRAGC,201,2.10706,36,-0.8550,102,0.82652,49,-0.3671,28,-1.2138,39,-0.8692,57,-0.1280,28,-1.1896
ENSG00000174574,AKIRIN1,201,0.89826,33,-1.9361,139,0.27376,42,-1.5513,171,0.61852,69,-0.9930,210,0.97498,168,0.58808
ENSG00000168653,NDUFS5,201,-1.0028,170,-1.2551,520,0.49734,368,-0.0671,404,0.08225,469,0.43533,467,0.31850,298,-0.3998
ENSG00000127603,MACF1,201,-0.1022,117,-0.9395,78,-1.5551,135,-0.7258,180,-0.2742,263,0.43885,457,1.28053,189,-0.2053
ENSG00000090621,PABPC4,201,0.87821,67,-0.8927,41,-1.6115,205,0.90766,99,-0.2819,115,-0.0675,151,0.39436,77,-0.6779
ENSG00000116983,HPCAL4,201,1.61420,46,-0.8431,136,0.89531,22,-1.9018,22,-1.9346,89,0.25246,73,-0.1232,22,-1.8997
ENSG00000084072,PPIE,201,2.32339,4,-3.6766,34,-0.7636,60,0.10762,47,-0.2712,46,-0.3944,23,-1.3560,52,-0.1008
ENSG00000168389,MFSD2A,201,2.39728,27,-1.0587,24,-1.2674,129,1.49051,61,0.18371,23,-1.4981,1,-5.1773,27,-1.0406
ENSG00000131236,CAP1,201,0.16354,77,-1.3322,196,0.12402,250,0.52066,280,0.70819,148,-0.3997,196,0.12497,172,-0.0876
ENSG00000131238,PPT1,201,0.77062,47,-1.5048,135,0.10870,113,-0.1681,116,-0.1348,122,-0.0713,113,-0.1712,170,0.48488
ENSG00000084073,ZMPSTE24,201,2.37717,19,-1.5918,61,0.16735,53,-0.0537,43,-0.3831,39,-0.6363,31,-0.8703,21,-1.4565
ENSG00000049089,COL9A2,201,1.81984,26,-1.5338,7,-3.4316,12,-2.6829,215,1.95631,55,-0.4964,64,-0.1612,21,-1.8734
ENSG00000084070,SMAP2,201,1.13947,40,-1.4186,166,0.80434,98,-0.0682,65,-0.7113,104,0.04580,75,-0.4859,62,-0.7653
ENSG00000127125,PPCS,201,1.30450,23,-2.0801,60,-0.6768,111,0.27470,45,-1.1214,82,-0.2531,106,0.21069,139,0.65111
ENSG00000065978,YBX1,201,-0.5770,34,-3.1904,20,-3.9520,653,1.38146,165,-0.8788,254,-0.2685,434,0.65811,635,1.33092
ENSG00000177868,SVBP,201,2.47276,8,-2.7640,31,-0.8262,43,-0.3148,49,-0.0940,32,-0.9070,64,0.33276,30,-0.8416
ENSG00000117394,SLC2A1,201,0.56212,51,-1.5745,39,-1.9700,767,3.37846,80,-0.8934,55,-1.7035,20,-2.9059,103,-0.5154
ENSG00000117395,EBNA1BP2,201,1.89732,17,-2.1119,59,-0.2331,59,-0.2450,48,-0.5532,63,-0.1794,70,0.04566,42,-0.7422
ENSG00000179178,TMEM125,201,2.26861,22,-1.4447,0,-7.9914,15,-1.9905,192,2.16717,29,-1.2389,56,-0.0460,0,-7.3255
ENSG00000066322,ELOVL1,201,0.70330,44,-1.6613,8,-4.0891,53,-1.4023,612,2.96792,76,-1.0198,135,0.05001,30,-2.2167
ENSG00000142949,PTPRF,201,1.69713,30,-1.4200,141,1.03280,34,-1.2139,88,0.24725,62,-0.4065,54,-0.5179,23,-1.7727
ENSG00000117408,IPO13,201,2.07132,21,-1.6815,35,-0.8952,27,-1.2947,164,1.65808,47,-0.5556,26,-1.3337,13,-2.3793
ENSG00000117410,ATP6V0B,201,-0.3885,171,-0.6411,1042,2.61086,213,-0.2965,280,0.13597,143,-1.0930,115,-1.2457,121,-1.1680
ENSG00000117411,B4GALT2,201,2.48412,35,-0.6085,64,0.32320,24,-1.2168,46,-0.1870,37,-0.6528,21,-1.3551,19,-1.5598
ENSG00000196517,SLC6A9,201,2.46286,9,-2.5733,8,-2.8370,13,-2.1053,146,1.78433,29,-1.0735,41,-0.3823,19,-1.5401
ENSG00000178028,DMAP1,201,2.32699,29,-1.0316,30,-0.9412,14,-2.1176,70,0.35583,50,-0.2017,38,-0.6114,26,-1.1692
ENSG00000117419,ERI3,201,0.90327,45,-1.4594,348,1.92915,31,-1.9877,40,-1.6247,129,0.20623,35,-1.8179,80,-0.5989
ENSG00000187147,RNF220,201,1.56066,50,-0.7584,179,1.34497,48,-0.8200,97,0.28277,45,-1.0857,48,-0.8254,54,-0.6503
ENSG00000142937,RPS8,201,-3.1880,412,-2.1365,377,-2.2675,4906,1.89876,1373,-0.3152,1732,0.07049,2190,0.43753,2088,0.35820
ENSG00000126088,UROD,201,1.71641,49,-0.6483,102,0.50635,47,-0.7294,79,0.09298,57,-0.5375,52,-0.5610,47,-0.7179
ENSG00000117450,PRDX1,201,-1.5708,185,-1.6962,703,0.37222,369,-0.6503,621,0.16842,767,0.70668,672,0.29762,538,-0.0617
ENSG00000117448,AKR1A1,201,1.92689,36,-0.9739,38,-0.9059,60,-0.1907,78,0.23087,65,-0.0636,49,-0.4970,17,-2.0796
ENSG00000132780,NASP,201,1.32734,30,-1.6849,21,-2.2230,85,-0.1334,74,-0.3381,96,0.09536,165,0.97314,54,-0.8146
ENSG00000159592,GPBP1L1,201,2.48529,14,-1.9613,7,-2.8865,33,-0.6889,56,0.11703,36,-0.7168,49,-0.0817,52,0.00095
ENSG00000085998,POMGNT1,201,1.84405,9,-3.0369,87,0.33718,20,-1.9106,176,1.57618,36,-1.2194,49,-0.5553,53,-0.4525
ENSG00000173660,UQCRH,201,-0.8037,143,-1.3233,532,0.75569,354,0.07892,232,-0.5851,351,0.08469,376,0.17650,477,0.57070
ENSG00000117480,FAAH,201,2.16490,7,-3.2500,53,-0.2100,27,-1.2099,138,1.41303,37,-0.9158,44,-0.4896,21,-1.5869
ENSG00000123472,ATPAF1,201,1.21872,45,-1.2076,146,0.65665,57,-0.8438,90,-0.1265,78,-0.4370,119,0.32078,85,-0.2289
ENSG00000159658,EFCAB14,201,1.00117,24,-2.2985,54,-1.1070,103,-0.1074,86,-0.3935,132,0.38738,150,0.49647,89,-0.3396
ENSG00000162368,CMPK1,201,0.58100,51,-1.5499,258,1.00731,117,-0.2892,87,-0.7542,109,-0.4975,187,0.45742,181,0.40118
ENSG00000162374,ELAVL4,201,1.58601,45,-0.9041,403,3.16901,25,-1.7574,1,-6.1595,25,-2.0152,30,-1.4956,21,-2.0099
ENSG00000123091,RNF11,201,0.25853,125,-0.4941,482,1.81236,188,0.14642,84,-1.1058,108,-0.8753,175,0.03475,135,-0.3795
ENSG00000085832,EPS15,201,0.79349,58,-1.1880,182,0.62482,110,-0.2001,108,-0.2269,96,-0.5006,187,0.66452,110,-0.1924
ENSG00000117859,OSBPL9,201,2.61458,7,-2.8212,39,-0.3783,57,0.24525,27,-0.9487,17,-1.9087,67,0.49656,45,-0.1318
ENSG00000078618,NRDC,201,1.60927,39,-1.0795,100,0.38104,50,-0.7102,31,-1.4527,56,-0.6810,111,0.55738,92,0.24577
ENSG00000169213,RAB3B,201,1.87774,66,-0.0615,313,2.88574,9,-3.0818,7,-3.2694,16,-2.4433,7,-3.3087,37,-0.9482
