Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000116251,RPL22,166,-1.2323,485,0.85516,295,-0.2259,550,0.80829,215,-0.8054
ENSG00000116237,ICMT,166,2.41116,18,-2.1611,27,-1.2310,53,-0.2033,40,-0.7198
ENSG00000097021,ACOT7,166,-0.0678,54,-2.0891,48,-1.9476,59,-1.6377,473,2.45653
ENSG00000162408,NOL9,166,2.25931,24,-1.7432,45,-0.5550,24,-1.4640,49,-0.4738
ENSG00000162413,KLHL21,166,1.84660,37,-1.2753,53,-0.4822,44,-0.7737,56,-0.4625
ENSG00000171735,CAMTA1,166,-0.3030,138,-0.7023,73,-1.5298,122,-0.7418,411,1.61010
ENSG00000049245,VAMP3,782,2.84169,86,-2.0049,326,0.38149,75,-1.8898,51,-2.6125
ENSG00000116288,PARK7,166,0.07735,133,-0.3657,161,0.01867,247,0.73651,146,-0.1564
ENSG00000142599,RERE,166,0.97771,51,-1.3254,92,-0.1732,120,0.26449,112,0.17004
ENSG00000074800,ENO1,166,-1.4867,257,-0.8676,190,-1.1610,789,1.17262,753,1.33946
ENSG00000171612,SLC25A33,166,2.09172,14,-2.7208,57,-0.2416,106,0.77346,32,-1.2279
ENSG00000171603,CLSTN1,753,1.62954,108,-2.1553,339,-0.0819,264,-0.4780,388,0.15924
ENSG00000178585,CTNNBIP1,166,2.22250,37,-1.0587,14,-2.2883,44,-0.5903,38,-0.8925
ENSG00000162441,LZIC,166,1.58826,47,-1.0235,110,0.53276,85,0.10892,24,-1.9567
ENSG00000130939,UBE4B,166,1.71610,32,-1.5889,73,-0.0512,20,-2.0542,81,0.11590
ENSG00000054523,KIF1B,166,-1.1370,263,-0.4097,425,0.46429,392,0.33081,474,0.77669
ENSG00000142657,PGD,166,1.41598,32,-1.7648,65,-0.4313,63,-0.4607,104,0.38012
ENSG00000160049,DFFA,166,1.57113,44,-1.1569,64,-0.3447,89,0.17091,52,-0.7558
ENSG00000120948,TARDBP,166,1.51753,32,-1.7301,97,0.28966,78,-0.0635,66,-0.3831
ENSG00000116649,SRM,166,1.54170,31,-1.7468,49,-0.7802,57,-0.5536,98,0.37184
ENSG00000198793,MTOR,166,2.21321,15,-2.5435,48,-0.4537,62,-0.0496,46,-0.5876
ENSG00000116661,FBXO2,166,-0.5669,81,-1.8872,167,-0.4946,405,0.97590,452,1.46184
ENSG00000132879,FBXO44,166,0.99407,23,-2.5547,46,-1.2390,82,-0.3377,191,1.33332
ENSG00000011021,CLCN6,166,0.83631,49,-1.4912,57,-1.0032,68,-0.7473,188,1.12058
ENSG00000116685,KIAA2013,166,1.92543,41,-1.0275,37,-0.9926,52,-0.4946,45,-0.7877
ENSG00000083444,PLOD1,166,2.43856,17,-2.2211,19,-1.7393,38,-0.7265,51,-0.2924
ENSG00000116688,MFN2,166,0.73410,68,-1.0006,98,-0.2371,109,-0.0734,142,0.41505
ENSG00000048707,VPS13D,166,1.86866,38,-1.2057,33,-1.1837,77,0.11900,45,-0.8170
ENSG00000116731,PRDM2,166,2.16917,37,-1.1013,42,-0.6787,37,-0.8812,33,-1.1702
ENSG00000189337,KAZN,166,1.24800,44,-1.3512,165,1.00981,40,-1.2538,74,-0.3707
ENSG00000116786,PLEKHM2,166,1.94092,26,-1.8152,17,-2.1690,75,0.11941,65,-0.1402
ENSG00000065526,SPEN,166,1.62726,56,-0.6848,59,-0.4584,71,-0.1647,39,-1.2058
ENSG00000185519,FAM131C,166,0.60357,55,-1.4954,528,2.89233,9,-3.8498,31,-2.2486
ENSG00000055070,SZRD1,166,1.49221,40,-1.3575,109,0.46542,81,-0.0259,50,-0.8773
ENSG00000219481,NBPF1,166,1.64648,33,-1.5966,186,1.53274,31,-1.4366,26,-1.7917
ENSG00000159363,ATP13A2,166,0.60351,38,-2.0827,55,-1.2184,81,-0.6481,256,1.61591
ENSG00000117118,SDHB,166,1.74786,33,-1.5266,21,-1.9100,57,-0.4204,83,0.18228
ENSG00000117115,PADI2,761,1.81254,188,-1.1264,704,1.27158,201,-0.8160,22,-4.2651
ENSG00000127463,EMC1,166,2.20359,21,-2.0328,11,-2.6295,32,-1.0800,72,0.20122
ENSG00000053371,AKR7A2,779,4.09670,32,-3.1828,8,-4.7771,92,-1.2733,59,-2.0646
ENSG00000077549,CAPZB,166,-0.1685,105,-1.0682,94,-1.0365,277,0.70372,310,1.08999
ENSG00000173436,MICOS10,166,-0.0496,160,-0.1247,219,0.41531,150,-0.2039,175,0.05180
ENSG00000158747,NBL1,166,0.76057,59,-1.2494,6,-4.3609,191,0.88910,155,0.62623
ENSG00000162545,CAMK2N1,166,-1.1669,372,0.29403,549,0.87598,144,-1.2745,399,0.38220
ENSG00000158828,PINK1,166,-0.3436,145,-0.6492,184,-0.1365,290,0.61514,281,0.66444
ENSG00000127483,HP1BP3,166,0.13384,105,-0.7713,268,0.93402,234,0.69452,120,-0.4424
ENSG00000075151,EIF4G3,166,0.74104,74,-0.8552,136,0.29551,55,-1.1301,140,0.39596
ENSG00000076864,RAP1GAP,166,1.38593,16,-2.8514,13,-2.8148,74,-0.2288,153,1.18553
ENSG00000090686,USP48,166,1.71150,53,-0.7080,72,-0.0796,35,-1.1819,42,-1.0098
ENSG00000070831,CDC42,166,-0.7341,147,-1.0478,605,1.54286,283,0.19294,302,0.34790
ENSG00000169641,LUZP1,166,2.25287,31,-1.3418,0,-7.3997,25,-1.4295,61,-0.0733
ENSG00000125944,HNRNPR,166,1.16590,50,-1.2169,77,-0.3104,118,0.37748,85,-0.1830
ENSG00000117318,ID3,166,1.95685,33,-1.3819,8,-3.1632,180,1.67885,4,-4.3767
ENSG00000142676,RPL11,701,0.59483,511,-0.0248,495,-0.0686,755,0.63321,233,-1.3600
ENSG00000057757,PITHD1,166,-0.2448,86,-1.4914,181,-0.0720,130,-0.5918,403,1.64498
ENSG00000189266,PNRC2,166,1.62119,28,-1.8873,81,0.04484,113,0.60323,49,-0.8193
ENSG00000188529,SRSF10,166,1.87410,32,-1.4813,74,0.04491,46,-0.6825,48,-0.6942
ENSG00000001461,NIPAL3,166,0.85101,92,-0.3237,158,0.63183,25,-2.2409,91,-0.3183
ENSG00000133226,SRRM1,166,1.02681,93,-0.1483,142,0.58101,65,-0.6690,40,-1.5173
ENSG00000169504,CLIC4,166,0.73332,72,-0.8993,255,1.39547,167,0.63576,29,-2.2549
ENSG00000117614,SYF2,166,1.31294,53,-0.9950,80,-0.1573,109,0.34542,58,-0.7355
ENSG00000117616,RSRP1,166,1.37051,31,-1.8806,189,1.35187,60,-0.5652,53,-0.8625
ENSG00000183726,TMEM50A,166,1.36231,42,-1.3556,124,0.59790,114,0.44446,42,-1.2296
ENSG00000162430,SELENON,166,2.17843,34,-1.2324,42,-0.6760,85,0.44488,12,-2.6820
ENSG00000117640,MTFR1L,768,3.62492,43,-2.8063,20,-3.5788,84,-1.4806,99,-1.3455
ENSG00000117632,STMN1,166,-1.9722,346,-0.8927,1976,2.43760,308,-0.8929,619,0.24642
ENSG00000142669,SH3BGRL3,166,-0.0089,109,-0.8310,145,-0.2226,205,0.33868,245,0.76069
ENSG00000198830,HMGN2,166,0.59985,92,-0.5578,126,0.06149,216,0.97291,72,-0.9112
ENSG00000117713,ARID1A,166,1.42272,35,-1.6165,72,-0.2585,118,0.55696,67,-0.4185
ENSG00000090273,NUDC,166,0.49245,73,-1.0863,107,-0.2918,205,0.78547,146,0.24371
ENSG00000142784,WDTC1,166,2.30390,22,-1.9096,45,-0.5264,20,-1.7528,51,-0.3634
ENSG00000186501,TMEM222,166,1.15034,42,-1.4985,53,-0.8951,91,-0.0633,124,0.52781
ENSG00000158195,WASF2,166,0.98128,107,0.11529,113,0.16895,103,0.01078,24,-2.3527
ENSG00000126705,AHDC1,166,2.29947,24,-1.7417,1,-5.5472,80,0.39230,40,-0.7892
ENSG00000126709,IFI6,166,-0.3984,191,-0.1653,141,-0.6115,394,1.10144,211,0.03445
ENSG00000117758,STX12,166,0.91743,45,-1.5687,100,-0.0736,110,0.07912,133,0.46227
ENSG00000126698,DNAJC8,166,0.45399,84,-0.8654,136,0.06279,137,0.07169,160,0.38541
ENSG00000130770,ATP5IF1,166,-0.0802,109,-0.9010,125,-0.5121,168,-0.0499,302,1.14814
ENSG00000198492,YTHDF2,166,1.42842,28,-1.9728,44,-1.0026,68,-0.3433,116,0.61162
ENSG00000116350,SRSF4,166,2.00686,28,-1.6611,68,-0.0247,80,0.24670,28,-1.5237
ENSG00000060656,PTPRU,166,1.94038,26,-1.7838,54,-0.4046,18,-2.0808,74,0.10609
ENSG00000162512,SDC3,166,0.62234,77,-0.8809,25,-2.3544,258,1.32039,119,-0.0250
ENSG00000134644,PUM1,166,0.62197,75,-0.9298,39,-1.7465,96,-0.3586,196,0.98948
ENSG00000121766,ZCCHC17,166,0.39479,85,-0.8992,139,0.05256,108,-0.3585,189,0.66605
ENSG00000121769,FABP3,166,1.50868,30,-1.8106,84,0.05050,14,-2.6692,108,0.53611
ENSG00000162517,PEF1,166,1.32935,33,-1.7838,127,0.60499,45,-1.0434,94,0.13138
ENSG00000084636,COL16A1,166,1.18479,48,-1.2696,287,2.04789,46,-1.0927,16,-2.8403
ENSG00000121753,ADGRB2,166,1.70687,29,-1.7710,20,-2.0429,86,0.20778,80,0.09681
ENSG00000184007,PTP4A2,166,-0.7215,391,1.12973,373,0.67262,138,-0.9264,114,-1.3308
ENSG00000121774,KHDRBS1,166,0.52705,72,-1.0834,164,0.43440,185,0.64023,119,-0.1050
ENSG00000025800,KPNA6,166,1.51440,43,-1.2246,56,-0.5816,35,-1.3187,92,0.21882
ENSG00000084623,EIF3I,166,0.93459,45,-1.5616,119,0.22478,144,0.53981,103,-0.0126
ENSG00000175130,MARCKSL1,166,-1.7562,327,-0.7367,2464,3.45594,231,-1.1236,124,-2.1981
ENSG00000160058,BSDC1,166,1.53655,45,-1.1178,50,-0.7568,73,-0.1733,69,-0.2764
ENSG00000162521,RBBP4,766,2.98035,65,-2.3600,182,-0.4735,139,-0.8895,80,-1.8657
ENSG00000134684,YARS,166,1.06837,26,-2.3595,62,-0.7106,80,-0.3257,166,1.06974
ENSG00000004455,AK2,166,1.86194,51,-0.6797,40,-0.9304,64,-0.1959,30,-1.4832
ENSG00000134686,PHC2,166,1.07430,44,-1.4845,212,1.34140,112,0.21706,46,-1.2787
ENSG00000163866,SMIM12,166,1.87399,19,-2.3632,45,-0.7396,54,-0.4514,80,0.19515
ENSG00000116560,SFPQ,166,0.32082,87,-0.9257,231,0.84017,210,0.67699,113,-0.3880
ENSG00000146463,ZMYM4,166,2.19761,19,-2.1862,24,-1.5210,45,-0.5650,62,-0.0682
ENSG00000142687,KIAA0319L,166,1.70068,30,-1.7358,43,-0.9060,78,0.03911,73,-0.0902
ENSG00000020129,NCDN,1402,3.11226,33,-4.2399,109,-2.1354,67,-2.8344,428,-0.0400
ENSG00000126067,PSMB2,166,0.54386,47,-1.7902,107,-0.2530,105,-0.2809,221,1.17067
ENSG00000142686,C1orf216,166,2.01853,12,-2.9097,37,-0.9616,37,-0.9405,86,0.44210
ENSG00000126070,AGO3,166,1.87624,54,-0.5624,58,-0.3447,42,-0.8474,26,-1.7053
ENSG00000054116,TRAPPC3,166,1.78518,25,-1.9630,13,-2.6323,79,0.11700,84,0.23037
ENSG00000116871,MAP7D1,166,-0.6137,156,-0.8044,624,1.74945,162,-0.5821,260,0.20005
ENSG00000054118,THRAP3,166,1.12947,61,-0.8780,99,0.06464,125,0.44141,60,-0.8024
ENSG00000116898,MRPS15,166,2.12380,18,-2.2883,34,-1.0148,43,-0.6635,66,-0.0091
ENSG00000163875,MEAF6,166,1.08844,28,-2.1969,67,-0.5984,63,-0.6733,164,1.06907
ENSG00000197982,C1orf122,166,-0.6259,183,-0.5140,588,1.61454,275,0.25067,189,-0.3981
ENSG00000116954,RRAGC,166,1.59831,20,-2.4138,48,-0.7792,45,-0.8987,114,0.71764
ENSG00000174574,AKIRIN1,781,3.09164,32,-3.4129,207,-0.2635,82,-1.6811,126,-1.1451
ENSG00000168653,NDUFS5,166,-0.6342,188,-0.4762,210,-0.1908,233,-0.0266,397,1.05279
ENSG00000127603,MACF1,166,-0.2517,180,-0.1143,148,-0.4018,416,1.35947,138,-0.5717
ENSG00000090621,PABPC4,166,1.15626,48,-1.3012,181,1.11363,79,-0.2770,58,-0.8617
ENSG00000116983,HPCAL4,166,0.56277,40,-2.0288,32,-2.0589,164,0.46143,234,1.33046
ENSG00000168389,MFSD2A,166,1.59504,77,-0.0561,45,-0.8910,61,-0.4234,22,-2.0732
ENSG00000131236,CAP1,166,0.17054,117,-0.5227,193,0.40355,111,-0.4872,187,0.40693
ENSG00000131238,PPT1,166,0.85484,40,-1.7955,95,-0.2095,203,1.08116,110,0.03714
ENSG00000084073,ZMPSTE24,166,2.03508,23,-1.9386,33,-1.1416,58,-0.2590,60,-0.2194
ENSG00000049089,COL9A2,166,1.52490,65,-0.4634,148,1.01635,44,-0.9712,7,-3.7415
ENSG00000084070,SMAP2,166,1.55542,40,-1.3219,23,-1.9270,58,-0.5209,96,0.33506
ENSG00000117016,RIMS3,166,1.90501,11,-3.0777,0,-7.5574,36,-1.0544,118,1.03794
ENSG00000198815,FOXJ3,166,1.93105,24,-1.9308,47,-0.6201,36,-1.0317,73,0.06264
ENSG00000127125,PPCS,166,1.89741,38,-1.1868,51,-0.5152,61,-0.2557,41,-0.9463
ENSG00000065978,YBX1,166,0.79626,100,-0.2141,83,-0.4543,170,0.71054,56,-1.1545
ENSG00000117394,SLC2A1,166,0.38382,163,0.42175,61,-1.2343,243,0.98868,47,-1.7534
ENSG00000066322,ELOVL1,166,-0.2850,141,-0.6421,865,2.97001,77,-1.4343,24,-3.2887
ENSG00000142949,PTPRF,166,0.63395,68,-1.0806,90,-0.4573,157,0.44197,147,0.39435
ENSG00000117408,IPO13,166,0.87008,62,-1.0639,312,1.93235,68,-0.7198,34,-1.9156
ENSG00000117410,ATP6V0B,1386,2.24073,112,-2.7308,490,-0.1441,144,-2.0203,540,0.01399
ENSG00000117411,B4GALT2,166,1.53491,29,-1.8731,85,0.07155,61,-0.4625,83,0.04534
ENSG00000196517,SLC6A9,166,1.22139,44,-1.3983,271,1.95744,65,-0.5452,14,-2.9773
ENSG00000117419,ERI3,166,0.15173,84,-1.1421,48,-1.7708,129,-0.2712,306,1.48972
ENSG00000187147,RNF220,166,0.29485,62,-1.5328,371,1.70774,101,-0.5374,143,0.01402
ENSG00000142937,RPS8,166,-2.0923,791,0.70306,875,0.66626,877,0.67011,415,-0.6169
ENSG00000126088,UROD,166,1.60420,34,-1.5442,38,-1.1523,87,0.15946,76,-0.0777
ENSG00000117450,PRDX1,166,-1.7413,285,-0.9736,839,0.98990,876,1.06859,657,0.66472
ENSG00000117448,AKR1A1,166,1.76295,40,-1.1837,67,-0.1606,73,-0.0374,39,-1.0927
ENSG00000132780,NASP,166,1.90279,63,-0.2465,32,-1.2282,51,-0.5143,17,-2.2719
ENSG00000159592,GPBP1L1,166,2.20788,28,-1.5636,63,-0.0404,40,-0.7314,31,-1.2390
ENSG00000085998,POMGNT1,166,1.04332,53,-1.1831,187,1.07629,79,-0.3675,68,-0.6725
ENSG00000132128,LRRC41,166,1.98981,16,-2.5431,83,0.30020,37,-0.9903,61,-0.2213
ENSG00000173660,UQCRH,166,-0.7499,208,-0.4130,142,-0.9167,248,-0.0349,470,1.28789
ENSG00000123472,ATPAF1,166,0.59289,49,-1.6734,232,1.09378,151,0.34786,118,-0.0568
ENSG00000159658,EFCAB14,166,0.56864,87,-0.7061,211,0.90508,177,0.59809,66,-1.0808
ENSG00000162368,CMPK1,166,0.53556,84,-0.8034,53,-1.3268,118,-0.0934,188,0.79941
ENSG00000162374,ELAVL4,166,-0.0570,55,-2.0563,1,-7.1004,57,-1.6958,492,2.63219
ENSG00000123091,RNF11,166,-0.4269,101,-1.3782,210,0.00228,187,-0.1915,429,1.53817
ENSG00000085832,EPS15,166,0.33153,76,-1.1668,214,0.71816,169,0.31536,155,0.20885
ENSG00000117859,OSBPL9,166,2.33624,17,-2.2694,68,0.14037,46,-0.4581,31,-1.1956
ENSG00000078618,NRDC,166,1.37329,41,-1.3954,54,-0.7506,92,0.11171,88,0.03792
ENSG00000169213,RAB3B,166,0.11314,89,-1.0823,26,-2.7277,42,-1.9982,368,1.94621
ENSG00000134717,BTF3L4,166,1.38987,37,-1.5379,114,0.47556,27,-1.7435,93,0.15146
ENSG00000157077,ZFYVE9,166,1.86888,24,-1.9657,57,-0.3735,40,-0.9086,73,0.02664
ENSG00000134744,TUT4,166,2.04388,35,-1.2582,12,-2.5330,93,0.51812,34,-1.1617
ENSG00000162378,ZYG11B,166,0.52584,51,-1.6786,33,-2.0521,85,-0.6156,267,1.62680
ENSG00000116171,SCP2,166,0.60798,70,-1.0539,162,0.47895,197,0.81449,95,-0.4400
ENSG00000162384,CZIB,166,2.03028,29,-1.5509,52,-0.4134,73,0.11438,34,-1.1987
ENSG00000157193,LRP8,166,2.44729,15,-2.4394,0,-7.3205,24,-1.4119,71,0.30467
ENSG00000116209,TMEM59,166,-1.0693,190,-0.9439,1174,2.55551,210,-0.6062,241,-0.4356
ENSG00000157216,SSBP3,166,0.91630,46,-1.5378,139,0.46844,117,0.18005,109,0.07454
ENSG00000116133,DHCR24,166,-1.7395,313,-0.7998,2161,3.07343,79,-2.7050,351,-0.5160
ENSG00000162407,PLPP3,166,0.46795,122,-0.1399,103,-0.3637,277,1.30733,46,-1.7198
ENSG00000177606,JUN,166,1.37317,32,-1.8316,74,-0.2390,228,1.72655,24,-2.0844
ENSG00000162599,NFIA,166,-0.5559,251,0.23280,102,-1.2476,701,2.06613,75,-1.8471
ENSG00000162604,TM2D1,166,1.56924,38,-1.3927,131,0.83414,60,-0.4509,41,-1.1340
ENSG00000132854,KANK4,166,1.80180,37,-1.2894,134,1.02245,4,-4.0786,40,-1.0494
ENSG00000116641,DOCK7,784,4.54655,19,-3.8835,14,-3.9526,113,-0.8966,23,-3.3879
ENSG00000162434,JAK1,166,1.11165,50,-1.2383,40,-1.3685,101,0.07445,122,0.45131
ENSG00000162433,AK4,166,1.20812,44,-1.3971,18,-2.4395,96,0.06264,127,0.61797
ENSG00000116675,DNAJC6,166,-0.9242,110,-1.7375,516,1.03111,85,-1.8400,636,1.81629
ENSG00000213625,LEPROT,166,1.82797,50,-0.7647,23,-1.7588,104,0.58417,24,-1.8043
ENSG00000184588,PDE4B,166,1.07249,52,-1.2226,233,1.52266,87,-0.1898,37,-1.6171
ENSG00000118473,SGIP1,166,1.87518,28,-1.7394,8,-3.3170,16,-2.2850,104,0.72394
ENSG00000142864,SERBP1,166,0.55218,95,-0.5489,122,-0.0298,214,0.91265,84,-0.6899
ENSG00000162595,DIRAS3,787,3.58989,11,-4.8775,0,-9.2174,78,-1.6329,172,-0.4850
ENSG00000116729,WLS,166,1.48891,35,-1.5944,17,-2.3794,253,2.04228,18,-2.4539
ENSG00000116754,SRSF11,166,0.21261,133,-0.2254,158,0.10275,164,0.17114,140,-0.1041
ENSG00000132485,ZRANB2,166,0.75395,82,-0.6425,115,0.03337,97,-0.2393,113,0.00716
ENSG00000172260,NEGR1,166,0.31408,60,-1.5916,77,-0.9404,101,-0.5252,288,1.54429
ENSG00000117054,ACADM,166,2.03935,35,-1.2637,10,-2.8414,82,0.31601,41,-0.8631
ENSG00000137955,RABGGTB,166,1.40669,41,-1.3658,156,1.02155,48,-0.9081,54,-0.7917
ENSG00000154027,AK5,166,1.89680,32,-1.4915,58,-0.3157,18,-2.0664,68,-0.0756
ENSG00000077254,USP33,166,1.35450,39,-1.4818,55,-0.7181,51,-0.8424,114,0.51709
ENSG00000180488,MIGA1,166,0.72356,84,-0.6343,164,0.59632,83,-0.5178,101,-0.2237
ENSG00000162613,FUBP1,166,2.35968,22,-1.8310,27,-1.2689,53,-0.2347,38,-0.8492
ENSG00000162616,DNAJB4,166,1.47614,35,-1.6159,90,0.13226,73,-0.2013,74,-0.2076
ENSG00000137959,IFI44L,166,1.58173,73,-0.1958,39,-1.1073,110,0.53452,9,-3.3642
ENSG00000137941,TTLL7,166,-0.0354,154,-0.1895,323,1.10625,80,-1.1734,162,-0.0812
ENSG00000142875,PRKACB,166,-0.9507,180,-0.9160,363,0.39066,198,-0.5829,572,1.48238
ENSG00000174021,GNG5,166,2.10125,27,-1.6666,25,-1.4913,137,1.23613,13,-2.6638
ENSG00000162642,C1orf52,166,1.87174,18,-2.4231,60,-0.2772,34,-1.1678,83,0.27849
ENSG00000153904,DDAH1,166,0.27499,100,-0.7254,9,-4.1110,347,1.55381,152,0.10671
ENSG00000117174,ZNHIT6,166,2.04629,44,-0.8486,3,-4.5813,56,-0.2934,44,-0.7684
ENSG00000122417,ODF2L,166,2.32618,28,-1.5127,22,-1.6218,44,-0.5385,40,-0.7678
ENSG00000097033,SH3GLB1,166,1.68353,68,-0.2425,15,-2.4340,75,-0.0245,32,-1.4902
ENSG00000183291,SELENOF,166,0.28950,75,-1.2166,252,0.96974,179,0.37700,146,0.04619
ENSG00000143013,LMO4,166,0.83244,67,-0.9426,66,-0.7986,222,1.21845,80,-0.5426
ENSG00000162664,ZNF326,166,2.05323,45,-0.8041,5,-3.6661,81,0.29222,28,-1.4887
ENSG00000122482,ZNF644,166,1.96686,40,-1.0526,65,-0.1013,82,0.26503,13,-2.6614
ENSG00000189195,BTBD8,166,1.97523,21,-2.1545,34,-1.1182,48,-0.5934,75,0.13665
ENSG00000122484,RPAP2,166,2.13026,35,-1.2249,26,-1.4424,37,-0.9220,48,-0.5613
ENSG00000067208,EVI5,166,2.16126,34,-1.2617,37,-0.8672,64,-0.0283,27,-1.4763
ENSG00000122406,RPL5,166,-1.2351,380,0.24242,436,0.40887,621,1.02070,269,-0.4250
ENSG00000154511,DIPK1A,1415,5.22391,18,-4.7883,86,-2.1155,27,-3.8066,47,-3.1602
ENSG00000117500,TMED5,166,1.21805,36,-1.7363,226,1.57681,71,-0.4099,46,-1.1703
ENSG00000117505,DR1,166,1.85152,28,-1.7464,88,0.33174,53,-0.4904,47,-0.7522
ENSG00000137942,FNBP1L,166,2.43298,21,-1.9161,1,-5.3636,79,0.44447,35,-0.9624
ENSG00000067334,DNTTIP2,166,2.11487,34,-1.2644,0,-7.4596,52,-0.3860,56,-0.3163
ENSG00000023909,GCLM,166,1.92237,16,-2.5358,73,0.06629,35,-1.1083,73,0.06551
ENSG00000117528,ABCD3,166,1.47129,45,-1.1822,60,-0.5226,110,0.46009,56,-0.6877
ENSG00000117525,F3,166,2.34664,15,-2.5084,6,-3.4284,146,1.50461,15,-2.3362
ENSG00000117519,CNN3,166,0.43725,103,-0.5066,96,-0.5022,382,1.92248,34,-2.2106
ENSG00000117569,PTBP2,166,1.58506,35,-1.5079,53,-0.6526,45,-0.8758,90,0.23385
ENSG00000162688,AGL,782,4.63526,24,-3.5395,39,-2.4837,39,-2.4636,34,-2.8465
ENSG00000156875,MFSD14A,166,1.70641,33,-1.5626,89,0.25114,34,-1.2484,66,-0.2544
ENSG00000137992,DBT,166,2.10167,24,-1.8449,65,-0.0276,51,-0.4185,39,-0.9067
ENSG00000137996,RTCA,789,4.21856,20,-3.8653,54,-2.0511,35,-2.6815,71,-1.7823
ENSG00000162694,EXTL2,166,1.85205,13,-2.9782,19,-2.0001,29,-1.4190,117,0.96243
ENSG00000170989,S1PR1,166,1.61671,53,-0.7675,8,-3.3114,154,1.14993,27,-1.7887
ENSG00000134186,PRPF38B,166,1.36132,83,-0.0833,52,-0.8067,101,0.25013,23,-2.1638
ENSG00000116266,STXBP3,166,1.20083,52,-1.1262,209,1.41350,45,-1.1242,47,-1.1626
ENSG00000121957,GPSM2,166,1.81257,47,-0.8569,115,0.75306,53,-0.4963,9,-3.3450
ENSG00000085433,WDR47,166,1.18459,21,-2.5692,109,0.25097,62,-0.6321,136,0.74928
ENSG00000197780,TAF13,166,0.94931,79,-0.5415,87,-0.2670,115,0.17912,79,-0.4731
ENSG00000215717,TMEM167B,166,1.81185,22,-2.1104,55,-0.4446,64,-0.2038,70,-0.0745
ENSG00000031698,SARS,166,0.19677,94,-0.9036,80,-0.9756,155,0.06431,247,1.02128
ENSG00000143126,CELSR2,166,1.33668,27,-2.0850,226,1.67403,50,-0.8925,50,-0.9713
ENSG00000134243,SORT1,166,-0.8779,237,-0.3032,1086,2.65150,105,-1.4912,116,-1.4510
ENSG00000143106,PSMA5,166,2.17150,25,-1.7207,0,-7.3111,40,-0.7625,69,0.11338
ENSG00000181754,AMIGO1,166,2.25486,15,-2.5046,6,-3.4759,39,-0.7557,75,0.31376
