Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000116560,SFPQ,58,-1.9625,83,-1.4037,97,-1.1714,229,0.25618,361,1.12196,361,1.12196
ENSG00000020129,NCDN,370,0.62736,58,-2.3608,11,-4.7408,406,0.80311,361,0.58023,361,0.58023
ENSG00000126067,PSMB2,100,-0.9982,33,-2.6780,35,-2.5761,215,0.26717,361,1.27484,361,1.27484
ENSG00000116871,MAP7D1,179,-0.5538,60,-2.2412,138,-0.9727,393,0.83779,361,0.67354,361,0.67354
ENSG00000054118,THRAP3,56,-1.7622,49,-1.9671,77,-1.2675,103,-0.8054,361,1.48018,361,1.48018
ENSG00000163875,MEAF6,83,-1.2196,26,-2.9748,15,-3.7496,202,0.25745,361,1.39226,361,1.39226
ENSG00000197982,C1orf122,126,-1.2586,183,-0.6681,191,-0.5952,416,0.76519,361,0.49792,361,0.49792
ENSG00000174574,AKIRIN1,85,-1.1932,47,-2.1090,43,-2.2359,168,-0.0966,361,1.35524,361,1.35524
ENSG00000168653,NDUFS5,200,-0.6082,179,-0.7910,116,-1.4692,508,1.06153,361,0.40410,361,0.40410
ENSG00000127603,MACF1,94,-1.6794,196,-0.5137,319,0.31893,267,0.00177,361,0.54532,361,0.54532
ENSG00000116983,HPCAL4,182,-0.0396,91,-1.1693,19,-3.4749,105,-0.9537,361,1.24834,361,1.24834
ENSG00000131236,CAP1,92,-1.3910,65,-1.9122,110,-1.1051,307,0.63445,361,0.94757,361,0.94757
ENSG00000131238,PPT1,41,-2.3827,113,-0.8269,53,-2.0033,189,0.02300,361,1.25212,361,1.25212
ENSG00000065978,YBX1,15,-3.8293,132,-0.5679,84,-1.2985,161,-0.2422,361,1.25901,361,1.25901
ENSG00000117394,SLC2A1,17,-3.6072,183,0.02344,96,-1.0367,64,-1.6629,361,1.32198,361,1.32198
ENSG00000066322,ELOVL1,1,-7.3773,31,-2.8801,192,-0.0372,231,0.28744,361,1.14404,361,1.14404
ENSG00000142949,PTPRF,141,-0.5842,70,-1.6789,47,-2.2925,217,0.14529,361,1.11038,361,1.11038
ENSG00000117410,ATP6V0B,399,0.25663,97,-2.0143,60,-2.7305,791,1.62716,361,0.07908,361,0.07908
ENSG00000117419,ERI3,220,0.13753,56,-2.0561,16,-3.8685,207,0.02718,361,1.06840,361,1.06840
ENSG00000187147,RNF220,97,-1.0529,20,-3.3806,78,-1.4013,192,0.06215,361,1.26786,361,1.26786
ENSG00000142937,RPS8,235,-1.4828,639,0.14849,801,0.55594,1126,1.23074,361,-0.8075,361,-0.8075
ENSG00000117450,PRDX1,352,-0.4578,491,0.10401,257,-0.9708,951,1.38294,361,-0.4168,361,-0.4168
ENSG00000085998,POMGNT1,32,-2.6242,43,-2.1953,60,-1.7133,184,0.09851,361,1.40623,361,1.40623
ENSG00000173660,UQCRH,213,-0.5826,165,-0.9911,58,-2.5818,650,1.48687,361,0.31849,361,0.31849
ENSG00000123472,ATPAF1,164,-0.2076,83,-1.2988,52,-2.0104,92,-1.1530,361,1.25890,361,1.25890
ENSG00000159658,EFCAB14,20,-3.3315,74,-1.3821,57,-1.7862,166,-0.0719,361,1.41169,361,1.41169
ENSG00000162368,CMPK1,86,-1.4146,70,-1.7225,72,-1.6885,282,0.57078,361,1.04980,361,1.04980
ENSG00000162374,ELAVL4,332,0.74826,38,-2.7516,31,-3.0572,198,-0.1839,361,0.91076,361,0.91076
ENSG00000123091,RNF11,254,-0.1454,114,-1.4365,103,-1.5929,465,0.96187,361,0.47710,361,0.47710
ENSG00000085832,EPS15,58,-1.9207,95,-1.1579,58,-1.9185,223,0.25549,361,1.18304,361,1.18304
ENSG00000078618,NRDC,66,-1.5128,49,-1.9611,55,-1.7909,115,-0.6289,361,1.48087,361,1.48087
ENSG00000169213,RAB3B,358,0.69127,37,-2.9245,67,-2.0467,281,0.24395,361,0.70820,361,0.70820
ENSG00000162378,ZYG11B,137,-0.6038,55,-2.0309,50,-2.1706,216,0.16265,361,1.13915,361,1.13915
ENSG00000116171,SCP2,42,-2.3056,83,-1.2815,51,-2.0281,201,0.15803,361,1.28690,361,1.28690
ENSG00000116209,TMEM59,42,-2.8628,124,-1.2390,144,-1.0090,561,1.44059,361,0.54956,361,0.54956
ENSG00000157216,SSBP3,41,-2.3103,37,-2.4538,66,-1.6100,207,0.25778,361,1.33776,361,1.33776
ENSG00000116133,DHCR24,56,-2.8075,10,-5.2927,357,0.08933,890,1.95505,361,0.10941,361,0.10941
ENSG00000162407,PLPP3,56,-2.3420,515,1.39898,116,-1.2382,80,-1.8056,361,0.67661,361,0.67661
ENSG00000162599,NFIA,72,-1.8937,289,0.36269,245,0.06675,85,-1.6417,361,0.77876,361,0.77876
ENSG00000162434,JAK1,96,-0.8366,41,-2.1314,22,-3.0405,75,-1.2213,361,1.59389,361,1.59389
ENSG00000116675,DNAJC6,414,0.32243,59,-2.7542,83,-2.2507,790,1.62553,361,0.08095,361,0.08095
ENSG00000184588,PDE4B,9,-4.5214,51,-1.9656,97,-0.9887,178,0.01942,361,1.37320,361,1.37320
ENSG00000142864,SERBP1,40,-2.4209,97,-1.0568,89,-1.1984,165,-0.1992,361,1.26016,361,1.26016
ENSG00000116729,WLS,38,-2.3383,176,0.09812,27,-2.8118,34,-2.4672,361,1.50133,361,1.50133
ENSG00000116754,SRSF11,112,-1.0547,101,-1.2117,196,-0.1421,146,-0.6318,361,0.97703,361,0.97703
ENSG00000132485,ZRANB2,45,-2.2232,81,-1.3288,105,-0.9322,152,-0.3249,361,1.27613,361,1.27613
ENSG00000172260,NEGR1,212,0.10620,74,-1.5984,49,-2.2179,138,-0.6146,361,1.11379,361,1.11379
ENSG00000077254,USP33,85,-1.1392,32,-2.6024,75,-1.3320,111,-0.7203,361,1.43845,361,1.43845
ENSG00000180488,MIGA1,79,-1.4834,34,-2.7677,109,-0.9803,246,0.37854,361,1.12119,361,1.12119
ENSG00000137941,TTLL7,66,-1.9840,30,-3.1535,267,0.27276,287,0.40434,361,0.83531,361,0.83531
ENSG00000142875,PRKACB,125,-1.3253,123,-1.3495,139,-1.1531,581,1.38712,361,0.44225,361,0.44225
ENSG00000153904,DDAH1,140,-0.6896,244,0.24562,56,-2.1196,111,-1.0614,361,0.98273,361,0.98273
ENSG00000183291,SELENOF,54,-1.9826,49,-2.1049,67,-1.6507,230,0.36475,361,1.24352,361,1.24352
ENSG00000143013,LMO4,57,-1.7549,62,-1.6282,98,-0.9058,82,-1.1905,361,1.44868,361,1.44868
ENSG00000122406,RPL5,208,-0.8312,428,0.39274,291,-0.2826,410,0.31354,361,0.08843,361,0.08843
ENSG00000117519,CNN3,56,-1.9802,230,0.28191,63,-1.8013,104,-1.0432,361,1.14537,361,1.14537
ENSG00000170989,S1PR1,44,-2.0953,199,0.34127,19,-3.2918,0,-9.1664,361,1.53170,361,1.53170
ENSG00000134186,PRPF38B,15,-3.5915,36,-2.2834,123,-0.3895,32,-2.4545,361,1.66616,361,1.66616
ENSG00000121957,GPSM2,7,-4.5600,65,-1.3758,88,-0.9060,30,-2.5471,361,1.70841,361,1.70841
ENSG00000085433,WDR47,68,-1.4655,27,-2.8245,12,-3.9562,179,0.10992,361,1.47546,361,1.47546
ENSG00000197780,TAF13,84,-1.2258,57,-1.8087,87,-1.1599,115,-0.7278,361,1.35635,361,1.35635
ENSG00000031698,SARS,134,-0.7515,38,-2.6732,52,-2.2097,318,0.74787,361,0.99690,361,0.99690
ENSG00000143126,CELSR2,24,-3.0315,24,-3.0057,124,-0.5221,123,-0.5409,361,1.45646,361,1.45646
ENSG00000134243,SORT1,8,-5.0785,27,-3.4032,304,0.39442,400,0.91186,361,0.71374,361,0.71374
ENSG00000134202,GSTM3,87,-1.3471,106,-1.0430,35,-2.7125,249,0.39026,361,1.10416,361,1.10416
ENSG00000168710,AHCYL1,224,-0.8828,969,1.86722,268,-0.5976,111,-1.9661,361,-0.0981,361,-0.0981
ENSG00000197106,SLC6A17,109,-0.7611,25,-2.9637,11,-4.1617,168,-0.0485,361,1.41730,361,1.41730
ENSG00000116396,KCNC4,125,-0.5561,40,-2.3045,17,-3.5659,138,-0.3930,361,1.40524,361,1.40524
ENSG00000134248,LAMTOR5,85,-1.3848,89,-1.3257,65,-1.8066,244,0.34211,361,1.09486,361,1.09486
ENSG00000116459,ATP5PB,160,-0.4534,90,-1.3617,24,-3.3233,259,0.37583,361,1.01159,361,1.01159
ENSG00000116473,RAP1A,13,-3.8355,55,-1.7866,62,-1.5958,152,-0.1665,361,1.48586,361,1.48586
ENSG00000171385,KCND3,112,-0.6173,33,-2.5023,26,-2.8326,80,-1.1488,361,1.55574,361,1.55574
ENSG00000116489,CAPZA1,77,-1.3179,27,-2.8880,29,-2.7791,190,0.15106,361,1.39510,361,1.39510
ENSG00000155366,RHOC,20,-3.1430,143,-0.1546,35,-2.3378,21,-3.1361,361,1.63173,361,1.63173
ENSG00000163349,HIPK1,58,-1.6030,61,-1.5267,65,-1.4345,43,-2.0726,361,1.61273,361,1.61273
ENSG00000116752,BCAS2,89,-1.1083,19,-3.4131,21,-3.2372,196,0.20448,361,1.39262,361,1.39262
ENSG00000009307,CSDE1,270,-0.2960,161,-1.1293,245,-0.4552,529,0.91728,361,0.20499,361,0.20499
ENSG00000163399,ATP1A1,417,0.56269,27,-3.6884,27,-3.6968,633,1.40420,361,0.30095,361,0.30095
ENSG00000198162,MAN1A2,87,-1.6073,223,-0.0970,219,-0.1269,165,-0.5989,361,0.77297,361,0.77297
ENSG00000092621,PHGDH,25,-3.0429,214,0.33454,70,-1.4930,29,-2.8054,361,1.36741,361,1.36741
ENSG00000265241,RBM8A,52,-1.9208,55,-1.8331,46,-2.0986,167,-0.0699,361,1.40351,361,1.40351
ENSG00000265972,TXNIP,6,-4.7852,85,-0.9853,63,-1.4691,57,-1.6168,361,1.65368,361,1.65368
ENSG00000178104,PDE4DIP,119,-0.9438,168,-0.3875,99,-1.2286,159,-0.4794,361,0.99185,361,0.99185
ENSG00000159164,SV2A,347,0.31489,64,-2.3847,64,-2.3773,544,1.18245,361,0.38697,361,0.38697
ENSG00000143401,ANP32E,86,-1.2124,79,-1.3411,66,-1.6260,134,-0.5057,361,1.31025,361,1.31025
ENSG00000266472,MRPS21,68,-1.7174,110,-0.9643,42,-2.4205,242,0.36213,361,1.13096,361,1.13096
ENSG00000143384,MCL1,44,-1.9687,80,-1.0561,44,-1.9784,21,-3.0629,361,1.71279,361,1.71279
ENSG00000143420,ENSA,83,-1.1748,65,-1.5554,48,-2.0196,109,-0.7492,361,1.43383,361,1.43383
ENSG00000143418,CERS2,0,-9.4499,12,-4.0147,96,-0.9909,220,0.40731,361,1.38560,361,1.38560
ENSG00000213190,MLLT11,287,0.13221,53,-2.5193,46,-2.7533,489,1.13913,361,0.54551,361,0.54551
ENSG00000159352,PSMD4,94,-1.0895,48,-2.1134,64,-1.6740,168,-0.1450,361,1.29296,361,1.29296
ENSG00000143393,PI4KB,82,-1.1252,64,-1.5086,37,-2.3578,79,-1.1883,361,1.52964,361,1.52964
ENSG00000159377,PSMB4,141,-0.7727,103,-1.2679,36,-2.8339,348,0.79298,361,0.86452,361,0.86452
ENSG00000143376,SNX27,64,-1.5881,18,-3.4499,62,-1.6220,157,-0.1379,361,1.44416,361,1.44416
ENSG00000197747,S100A10,238,0.09373,62,-2.0532,15,-4.1584,317,0.60915,361,0.86239,361,0.86239
ENSG00000197956,S100A6,117,-1.9255,392,0.00981,216,-0.9743,891,1.62154,361,-0.1301,361,-0.1301
ENSG00000188643,S100A16,34,-2.3522,123,-0.3794,24,-2.9013,18,-3.2565,361,1.68411,361,1.68411
ENSG00000189171,S100A13,56,-2.4266,346,0.50726,202,-0.4260,236,-0.1663,361,0.58665,361,0.58665
ENSG00000160678,S100A1,23,-3.5901,203,-0.2442,181,-0.4333,277,0.29163,361,0.78858,361,0.78858
ENSG00000143621,ILF2,70,-1.4032,28,-2.7488,28,-2.7542,147,-0.2050,361,1.50487,361,1.50487
ENSG00000143543,JTB,27,-2.9548,88,-1.2185,34,-2.6292,238,0.44963,361,1.26702,361,1.26702
ENSG00000177954,RPS27,248,-1.8405,1534,1.28171,1127,0.66147,1057,0.54090,361,-1.2591,361,-1.2591
ENSG00000143549,TPM3,147,-0.7206,104,-1.2704,103,-1.2772,281,0.38476,361,0.85729,361,0.85729
ENSG00000143612,C1orf43,42,-2.2809,41,-2.3113,75,-1.4167,196,0.15501,361,1.33248,361,1.33248
ENSG00000160714,UBE2Q1,63,-1.6126,34,-2.5446,34,-2.5431,176,0.04792,361,1.43191,361,1.43191
ENSG00000160710,ADAR,118,-1.0275,100,-1.2742,60,-2.0712,318,0.66936,361,0.91445,361,0.91445
ENSG00000143603,KCNN3,62,-1.6377,173,-0.0001,46,-2.0877,33,-2.6020,361,1.41655,361,1.41655
ENSG00000163344,PMVK,43,-2.1787,84,-1.1579,57,-1.7638,118,-0.6117,361,1.44179,361,1.44179
ENSG00000163346,PBXIP1,87,-1.3665,306,0.74723,82,-1.4560,19,-3.6167,361,1.07435,361,1.07435
ENSG00000163463,KRTCAP2,16,-3.5011,81,-1.1378,29,-2.6950,125,-0.4392,361,1.55665,361,1.55665
ENSG00000177628,GBA,95,-0.9554,49,-1.9656,16,-3.5777,137,-0.3609,361,1.44964,361,1.44964
ENSG00000116521,SCAMP3,66,-1.4712,47,-1.9855,31,-2.6056,116,-0.5700,361,1.53581,361,1.53581
ENSG00000160752,FDPS,77,-1.4887,43,-2.3755,28,-2.9967,287,0.71955,361,1.18166,361,1.18166
ENSG00000116539,ASH1L,46,-2.1759,61,-1.7597,138,-0.4664,128,-0.5988,361,1.29617,361,1.29617
ENSG00000132718,SYT11,322,-0.4012,250,-0.8093,292,-0.5625,860,1.43813,361,-0.2073,361,-0.2073
ENSG00000160781,PAQR6,77,-2.6876,310,-0.5387,1067,1.83273,387,-0.1696,361,-0.2857,361,-0.2857
ENSG00000163468,CCT3,37,-2.5180,67,-1.6260,28,-2.9034,255,0.57570,361,1.26663,361,1.26663
ENSG00000125462,C1orf61,393,-0.7631,1810,2.23924,514,-0.3197,286,-1.2653,361,-0.8968,361,-0.8968
ENSG00000132702,HAPLN2,0,-9.7659,0,-8.0152,215,0.01102,344,0.87195,361,0.97120,361,0.97120
ENSG00000132692,BCAN,53,-2.1109,214,0.09755,138,-0.6421,88,-1.3540,361,1.07651,361,1.07651
ENSG00000162706,CADM3,286,0.39788,81,-1.6711,21,-3.6476,260,0.22743,361,0.83874,361,0.83874
ENSG00000158710,TAGLN2,58,-1.6572,63,-1.5224,25,-2.9225,107,-0.6941,361,1.55277,361,1.55277
ENSG00000177807,KCNJ10,16,-3.9376,189,-0.2118,155,-0.5352,200,-0.1172,361,0.96972,361,0.96972
ENSG00000162729,IGSF8,21,-3.3246,31,-2.7326,82,-1.2965,232,0.43539,361,1.31015,361,1.31015
ENSG00000018625,ATP1A2,230,-0.9556,1120,2.05607,318,-0.4329,75,-2.6718,361,-0.2205,361,-0.2205
ENSG00000162734,PEA15,430,-0.6867,668,0.04998,825,0.42501,1250,1.23923,361,-0.9677,361,-0.9677
ENSG00000122218,COPA,70,-1.6631,59,-1.9159,65,-1.7742,268,0.54467,361,1.13093,361,1.13093
ENSG00000143256,PFDN2,125,-0.8753,54,-2.1799,73,-1.7135,302,0.63159,361,0.97859,361,0.97859
ENSG00000143222,UFC1,22,-3.0727,82,-1.0869,33,-2.4775,98,-0.8110,361,1.59646,361,1.59646
ENSG00000158864,NDUFS2,72,-1.6886,99,-1.1999,68,-1.7891,281,0.54427,361,1.03362,361,1.03362
ENSG00000143252,SDHC,89,-1.2908,83,-1.3926,47,-2.2647,238,0.33658,361,1.14074,361,1.14074
ENSG00000152332,UHMK1,193,-0.1902,20,-3.6253,39,-2.6572,322,0.72107,361,0.94586,361,0.94586
ENSG00000143248,RGS5,11,-4.1771,148,-0.3324,145,-0.3608,51,-1.9856,361,1.33006,361,1.33006
ENSG00000185630,PBX1,45,-2.1240,117,-0.6477,45,-2.1207,104,-0.8386,361,1.42370,361,1.42370
ENSG00000143198,MGST3,148,-1.0826,131,-1.2810,48,-2.7866,674,1.67946,361,0.40624,361,0.40624
ENSG00000143149,ALDH9A1,32,-2.5156,79,-1.1522,50,-1.8553,74,-1.2573,361,1.59747,361,1.59747
ENSG00000143183,TMCO1,60,-1.7520,73,-1.4561,78,-1.3399,141,-0.4002,361,1.33657,361,1.33657
ENSG00000143158,MPC2,80,-1.2814,57,-1.8123,6,-4.9486,193,0.15587,361,1.36964,361,1.36964
ENSG00000143153,ATP1B1,1313,0.61883,118,-3.2102,316,-1.7361,3117,2.65712,361,-1.5313,361,-1.5313
ENSG00000075945,KIFAP3,266,0.11711,63,-2.1673,18,-3.9629,423,0.98190,361,0.67198,361,0.67198
ENSG00000117523,PRRC2C,272,-0.0970,224,-0.4239,287,-0.0045,220,-0.4477,361,0.40447,361,0.40447
ENSG00000197959,DNM3,121,-0.9482,8,-4.8698,116,-1.0183,325,0.74468,361,0.95369,361,0.95369
ENSG00000117592,PRDX6,258,-0.0827,382,0.62028,83,-1.8872,179,-0.6895,361,0.51433,361,0.51433
ENSG00000234741,GAS5,29,-2.7586,53,-1.8397,104,-0.8055,107,-0.7556,361,1.45979,361,1.45979
ENSG00000152061,RABGAP1L,23,-3.0610,23,-3.0284,39,-2.2809,183,0.17797,361,1.51881,361,1.51881
ENSG00000116161,CACYBP,114,-1.0268,94,-1.3296,44,-2.4601,304,0.64093,361,0.97403,361,0.97403
ENSG00000116147,TNR,18,-3.5407,121,-0.7078,170,-0.1549,83,-1.3115,361,1.25814,361,1.25814
ENSG00000135837,CEP350,32,-2.5668,44,-2.1153,133,-0.3920,75,-1.3036,361,1.47938,361,1.47938
ENSG00000116260,QSOX1,59,-1.6280,21,-3.1794,59,-1.6326,119,-0.5342,361,1.54074,361,1.54074
ENSG00000135821,GLUL,227,-1.6969,1752,2.01827,574,-0.2171,637,-0.0406,361,-0.9747,361,-0.9747
ENSG00000157064,NMNAT2,104,-0.8027,25,-2.9278,8,-4.6490,151,-0.1837,361,1.47272,361,1.47272
ENSG00000162704,ARPC5,51,-2.2069,12,-4.2633,116,-0.9428,328,0.86153,361,1.05600,361,1.05600
ENSG00000047410,TPR,19,-3.3671,82,-1.2079,90,-1.0762,124,-0.5557,361,1.41267,361,1.41267
ENSG00000116747,RO60,9,-4.3794,56,-1.6721,113,-0.5670,52,-1.7741,361,1.60721,361,1.60721
ENSG00000151414,NEK7,73,-1.3465,36,-2.3915,66,-1.5003,105,-0.7660,361,1.48908,361,1.48908
ENSG00000118200,CAMSAP2,125,-0.9603,89,-1.4933,126,-0.9475,280,0.39625,361,0.88017,361,0.88017
ENSG00000116857,TMEM9,138,-0.6169,82,-1.4428,33,-2.7813,223,0.19187,361,1.10596,361,1.10596
ENSG00000174307,PHLDA3,16,-3.6810,39,-2.3877,70,-1.5254,234,0.46176,361,1.32274,361,1.32274
ENSG00000159176,CSRP1,149,-1.4281,610,0.97470,286,-0.3879,393,0.15228,361,0.00473,361,0.00473
ENSG00000134369,NAV1,12,-3.9684,40,-2.1600,79,-1.1480,99,-0.7808,361,1.60802,361,1.60802
ENSG00000198892,SHISA4,106,-0.9610,87,-1.2659,42,-2.3576,179,-0.0960,361,1.21743,361,1.21743
ENSG00000134375,TIMM17A,105,-0.8188,25,-2.9791,25,-2.9931,155,-0.1774,361,1.42458,361,1.42458
ENSG00000170075,GPR37L1,40,-2.8493,473,1.22606,104,-1.4081,144,-0.8960,361,0.68706,361,0.68706
ENSG00000143862,ARL8A,70,-1.7988,36,-2.7967,66,-1.8887,401,1.16189,361,0.94959,361,0.94959
